,what,did,edison,machine,works,persue,in,1890,?
the,0.42745697498321533,0.34736719727516174,0.25419825315475464,0.22788187861442566,0.26337864995002747,0.2641828954219818,0.6662389636039734,-0.08158351480960846,0.22068053483963013
competition,0.18313148617744446,0.1774688959121704,0.21836520731449127,0.1067248061299324,0.14953221380710602,0.2564578056335449,0.26072463393211365,-0.11007728427648544,0.1394461691379547
resulted,0.14803820848464966,0.27626562118530273,0.04040703922510147,0.12181424349546432,0.15204322338104248,0.2733497619628906,0.3197503983974457,-0.12527309358119965,0.1391388475894928
in,0.30808621644973755,0.2593238651752472,0.22187061607837677,0.16716814041137695,0.2656683027744293,0.2588757574558258,1.0,0.022108707576990128,0.20430970191955566
edison,0.15105706453323364,0.1372239738702774,0.9999999403953552,0.2932985723018646,0.17733082175254822,0.10002157837152481,0.22187061607837677,-0.1213168278336525,0.10244420915842056
machine,0.23075932264328003,0.14258401095867157,0.2932985723018646,1.0,0.22717811167240143,0.17219668626785278,0.16716814041137695,-0.030258245766162872,0.17587624490261078
works,0.2418437898159027,0.17949827015399933,0.17733082175254822,0.22717811167240143,1.0,0.21240711212158203,0.2656683027744293,-0.02633172832429409,0.19597402215003967
pursuing,0.27320462465286255,0.29414400458335876,0.17046236991882324,0.24555884301662445,0.23658818006515503,0.46961870789527893,0.2273898869752884,0.024725040420889854,0.17021717131137848
ac,0.12080251425504684,0.08334841579198837,0.2666392922401428,0.1115962490439415,0.13441216945648193,0.11228585988283157,0.09242649376392365,-0.08256619423627853,0.19071458280086517
development,0.19014155864715576,0.16852836310863495,0.14419427514076233,0.1897367686033249,0.2858242094516754,0.17175519466400146,0.2550492286682129,-0.08612829446792603,0.1211358830332756
in,0.30808621644973755,0.2593238651752472,0.22187061607837677,0.16716814041137695,0.2656683027744293,0.2588757574558258,1.0,0.022108707576990128,0.20430970191955566
1890,-0.032123319804668427,-0.021157214418053627,-0.1213168278336525,-0.030258245766162872,-0.02633172832429409,-0.0030357667710632086,0.022108707576990128,1.0,-0.0038504337426275015
and,0.31309178471565247,0.34479495882987976,0.13864636421203613,0.20538194477558136,0.33871909976005554,0.31114211678504944,0.4954058527946472,-0.02101706713438034,0.20544172823429108
by,0.2455483376979828,0.18574509024620056,0.18372245132923126,0.2526017427444458,0.2887086570262909,0.21871408820152283,0.370934396982193,-0.040133606642484665,0.17966607213020325
1892,-0.018924584612250328,0.020185532048344612,0.03806674852967262,0.003442488145083189,-0.09443552047014236,0.014798986725509167,0.021538719534873962,-0.1907060146331787,-0.03980826586484909
thomas,0.1806955188512802,0.20728807151317596,0.4682042896747589,0.12273196130990982,0.14448027312755585,0.08692817389965057,0.21133768558502197,0.032719630748033524,0.16133050620555878
edison,0.15105706453323364,0.1372239738702774,0.9999999403953552,0.2932985723018646,0.17733082175254822,0.10002157837152481,0.22187061607837677,-0.1213168278336525,0.10244420915842056
was,0.22111038863658905,0.41399896144866943,0.2864142954349518,0.1741330921649933,0.2401018887758255,0.21516457200050354,0.45514053106307983,0.04199131578207016,0.18412111699581146
no,0.339326947927475,0.23735837638378143,0.18149785697460175,0.1561722308397293,0.18497173488140106,0.3202316164970398,0.24372287094593048,-0.12057594209909439,0.32165053486824036
longer,0.3188037574291229,0.264748752117157,0.16763167083263397,0.2037297785282135,0.13739947974681854,0.24961620569229126,0.2513541877269745,-0.1765342354774475,0.24416615068912506
in,0.30808621644973755,0.2593238651752472,0.22187061607837677,0.16716814041137695,0.2656683027744293,0.2588757574558258,1.0,0.022108707576990128,0.20430970191955566
control,0.2821830213069916,0.22942528128623962,0.1601218432188034,0.21547642350196838,0.19807939231395721,0.15680809319019318,0.24831421673297882,-0.04086701199412346,0.1620711386203766
of,0.33290785551071167,0.2513895630836487,0.221283957362175,0.15468473732471466,0.1964656114578247,0.24095647037029266,0.5696388483047485,-0.06748127192258835,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.23870864510536194,0.16966959834098816,0.32648009061813354,0.40785059332847595,0.3598145842552185,0.048956308513879776,0.18075084686279297
own,0.35062843561172485,0.34475913643836975,0.12072111666202545,0.16265733540058136,0.26028892397880554,0.3156847059726715,0.31893372535705566,-0.13448894023895264,0.1937696635723114
company,0.2333769053220749,0.16800642013549805,0.2836497128009796,0.276585191488266,0.24757927656173706,0.1974666863679886,0.22141718864440918,-0.0696679875254631,0.12195809185504913
",",0.3087472915649414,0.3015086054801941,0.29400110244750977,0.21841607987880707,0.29211118817329407,0.3050018846988678,0.5201468467712402,-0.05052053928375244,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.22165176272392273,0.27888262271881104,0.2730301022529602,0.2394717037677765,0.4840516746044159,-0.23647211492061615,0.25814583897590637
was,0.22111038863658905,0.41399896144866943,0.2864142954349518,0.1741330921649933,0.2401018887758255,0.21516457200050354,0.45514053106307983,0.04199131578207016,0.18412111699581146
consolidated,0.15863418579101562,0.20596979558467865,0.1378079205751419,0.0885506123304367,0.11782006919384003,0.25244346261024475,0.26325708627700806,-0.12191608548164368,0.16821198165416718
into,0.2180619090795517,0.14888085424900055,0.13204136490821838,0.2012409269809723,0.16772817075252533,0.1991259902715683,0.38021373748779297,-0.04708418622612953,0.15662476420402527
the,0.42745697498321533,0.34736719727516174,0.25419825315475464,0.22788187861442566,0.26337864995002747,0.2641828954219818,0.6662389636039734,-0.08158351480960846,0.22068053483963013
conglomerate,0.08697061985731125,0.02885095588862896,0.18538254499435425,0.13431337475776672,0.07594350725412369,0.0350191704928875,0.19662785530090332,-0.12852834165096283,0.11916931718587875
general,0.24928055703639984,0.19499315321445465,0.12084265798330307,0.10088630020618439,0.19006145000457764,0.28202685713768005,0.259066641330719,-0.05235413834452629,0.1972234547138214
electric,0.15451551973819733,0.12459144741296768,0.3382755219936371,0.2780873775482178,0.17545229196548462,0.12106026709079742,0.19779469072818756,-0.09572082757949829,0.15674720704555511
and,0.31309178471565247,0.34479495882987976,0.13864636421203613,0.20538194477558136,0.33871909976005554,0.31114211678504944,0.4954058527946472,-0.02101706713438034,0.20544172823429108
converting,0.23847343027591705,0.11775534600019455,0.12584109604358673,0.2430865466594696,0.24751929938793182,0.2143181711435318,0.18052031099796295,-0.11294767260551453,0.23131810128688812
to,0.455847829580307,0.4452643394470215,0.21176284551620483,0.1634126603603363,0.22564561665058136,0.45925599336624146,0.45010748505592346,-0.14688268303871155,0.29463258385658264
an,0.2821882665157318,0.22598257660865784,0.2231694459915161,0.18184466660022736,0.22120307385921478,0.2078714370727539,0.2605783939361572,-0.0474979542195797,0.19793890416622162
ac,0.12080251425504684,0.08334841579198837,0.2666392922401428,0.1115962490439415,0.13441216945648193,0.11228585988283157,0.09242649376392365,-0.08256619423627853,0.19071458280086517
delivery,0.1710272878408432,0.15226297080516815,0.13127462565898895,0.2451740801334381,0.23432455956935883,0.1584312915802002,0.15070892870426178,-0.15231499075889587,0.16483546793460846
system,0.23557309806346893,0.1967303454875946,0.11532860994338989,0.2364790439605713,0.19151289761066437,0.2081315815448761,0.21978288888931274,-0.10240641981363297,0.15556083619594574
at,0.2838611304759979,0.28390252590179443,0.2024947553873062,0.13893967866897583,0.20105081796646118,0.18688471615314484,0.4374977946281433,-0.020940659567713737,0.21978627145290375
that,0.6297725439071655,0.47518548369407654,0.21377308666706085,0.2756650745868683,0.24413257837295532,0.40398308634757996,0.435920387506485,-0.08945536613464355,0.32716336846351624
point,0.3286605179309845,0.18732239305973053,0.17989371716976166,0.09809055179357529,0.06339956074953079,0.15627935528755188,0.24451331794261932,-0.08511662483215332,0.19189560413360596
.,0.3567904531955719,0.35288307070732117,0.2391979843378067,0.20798662304878235,0.28871041536331177,0.3107358515262604,0.5591574311256409,-0.0021690635476261377,0.4130953550338745
