,what,does,the,replacement,of,the,ticket,machines,and,introduction,of,ticket,gates,herald,the,transition,to,?
the,0.42745697498321533,0.35928019881248474,1.0,0.27791428565979004,0.733189046382904,1.0,0.21556955575942993,0.22618883848190308,0.5171257257461548,0.2808631956577301,0.733189046382904,0.21556955575942993,0.2443714737892151,0.265569806098938,1.0,0.30452099442481995,0.535392165184021,0.22068053483963013
programme,0.1876801699399948,0.11891049146652222,0.23601844906806946,0.17851926386356354,0.18707643449306488,0.23601844906806946,0.2006978541612625,0.27645009756088257,0.23106320202350616,0.21285733580589294,0.18707643449306488,0.2006978541612625,0.08992306888103485,0.20678378641605377,0.23601844906806946,0.17753469944000244,0.22052034735679626,0.139840766787529
has,0.20338068902492523,0.42885294556617737,0.4177538752555847,0.15284709632396698,0.3909035325050354,0.4177538752555847,0.16299623250961304,0.1272239238023758,0.43716782331466675,0.1683546006679535,0.3909035325050354,0.16299623250961304,0.10891272127628326,0.18866848945617676,0.4177538752555847,0.191370889544487,0.3619994819164276,0.15994466841220856
replaced,0.12975038588047028,0.14295725524425507,0.2645455598831177,0.6563886404037476,0.20067165791988373,0.2645455598831177,0.14450673758983612,0.2059478759765625,0.2584592401981354,0.22472916543483734,0.20067165791988373,0.14450673758983612,0.20517820119857788,0.0825066938996315,0.2645455598831177,0.2528386414051056,0.2211306393146515,0.14945141971111298
all,0.41981086134910583,0.31124600768089294,0.4860881567001343,0.22843003273010254,0.42798417806625366,0.4860881567001343,0.22344857454299927,0.2615434229373932,0.4542157053947449,0.24890173971652985,0.42798417806625366,0.22344857454299927,0.16841007769107819,0.18533039093017578,0.4860881567001343,0.19831585884094238,0.42520734667778015,0.29575422406196594
ticket,0.1622433066368103,0.2359175831079483,0.21556955575942993,0.2116156369447708,0.16586975753307343,0.21556955575942993,1.0000001192092896,0.2748207449913025,0.17983613908290863,0.17222389578819275,0.16586975753307343,1.0000001192092896,0.283697247505188,0.25682514905929565,0.21556955575942993,0.13597434759140015,0.24515263736248016,0.20067356526851654
machines,0.25512105226516724,0.267332524061203,0.22618883848190308,0.2467995584011078,0.18757474422454834,0.22618883848190308,0.2748207449913025,1.0,0.2919604778289795,0.24649962782859802,0.18757474422454834,0.2748207449913025,0.2529703974723816,0.16568881273269653,0.22618883848190308,0.18367040157318115,0.2695792019367218,0.17646311223506927
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.24508042633533478,0.5116966962814331,0.5171257257461548,0.17983613908290863,0.2919604778289795,1.0,0.2748969793319702,0.5116966962814331,0.17983613908290863,0.2950623035430908,0.17897236347198486,0.5171257257461548,0.23884165287017822,0.48971283435821533,0.20544172823429108
introduced,0.09417270123958588,0.13910196721553802,0.242969810962677,0.2677242159843445,0.23328952491283417,0.242969810962677,0.1724267452955246,0.2305852472782135,0.27894338965415955,0.656950056552887,0.23328952491283417,0.1724267452955246,0.13192303478717804,0.1204478070139885,0.242969810962677,0.16290128231048584,0.22615164518356323,0.16386865079402924
ticket,0.1622433066368103,0.2359175831079483,0.21556955575942993,0.2116156369447708,0.16586975753307343,0.21556955575942993,1.0000001192092896,0.2748207449913025,0.17983613908290863,0.17222389578819275,0.16586975753307343,1.0000001192092896,0.283697247505188,0.25682514905929565,0.21556955575942993,0.13597434759140015,0.24515263736248016,0.20067356526851654
gates,0.12827859818935394,0.12638059258460999,0.2443714737892151,0.20690777897834778,0.15723752975463867,0.2443714737892151,0.283697247505188,0.2529703974723816,0.2950623035430908,0.13055242598056793,0.15723752975463867,0.283697247505188,0.9999999403953552,0.15900982916355133,0.2443714737892151,0.11696033179759979,0.21614286303520203,0.1212976723909378
at,0.2838611304759979,0.17465277016162872,0.457212895154953,0.15482111275196075,0.42558613419532776,0.457212895154953,0.23476263880729675,0.14611265063285828,0.3571503460407257,0.14133885502815247,0.42558613419532776,0.23476263880729675,0.22418011724948883,0.19454124569892883,0.457212895154953,0.18440090119838715,0.36524343490600586,0.21978627145290375
the,0.42745697498321533,0.35928019881248474,1.0,0.27791428565979004,0.733189046382904,1.0,0.21556955575942993,0.22618883848190308,0.5171257257461548,0.2808631956577301,0.733189046382904,0.21556955575942993,0.2443714737892151,0.265569806098938,1.0,0.30452099442481995,0.535392165184021,0.22068053483963013
busiest,0.1578541398048401,0.133902907371521,0.30110985040664673,0.12572596967220306,0.28865480422973633,0.30110985040664673,0.3262143135070801,0.16388709843158722,0.21225601434707642,0.14151503145694733,0.28865480422973633,0.3262143135070801,0.19280503690242767,0.2601497173309326,0.30110985040664673,0.11349941790103912,0.19131967425346375,0.15537287294864655
stations,0.1621520221233368,0.2039099484682083,0.24762700498104095,0.14001519978046417,0.20414425432682037,0.24762700498104095,0.3168562054634094,0.2746109664440155,0.2687023878097534,0.10587237030267715,0.20414425432682037,0.3168562054634094,0.2183237373828888,0.19182686507701874,0.24762700498104095,0.20866893231868744,0.21700026094913483,0.13192185759544373
-,0.13380742073059082,0.1747216433286667,0.3207225501537323,0.2117943912744522,0.2919245660305023,0.3207225501537323,0.1997564733028412,0.1282266229391098,0.32343366742134094,0.2005598247051239,0.2919245660305023,0.1997564733028412,0.06649673730134964,0.13599175214767456,0.3207225501537323,0.1333266943693161,0.24889779090881348,0.3336010277271271
part,0.3476244807243347,0.26684749126434326,0.527681291103363,0.18091551959514618,0.452393114566803,0.527681291103363,0.10347849875688553,0.17666152119636536,0.35301485657691956,0.18959058821201324,0.452393114566803,0.10347849875688553,0.14897862076759338,0.13939933478832245,0.527681291103363,0.27073803544044495,0.2875264883041382,0.08557961881160736
