,what,was,the,yuan,'s,paper,money,called,?
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.1855759471654892,0.06913424283266068,0.20250056684017181,0.29322221875190735,0.3550408184528351,0.2673267424106598
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.22696353495121002,-0.03817026689648628,0.19050662219524384,0.23114095628261566,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2548272907733917,-0.01540423184633255,0.2077420949935913,0.2699695825576782,0.489897221326828,0.22068053483963013
more,0.3484537899494171,0.21525104343891144,0.39758381247520447,0.18286873400211334,0.032942235469818115,0.22638602554798126,0.29540231823921204,0.26791808009147644,0.27894994616508484
notable,0.31026893854141235,0.175777867436409,0.20948168635368347,0.03808063641190529,0.003200544510036707,0.12454880774021149,0.2149491012096405,0.12903524935245514,0.31928157806396484
applications,0.20821766555309296,0.18077130615711212,0.23664557933807373,0.1634107232093811,-0.001581235439516604,0.2765786349773407,0.19854052364826202,0.19749903678894043,0.19125857949256897
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.22696353495121002,-0.03817026689648628,0.19050662219524384,0.23114095628261566,0.4222904443740845,0.1826142966747284
printing,0.23539213836193085,0.19471904635429382,0.24993151426315308,0.17042331397533417,0.017915518954396248,0.49951937794685364,0.2878860831260681,0.23249632120132446,0.17118792235851288
technology,0.1940862536430359,0.20640774071216583,0.21669498085975647,0.1023561954498291,0.021618375554680824,0.2360854297876358,0.20760805904865265,0.12138870358467102,0.11564995348453522
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.19482262432575226,0.008974763564765453,0.18939059972763062,0.26597723364830017,0.33927658200263977,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.2548272907733917,-0.01540423184633255,0.2077420949935913,0.2699695825576782,0.489897221326828,0.22068053483963013
chao,0.15873567759990692,0.1494976431131363,0.2847650349140167,0.4565013349056244,0.032591428607702255,0.08300531655550003,0.09786401689052582,0.1681620180606842,0.1582316905260086
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20958951115608215,-0.0016132977325469255,0.2304661124944687,0.24156853556632996,0.26549121737480164,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.2548272907733917,-0.01540423184633255,0.2077420949935913,0.2699695825576782,0.489897221326828,0.22068053483963013
paper,0.21202662587165833,0.18939059972763062,0.2077420949935913,0.2533162534236908,0.09519387036561966,0.9999998807907104,0.26961252093315125,0.23564264178276062,0.12693770229816437
money,0.2704482674598694,0.26597723364830017,0.2699695825576782,0.2605736255645752,0.11903500556945801,0.26961252093315125,0.9999998807907104,0.2562682330608368,0.2069680541753769
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.22696353495121002,-0.03817026689648628,0.19050662219524384,0.23114095628261566,0.4222904443740845,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.2548272907733917,-0.01540423184633255,0.2077420949935913,0.2699695825576782,0.489897221326828,0.22068053483963013
yuan,0.13503028452396393,0.19482262432575226,0.2548272907733917,1.0,0.01965653896331787,0.2533162534236908,0.2605736255645752,0.10073821246623993,0.12871281802654266
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.17233723402023315,-0.003708066651597619,0.2429187148809433,0.2570818066596985,0.300344854593277,0.4130953550338745
