,who,was,the,opposing,party,in,the,runyon,case,?
some,0.3978389501571655,0.21528802812099457,0.4566698372364044,0.2866925001144409,0.17324420809745789,0.4010399878025055,0.4566698372364044,0.20277880132198334,0.37110674381256104,0.2562315762042999
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.22845008969306946,0.23662418127059937,0.5696388483047485,0.733189046382904,0.23852168023586273,0.24743439257144928,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,1.0,0.24205999076366425,0.23779736459255219,0.6662389636039734,1.0,0.3165336549282074,0.31022098660469055,0.22068053483963013
most,0.35393568873405457,0.29933857917785645,0.47635307908058167,0.23645931482315063,0.16801448166370392,0.41416558623313904,0.47635307908058167,0.2077673375606537,0.2830452024936676,0.2107497900724411
relevant,0.23095163702964783,0.1266806274652481,0.3216378390789032,0.3038276433944702,0.2137853503227234,0.2808280289173126,0.3216378390789032,0.154818594455719,0.39481115341186523,0.37889617681503296
supreme,0.2059590369462967,0.26731494069099426,0.2583438754081726,0.19741539657115936,0.2977355718612671,0.24678273499011993,0.2583438754081726,0.1537066549062729,0.4282354712486267,0.20777292549610138
court,0.24532970786094666,0.2737988233566284,0.2812081575393677,0.16960321366786957,0.29586008191108704,0.2793687880039215,0.2812081575393677,0.19766207039356232,0.4225234091281891,0.17100423574447632
case,0.2483663111925125,0.18986068665981293,0.31022098660469055,0.25442591309547424,0.18921884894371033,0.2190418541431427,0.31022098660469055,0.16725404560565948,1.0000001192092896,0.33232852816581726
law,0.21111567318439484,0.21553055942058563,0.24548950791358948,0.14134061336517334,0.19645704329013824,0.24850773811340332,0.24548950791358948,0.1619042307138443,0.3231390416622162,0.1528988480567932
on,0.2340552806854248,0.3909217119216919,0.5107308030128479,0.25832000374794006,0.23256510496139526,0.46853652596473694,0.5107308030128479,0.268351286649704,0.2473251074552536,0.2714994251728058
this,0.3345087468624115,0.3638818562030792,0.6274310946464539,0.299926221370697,0.20103472471237183,0.45205554366111755,0.6274310946464539,0.24639290571212769,0.39866772294044495,0.3155723512172699
is,0.24293622374534607,0.5810302495956421,0.5823672413825989,0.20228902995586395,0.1756078004837036,0.5394441485404968,0.5823672413825989,0.275330513715744,0.26648613810539246,0.22961433231830597
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2252987027168274,0.17884716391563416,0.3887844979763031,0.48381632566452026,0.20582564175128937,0.3263775706291199,0.27043893933296204
follows,0.1534975916147232,0.15429966151714325,0.3630034327507019,0.16616715490818024,0.16822503507137299,0.31313058733940125,0.3630034327507019,0.26478859782218933,0.21061909198760986,0.16897420585155487
:,-0.0025186005514115095,0.002802103292196989,-0.03403344005346298,-0.0074860393069684505,0.06971152126789093,0.020521078258752823,-0.03403344005346298,0.017346154898405075,-0.07163292169570923,-0.07156077772378922
runyon,0.32979512214660645,0.3610447943210602,0.3165336549282074,0.2158590853214264,0.25454553961753845,0.32757568359375,0.3165336549282074,1.0,0.16725404560565948,0.14398083090782166
v.,-0.018512072041630745,0.00570128345862031,-0.028345759958028793,-0.028046032413840294,-0.0127676697447896,-0.03806581720709801,-0.028345759958028793,-0.048037514090538025,-0.03772502392530441,0.13179227709770203
mccrary,0.3158787786960602,0.2859562635421753,0.20319393277168274,0.1747400015592575,0.21766717731952667,0.20004190504550934,0.20319393277168274,0.37376153469085693,0.1701899915933609,0.2066931128501892
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23409634828567505,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.3239666521549225,0.2977246046066284,0.31091248989105225
427,-0.07295628637075424,-0.20391857624053955,-0.2638601064682007,-0.10957222431898117,-0.12689585983753204,-0.20808935165405273,-0.2638601064682007,-0.16275864839553833,-0.05018140375614166,-0.06483101099729538
u.s.,0.19341465830802917,0.06837434321641922,0.06592652946710587,0.20947998762130737,0.02601359784603119,-0.003064807504415512,0.06592652946710587,0.08149522542953491,0.025508321821689606,0.07886100560426712
160,-0.1239534467458725,-0.014684366062283516,-0.02510654367506504,-0.14560839533805847,-0.011606896296143532,0.05230235680937767,-0.02510654367506504,0.0735187828540802,-0.21384529769420624,-0.11823219805955887
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.14646978676319122,0.1743791401386261,0.3087427020072937,0.33289089798927307,0.2055799812078476,0.2248619794845581,0.40561532974243164
1976,0.16651569306850433,0.10813223570585251,0.05905425176024437,0.07082660496234894,0.023829244077205658,0.05630391836166382,0.05905425176024437,0.13527534902095795,0.05271846055984497,0.08586528897285461
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.1555270403623581,0.2047169804573059,0.3326910734176636,0.3456730246543884,0.22127534449100494,0.2503088414669037,0.42300865054130554
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,0.046729445457458496,-0.04555346816778183,0.092739537358284,0.09152708947658539,0.05643564090132713,-0.029111087322235107,0.10349778085947037
wisconsin,0.13465438783168793,0.18140320479869843,0.21619275212287903,0.11963662505149841,0.20920246839523315,0.25824466347694397,0.21619275212287903,0.3219567537307739,0.13163231313228607,0.05867835134267807
v.,-0.018512072041630745,0.00570128345862031,-0.028345759958028793,-0.028046032413840294,-0.0127676697447896,-0.03806581720709801,-0.028345759958028793,-0.048037514090538025,-0.03772502392530441,0.13179227709770203
yoder,0.26825353503227234,0.186412051320076,0.2737489640712738,0.1503022015094757,0.16244368255138397,0.18657277524471283,0.2737489640712738,0.3179381489753723,0.15233935415744781,0.2079811841249466
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23409634828567505,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.3239666521549225,0.2977246046066284,0.31091248989105225
406,0.1572766900062561,0.2320677787065506,0.0919000655412674,0.09852377325296402,0.06411169469356537,0.19755329191684723,0.0919000655412674,0.2819330394268036,-0.0197919849306345,0.10126351565122604
u.s.,0.19341465830802917,0.06837434321641922,0.06592652946710587,0.20947998762130737,0.02601359784603119,-0.003064807504415512,0.06592652946710587,0.08149522542953491,0.025508321821689606,0.07886100560426712
205,0.22837626934051514,0.05956868454813957,0.06146814301609993,0.15276551246643066,0.11793610453605652,0.08194456249475479,0.06146814301609993,0.004449911415576935,0.13451337814331055,0.2766927182674408
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.14646978676319122,0.1743791401386261,0.3087427020072937,0.33289089798927307,0.2055799812078476,0.2248619794845581,0.40561532974243164
1972,-0.06769883632659912,0.09760324656963348,0.017579182982444763,-0.11498516798019409,0.10637474060058594,0.07430855184793472,0.017579182982444763,0.13749392330646515,-0.11715561151504517,-0.13323214650154114
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.1555270403623581,0.2047169804573059,0.3326910734176636,0.3456730246543884,0.22127534449100494,0.2503088414669037,0.42300865054130554
;,0.007937713526189327,0.0754367932677269,0.09152708947658539,0.046729445457458496,-0.04555346816778183,0.092739537358284,0.09152708947658539,0.05643564090132713,-0.029111087322235107,0.10349778085947037
pierce,0.18739789724349976,0.24250786006450653,0.2549101412296295,0.16839414834976196,0.11763899773359299,0.23887629806995392,0.2549101412296295,0.2738443911075592,0.16884936392307281,0.16230438649654388
v.,-0.018512072041630745,0.00570128345862031,-0.028345759958028793,-0.028046032413840294,-0.0127676697447896,-0.03806581720709801,-0.028345759958028793,-0.048037514090538025,-0.03772502392530441,0.13179227709770203
society,0.2507454752922058,0.21627455949783325,0.2789285480976105,0.1448782980442047,0.2413080632686615,0.21229879558086395,0.2789285480976105,0.18865148723125458,0.09881655126810074,0.1373005360364914
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.22845008969306946,0.23662418127059937,0.5696388483047485,0.733189046382904,0.23852168023586273,0.24743439257144928,0.1826142966747284
sisters,0.27503085136413574,0.21805666387081146,0.15165339410305023,0.1297324299812317,0.09610056132078171,0.20626403391361237,0.15165339410305023,0.25729426741600037,0.08838903158903122,0.12711647152900696
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.23409634828567505,0.21963930130004883,0.5201468467712402,0.4933079481124878,0.3239666521549225,0.2977246046066284,0.31091248989105225
