,which,tree,species,is,planted,in,the,two,corners,by,the,north,facade,?
this,0.6719430088996887,0.2197062075138092,0.267168790102005,0.480927973985672,0.2043694108724594,0.45205554366111755,0.6274310946464539,0.33004114031791687,0.1966698169708252,0.38438332080841064,0.6274310946464539,0.21515107154846191,0.20049332082271576,0.3155723512172699
is,0.4457404911518097,0.2044319063425064,0.2673557698726654,1.0,0.16044673323631287,0.5394441485404968,0.5823672413825989,0.2315155267715454,0.24850806593894958,0.3899846076965332,0.5823672413825989,0.2993389368057251,0.18628835678100586,0.22961433231830597
in,0.4840516746044159,0.15590032935142517,0.2179255336523056,0.5394441485404968,0.25459304451942444,1.0,0.6662389636039734,0.36463531851768494,0.2180144041776657,0.370934396982193,0.6662389636039734,0.39050599932670593,0.19210688769817352,0.20430970191955566
front,0.29683682322502136,0.12944383919239044,0.14568200707435608,0.21630217134952545,0.18335536122322083,0.22647713124752045,0.3733479380607605,0.2001585215330124,0.3057180643081665,0.15058107674121857,0.3733479380607605,0.19470566511154175,0.4199496805667877,0.16351862251758575
of,0.5011631846427917,0.23309285938739777,0.23307405412197113,0.4854315221309662,0.3022712767124176,0.5696388483047485,0.733189046382904,0.37726253271102905,0.2525721788406372,0.3646814823150635,0.733189046382904,0.3604778051376343,0.2470141500234604,0.1826142966747284
the,0.6521818041801453,0.2565799951553345,0.2522439956665039,0.5823672413825989,0.2813059687614441,0.6662389636039734,1.0,0.43858039379119873,0.27272456884384155,0.4408751428127289,1.0,0.36298373341560364,0.27927011251449585,0.22068053483963013
bronze,0.19257061183452606,0.17338861525058746,0.17465731501579285,0.15866197645664215,0.17720678448677063,0.1848762184381485,0.2526973485946655,0.1838427037000656,0.1609048694372177,0.12452178448438644,0.2526973485946655,0.18504489958286285,0.2894026041030884,0.12390820682048798
doors,0.2280818074941635,0.14837774634361267,0.0802658274769783,0.166116401553154,0.19743603467941284,0.18483485281467438,0.2340378314256668,0.24041472375392914,0.35684239864349365,0.19569125771522522,0.2340378314256668,0.13036422431468964,0.356781542301178,0.12192773818969727
leading,0.28280946612358093,0.10994145274162292,0.1255328506231308,0.18661020696163177,0.21342216432094574,0.33273574709892273,0.3809107840061188,0.277151882648468,0.25003913044929504,0.2575812041759491,0.3809107840061188,0.1712799221277237,0.10448876768350601,0.1360926628112793
to,0.5345056653022766,0.17880116403102875,0.2193736732006073,0.42745086550712585,0.24771860241889954,0.45010748505592346,0.535392165184021,0.3343428373336792,0.2520817220211029,0.33534231781959534,0.535392165184021,0.2743184268474579,0.18925835192203522,0.29463258385658264
the,0.6521818041801453,0.2565799951553345,0.2522439956665039,0.5823672413825989,0.2813059687614441,0.6662389636039734,1.0,0.43858039379119873,0.27272456884384155,0.4408751428127289,1.0,0.36298373341560364,0.27927011251449585,0.22068053483963013
refreshment,0.34113195538520813,0.10163047909736633,0.07362614572048187,0.22558046877384186,0.2016875147819519,0.23589955270290375,0.29972732067108154,0.1569814831018448,0.20350904762744904,0.20599837601184845,0.29972732067108154,0.13167288899421692,0.2195049524307251,0.22463755309581757
rooms,0.23977339267730713,0.10530714690685272,0.13351041078567505,0.1468551605939865,0.21474812924861908,0.1868988424539566,0.18837939202785492,0.26599225401878357,0.2990388572216034,0.20753559470176697,0.18837939202785492,0.09597108513116837,0.3594340980052948,0.11765021830797195
",",0.3658004403114319,0.17433692514896393,0.2223871648311615,0.4691906273365021,0.23992325365543365,0.5201468467712402,0.4933079481124878,0.35859420895576477,0.2099224030971527,0.3680937886238098,0.4933079481124878,0.31834840774536133,0.24756982922554016,0.31091248989105225
a,0.56894451379776,0.20696568489074707,0.22986134886741638,0.658733606338501,0.18264101445674896,0.539380669593811,0.5829201340675354,0.3289857804775238,0.27260375022888184,0.32094135880470276,0.5829201340675354,0.25008413195610046,0.22025299072265625,0.23916715383529663
central,0.2778315246105194,0.1492147445678711,0.18541765213012695,0.273421049118042,0.17727714776992798,0.30844059586524963,0.3417201042175293,0.14650863409042358,0.2566339075565338,0.14742699265480042,0.3417201042175293,0.45006701350212097,0.1707804948091507,0.14787602424621582
path,0.2631044089794159,0.264814168214798,0.16971455514431,0.19813401997089386,0.23556359112262726,0.18221399188041687,0.21527591347694397,0.21109136939048767,0.2511058747768402,0.14174556732177734,0.21527591347694397,0.15078678727149963,0.1659340113401413,0.12429215013980865
flanked,0.24711506068706512,0.20037053525447845,0.3039824068546295,0.14004375040531158,0.28189966082572937,0.12523284554481506,0.2716381251811981,0.14029744267463684,0.2986418306827545,0.15147949755191803,0.2716381251811981,0.1993323415517807,0.3586508333683014,0.04738264158368111
by,0.40543368458747864,0.1640908569097519,0.11455577611923218,0.3899846076965332,0.24680137634277344,0.370934396982193,0.4408751428127289,0.33852577209472656,0.1824333369731903,1.0000001192092896,0.4408751428127289,0.22664140164852142,0.13988928496837616,0.17966607213020325
lawns,0.3547559082508087,0.3177286386489868,0.3830367624759674,0.23374740779399872,0.40396180748939514,0.27510589361190796,0.2586175203323364,0.27960243821144104,0.3857917785644531,0.1536855399608612,0.2586175203323364,0.27370575070381165,0.34861353039741516,0.15083369612693787
leads,0.26977476477622986,0.18265199661254883,0.1835576593875885,0.29526054859161377,0.18816031515598297,0.231519877910614,0.3400644361972809,0.22738687694072723,0.2267490029335022,0.23493564128875732,0.3400644361972809,0.1544983834028244,0.1652693748474121,0.11554955691099167
to,0.5345056653022766,0.17880116403102875,0.2193736732006073,0.42745086550712585,0.24771860241889954,0.45010748505592346,0.535392165184021,0.3343428373336792,0.2520817220211029,0.33534231781959534,0.535392165184021,0.2743184268474579,0.18925835192203522,0.29463258385658264
the,0.6521818041801453,0.2565799951553345,0.2522439956665039,0.5823672413825989,0.2813059687614441,0.6662389636039734,1.0,0.43858039379119873,0.27272456884384155,0.4408751428127289,1.0,0.36298373341560364,0.27927011251449585,0.22068053483963013
sculpture,0.2241707295179367,0.19442118704319,0.1530277580022812,0.20341666042804718,0.3082047998905182,0.23036405444145203,0.23690329492092133,0.1289861500263214,0.2485412061214447,0.17374664545059204,0.23690329492092133,0.15199357271194458,0.5271600484848022,0.1571214497089386
gallery,0.19994710385799408,0.16494634747505188,0.17302098870277405,0.15374112129211426,0.23200583457946777,0.21665531396865845,0.19251246750354767,0.19319093227386475,0.19938671588897705,0.17317011952400208,0.19251246750354767,0.17783495783805847,0.4265746474266052,0.18202216923236847
;,-0.01244901679456234,0.09243502467870712,0.03590332716703415,0.05324986204504967,0.11250368505716324,0.092739537358284,0.09152708947658539,0.04032390937209129,-0.0015206324169412255,0.10469875484704971,0.09152708947658539,0.10713676363229752,0.028160832822322845,0.10349778085947037
the,0.6521818041801453,0.2565799951553345,0.2522439956665039,0.5823672413825989,0.2813059687614441,0.6662389636039734,1.0,0.43858039379119873,0.27272456884384155,0.4408751428127289,1.0,0.36298373341560364,0.27927011251449585,0.22068053483963013
north,0.2384447455406189,0.13503555953502655,0.169028639793396,0.2993389368057251,0.20479518175125122,0.39050599932670593,0.36298373341560364,0.23478835821151733,0.27995216846466064,0.22664140164852142,0.36298373341560364,1.0,0.2522527277469635,0.11829731613397598
",",0.3658004403114319,0.17433692514896393,0.2223871648311615,0.4691906273365021,0.23992325365543365,0.5201468467712402,0.4933079481124878,0.35859420895576477,0.2099224030971527,0.3680937886238098,0.4933079481124878,0.31834840774536133,0.24756982922554016,0.31091248989105225
east,0.22817298769950867,0.14452938735485077,0.1352638602256775,0.2596127688884735,0.21996529400348663,0.32659441232681274,0.3383176326751709,0.21271947026252747,0.1965704709291458,0.2120126187801361,0.3383176326751709,0.6367157697677612,0.2766813039779663,0.10070597380399704
and,0.506277859210968,0.1832687258720398,0.23547904193401337,0.3859752118587494,0.24112437665462494,0.4954058527946472,0.5171257257461548,0.4671151638031006,0.24168111383914948,0.4289871156215668,0.5171257257461548,0.2776443064212799,0.19911730289459229,0.20544172823429108
west,0.22164945304393768,0.12271883338689804,0.09199287742376328,0.25201764702796936,0.18671198189258575,0.34078434109687805,0.32918402552604675,0.24983730912208557,0.15467315912246704,0.17778825759887695,0.32918402552604675,0.6085373163223267,0.2175712138414383,0.12088293582201004
sides,0.3597096800804138,0.20394623279571533,0.22826941311359406,0.23974907398223877,0.30382272601127625,0.2717741131782532,0.3694373369216919,0.3901246190071106,0.44322505593299866,0.20740115642547607,0.3694373369216919,0.30611947178840637,0.3284285068511963,0.09230148047208786
have,0.49652695655822754,0.19482815265655518,0.3239450752735138,0.3613572418689728,0.22128796577453613,0.36843645572662354,0.40389683842658997,0.4498785734176636,0.2705976963043213,0.3359639644622803,0.40389683842658997,0.1588008850812912,0.16913166642189026,0.32991164922714233
herbaceous,0.32312336564064026,0.467568039894104,0.5549370050430298,0.2687609791755676,0.4858173727989197,0.23457583785057068,0.24575315415859222,0.19887147843837738,0.1674949675798416,0.1410117745399475,0.24575315415859222,0.27203255891799927,0.2203943282365799,0.15543414652347565
borders,0.25760531425476074,0.17197158932685852,0.19176699221134186,0.2527235448360443,0.15692533552646637,0.2904074788093567,0.28853991627693176,0.1368492841720581,0.2667899429798126,0.1461278647184372,0.28853991627693176,0.3958085775375366,0.24255847930908203,0.13029009103775024
along,0.33404073119163513,0.18816713988780975,0.17857147753238678,0.23571021854877472,0.22758866846561432,0.3603311777114868,0.39495137333869934,0.3377816379070282,0.27265802025794983,0.34227433800697327,0.39495137333869934,0.28480100631713867,0.18806657195091248,0.17134909331798553
the,0.6521818041801453,0.2565799951553345,0.2522439956665039,0.5823672413825989,0.2813059687614441,0.6662389636039734,1.0,0.43858039379119873,0.27272456884384155,0.4408751428127289,1.0,0.36298373341560364,0.27927011251449585,0.22068053483963013
museum,0.22731433808803558,0.09715365618467331,0.13212807476520538,0.18299639225006104,0.20249716937541962,0.2407650351524353,0.24861779808998108,0.10843382775783539,0.12974679470062256,0.15592984855175018,0.24861779808998108,0.19029363989830017,0.38518083095550537,0.14128351211547852
walls,0.30763354897499084,0.2057102918624878,0.1461917757987976,0.18008877336978912,0.2749825716018677,0.23112986981868744,0.28179097175598145,0.20551460981369019,0.36105066537857056,0.18422552943229675,0.28179097175598145,0.21683385968208313,0.44131362438201904,0.06935364007949829
with,0.46403205394744873,0.15443067252635956,0.1754012405872345,0.3250955045223236,0.19400405883789062,0.4080928862094879,0.4223487675189972,0.4333336651325226,0.22956021130084991,0.39731505513191223,0.4223487675189972,0.185934916138649,0.19064867496490479,0.2433311939239502
paths,0.30291613936424255,0.2194727063179016,0.2089766263961792,0.18063242733478546,0.24595429003238678,0.1542823165655136,0.2250492423772812,0.2970212697982788,0.294164776802063,0.10247113555669785,0.2250492423772812,0.13193362951278687,0.23555763065814972,0.11069115251302719
in,0.4840516746044159,0.15590032935142517,0.2179255336523056,0.5394441485404968,0.25459304451942444,1.0,0.6662389636039734,0.36463531851768494,0.2180144041776657,0.370934396982193,0.6662389636039734,0.39050599932670593,0.19210688769817352,0.20430970191955566
front,0.29683682322502136,0.12944383919239044,0.14568200707435608,0.21630217134952545,0.18335536122322083,0.22647713124752045,0.3733479380607605,0.2001585215330124,0.3057180643081665,0.15058107674121857,0.3733479380607605,0.19470566511154175,0.4199496805667877,0.16351862251758575
