,how,many,drugs,approved,by,the,fda,in,2013,were,specialty,drugs,?
it,0.36714982986450195,0.39615920186042786,0.23815205693244934,0.2712256610393524,0.40926623344421387,0.6251175999641418,0.2311839610338211,0.5130809545516968,-0.4662441313266754,0.25487732887268066,0.26117926836013794,0.23815205693244934,0.25732165575027466
is,0.22544461488723755,0.2649032473564148,0.13498282432556152,0.17836499214172363,0.3899846076965332,0.5823672413825989,0.16709744930267334,0.5394441485404968,-0.3365909159183502,0.29386836290359497,0.23642583191394806,0.13498282432556152,0.22961433231830597
currently,0.20420436561107635,0.25505611300468445,0.12295571714639664,0.31986385583877563,0.25048381090164185,0.2945235073566437,0.12513373792171478,0.30261120200157166,-0.194253072142601,0.1813543140888214,0.21054492890834808,0.12295571714639664,0.1861555278301239
the,0.33890387415885925,0.4335206151008606,0.19485467672348022,0.30207422375679016,0.4408751428127289,1.0,0.1919407844543457,0.6662389636039734,-0.38509321212768555,0.3906462490558624,0.28149333596229553,0.19485467672348022,0.22068053483963013
fastest,0.15219396352767944,0.23261228203773499,0.1500169038772583,0.16920849680900574,0.1358083039522171,0.2610158920288086,0.13437220454216003,0.29317933320999146,-0.2173359990119934,0.14736226201057434,0.23065297305583954,0.1500169038772583,0.168581023812294
growing,0.2147027552127838,0.31936097145080566,0.2614356577396393,0.14707840979099274,0.13063624501228333,0.33280637860298157,0.1225404217839241,0.33161869645118713,-0.2736866772174835,0.19665975868701935,0.21993568539619446,0.2614356577396393,0.10178618133068085
sector,0.13051827251911163,0.22277210652828217,0.12917381525039673,0.13627216219902039,0.13565200567245483,0.27798449993133545,0.18721486628055573,0.2731133699417114,-0.1960967481136322,0.16826097667217255,0.23076799511909485,0.12917381525039673,0.06294605135917664
of,0.2480744868516922,0.37253960967063904,0.21399663388729095,0.3106788992881775,0.3646814823150635,0.733189046382904,0.22591575980186462,0.5696388483047485,-0.2904720902442932,0.34038281440734863,0.24823221564292908,0.21399663388729095,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.19485467672348022,0.30207422375679016,0.4408751428127289,1.0,0.1919407844543457,0.6662389636039734,-0.38509321212768555,0.3906462490558624,0.28149333596229553,0.19485467672348022,0.22068053483963013
pharmaceutical,0.21211975812911987,0.19524426758289337,0.45699259638786316,0.21854205429553986,0.15390808880329132,0.17220428586006165,0.3720695376396179,0.2240016907453537,0.03038506582379341,0.07583117485046387,0.41036346554756165,0.45699259638786316,0.11432135105133057
industry,0.19265221059322357,0.3370702266693115,0.17445503175258636,0.15988689661026,0.19528226554393768,0.26942890882492065,0.24866868555545807,0.2675124704837799,-0.14733551442623138,0.16971226036548615,0.28861701488494873,0.17445503175258636,0.11813290417194366
with,0.3525622487068176,0.35744401812553406,0.19421935081481934,0.20244796574115753,0.39731505513191223,0.4223487675189972,0.10919072479009628,0.4080928862094879,-0.32643264532089233,0.3179011940956116,0.17048589885234833,0.19421935081481934,0.2433311939239502
