,what,theorem,states,that,the,probability,that,a,number,n,is,prime,is,inversely,proportional,to,its,logarithm,?
the,0.42745697498321533,0.18430666625499725,0.3463578522205353,0.5473989248275757,1.0,0.23101688921451569,0.5473989248275757,0.5829201340675354,0.35145696997642517,0.18813885748386383,0.5823672413825989,0.19960100948810577,0.5823672413825989,0.2996712028980255,0.31065797805786133,0.535392165184021,0.559237003326416,0.16378773748874664,0.22068053483963013
first,0.28086137771606445,0.22535119950771332,0.3145790100097656,0.3482176661491394,0.49448907375335693,0.2137390524148941,0.3482176661491394,0.4287874400615692,0.28294017910957336,0.1542631834745407,0.30889374017715454,0.21695679426193237,0.30889374017715454,0.15892526507377625,0.18957370519638062,0.3792489171028137,0.26377397775650024,0.1722623109817505,0.18701928853988647
result,0.19945499300956726,0.17544567584991455,0.17278510332107544,0.3031747341156006,0.27778977155685425,0.36053231358528137,0.3031747341156006,0.2767398953437805,0.2618390619754791,0.14703819155693054,0.19420543313026428,0.16897667944431305,0.19420543313026428,0.35556864738464355,0.2903699576854706,0.23653174936771393,0.21931473910808563,0.30853959918022156,0.17218433320522308
in,0.30808621644973755,0.12508544325828552,0.3977442979812622,0.435920387506485,0.6662389636039734,0.16066940128803253,0.435920387506485,0.539380669593811,0.3024539053440094,0.16728445887565613,0.5394441485404968,0.18097394704818726,0.5394441485404968,0.2644994854927063,0.24549084901809692,0.45010748505592346,0.3793783485889435,0.12902043759822845,0.20430970191955566
that,0.6297725439071655,0.28924983739852905,0.291576623916626,1.0,0.5473989248275757,0.3602445721626282,1.0,0.47537946701049805,0.32951247692108154,0.1702573001384735,0.3995479643344879,0.18163643777370453,0.3995479643344879,0.370685875415802,0.29734769463539124,0.5436353087425232,0.416561484336853,0.26195651292800903,0.32716336846351624
direction,0.25776705145835876,0.2522142231464386,0.14739005267620087,0.2797742784023285,0.28851455450057983,0.27695542573928833,0.2797742784023285,0.22025705873966217,0.17497305572032928,0.17966385185718536,0.2159055918455124,0.16224642097949982,0.2159055918455124,0.3145136535167694,0.3447800278663635,0.32930055260658264,0.21673481166362762,0.2995433807373047,0.10739318281412125
is,0.28837618231773376,0.23679251968860626,0.21939043700695038,0.3995479643344879,0.5823672413825989,0.22422008216381073,0.3995479643344879,0.658733606338501,0.22390379011631012,0.2254602462053299,1.0,0.16680827736854553,1.0,0.3497028648853302,0.2985236644744873,0.42745086550712585,0.4447362422943115,0.19409823417663574,0.22961433231830597
the,0.42745697498321533,0.18430666625499725,0.3463578522205353,0.5473989248275757,1.0,0.23101688921451569,0.5473989248275757,0.5829201340675354,0.35145696997642517,0.18813885748386383,0.5823672413825989,0.19960100948810577,0.5823672413825989,0.2996712028980255,0.31065797805786133,0.535392165184021,0.559237003326416,0.16378773748874664,0.22068053483963013
prime,0.15586113929748535,0.3795034885406494,0.1575697958469391,0.18163643777370453,0.19960100948810577,0.22426357865333557,0.18163643777370453,0.17998681962490082,0.2556258738040924,0.22825956344604492,0.16680827736854553,1.0,0.16680827736854553,0.18112574517726898,0.22055818140506744,0.2015804797410965,0.1312374770641327,0.2591390311717987,0.11276303976774216
number,0.23046229779720306,0.2737624943256378,0.2313869148492813,0.32951247692108154,0.35145696997642517,0.3473722040653229,0.32951247692108154,0.2992287278175354,1.0,0.2545117735862732,0.22390379011631012,0.2556258738040924,0.22390379011631012,0.3447193503379822,0.40808066725730896,0.2706126868724823,0.24055860936641693,0.3929193615913391,0.19256845116615295
theorem,0.27076783776283264,1.0,0.21552643179893494,0.28924983739852905,0.18430666625499725,0.504727840423584,0.28924983739852905,0.2234962433576584,0.2737624943256378,0.23515747487545013,0.23679251968860626,0.3795034885406494,0.23679251968860626,0.39709678292274475,0.3245837688446045,0.14878395199775696,0.12635840475559235,0.485704630613327,0.18729111552238464
",",0.3087472915649414,0.16003508865833282,0.3315127193927765,0.4137537479400635,0.4933079481124878,0.21320529282093048,0.4137537479400635,0.427140474319458,0.2535701394081116,0.2316582053899765,0.4691906273365021,0.2565026581287384,0.4691906273365021,0.24408823251724243,0.23957675695419312,0.44245919585227966,0.33157986402511597,0.21220016479492188,0.31091248989105225
proven,0.31119266152381897,0.441742479801178,0.144431009888649,0.41694560647010803,0.19108618795871735,0.3710605502128601,0.41694560647010803,0.22892846167087555,0.22299419343471527,0.13053978979587555,0.22738951444625854,0.211175337433815,0.22738951444625854,0.34120723605155945,0.287992388010025,0.26366204023361206,0.15309210121631622,0.2925282418727875,0.23916150629520416
at,0.2838611304759979,0.09990637004375458,0.19903600215911865,0.3183255195617676,0.457212895154953,0.20404352247714996,0.3183255195617676,0.3095070421695709,0.20500339567661285,0.20917350053787231,0.25906258821487427,0.15248191356658936,0.25906258821487427,0.2207641303539276,0.18845289945602417,0.36524343490600586,0.2685394287109375,0.15780574083328247,0.21978627145290375
the,0.42745697498321533,0.18430666625499725,0.3463578522205353,0.5473989248275757,1.0,0.23101688921451569,0.5473989248275757,0.5829201340675354,0.35145696997642517,0.18813885748386383,0.5823672413825989,0.19960100948810577,0.5823672413825989,0.2996712028980255,0.31065797805786133,0.535392165184021,0.559237003326416,0.16378773748874664,0.22068053483963013
end,0.29234179854393005,0.13428349792957306,0.15129078924655914,0.3221861720085144,0.39658910036087036,0.2044348269701004,0.3221861720085144,0.28924596309661865,0.2894848585128784,0.15295934677124023,0.2179071456193924,0.13932059705257416,0.2179071456193924,0.15411269664764404,0.14953278005123138,0.3229445815086365,0.19770386815071106,0.16504782438278198,0.12543344497680664
of,0.33290785551071167,0.18068012595176697,0.30884552001953125,0.41498205065727234,0.733189046382904,0.24615409970283508,0.41498205065727234,0.5052502155303955,0.2778518795967102,0.18925218284130096,0.4854315221309662,0.23935265839099884,0.4854315221309662,0.29187801480293274,0.3755289316177368,0.41548454761505127,0.48690423369407654,0.21964658796787262,0.1826142966747284
the,0.42745697498321533,0.18430666625499725,0.3463578522205353,0.5473989248275757,1.0,0.23101688921451569,0.5473989248275757,0.5829201340675354,0.35145696997642517,0.18813885748386383,0.5823672413825989,0.19960100948810577,0.5823672413825989,0.2996712028980255,0.31065797805786133,0.535392165184021,0.559237003326416,0.16378773748874664,0.22068053483963013
19th,0.11525199562311172,0.272405207157135,0.16148057579994202,0.20599426329135895,0.24964287877082825,0.2559678256511688,0.20599426329135895,0.200595885515213,0.1856638640165329,0.16462010145187378,0.21349595487117767,0.20703431963920593,0.21349595487117767,0.20470377802848816,0.18018260598182678,0.18742936849594116,0.1577891707420349,0.17173177003860474,0.004712673369795084
century,0.20422613620758057,0.22408947348594666,0.26880478858947754,0.24900858104228973,0.3617299497127533,0.20049504935741425,0.24900858104228973,0.19417014718055725,0.20585349202156067,0.11431123316287994,0.20648397505283356,0.21726654469966888,0.20648397505283356,0.1423490345478058,0.15294048190116882,0.20143604278564453,0.1888006627559662,0.19578804075717926,0.1026201918721199
",",0.3087472915649414,0.16003508865833282,0.3315127193927765,0.4137537479400635,0.4933079481124878,0.21320529282093048,0.4137537479400635,0.427140474319458,0.2535701394081116,0.2316582053899765,0.4691906273365021,0.2565026581287384,0.4691906273365021,0.24408823251724243,0.23957675695419312,0.44245919585227966,0.33157986402511597,0.21220016479492188,0.31091248989105225
which,0.5261979103088379,0.2076059877872467,0.27476921677589417,0.6894589066505432,0.6521818041801453,0.31668081879615784,0.6894589066505432,0.56894451379776,0.3661547005176544,0.1736065149307251,0.4457404911518097,0.1615363508462906,0.4457404911518097,0.41732218861579895,0.3458893597126007,0.5345056653022766,0.5154205560684204,0.24974307417869568,0.25814583897590637
says,0.43107321858406067,0.30154505372047424,0.23936699330806732,0.4701751470565796,0.29071056842803955,0.24988621473312378,0.4701751470565796,0.31951332092285156,0.16200275719165802,0.1886933296918869,0.3092086911201477,0.1503191888332367,0.3092086911201477,0.24542005360126495,0.1636088788509369,0.31942060589790344,0.19766855239868164,0.1827484667301178,0.2869862914085388
that,0.6297725439071655,0.28924983739852905,0.291576623916626,1.0,0.5473989248275757,0.3602445721626282,1.0,0.47537946701049805,0.32951247692108154,0.1702573001384735,0.3995479643344879,0.18163643777370453,0.3995479643344879,0.370685875415802,0.29734769463539124,0.5436353087425232,0.416561484336853,0.26195651292800903,0.32716336846351624
the,0.42745697498321533,0.18430666625499725,0.3463578522205353,0.5473989248275757,1.0,0.23101688921451569,0.5473989248275757,0.5829201340675354,0.35145696997642517,0.18813885748386383,0.5823672413825989,0.19960100948810577,0.5823672413825989,0.2996712028980255,0.31065797805786133,0.535392165184021,0.559237003326416,0.16378773748874664,0.22068053483963013
probability,0.3425036668777466,0.504727840423584,0.18666116893291473,0.3602445721626282,0.23101688921451569,1.0000001192092896,0.3602445721626282,0.3060127794742584,0.3473722040653229,0.28246933221817017,0.22422008216381073,0.22426357865333557,0.22422008216381073,0.5284560322761536,0.4496348798274994,0.22629213333129883,0.19243140518665314,0.5220341682434082,0.22305074334144592
that,0.6297725439071655,0.28924983739852905,0.291576623916626,1.0,0.5473989248275757,0.3602445721626282,1.0,0.47537946701049805,0.32951247692108154,0.1702573001384735,0.3995479643344879,0.18163643777370453,0.3995479643344879,0.370685875415802,0.29734769463539124,0.5436353087425232,0.416561484336853,0.26195651292800903,0.32716336846351624
a,0.3320399522781372,0.2234962433576584,0.24708621203899384,0.47537946701049805,0.5829201340675354,0.3060127794742584,0.47537946701049805,1.0,0.2992287278175354,0.25362148880958557,0.658733606338501,0.17998681962490082,0.658733606338501,0.3259236812591553,0.34729987382888794,0.45503583550453186,0.4424409866333008,0.2123105525970459,0.23916715383529663
given,0.21883496642112732,0.196718230843544,0.187874898314476,0.3486595153808594,0.37508252263069153,0.3125678300857544,0.3486595153808594,0.3335871398448944,0.24448595941066742,0.13886377215385437,0.249215230345726,0.14018583297729492,0.249215230345726,0.2624034285545349,0.27799248695373535,0.3428947925567627,0.3061199486255646,0.24254731833934784,0.2570464313030243
",",0.3087472915649414,0.16003508865833282,0.3315127193927765,0.4137537479400635,0.4933079481124878,0.21320529282093048,0.4137537479400635,0.427140474319458,0.2535701394081116,0.2316582053899765,0.4691906273365021,0.2565026581287384,0.4691906273365021,0.24408823251724243,0.23957675695419312,0.44245919585227966,0.33157986402511597,0.21220016479492188,0.31091248989105225
randomly,0.3068869113922119,0.2531132102012634,0.15649467706680298,0.38859671354293823,0.24611975252628326,0.46487370133399963,0.38859671354293823,0.30721378326416016,0.39614883065223694,0.24624624848365784,0.2001671940088272,0.21025195717811584,0.2001671940088272,0.3651334047317505,0.37372052669525146,0.3085779547691345,0.14415274560451508,0.35848692059516907,0.2523704767227173
chosen,0.24263155460357666,0.21722610294818878,0.19806991517543793,0.2642596662044525,0.32853078842163086,0.18070222437381744,0.2642596662044525,0.26963019371032715,0.19941750168800354,0.10902781784534454,0.2044381946325302,0.21051296591758728,0.2044381946325302,0.17536118626594543,0.23609259724617004,0.30746549367904663,0.18493524193763733,0.17261181771755219,0.18667186796665192
number,0.23046229779720306,0.2737624943256378,0.2313869148492813,0.32951247692108154,0.35145696997642517,0.3473722040653229,0.32951247692108154,0.2992287278175354,1.0,0.2545117735862732,0.22390379011631012,0.2556258738040924,0.22390379011631012,0.3447193503379822,0.40808066725730896,0.2706126868724823,0.24055860936641693,0.3929193615913391,0.19256845116615295
n,0.16510315239429474,0.23515747487545013,0.1800968497991562,0.1702573001384735,0.18813885748386383,0.28246933221817017,0.1702573001384735,0.25362148880958557,0.2545117735862732,1.0,0.2254602462053299,0.22825956344604492,0.2254602462053299,0.2746431529521942,0.23176880180835724,0.16421891748905182,0.17249734699726105,0.24652071297168732,0.19161871075630188
is,0.28837618231773376,0.23679251968860626,0.21939043700695038,0.3995479643344879,0.5823672413825989,0.22422008216381073,0.3995479643344879,0.658733606338501,0.22390379011631012,0.2254602462053299,1.0,0.16680827736854553,1.0,0.3497028648853302,0.2985236644744873,0.42745086550712585,0.4447362422943115,0.19409823417663574,0.22961433231830597
prime,0.15586113929748535,0.3795034885406494,0.1575697958469391,0.18163643777370453,0.19960100948810577,0.22426357865333557,0.18163643777370453,0.17998681962490082,0.2556258738040924,0.22825956344604492,0.16680827736854553,1.0,0.16680827736854553,0.18112574517726898,0.22055818140506744,0.2015804797410965,0.1312374770641327,0.2591390311717987,0.11276303976774216
is,0.28837618231773376,0.23679251968860626,0.21939043700695038,0.3995479643344879,0.5823672413825989,0.22422008216381073,0.3995479643344879,0.658733606338501,0.22390379011631012,0.2254602462053299,1.0,0.16680827736854553,1.0,0.3497028648853302,0.2985236644744873,0.42745086550712585,0.4447362422943115,0.19409823417663574,0.22961433231830597
inversely,0.26121869683265686,0.39709678292274475,0.23367717862129211,0.370685875415802,0.2996712028980255,0.5284560322761536,0.370685875415802,0.3259236812591553,0.3447193503379822,0.2746431529521942,0.3497028648853302,0.18112574517726898,0.3497028648853302,1.0000001192092896,0.5174933075904846,0.3145752549171448,0.3296414613723755,0.4843209683895111,0.08351708203554153
proportional,0.21258501708507538,0.3245837688446045,0.2594739496707916,0.29734769463539124,0.31065797805786133,0.4496348798274994,0.29734769463539124,0.34729987382888794,0.40808066725730896,0.23176880180835724,0.2985236644744873,0.22055818140506744,0.2985236644744873,0.5174933075904846,0.9999998807907104,0.31183287501335144,0.3648141920566559,0.39776742458343506,0.150908961892128
to,0.455847829580307,0.14878395199775696,0.2828785181045532,0.5436353087425232,0.535392165184021,0.22629213333129883,0.5436353087425232,0.45503583550453186,0.2706126868724823,0.16421891748905182,0.42745086550712585,0.2015804797410965,0.42745086550712585,0.3145752549171448,0.31183287501335144,1.0,0.3691340684890747,0.1942731738090515,0.29463258385658264
its,0.30393704771995544,0.12635840475559235,0.2691997289657593,0.416561484336853,0.559237003326416,0.19243140518665314,0.416561484336853,0.4424409866333008,0.24055860936641693,0.17249734699726105,0.4447362422943115,0.1312374770641327,0.4447362422943115,0.3296414613723755,0.3648141920566559,0.3691340684890747,1.0,0.19930092990398407,0.15103481709957123
number,0.23046229779720306,0.2737624943256378,0.2313869148492813,0.32951247692108154,0.35145696997642517,0.3473722040653229,0.32951247692108154,0.2992287278175354,1.0,0.2545117735862732,0.22390379011631012,0.2556258738040924,0.22390379011631012,0.3447193503379822,0.40808066725730896,0.2706126868724823,0.24055860936641693,0.3929193615913391,0.19256845116615295
of,0.33290785551071167,0.18068012595176697,0.30884552001953125,0.41498205065727234,0.733189046382904,0.24615409970283508,0.41498205065727234,0.5052502155303955,0.2778518795967102,0.18925218284130096,0.4854315221309662,0.23935265839099884,0.4854315221309662,0.29187801480293274,0.3755289316177368,0.41548454761505127,0.48690423369407654,0.21964658796787262,0.1826142966747284
digits,0.17630699276924133,0.32574209570884705,0.1588706225156784,0.2537643611431122,0.25475579500198364,0.33125171065330505,0.2537643611431122,0.24231687188148499,0.4649045765399933,0.21421681344509125,0.22309152781963348,0.2232404202222824,0.22309152781963348,0.3907800018787384,0.34454041719436646,0.23193083703517914,0.22772398591041565,0.5056113004684448,0.1597343236207962
",",0.3087472915649414,0.16003508865833282,0.3315127193927765,0.4137537479400635,0.4933079481124878,0.21320529282093048,0.4137537479400635,0.427140474319458,0.2535701394081116,0.2316582053899765,0.4691906273365021,0.2565026581287384,0.4691906273365021,0.24408823251724243,0.23957675695419312,0.44245919585227966,0.33157986402511597,0.21220016479492188,0.31091248989105225
or,0.33867141604423523,0.11228547245264053,0.21771061420440674,0.4729836881160736,0.4174870550632477,0.32338374853134155,0.4729836881160736,0.48853766918182373,0.28384777903556824,0.24063420295715332,0.41870999336242676,0.12635108828544617,0.41870999336242676,0.3710525631904602,0.3627781867980957,0.38921234011650085,0.30017510056495667,0.2096724957227707,0.32389625906944275
to,0.455847829580307,0.14878395199775696,0.2828785181045532,0.5436353087425232,0.535392165184021,0.22629213333129883,0.5436353087425232,0.45503583550453186,0.2706126868724823,0.16421891748905182,0.42745086550712585,0.2015804797410965,0.42745086550712585,0.3145752549171448,0.31183287501335144,1.0,0.3691340684890747,0.1942731738090515,0.29463258385658264
the,0.42745697498321533,0.18430666625499725,0.3463578522205353,0.5473989248275757,1.0,0.23101688921451569,0.5473989248275757,0.5829201340675354,0.35145696997642517,0.18813885748386383,0.5823672413825989,0.19960100948810577,0.5823672413825989,0.2996712028980255,0.31065797805786133,0.535392165184021,0.559237003326416,0.16378773748874664,0.22068053483963013
logarithm,0.2537047266960144,0.485704630613327,0.15237155556678772,0.26195651292800903,0.16378773748874664,0.5220341682434082,0.26195651292800903,0.2123105525970459,0.3929193615913391,0.24652071297168732,0.19409823417663574,0.2591390311717987,0.19409823417663574,0.4843209683895111,0.39776742458343506,0.1942731738090515,0.19930092990398407,1.0,0.2840292751789093
of,0.33290785551071167,0.18068012595176697,0.30884552001953125,0.41498205065727234,0.733189046382904,0.24615409970283508,0.41498205065727234,0.5052502155303955,0.2778518795967102,0.18925218284130096,0.4854315221309662,0.23935265839099884,0.4854315221309662,0.29187801480293274,0.3755289316177368,0.41548454761505127,0.48690423369407654,0.21964658796787262,0.1826142966747284
n,0.16510315239429474,0.23515747487545013,0.1800968497991562,0.1702573001384735,0.18813885748386383,0.28246933221817017,0.1702573001384735,0.25362148880958557,0.2545117735862732,1.0,0.2254602462053299,0.22825956344604492,0.2254602462053299,0.2746431529521942,0.23176880180835724,0.16421891748905182,0.17249734699726105,0.24652071297168732,0.19161871075630188
