,what,unintended,development,did,the,relationship,with,the,elector,have,on,church,government,?
for,0.3017193675041199,0.2819250524044037,0.28623178601264954,0.318512886762619,0.4739971458911896,0.1835637241601944,0.39140474796295166,0.4739971458911896,0.16252367198467255,0.41175219416618347,0.36199691891670227,0.15542230010032654,0.23902073502540588,0.264628142118454
luther,0.2134782373905182,0.16296114027500153,0.07174760848283768,0.23667675256729126,0.1759674996137619,0.10836014896631241,0.14705438911914825,0.1759674996137619,0.23163655400276184,0.12011514604091644,0.19090485572814941,0.379041463136673,0.17460517585277557,0.1732746809720993
's,0.02692362666130066,-0.018034085631370544,0.004789014346897602,0.05069678649306297,-0.01540423184633255,-0.04484357684850693,-0.04624466598033905,-0.01540423184633255,0.010780527256429195,-0.02807004563510418,0.0026888418942689896,0.023664841428399086,0.00033092309604398906,-0.023395681753754616
biographer,0.15575549006462097,0.1354442685842514,0.10115639120340347,0.190321683883667,0.14322417974472046,0.1837659478187561,0.10410035401582718,0.14322417974472046,0.24119660258293152,0.07715395092964172,0.13090671598911285,0.17509153485298157,0.1881978064775467,0.18108020722866058
martin,0.14814218878746033,0.12935496866703033,0.10410593450069427,0.15959656238555908,0.22029393911361694,0.12740713357925415,0.18055595457553864,0.22029393911361694,0.19300737977027893,0.11276717483997345,0.212642639875412,0.27881959080696106,0.14567719399929047,0.060103293508291245
brecht,0.19847241044044495,0.1566370725631714,0.11434392631053925,0.20944800972938538,0.19037958979606628,0.1079210489988327,0.1455228179693222,0.19037958979606628,0.2635270059108734,0.12081927061080933,0.22368991374969482,0.2539086639881134,0.1080261692404747,0.14488542079925537
",",0.3087472915649414,0.16509562730789185,0.23776917159557343,0.3015086054801941,0.4933079481124878,0.23936419188976288,0.4120737314224243,0.4933079481124878,0.2712562382221222,0.3541618287563324,0.49057599902153015,0.2707274258136749,0.27344048023223877,0.31091248989105225
this,0.5489566326141357,0.42863914370536804,0.29246020317077637,0.3609912693500519,0.6274310946464539,0.2759995460510254,0.36358317732810974,0.6274310946464539,0.20909759402275085,0.4660032093524933,0.4193967580795288,0.18826861679553986,0.28444379568099976,0.3155723512172699
partnership,0.08281094580888748,0.09992893040180206,0.31367164850234985,0.12637203931808472,0.18397779762744904,0.4515048563480377,0.2440488487482071,0.18397779762744904,0.1871156394481659,0.19446027278900146,0.21416185796260834,0.15254069864749908,0.2647784352302551,0.10106698423624039
``,0.008517155423760414,0.021517381072044373,-0.009009002707898617,-0.029888948425650597,0.029072100296616554,0.11167515814304352,0.08974023163318634,0.029072100296616554,0.07435309886932373,0.1022237241268158,-0.03274054825305939,0.038532305508852005,0.09259884804487228,0.0685480609536171
was,0.22111038863658905,0.22260577976703644,0.2344081997871399,0.41399896144866943,0.48711544275283813,0.21654179692268372,0.27411898970603943,0.48711544275283813,0.29741740226745605,0.2863433063030243,0.3909217119216919,0.24960921704769135,0.2995857298374176,0.18412111699581146
the,0.42745697498321533,0.26705074310302734,0.3362044394016266,0.34736719727516174,1.0,0.21018025279045105,0.4223487675189972,1.0,0.22412441670894623,0.40389683842658997,0.5107308030128479,0.23846197128295898,0.31798112392425537,0.22068053483963013
beginning,0.3351518511772156,0.22838208079338074,0.30166658759117126,0.28616875410079956,0.49622642993927,0.23237517476081848,0.2523934543132782,0.49622642993927,0.17821337282657623,0.24194006621837616,0.2641787528991699,0.17424948513507843,0.21219854056835175,0.19413669407367706
of,0.33290785551071167,0.23780807852745056,0.28700894117355347,0.2513895630836487,0.733189046382904,0.22000651061534882,0.41827285289764404,0.733189046382904,0.28894975781440735,0.3802283704280853,0.3966929316520691,0.3079429268836975,0.3475167155265808,0.1826142966747284
a,0.3320399522781372,0.3011297583580017,0.2762584090232849,0.2552328109741211,0.5829201340675354,0.25691166520118713,0.3783375024795532,0.5829201340675354,0.2362654209136963,0.338716596364975,0.3848365545272827,0.19588641822338104,0.25158295035362244,0.23916715383529663
questionable,0.4383094310760498,0.379498690366745,0.1772783398628235,0.25282007455825806,0.2604181468486786,0.24501743912696838,0.25246837735176086,0.2604181468486786,0.18129409849643707,0.3957383334636688,0.2287777066230774,0.14914686977863312,0.1925656646490097,0.44966721534729004
and,0.31309178471565247,0.1692376285791397,0.26069340109825134,0.34479495882987976,0.5171257257461548,0.3086830675601959,0.5477725267410278,0.5171257257461548,0.24820923805236816,0.4711785912513733,0.4077630043029785,0.1976170688867569,0.2859337627887726,0.20544172823429108
originally,0.2645323872566223,0.21053357422351837,0.1915326714515686,0.23196664452552795,0.36820849776268005,0.18213491141796112,0.2333029955625534,0.36820849776268005,0.13910403847694397,0.2917768657207489,0.2673487365245819,0.17535147070884705,0.14737190306186676,0.07821967452764511
unintended,0.3671874701976776,1.0,0.22108428180217743,0.23618434369564056,0.26705074310302734,0.1750326156616211,0.21499945223331451,0.26705074310302734,0.19601909816265106,0.27863550186157227,0.2607589662075043,0.19928769767284393,0.279615581035614,0.2343406230211258
development,0.19014155864715576,0.22108428180217743,0.9999998807907104,0.16852836310863495,0.3362044394016266,0.19114436209201813,0.20933356881141663,0.3362044394016266,0.044178929179906845,0.2828937768936157,0.23800693452358246,0.15383659303188324,0.229208305478096,0.1211358830332756
towards,0.281793475151062,0.25567322969436646,0.21729351580142975,0.162775456905365,0.31815874576568604,0.17797395586967468,0.25315994024276733,0.31815874576568604,0.08379977941513062,0.2271375060081482,0.29651278257369995,0.16748560965061188,0.15467742085456848,0.13023285567760468
a,0.3320399522781372,0.3011297583580017,0.2762584090232849,0.2552328109741211,0.5829201340675354,0.25691166520118713,0.3783375024795532,0.5829201340675354,0.2362654209136963,0.338716596364975,0.3848365545272827,0.19588641822338104,0.25158295035362244,0.23916715383529663
church,0.1944202184677124,0.19928769767284393,0.15383659303188324,0.16781097650527954,0.23846197128295898,0.16622598469257355,0.17961077392101288,0.23846197128295898,0.27571702003479004,0.14373023808002472,0.1726921796798706,0.9999999403953552,0.30128198862075806,0.18081501126289368
government,0.28074538707733154,0.279615581035614,0.229208305478096,0.2792121469974518,0.31798112392425537,0.18390457332134247,0.2035938799381256,0.31798112392425537,0.3173859715461731,0.23351164162158966,0.19216017425060272,0.30128198862075806,1.0000001192092896,0.18851417303085327
under,0.20154598355293274,0.1428888887166977,0.21471387147903442,0.20815621316432953,0.3348022699356079,0.08542739599943161,0.2667143940925598,0.3348022699356079,0.14669574797153473,0.2579502761363983,0.3075410723686218,0.14279845356941223,0.20301255583763123,0.18233340978622437
the,0.42745697498321533,0.26705074310302734,0.3362044394016266,0.34736719727516174,1.0,0.21018025279045105,0.4223487675189972,1.0,0.22412441670894623,0.40389683842658997,0.5107308030128479,0.23846197128295898,0.31798112392425537,0.22068053483963013
temporal,0.20664958655834198,0.2706112563610077,0.2104109525680542,0.09875960648059845,0.2737490236759186,0.1895018219947815,0.17674218118190765,0.2737490236759186,0.179590106010437,0.23634487390518188,0.11886712163686752,0.19088976085186005,0.22773189842700958,0.12547989189624786
sovereign,0.24675709009170532,0.2541866600513458,0.1816890388727188,0.20425617694854736,0.3078061044216156,0.1994316577911377,0.18387575447559357,0.3078061044216156,0.34998825192451477,0.22327731549739838,0.17260532081127167,0.2857499420642853,0.4760258197784424,0.1680317223072052
'',0.08143015950918198,0.048094622790813446,-0.05587824806571007,0.01978493109345436,0.041273195296525955,-0.026206104084849358,0.07907696813344955,0.041273195296525955,0.1020502820611,0.0312618687748909,0.04238596186041832,0.0220292080193758,0.01981239765882492,0.018684765323996544
.,0.3567904531955719,0.2069271057844162,0.2822875380516052,0.35288307070732117,0.5934505462646484,0.22535671293735504,0.4446153938770294,0.5934505462646484,0.27953124046325684,0.41614407300949097,0.49257001280784607,0.28898224234580994,0.2521961033344269,0.4130953550338745
