,what,kind,of,war,did,luther,support,against,the,turks,",",even,if,he,did,not,oppose,a,religious,war,?
by,0.2455483376979828,0.13289578258991241,0.3646814823150635,0.18974854052066803,0.18574509024620056,0.15382802486419678,0.16184203326702118,0.24816733598709106,0.4408751428127289,0.2066512107849121,0.3680937886238098,0.2642922103404999,0.2429230511188507,0.2485479861497879,0.18574509024620056,0.291808545589447,0.18866558372974396,0.32094135880470276,0.19244135916233063,0.18974854052066803,0.17966607213020325
1529,0.07017510384321213,0.04169012978672981,0.1614161878824234,0.22159343957901,0.12269923090934753,0.16133925318717957,0.0812433511018753,0.05500269681215286,0.17264190316200256,0.11222618818283081,0.3111608326435089,0.056172944605350494,0.04212809354066849,0.2950300872325897,0.12269923090934753,0.07919449359178543,0.07317507266998291,0.10874844342470169,0.08810489624738693,0.22159343957901,0.17319193482398987
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2671184241771698,0.3015086054801941,0.23255878686904907,0.2733234167098999,0.31168749928474426,0.4933079481124878,0.23273320496082306,1.0000001192092896,0.34610581398010254,0.257730096578598,0.40251094102859497,0.3015086054801941,0.3769696354866028,0.26003438234329224,0.427140474319458,0.2753547728061676,0.2671184241771698,0.31091248989105225
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.29904094338417053,0.2593238651752472,0.20523880422115326,0.17618270218372345,0.27273955941200256,0.6662389636039734,0.18422621488571167,0.5201468467712402,0.29146435856819153,0.2589588761329651,0.41690486669540405,0.2593238651752472,0.3403114080429077,0.15860024094581604,0.539380669593811,0.24099457263946533,0.29904094338417053,0.20430970191955566
on,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.23017507791519165,0.2670976221561432,0.19090485572814941,0.26417678594589233,0.3163113296031952,0.5107308030128479,0.1933675855398178,0.49057599902153015,0.297456830739975,0.24549968540668488,0.32403138279914856,0.2670976221561432,0.3516409695148468,0.2463405281305313,0.3848365545272827,0.16059501469135284,0.23017507791519165,0.2714994251728058
war,0.22516006231307983,0.1560971587896347,0.31680163741111755,1.0000001192092896,0.27422013878822327,0.21372513473033905,0.23062802851200104,0.319843053817749,0.366199791431427,0.20742765069007874,0.2671184241771698,0.24261924624443054,0.15869897603988647,0.34136271476745605,0.27422013878822327,0.22388246655464172,0.22530508041381836,0.2368277609348297,0.22075620293617249,1.0000001192092896,0.15510529279708862
against,0.24561616778373718,0.17143523693084717,0.2669808566570282,0.319843053817749,0.22514554858207703,0.18804924190044403,0.3431829810142517,1.0,0.3090755045413971,0.1946597844362259,0.31168749928474426,0.23938430845737457,0.2231346219778061,0.29170042276382446,0.22514554858207703,0.22345952689647675,0.38406607508659363,0.2227657586336136,0.24273830652236938,0.319843053817749,0.18095137178897858
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.366199791431427,0.34736719727516174,0.1759674996137619,0.22984638810157776,0.3090755045413971,1.0,0.25820091366767883,0.4933079481124878,0.37996912002563477,0.33724796772003174,0.4571082592010498,0.34736719727516174,0.4310511648654938,0.17795199155807495,0.5829201340675354,0.22950971126556396,0.366199791431427,0.22068053483963013
turk,0.17939230799674988,0.10568185150623322,0.1936819702386856,0.1237928494811058,0.14965206384658813,0.18151971697807312,0.12477835267782211,0.1242155060172081,0.21514327824115753,0.6759247183799744,0.23171041905879974,0.12579688429832458,0.10420091450214386,0.19597187638282776,0.14965206384658813,0.15229669213294983,0.1823783814907074,0.12925265729427338,0.21905671060085297,0.1237928494811058,0.10992560535669327
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2671184241771698,0.3015086054801941,0.23255878686904907,0.2733234167098999,0.31168749928474426,0.4933079481124878,0.23273320496082306,1.0000001192092896,0.34610581398010254,0.257730096578598,0.40251094102859497,0.3015086054801941,0.3769696354866028,0.26003438234329224,0.427140474319458,0.2753547728061676,0.2671184241771698,0.31091248989105225
he,0.3114890456199646,0.21554844081401825,0.38706058263778687,0.34136271476745605,0.3292143940925598,0.2454872578382492,0.22269798815250397,0.29170042276382446,0.4571082592010498,0.16183754801750183,0.40251094102859497,0.29277661442756653,0.2152462750673294,1.0000001192092896,0.3292143940925598,0.29440581798553467,0.2217988818883896,0.4393508732318878,0.20694087445735931,0.34136271476745605,0.2089974731206894
was,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.3560331463813782,0.41399896144866943,0.19185513257980347,0.2208256870508194,0.22972732782363892,0.48711544275283813,0.181900754570961,0.45456063747406006,0.27441510558128357,0.16164100170135498,0.5410010814666748,0.41399896144866943,0.2888734042644501,0.22736379504203796,0.4508470594882965,0.20851445198059082,0.3560331463813782,0.18412111699581146
actively,0.2822394371032715,0.10272040963172913,0.17802059650421143,0.27051857113838196,0.1676459163427353,0.0765867829322815,0.2686983048915863,0.244941845536232,0.30223920941352844,0.19443900883197784,0.29617661237716675,0.44015881419181824,0.3423275947570801,0.22912926971912384,0.1676459163427353,0.3795935809612274,0.33059456944465637,0.25318053364753723,0.15718655288219452,0.27051857113838196,0.22519056499004364
urging,0.13587170839309692,0.11412152647972107,0.2313084751367569,0.16639739274978638,0.2519082725048065,0.2613357603549957,0.26390472054481506,0.26554572582244873,0.2558472454547882,0.21767976880073547,0.2159050852060318,0.25704512000083923,0.15965476632118225,0.23485954105854034,0.2519082725048065,0.20658275485038757,0.2088274508714676,0.21027345955371857,0.2014642357826233,0.16639739274978638,0.11504565179347992
emperor,0.1879471391439438,0.15869946777820587,0.2615426778793335,0.2642151713371277,0.13150596618652344,0.16576659679412842,0.14913998544216156,0.2086649239063263,0.2871226370334625,0.24284401535987854,0.20295536518096924,0.21971897780895233,0.13095836341381073,0.2295811027288437,0.13150596618652344,0.1486743688583374,0.16575242578983307,0.1662927269935608,0.19627997279167175,0.2642151713371277,0.19661661982536316
charles,0.18606366217136383,0.12393124401569366,0.22512592375278473,0.2567916810512543,0.11287324130535126,0.25534582138061523,0.16977107524871826,0.14073289930820465,0.20777860283851624,0.08371230214834213,0.24990057945251465,0.04493379220366478,0.10396813601255417,0.2536252737045288,0.11287324130535126,0.13987532258033752,0.1449405997991562,0.20142732560634613,0.11892390996217728,0.2567916810512543,0.17366734147071838
v,0.16628342866897583,0.10063496232032776,0.1655031144618988,0.1411202996969223,0.17618848383426666,0.12660114467144012,0.1678365021944046,0.19552305340766907,0.18580520153045654,0.2057417929172516,0.22053663432598114,0.11709180474281311,0.18749232590198517,0.12488074600696564,0.17618848383426666,0.1493779718875885,0.11318531632423401,0.21861357986927032,0.1306949406862259,0.1411202996969223,0.28677162528038025
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.29695844650268555,0.34479495882987976,0.20796556770801544,0.25609129667282104,0.3292689621448517,0.5171257257461548,0.26278018951416016,0.6633074283599854,0.4625037908554077,0.3498523235321045,0.45427167415618896,0.34479495882987976,0.39099299907684326,0.19707390666007996,0.3739250600337982,0.30280056595802307,0.29695844650268555,0.20544172823429108
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.366199791431427,0.34736719727516174,0.1759674996137619,0.22984638810157776,0.3090755045413971,1.0,0.25820091366767883,0.4933079481124878,0.37996912002563477,0.33724796772003174,0.4571082592010498,0.34736719727516174,0.4310511648654938,0.17795199155807495,0.5829201340675354,0.22950971126556396,0.366199791431427,0.22068053483963013
german,0.1960553526878357,0.20420297980308533,0.2122138887643814,0.27889665961265564,0.2048940509557724,0.28169330954551697,0.14580091834068298,0.12953688204288483,0.256483793258667,0.23990948498249054,0.2478695809841156,0.1580735743045807,0.16732513904571533,0.23940125107765198,0.2048940509557724,0.198292538523674,0.167716383934021,0.23789440095424652,0.1636822670698166,0.27889665961265564,0.13978645205497742
people,0.32444337010383606,0.21605205535888672,0.3251037895679474,0.2635250985622406,0.26765021681785583,0.14102250337600708,0.2108479142189026,0.20144562423229218,0.36838498711586,0.2756058871746063,0.36644625663757324,0.309556782245636,0.2449760138988495,0.324719101190567,0.26765021681785583,0.28395727276802063,0.21162128448486328,0.3483705520629883,0.25425782799720764,0.2635250985622406,0.23739641904830933
to,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2610234022140503,0.4452643394470215,0.18029534816741943,0.2742273211479187,0.310872346162796,0.535392165184021,0.1928449124097824,0.44245919585227966,0.46467068791389465,0.4559597074985504,0.385390967130661,0.4452643394470215,0.5149973034858704,0.25091660022735596,0.45503583550453186,0.24161745607852936,0.2610234022140503,0.29463258385658264
fight,0.292800635099411,0.20605148375034332,0.20101141929626465,0.4098190665245056,0.32103484869003296,0.1574094444513321,0.24574576318264008,0.46907472610473633,0.28874441981315613,0.20164363086223602,0.23247352242469788,0.3178623914718628,0.25012773275375366,0.3222130239009857,0.32103484869003296,0.2843157947063446,0.29313814640045166,0.23406942188739777,0.16101080179214478,0.4098190665245056,0.16463038325309753
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.2368277609348297,0.2552328109741211,0.17967689037322998,0.2484646886587143,0.2227657586336136,0.5829201340675354,0.13034214079380035,0.427140474319458,0.3278432786464691,0.41272827982902527,0.4393508732318878,0.2552328109741211,0.3791346549987793,0.22805124521255493,1.0,0.23162008821964264,0.2368277609348297,0.23916715383529663
secular,0.26444122195243835,0.1354963779449463,0.28420427441596985,0.20003129541873932,0.23305241763591766,0.2782488763332367,0.235342875123024,0.2581765055656433,0.24261851608753204,0.2618143856525421,0.21358442306518555,0.17122401297092438,0.15494708716869354,0.23565152287483215,0.23305241763591766,0.24215030670166016,0.22145897150039673,0.22842510044574738,0.593280017375946,0.20003129541873932,0.13290788233280182
war,0.22516006231307983,0.1560971587896347,0.31680163741111755,1.0000001192092896,0.27422013878822327,0.21372513473033905,0.23062802851200104,0.319843053817749,0.366199791431427,0.20742765069007874,0.2671184241771698,0.24261924624443054,0.15869897603988647,0.34136271476745605,0.27422013878822327,0.22388246655464172,0.22530508041381836,0.2368277609348297,0.22075620293617249,1.0000001192092896,0.15510529279708862
against,0.24561616778373718,0.17143523693084717,0.2669808566570282,0.319843053817749,0.22514554858207703,0.18804924190044403,0.3431829810142517,1.0,0.3090755045413971,0.1946597844362259,0.31168749928474426,0.23938430845737457,0.2231346219778061,0.29170042276382446,0.22514554858207703,0.22345952689647675,0.38406607508659363,0.2227657586336136,0.24273830652236938,0.319843053817749,0.18095137178897858
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.366199791431427,0.34736719727516174,0.1759674996137619,0.22984638810157776,0.3090755045413971,1.0,0.25820091366767883,0.4933079481124878,0.37996912002563477,0.33724796772003174,0.4571082592010498,0.34736719727516174,0.4310511648654938,0.17795199155807495,0.5829201340675354,0.22950971126556396,0.366199791431427,0.22068053483963013
turks,0.2076534628868103,0.052103761583566666,0.235667884349823,0.20742765069007874,0.18401244282722473,0.17542731761932373,0.1602472960948944,0.1946597844362259,0.25820091366767883,0.9999999403953552,0.23273320496082306,0.1677139550447464,0.15975089371204376,0.16183754801750183,0.18401244282722473,0.15919823944568634,0.21857833862304688,0.13034214079380035,0.2576553523540497,0.20742765069007874,0.1953624188899994
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.3000848889350891,0.35288307070732117,0.24907569587230682,0.2751289904117584,0.28705209493637085,0.5934505462646484,0.2705569565296173,0.6812511086463928,0.3729337155818939,0.421799898147583,0.38061028718948364,0.35288307070732117,0.4824007451534271,0.23016472160816193,0.50484299659729,0.23880675435066223,0.3000848889350891,0.4130953550338745
,what,kind,of,war,did,luther,support,against,the,turks,",",even,if,he,did,not,oppose,a,religious,war,?
on,0.34226128458976746,0.1850661337375641,0.3966929316520691,0.23017507791519165,0.2670976221561432,0.19090485572814941,0.26417678594589233,0.3163113296031952,0.5107308030128479,0.1933675855398178,0.49057599902153015,0.297456830739975,0.24549968540668488,0.32403138279914856,0.2670976221561432,0.3516409695148468,0.2463405281305313,0.3848365545272827,0.16059501469135284,0.23017507791519165,0.2714994251728058
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.366199791431427,0.34736719727516174,0.1759674996137619,0.22984638810157776,0.3090755045413971,1.0,0.25820091366767883,0.4933079481124878,0.37996912002563477,0.33724796772003174,0.4571082592010498,0.34736719727516174,0.4310511648654938,0.17795199155807495,0.5829201340675354,0.22950971126556396,0.366199791431427,0.22068053483963013
other,0.341873437166214,0.2729318141937256,0.38583824038505554,0.22263076901435852,0.31707024574279785,0.18881922960281372,0.28596946597099304,0.2755064070224762,0.44152235984802246,0.2132861316204071,0.4446498453617096,0.4545271396636963,0.3864276111125946,0.24213658273220062,0.31707024574279785,0.4341118037700653,0.23480252921581268,0.2806335389614105,0.258376806974411,0.22263076901435852,0.24682199954986572
hand,0.26703396439552307,0.26360782980918884,0.18184109032154083,0.20946207642555237,0.17606379091739655,0.11325366795063019,0.16637788712978363,0.2281070202589035,0.253619521856308,0.12573549151420593,0.22187741100788116,0.2781759798526764,0.31368288397789,0.2243618667125702,0.17606379091739655,0.2607400417327881,0.21451547741889954,0.2662425637245178,0.1677951216697693,0.20946207642555237,0.20656698942184448
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2671184241771698,0.3015086054801941,0.23255878686904907,0.2733234167098999,0.31168749928474426,0.4933079481124878,0.23273320496082306,1.0000001192092896,0.34610581398010254,0.257730096578598,0.40251094102859497,0.3015086054801941,0.3769696354866028,0.26003438234329224,0.427140474319458,0.2753547728061676,0.2671184241771698,0.31091248989105225
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.29904094338417053,0.2593238651752472,0.20523880422115326,0.17618270218372345,0.27273955941200256,0.6662389636039734,0.18422621488571167,0.5201468467712402,0.29146435856819153,0.2589588761329651,0.41690486669540405,0.2593238651752472,0.3403114080429077,0.15860024094581604,0.539380669593811,0.24099457263946533,0.29904094338417053,0.20430970191955566
keeping,0.3156749904155731,0.2508491277694702,0.21222269535064697,0.19306014478206635,0.1836438924074173,0.07364197075366974,0.28338274359703064,0.23975957930088043,0.271767258644104,0.1435445100069046,0.2560509443283081,0.35175707936286926,0.32850193977355957,0.15734101831912994,0.1836438924074173,0.33790379762649536,0.2937770187854767,0.22280260920524597,0.23144958913326263,0.19306014478206635,0.2775583565235138
with,0.2464839518070221,0.2680599093437195,0.41827285289764404,0.20580904185771942,0.25472134351730347,0.14705438911914825,0.23764535784721375,0.317049115896225,0.4223487675189972,0.10021565109491348,0.4120737314224243,0.38442325592041016,0.34021785855293274,0.2845253646373749,0.25472134351730347,0.3409014642238617,0.18576756119728088,0.3783375024795532,0.16567319631576538,0.20580904185771942,0.2433311939239502
his,0.26976513862609863,0.18263587355613708,0.38364991545677185,0.2932312488555908,0.3546801507472992,0.27093374729156494,0.20473214983940125,0.26457494497299194,0.4394008219242096,0.15982621908187866,0.3378419280052185,0.2842361330986023,0.19270896911621094,0.7171558737754822,0.3546801507472992,0.2710725963115692,0.2335153967142105,0.3497250974178314,0.2274952232837677,0.2932312488555908,0.18075084686279297
doctrine,0.3112909197807312,0.1986040323972702,0.23378130793571472,0.19876407086849213,0.1904553771018982,0.34285056591033936,0.22149892151355743,0.23011024296283722,0.23041051626205444,0.23066897690296173,0.15962223708629608,0.2167031615972519,0.190287783741951,0.2254619598388672,0.1904553771018982,0.23414641618728638,0.27763622999191284,0.14698471128940582,0.46826502680778503,0.19876407086849213,0.21789313852787018
of,0.33290785551071167,0.2285657674074173,1.0,0.31680163741111755,0.2513895630836487,0.1719115972518921,0.2307697981595993,0.2669808566570282,0.733189046382904,0.235667884349823,0.4946078956127167,0.34735506772994995,0.2557544410228729,0.38706058263778687,0.2513895630836487,0.3307090103626251,0.19316069781780243,0.5052502155303955,0.2958606779575348,0.31680163741111755,0.1826142966747284
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.366199791431427,0.34736719727516174,0.1759674996137619,0.22984638810157776,0.3090755045413971,1.0,0.25820091366767883,0.4933079481124878,0.37996912002563477,0.33724796772003174,0.4571082592010498,0.34736719727516174,0.4310511648654938,0.17795199155807495,0.5829201340675354,0.22950971126556396,0.366199791431427,0.22068053483963013
two,0.23363454639911652,0.18198929727077484,0.37726253271102905,0.22875118255615234,0.2755576968193054,0.18037931621074677,0.16180743277072906,0.2102174013853073,0.43858039379119873,0.18406091630458832,0.35859420895576477,0.3349483013153076,0.24792033433914185,0.27156874537467957,0.2755576968193054,0.2686237692832947,0.20200033485889435,0.3289857804775238,0.17006032168865204,0.22875118255615234,0.19645625352859497
