,how,many,customaries,does,norman,customary,law,have,?
norman,0.15114782750606537,0.2098868191242218,0.2197086215019226,0.1348014622926712,1.0000001192092896,0.24109387397766113,0.12808182835578918,0.1152675449848175,0.12243545055389404
customary,0.295409232378006,0.22297042608261108,0.8580437302589417,0.23303396999835968,0.24109387397766113,1.0,0.33219820261001587,0.2638891637325287,0.27931293845176697
law,0.18813064694404602,0.1860491931438446,0.33359742164611816,0.22011858224868774,0.12808182835578918,0.33219820261001587,1.0000001192092896,0.18623127043247223,0.1528988480567932
was,0.16678167879581451,0.260356068611145,0.20605312287807465,0.19302551448345184,0.21643765270709991,0.19712890684604645,0.21553055942058563,0.2863433063030243,0.18412111699581146
transcribed,0.21534092724323273,0.2304878681898117,0.24103085696697235,0.17481011152267456,0.1201496571302414,0.20395873486995697,0.10791449248790741,0.17761270701885223,0.19575224816799164
in,0.2601168751716614,0.41474202275276184,0.29944169521331787,0.214483380317688,0.17613162100315094,0.2624778151512146,0.24850773811340332,0.36843645572662354,0.20430970191955566
two,0.2499001920223236,0.5147606730461121,0.2131757140159607,0.2100418359041214,0.17483480274677277,0.14338842034339905,0.18560174107551575,0.4498785734176636,0.19645625352859497
customaries,0.33784833550453186,0.3078663647174835,1.0000001192092896,0.2929159104824066,0.2197086215019226,0.8580437302589417,0.33359742164611816,0.31697845458984375,0.3826220631599426
in,0.2601168751716614,0.41474202275276184,0.29944169521331787,0.214483380317688,0.17613162100315094,0.2624778151512146,0.24850773811340332,0.36843645572662354,0.20430970191955566
latin,0.14251095056533813,0.20729008316993713,0.17840643227100372,0.11622219532728195,0.17453017830848694,0.19442564249038696,0.16648350656032562,0.16897301375865936,0.1303461492061615
by,0.34370526671409607,0.3409687578678131,0.2473648488521576,0.143477201461792,0.20111693441867828,0.22982032597064972,0.1977037936449051,0.3359639644622803,0.17966607213020325
two,0.2499001920223236,0.5147606730461121,0.2131757140159607,0.2100418359041214,0.17483480274677277,0.14338842034339905,0.18560174107551575,0.4498785734176636,0.19645625352859497
judges,0.25774523615837097,0.24005189538002014,0.39137059450149536,0.25486233830451965,0.13783682882785797,0.2868657112121582,0.36666417121887207,0.26005667448043823,0.19775474071502686
for,0.3308170735836029,0.40972793102264404,0.2915511727333069,0.35159170627593994,0.1822807788848877,0.2259739190340042,0.1650637686252594,0.41175219416618347,0.264628142118454
use,0.39296725392341614,0.3544585704803467,0.4072754979133606,0.39963871240615845,0.09603533148765564,0.36606892943382263,0.23739519715309143,0.4805850088596344,0.32795652747154236
by,0.34370526671409607,0.3409687578678131,0.2473648488521576,0.143477201461792,0.20111693441867828,0.22982032597064972,0.1977037936449051,0.3359639644622803,0.17966607213020325
them,0.5142028331756592,0.5119333863258362,0.38949885964393616,0.35492652654647827,0.08662191033363342,0.25277021527290344,0.187918022274971,0.5357621312141418,0.35435691475868225
and,0.33647966384887695,0.5296266674995422,0.2956989109516144,0.3461615741252899,0.21611377596855164,0.21764148771762848,0.254730761051178,0.4711785912513733,0.20544172823429108
their,0.3316696584224701,0.4574248492717743,0.3369768261909485,0.29094186425209045,0.15736374258995056,0.27782344818115234,0.17199353873729706,0.523270845413208,0.1898253709077835
colleagues,0.2185378223657608,0.2243952751159668,0.19505752623081207,0.14769192039966583,0.15865248441696167,0.12383445352315903,0.19687354564666748,0.2502160668373108,0.15860716998577118
:,-0.11215605586767197,-0.10786184668540955,-0.08689071238040924,-0.11934193223714828,-0.09809340536594391,-0.10129302740097046,-0.0783696174621582,-0.10825085639953613,-0.07156077772378922
these,0.41104358434677124,0.7077717185020447,0.3471153974533081,0.31633180379867554,0.11661530286073685,0.2757359743118286,0.16649894416332245,0.6459943056106567,0.2571668326854706
are,0.311818927526474,0.5655534863471985,0.3335278034210205,0.3126322329044342,0.09758602827787399,0.24764949083328247,0.13009320199489594,0.6577680706977844,0.24591213464736938
the,0.33890387415885925,0.4335206151008606,0.30851972103118896,0.35928019881248474,0.23459704220294952,0.2734152376651764,0.24548950791358948,0.40389683842658997,0.22068053483963013
très,0.19418784976005554,0.19627517461776733,0.22552214562892914,0.16021445393562317,0.25015977025032043,0.13858923316001892,0.11125624924898148,0.1941264569759369,0.2590487599372864
ancien,0.06516572833061218,0.19029414653778076,0.19693657755851746,0.0228410717099905,0.24370577931404114,0.19807308912277222,0.15266437828540802,0.16932862997055054,0.14151811599731445
coutumier,0.14729858934879303,0.11066693067550659,0.29375186562538147,0.1048230230808258,0.2880610227584839,0.20554198324680328,0.2469482123851776,0.14959806203842163,0.21245378255844116
(,0.1676948219537735,0.1455259770154953,0.23920615017414093,0.2728188931941986,0.15467549860477448,0.17995700240135193,0.14312884211540222,0.23072676360607147,0.40561532974243164
very,0.4865594804286957,0.519965410232544,0.2085609883069992,0.3347555100917816,0.17208802700042725,0.1645313948392868,0.12306281924247742,0.43513578176498413,0.20864155888557434
ancient,0.1506028026342392,0.3276658356189728,0.21303056180477142,0.143720343708992,0.19646421074867249,0.252316415309906,0.13894213736057281,0.32639747858047485,0.12938068807125092
customary,0.295409232378006,0.22297042608261108,0.8580437302589417,0.23303396999835968,0.24109387397766113,1.0,0.33219820261001587,0.2638891637325287,0.27931293845176697
),0.17939934134483337,0.16602720320224762,0.23922915756702423,0.2575884759426117,0.15243752300739288,0.19617757201194763,0.15311799943447113,0.22866283357143402,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.3324117958545685,0.28617382049560547,0.20281735062599182,0.2375640720129013,0.24953721463680267,0.3541618287563324,0.31091248989105225
authored,0.14012233912944794,0.24739935994148254,0.26694735884666443,0.22310298681259155,0.1700875461101532,0.22211278975009918,0.20964057743549347,0.20116689801216125,0.20490771532058716
between,0.2747800648212433,0.29423660039901733,0.1919444352388382,0.16966454684734344,0.13068439066410065,0.15921738743782043,0.15484747290611267,0.3203330636024475,0.12887074053287506
1200,-0.09587475657463074,0.0953092873096466,0.04473209008574486,0.017679927870631218,-0.05025918409228325,-0.0027812367770820856,0.0233896654099226,0.06673254817724228,0.012282339856028557
and,0.33647966384887695,0.5296266674995422,0.2956989109516144,0.3461615741252899,0.21611377596855164,0.21764148771762848,0.254730761051178,0.4711785912513733,0.20544172823429108
1245,0.16476893424987793,0.08948851376771927,0.16399894654750824,0.2447127252817154,0.17714986205101013,0.10574980080127716,0.07129384577274323,0.1967441737651825,0.32303255796432495
;,0.07230665534734726,0.11763367056846619,0.13088884949684143,0.0650511160492897,0.016964975744485855,0.14796999096870422,0.044933367520570755,0.10650043189525604,0.10349778085947037
and,0.33647966384887695,0.5296266674995422,0.2956989109516144,0.3461615741252899,0.21611377596855164,0.21764148771762848,0.254730761051178,0.4711785912513733,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.30851972103118896,0.35928019881248474,0.23459704220294952,0.2734152376651764,0.24548950791358948,0.40389683842658997,0.22068053483963013
grand,0.10164935886859894,0.18390655517578125,0.2499186098575592,0.10577338933944702,0.14602962136268616,0.20552541315555573,0.15487051010131836,0.17955395579338074,0.1168735921382904
coutumier,0.14729858934879303,0.11066693067550659,0.29375186562538147,0.1048230230808258,0.2880610227584839,0.20554198324680328,0.2469482123851776,0.14959806203842163,0.21245378255844116
de,0.10241838544607162,0.22097930312156677,0.15678197145462036,0.10015963762998581,0.15738962590694427,0.10540898144245148,0.16723322868347168,0.15030036866664886,0.11064168810844421
normandie,0.23237238824367523,0.1896892935037613,0.281419038772583,0.20659172534942627,0.5028601884841919,0.2520114481449127,0.18030647933483124,0.17901769280433655,0.21409334242343903
(,0.1676948219537735,0.1455259770154953,0.23920615017414093,0.2728188931941986,0.15467549860477448,0.17995700240135193,0.14312884211540222,0.23072676360607147,0.40561532974243164
great,0.20413632690906525,0.30145081877708435,0.1494450569152832,0.1330372840166092,0.1307349056005478,0.1330929547548294,0.1531940996646881,0.24053381383419037,0.13135133683681488
