,for,how,long,did,huguenots,continue,to,use,french,names,?
their,0.3406745493412018,0.3316696584224701,0.21939191222190857,0.38078752160072327,0.30116045475006104,0.3468928337097168,0.44619059562683105,0.3415622115135193,0.18787698447704315,0.24656252562999725,0.1898253709077835
descendants,0.17246416211128235,0.12373888492584229,0.10403672605752945,0.23993296921253204,0.28346800804138184,0.16666483879089355,0.21002314984798431,0.14300797879695892,0.11757096648216248,0.2647366523742676,0.10391592979431152
in,0.4322226941585541,0.2601168751716614,0.2759332060813904,0.2593238651752472,0.25916293263435364,0.249076247215271,0.45010748505592346,0.2715643048286438,0.22093388438224792,0.19826655089855194,0.20430970191955566
many,0.40972793102264404,0.4425291419029236,0.33054181933403015,0.375588983297348,0.27507859468460083,0.3345869183540344,0.40243685245513916,0.3544585704803467,0.2158181369304657,0.2901678681373596,0.2124512493610382
families,0.19045168161392212,0.2066461592912674,0.14622394740581512,0.16831602156162262,0.32744377851486206,0.18194197118282318,0.23536086082458496,0.11870495229959488,0.14083164930343628,0.21326498687267303,0.14422203600406647
continued,0.2205924689769745,0.18852750957012177,0.20444929599761963,0.4863187372684479,0.2457956075668335,0.6475976705551147,0.33327484130859375,0.12299755960702896,0.1660061925649643,0.1305122971534729,0.10404038429260254
to,0.4451248347759247,0.44169697165489197,0.30218687653541565,0.4452643394470215,0.2685132324695587,0.4441169500350952,1.0,0.47261837124824524,0.1713797152042389,0.24237842857837677,0.29463258385658264
use,0.47655582427978516,0.39296725392341614,0.2960711717605591,0.32446643710136414,0.14831750094890594,0.3114902675151825,0.47261837124824524,1.0,0.20829631388187408,0.27664726972579956,0.32795652747154236
french,0.17280760407447815,0.14884154498577118,0.14648514986038208,0.1584041714668274,0.4879878759384155,0.09657709300518036,0.1713797152042389,0.20829631388187408,1.0000001192092896,0.17494119703769684,0.1386883556842804
first,0.3800288736820221,0.27731001377105713,0.23231349885463715,0.33691170811653137,0.17457492649555206,0.24500073492527008,0.3792489171028137,0.3305151164531708,0.2345779836177826,0.18519149720668793,0.18701928853988647
names,0.23179025948047638,0.15838667750358582,0.11087895184755325,0.15707558393478394,0.1330748200416565,0.13022421300411224,0.24237842857837677,0.27664726972579956,0.17494119703769684,1.0000001192092896,0.16607333719730377
and,0.5064792633056641,0.33647966384887695,0.3395216166973114,0.34479495882987976,0.28783127665519714,0.3147966265678406,0.48971283435821533,0.34145063161849976,0.32751965522766113,0.22828514873981476,0.20544172823429108
surnames,0.19975003600120544,0.15033195912837982,0.13224004209041595,0.18352477252483368,0.19142550230026245,0.1785675436258316,0.26397112011909485,0.26592209935188293,0.16562798619270325,0.640095591545105,0.1774638444185257
for,0.9999999403953552,0.3308170735836029,0.2547193765640259,0.318512886762619,0.17568211257457733,0.2841116189956665,0.4451248347759247,0.47655582427978516,0.17280760407447815,0.23179025948047638,0.264628142118454
their,0.3406745493412018,0.3316696584224701,0.21939191222190857,0.38078752160072327,0.30116045475006104,0.3468928337097168,0.44619059562683105,0.3415622115135193,0.18787698447704315,0.24656252562999725,0.1898253709077835
children,0.19934585690498352,0.16621150076389313,0.18877561390399933,0.2211388200521469,0.2571292519569397,0.2258121520280838,0.23135778307914734,0.14588651061058044,0.1404179185628891,0.17661438882350922,0.21788206696510315
well,0.46352139115333557,0.410734087228775,0.335798978805542,0.4341743588447571,0.22066359221935272,0.39366549253463745,0.3422003388404846,0.38376685976982117,0.2028287649154663,0.19145467877388,0.24815571308135986
into,0.231735959649086,0.2303972691297531,0.228584423661232,0.14888085424900055,0.2140740305185318,0.21948079764842987,0.38810545206069946,0.2559370994567871,0.1669895350933075,0.19866643846035004,0.15662476420402527
the,0.4739971458911896,0.33890387415885925,0.3075225353240967,0.34736719727516174,0.30745792388916016,0.28966447710990906,0.535392165184021,0.34342584013938904,0.2555147111415863,0.27965226769447327,0.22068053483963013
nineteenth,0.1676461398601532,0.17790532112121582,0.11563915759325027,0.2191673070192337,0.2829742431640625,0.16147157549858093,0.22811715304851532,0.14644977450370789,0.22068385779857635,0.18265405297279358,0.0875740572810173
century,0.18660898506641388,0.1569085419178009,0.12708476185798645,0.2333737462759018,0.290620356798172,0.1157161146402359,0.20143604278564453,0.21389883756637573,0.2562131881713867,0.19828039407730103,0.1026201918721199
.,0.4726039469242096,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.2170230895280838,0.2855175733566284,0.4645031690597534,0.3711656630039215,0.2480926215648651,0.18628843128681183,0.4130953550338745
