,when,was,the,national,highway,designated,act,signed,?
[,0.07002913951873779,0.03263993561267853,0.07130392640829086,0.10840330272912979,0.18693535029888153,0.12576304376125336,0.07060564309358597,0.07226411998271942,0.011015460826456547
citation,0.19754578173160553,0.17611537873744965,0.2536581754684448,0.15347371995449066,0.2003021240234375,0.16668571531772614,0.11800327897071838,0.09529964625835419,0.3382055461406708
needed,0.3670521080493927,0.227164626121521,0.3064746856689453,0.11622525006532669,0.16003641486167908,0.11134541034698486,0.19031214714050293,0.15747494995594025,0.2863257825374603
],-0.0009315960924141109,0.0001094614781322889,-0.04779602214694023,-0.057223085314035416,0.02639749087393284,0.02659093216061592,-0.012444280087947845,-0.06965979188680649,-0.0022520492784678936
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.18674622476100922,0.18394598364830017,0.2070607841014862,0.17222115397453308,0.25481486320495605,0.2714994251728058
november,0.2606481611728668,0.4240739941596985,0.25734350085258484,0.2131834775209427,0.18703845143318176,0.20750154554843903,0.08718066662549973,0.21717120707035065,0.3159552216529846
28,-0.1851940006017685,-0.2500663697719574,-0.31177106499671936,-0.1870388686656952,-0.08896113187074661,-0.10838703066110611,-0.18053510785102844,-0.11002661287784576,-0.012856917455792427
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23933029174804688,0.24056380987167358,0.20988495647907257,0.1787904053926468,0.2289608120918274,0.31091248989105225
1995,0.03450304642319679,0.03496245667338371,-0.025311529636383057,-0.003664898220449686,-0.05818997696042061,-0.11462520807981491,-0.05870663747191429,0.05898395553231239,0.14293554425239563
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23933029174804688,0.24056380987167358,0.20988495647907257,0.1787904053926468,0.2289608120918274,0.31091248989105225
bill,0.2075754553079605,0.18893268704414368,0.24155211448669434,0.17994579672813416,0.19668252766132355,0.054257698357105255,0.3130364418029785,0.24355687201023102,0.12855131924152374
clinton,0.2085341513156891,0.23761619627475739,0.2572503685951233,0.18313874304294586,0.24347195029258728,0.11828013509511948,0.23416119813919067,0.2046966403722763,0.22146934270858765
signed,0.18414242565631866,0.2625274360179901,0.20675969123840332,0.22228777408599854,0.149683877825737,0.17077194154262543,0.2603176534175873,1.0000001192092896,0.14003296196460724
the,0.5091903209686279,0.48711544275283813,1.0,0.32739606499671936,0.20523275434970856,0.23178240656852722,0.28682878613471985,0.20675969123840332,0.22068053483963013
national,0.1649656444787979,0.2433898150920868,0.32739606499671936,1.0000001192092896,0.11927000433206558,0.2772063910961151,0.11624071002006531,0.22228777408599854,0.15643028914928436
highway,0.1638880968093872,0.1792784035205841,0.20523275434970856,0.11927000433206558,0.9999998807907104,0.25315365195274353,0.17409828305244446,0.149683877825737,0.15589815378189087
designation,0.20680765807628632,0.2440742552280426,0.25765958428382874,0.2691129744052887,0.22091808915138245,0.7658262252807617,0.17258723080158234,0.16780635714530945,0.17107710242271423
act,0.22280360758304596,0.1887621134519577,0.28682878613471985,0.11624071002006531,0.17409828305244446,0.18395641446113586,1.0,0.2603176534175873,0.1482519507408142
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.23933029174804688,0.24056380987167358,0.20988495647907257,0.1787904053926468,0.2289608120918274,0.31091248989105225
ending,0.24183526635169983,0.21682487428188324,0.3726840615272522,0.10247602313756943,0.13527421653270721,0.07645153254270554,0.21843208372592926,0.2792339324951172,0.14182089269161224
the,0.5091903209686279,0.48711544275283813,1.0,0.32739606499671936,0.20523275434970856,0.23178240656852722,0.28682878613471985,0.20675969123840332,0.22068053483963013
federal,0.23483528196811676,0.23023395240306854,0.27537089586257935,0.34806886315345764,0.22222435474395752,0.23063310980796814,0.30267268419265747,0.20231013000011444,0.1812247931957245
55,0.029040908440947533,0.014333844184875488,0.014788559637963772,-0.020172150805592537,0.03665238618850708,0.13810940086841583,0.13716474175453186,-0.027619194239377975,-0.008884507231414318
mph,0.14198054373264313,0.1901884227991104,0.17937184870243073,0.10323550552129745,0.26888367533683777,0.20907258987426758,0.09388939291238785,0.13013482093811035,0.15188822150230408
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.24475820362567902,0.19209986925125122,0.19298940896987915,0.1613895297050476,0.17888900637626648,0.40561532974243164
89,0.14991264045238495,0.15807123482227325,0.26116684079170227,0.2046288549900055,0.12797968089580536,0.23710361123085022,0.14471986889839172,0.13913096487522125,0.13874289393424988
km/h,0.1405450850725174,0.17469464242458344,0.17834779620170593,0.09644411504268646,0.2789177894592285,0.20912833511829376,0.11695929616689682,0.15326230227947235,0.17054446041584015
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.25379422307014465,0.19201049208641052,0.16576355695724487,0.15869061648845673,0.19181977212429047,0.42300865054130554
