,in,which,region,tribe,were,large,settlements,discovered,?
in,1.0,0.4840516746044159,0.3524819314479828,0.17848652601242065,0.3815755248069763,0.2841601073741913,0.31333258748054504,0.2801778018474579,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.35020557045936584,0.280248761177063,0.3906462490558624,0.3828733265399933,0.24227768182754517,0.27493247389793396,0.22068053483963013
region,0.3524819314479828,0.2328231930732727,1.0,0.19361020624637604,0.16843447089195251,0.276833713054657,0.3468533456325531,0.16302970051765442,0.13441751897335052
of,0.5696388483047485,0.5011631846427917,0.2852717339992523,0.22602348029613495,0.34038281440734863,0.3569655418395996,0.2813670039176941,0.22074753046035767,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.35020557045936584,0.280248761177063,0.3906462490558624,0.3828733265399933,0.24227768182754517,0.27493247389793396,0.22068053483963013
xingu,0.21736103296279907,0.16560515761375427,0.23584425449371338,0.26179686188697815,0.16079287230968475,0.17473600804805756,0.2546028196811676,0.1682390421628952,0.19145335257053375
tribe,0.17848652601242065,0.18090566992759705,0.19361020624637604,1.0000001192092896,0.20031005144119263,0.14125999808311462,0.25501134991645813,0.1272544115781784,0.11037874221801758
",",0.5201468467712402,0.3658004403114319,0.2119160145521164,0.23060214519500732,0.36755475401878357,0.2263888567686081,0.3241141438484192,0.26185235381126404,0.31091248989105225
remains,0.31639063358306885,0.3386684060096741,0.16177408397197723,0.16669948399066925,0.34316346049308777,0.2291514128446579,0.17480140924453735,0.4118349552154541,0.1479063630104065
of,0.5696388483047485,0.5011631846427917,0.2852717339992523,0.22602348029613495,0.34038281440734863,0.3569655418395996,0.2813670039176941,0.22074753046035767,0.1826142966747284
some,0.4010399878025055,0.5407140851020813,0.13805310428142548,0.16726939380168915,0.4592604339122772,0.3944830894470215,0.24261267483234406,0.3082274794578552,0.2562315762042999
of,0.5696388483047485,0.5011631846427917,0.2852717339992523,0.22602348029613495,0.34038281440734863,0.3569655418395996,0.2813670039176941,0.22074753046035767,0.1826142966747284
these,0.3791837692260742,0.5959210991859436,0.21670378744602203,0.13546960055828094,0.587685227394104,0.42300793528556824,0.2635442614555359,0.26155325770378113,0.2571668326854706
large,0.2841601073741913,0.46308431029319763,0.276833713054657,0.14125999808311462,0.3147265911102295,1.0000001192092896,0.23074916005134583,0.23000460863113403,0.1355665624141693
settlements,0.31333258748054504,0.21174487471580505,0.3468533456325531,0.25501134991645813,0.2645201086997986,0.23074916005134583,0.9999999403953552,0.24310101568698883,0.1671062707901001
in,1.0,0.4840516746044159,0.3524819314479828,0.17848652601242065,0.3815755248069763,0.2841601073741913,0.31333258748054504,0.2801778018474579,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.35020557045936584,0.280248761177063,0.3906462490558624,0.3828733265399933,0.24227768182754517,0.27493247389793396,0.22068053483963013
middle,0.26767921447753906,0.22406704723834991,0.21298618614673615,0.19074298441410065,0.2178332656621933,0.26962605118751526,0.19470906257629395,0.15247495472431183,0.13139553368091583
of,0.5696388483047485,0.5011631846427917,0.2852717339992523,0.22602348029613495,0.34038281440734863,0.3569655418395996,0.2813670039176941,0.22074753046035767,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.35020557045936584,0.280248761177063,0.3906462490558624,0.3828733265399933,0.24227768182754517,0.27493247389793396,0.22068053483963013
amazon,0.12227833271026611,0.1877625584602356,0.18148772418498993,0.2319360226392746,0.11476065963506699,0.16262684762477875,0.09027209132909775,0.20010435581207275,0.18144656717777252
forest,0.24136987328529358,0.20571978390216827,0.16004255414009094,0.21906907856464386,0.16531281173229218,0.1917639672756195,0.21887342631816864,0.16559508442878723,0.1214437186717987
were,0.3815755248069763,0.2807837128639221,0.16843447089195251,0.20031005144119263,1.0000001192092896,0.3147265911102295,0.2645201086997986,0.29743650555610657,0.17890112102031708
found,0.39141854643821716,0.25134438276290894,0.4615315794944763,0.16349732875823975,0.23296621441841125,0.25161072611808777,0.23135389387607574,0.4998607039451599,0.16790300607681274
in,1.0,0.4840516746044159,0.3524819314479828,0.17848652601242065,0.3815755248069763,0.2841601073741913,0.31333258748054504,0.2801778018474579,0.20430970191955566
2003,-0.1320333480834961,-0.14610882103443146,-0.1679399311542511,-0.05919994041323662,-0.16775040328502655,-0.17974743247032166,-0.0808282420039177,-0.18343885242938995,-0.17560148239135742
by,0.370934396982193,0.40543368458747864,0.15175513923168182,0.16805842518806458,0.4406847059726715,0.2555539309978485,0.14743714034557343,0.2291465401649475,0.17966607213020325
michael,0.2203132063150406,0.13976186513900757,0.08421299606561661,0.06107382848858833,0.15896406769752502,0.04638740047812462,0.08317441493272781,0.1638035774230957,0.0667748749256134
heckenberger,0.3021192252635956,0.17683888971805573,0.09615524113178253,0.1174163743853569,0.24253614246845245,0.1523488163948059,0.15026745200157166,0.24198590219020844,0.21537034213542938
and,0.4954058527946472,0.506277859210968,0.2372262328863144,0.1568450778722763,0.42175528407096863,0.3404269814491272,0.2879072427749634,0.21031536161899567,0.20544172823429108
colleagues,0.21033704280853271,0.21154341101646423,0.12630774080753326,0.18742117285728455,0.282900333404541,0.14092569053173065,0.0966421440243721,0.3626249432563782,0.15860716998577118
of,0.5696388483047485,0.5011631846427917,0.2852717339992523,0.22602348029613495,0.34038281440734863,0.3569655418395996,0.2813670039176941,0.22074753046035767,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.35020557045936584,0.280248761177063,0.3906462490558624,0.3828733265399933,0.24227768182754517,0.27493247389793396,0.22068053483963013
university,0.3201795518398285,0.17800195515155792,0.23314552009105682,0.15312780439853668,0.153096005320549,0.15268762409687042,0.22643718123435974,0.20232592523097992,0.11887256056070328
of,0.5696388483047485,0.5011631846427917,0.2852717339992523,0.22602348029613495,0.34038281440734863,0.3569655418395996,0.2813670039176941,0.22074753046035767,0.1826142966747284
florida,0.2330404818058014,0.22013095021247864,0.17674055695533752,0.11758380383253098,0.14142651855945587,0.21862812340259552,0.1602276712656021,0.07760556042194366,0.13469882309436798
.,0.5591574311256409,0.45942068099975586,0.2506107687950134,0.1587309092283249,0.3378238379955292,0.2304532378911972,0.26911333203315735,0.23523737490177155,0.4130953550338745
