,what,combined,with,ricing,prices,to,make,it,difficult,or,impossible,for,poor,people,to,keep,pace,?
the,0.42745697498321533,0.3713363707065582,0.4223487675189972,0.30378711223602295,0.24549299478530884,0.535392165184021,0.3146495521068573,0.6251175999641418,0.277450829744339,0.4174870550632477,0.22988329827785492,0.4739971458911896,0.21093174815177917,0.36838498711586,0.535392165184021,0.22379513084888458,0.18270368874073029,0.22068053483963013
ad,0.27659884095191956,0.06957735121250153,0.09293986856937408,0.09331128001213074,0.10248741507530212,0.1555420160293579,0.16254822909832,0.20261158049106598,0.08272816240787506,0.19861356914043427,0.11023164540529251,0.09682639688253403,0.14554375410079956,0.16909490525722504,0.1555420160293579,0.17909906804561615,0.052750732749700546,0.20824462175369263
valorem,0.24099108576774597,0.1055641695857048,0.17854911088943481,0.27687281370162964,0.1697131246328354,0.22316353023052216,0.16319450736045837,0.2048344761133194,0.17388001084327698,0.24695473909378052,0.21822527050971985,0.2015848457813263,0.1357116997241974,0.11840985715389252,0.22316353023052216,0.19591592252254486,0.2074633091688156,0.29816415905952454
property,0.24978817999362946,0.1357540488243103,0.1005757600069046,0.19933737814426422,0.23073388636112213,0.26292115449905396,0.18686485290527344,0.17013771831989288,0.16891784965991974,0.29589805006980896,0.22747211158275604,0.2189353108406067,0.22515656054019928,0.20594437420368195,0.26292115449905396,0.1818004697561264,0.05370156839489937,0.16865147650241852
tax,0.21278929710388184,0.09049668163061142,0.20174698531627655,0.30067065358161926,0.4001418352127075,0.24948102235794067,0.24298305809497833,0.17267748713493347,0.19297441840171814,0.233906090259552,0.19595235586166382,0.2646346986293793,0.2241353690624237,0.2094295173883438,0.24948102235794067,0.09259139746427536,0.1970873922109604,0.2097984105348587
policy,0.3869883120059967,0.12046938389539719,0.14287953078746796,0.2513608932495117,0.28202617168426514,0.26804789900779724,0.19926773011684418,0.2245468944311142,0.23961244523525238,0.2344270497560501,0.23857717216014862,0.2759707272052765,0.23432689905166626,0.2227274775505066,0.26804789900779724,0.27997058629989624,0.26063939929008484,0.30462446808815
combined,0.21267308294773102,1.0000001192092896,0.340704083442688,0.16810943186283112,0.2062903195619583,0.24629315733909607,0.2976711094379425,0.2679661810398102,0.2307274341583252,0.31344231963157654,0.21259935200214386,0.2505188286304474,0.14315098524093628,0.25178292393684387,0.24629315733909607,0.1636597067117691,0.09566997736692429,0.17985320091247559
with,0.2464839518070221,0.340704083442688,0.9999999403953552,0.3363463878631592,0.1513277143239975,0.4239959120750427,0.39503780007362366,0.3369046747684479,0.28730911016464233,0.38158315420150757,0.23102419078350067,0.39140474796295166,0.22900480031967163,0.20958639681339264,0.4239959120750427,0.2506358027458191,0.20009207725524902,0.2433311939239502
rising,0.18883290886878967,0.16072934865951538,0.24365566670894623,0.2540707290172577,0.30630573630332947,0.21663394570350647,0.14426927268505096,0.21120630204677582,0.22371001541614532,0.19845296442508698,0.17276862263679504,0.20961570739746094,0.25259512662887573,0.15323930978775024,0.21663394570350647,0.1525670439004898,0.17747755348682404,0.07955946773290634
prices,0.23893781006336212,0.2062903195619583,0.1513277143239975,0.3546077013015747,0.9999999403953552,0.3313114047050476,0.27436795830726624,0.2712022662162781,0.266477108001709,0.25355204939842224,0.23849263787269592,0.2769668698310852,0.31465256214141846,0.2529296576976776,0.3313114047050476,0.2369266003370285,0.20908541977405548,0.14604969322681427
made,0.23419176042079926,0.2836320400238037,0.3459964990615845,0.1757662296295166,0.2134770303964615,0.3377571105957031,0.613452136516571,0.3944323658943176,0.24571216106414795,0.3264006972312927,0.31557467579841614,0.3147922456264496,0.1478397250175476,0.22083686292171478,0.3377571105957031,0.22187550365924835,0.09016531705856323,0.17218779027462006
it,0.45803478360176086,0.2679661810398102,0.3369046747684479,0.17834310233592987,0.2712022662162781,0.513711154460907,0.40787607431411743,0.9999999403953552,0.31896570324897766,0.36389440298080444,0.3073744475841522,0.32171204686164856,0.20349231362342834,0.3940119743347168,0.513711154460907,0.23222477734088898,0.12560221552848816,0.25732165575027466
difficult,0.37928828597068787,0.2307274341583252,0.28730911016464233,0.17955933511257172,0.266477108001709,0.4417358338832855,0.3735513687133789,0.31896570324897766,1.0000001192092896,0.3306672275066376,0.5896874070167542,0.3228081464767456,0.38260966539382935,0.30496808886528015,0.4417358338832855,0.29799944162368774,0.1362025886774063,0.20408590137958527
or,0.33867141604423523,0.31344231963157654,0.38158315420150757,0.28941258788108826,0.25355204939842224,0.38921234011650085,0.41506800055503845,0.36389440298080444,0.3306672275066376,1.0000001192092896,0.27695178985595703,0.4111599624156952,0.242812380194664,0.335800439119339,0.38921234011650085,0.3500058650970459,0.17019489407539368,0.32389625906944275
impossible,0.38707461953163147,0.21259935200214386,0.23102419078350067,0.20686806738376617,0.23849263787269592,0.4282679557800293,0.38622725009918213,0.3073744475841522,0.5896874070167542,0.27695178985595703,1.0,0.2806713283061981,0.28453171253204346,0.22271786630153656,0.4282679557800293,0.2908012568950653,0.1547989845275879,0.2244972586631775
for,0.3017193675041199,0.2505188286304474,0.39140474796295166,0.3006342947483063,0.2769668698310852,0.4451248347759247,0.386745423078537,0.32171204686164856,0.3228081464767456,0.4111599624156952,0.2806713283061981,0.9999999403953552,0.2900572121143341,0.24900002777576447,0.4451248347759247,0.2518472671508789,0.2509205639362335,0.264628142118454
low,0.20743566751480103,0.21934956312179565,0.2028178721666336,0.17699506878852844,0.33878183364868164,0.2700593173503876,0.24824093282222748,0.27361348271369934,0.3260023593902588,0.24347376823425293,0.21343064308166504,0.19718985259532928,0.3941434621810913,0.17927668988704681,0.2700593173503876,0.19608452916145325,0.17237409949302673,0.10658930987119675
income,0.21837803721427917,0.16070018708705902,0.19497792422771454,0.2583233118057251,0.46240392327308655,0.27188464999198914,0.2162221074104309,0.17110911011695862,0.22722111642360687,0.2201215922832489,0.1919168084859848,0.27512091398239136,0.370358407497406,0.2230251580476761,0.27188464999198914,0.13671638071537018,0.1526394784450531,0.14935168623924255
residents,0.21107541024684906,0.19136571884155273,0.21472220122814178,0.20837737619876862,0.26906248927116394,0.27325206995010376,0.15484562516212463,0.2221241593360901,0.15465779602527618,0.27846914529800415,0.15561923384666443,0.27884864807128906,0.30006447434425354,0.43970397114753723,0.27325206995010376,0.16386787593364716,0.1357223391532898,0.09602975845336914
to,0.455847829580307,0.24629315733909607,0.4239959120750427,0.25600019097328186,0.3313114047050476,1.0,0.497876912355423,0.513711154460907,0.4417358338832855,0.38921234011650085,0.4282679557800293,0.4451248347759247,0.2869894206523895,0.37275731563568115,1.0,0.31550586223602295,0.2328391820192337,0.29463258385658264
keep,0.3147064745426178,0.1636597067117691,0.2506358027458191,0.1390959769487381,0.2369266003370285,0.31550586223602295,0.3807688355445862,0.23222477734088898,0.29799944162368774,0.3500058650970459,0.2908012568950653,0.2518472671508789,0.2298315167427063,0.21112915873527527,0.31550586223602295,0.9999998807907104,0.19401274621486664,0.2537146508693695
