,what,does,the,transport,and,storage,demand,for,safety,in,dealing,with,oxygen,?
steel,0.1452551931142807,0.14153440296649933,0.23159778118133545,0.1757015585899353,0.24484598636627197,0.1608656495809555,0.1237567812204361,0.2408265471458435,0.2548045516014099,0.15349873900413513,0.18906767666339874,0.2522813677787781,0.24806176126003265,0.15723858773708344
pipes,0.15654517710208893,0.25161492824554443,0.21330536901950836,0.24374297261238098,0.2588750720024109,0.30207356810569763,0.13322065770626068,0.25363650918006897,0.21043266355991364,0.16140933334827423,0.19908660650253296,0.23405821621418,0.3190501928329468,0.20887963473796844
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2537272870540619,1.0,0.20862485468387604,0.3240898847579956,0.5064792633056641,0.27546536922454834,0.4954058527946472,0.3381464183330536,0.5477725267410278,0.22261030972003937,0.20544172823429108
storage,0.18395499885082245,0.23191718757152557,0.22913692891597748,0.3357793390750885,0.20862485468387604,0.9999999403953552,0.23948602378368378,0.2736855447292328,0.22173525393009186,0.2390899360179901,0.25258752703666687,0.16483864188194275,0.23631079494953156,0.15578968822956085
vessels,0.16299140453338623,0.20426486432552338,0.2874694764614105,0.3119177222251892,0.27553197741508484,0.26392075419425964,0.1831350177526474,0.15615026652812958,0.17085328698158264,0.12977609038352966,0.21243464946746826,0.16981340944766998,0.4044823944568634,0.11436066776514053
used,0.27546408772468567,0.3498048484325409,0.3718377649784088,0.2670437693595886,0.3150506615638733,0.35957273840904236,0.20647388696670532,0.4236139953136444,0.19855159521102905,0.3090210556983948,0.31990981101989746,0.3047430217266083,0.21276918053627014,0.22430120408535004
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.21968118846416473,0.48971283435821533,0.2797470688819885,0.33607128262519836,0.4451248347759247,0.254177987575531,0.45010748505592346,0.3146139085292816,0.4239959120750427,0.24193501472473145,0.29463258385658264
store,0.18931551277637482,0.17093902826309204,0.2639283239841461,0.25957563519477844,0.24101662635803223,0.5270397663116455,0.2919243574142456,0.24443665146827698,0.12745732069015503,0.3481425344944,0.2044709175825119,0.1905750185251236,0.13953526318073273,0.17555226385593414
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2537272870540619,1.0,0.20862485468387604,0.3240898847579956,0.5064792633056641,0.27546536922454834,0.4954058527946472,0.3381464183330536,0.5477725267410278,0.22261030972003937,0.20544172823429108
transmit,0.21877305209636688,0.23712146282196045,0.2503734529018402,0.24617208540439606,0.1983463019132614,0.3467639982700348,0.23604507744312286,0.20460611581802368,0.21455876529216766,0.14338745176792145,0.259273886680603,0.1936703622341156,0.23560641705989838,0.16771046817302704
both,0.3361809551715851,0.3216230869293213,0.4931981563568115,0.1614757925271988,0.5503310561180115,0.1957826018333435,0.30173635482788086,0.3887220323085785,0.23014865815639496,0.3960166871547699,0.3200298249721527,0.4766458570957184,0.21540284156799316,0.19455738365650177
gaseous,0.28648024797439575,0.2663220465183258,0.28062355518341064,0.2890881896018982,0.2537659704685211,0.3624398112297058,0.27934977412223816,0.23019017279148102,0.24011372029781342,0.22336186468601227,0.22289732098579407,0.2553887963294983,0.5299525260925293,0.1947249323129654
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2537272870540619,1.0,0.20862485468387604,0.3240898847579956,0.5064792633056641,0.27546536922454834,0.4954058527946472,0.3381464183330536,0.5477725267410278,0.22261030972003937,0.20544172823429108
liquid,0.24017377197742462,0.2980245053768158,0.25047987699508667,0.22013519704341888,0.23888376355171204,0.33572888374328613,0.29645082354545593,0.1839100569486618,0.200409397482872,0.19967526197433472,0.15001562237739563,0.21199610829353333,0.4322830140590668,0.18412289023399353
oxygen,0.16781960427761078,0.2380215972661972,0.20428593456745148,0.20725306868553162,0.22261030972003937,0.23631079494953156,0.25252407789230347,0.22718772292137146,0.2485458105802536,0.1672476977109909,0.06818246096372604,0.200663760304451,0.9999999403953552,0.16786395013332367
will,0.3510494530200958,0.583926260471344,0.3635469079017639,0.17178504168987274,0.35983073711395264,0.21592804789543152,0.34330296516418457,0.3647450804710388,0.21149234473705292,0.2580665349960327,0.259122371673584,0.33888739347457886,0.2768942415714264,0.35046905279159546
act,0.2622668445110321,0.21016603708267212,0.28682878613471985,0.20809343457221985,0.2776535749435425,0.21430763602256775,0.21615518629550934,0.22890116274356842,0.1532500684261322,0.22050046920776367,0.2407766878604889,0.18591532111167908,0.09000056982040405,0.1482519507408142
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.19943572580814362,0.49487000703811646,0.1631399244070053,0.21706032752990723,0.44774648547172546,0.21537791192531586,0.3887844979763031,0.30476614832878113,0.40387406945228577,0.16691245138645172,0.27043893933296204
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2372475117444992,0.3739250600337982,0.2568609416484833,0.2180943340063095,0.44038116931915283,0.18158207833766937,0.539380669593811,0.30869072675704956,0.3783375024795532,0.21662019193172455,0.23916715383529663
fuel,0.1848171502351761,0.1973627209663391,0.18534968793392181,0.34011310338974,0.22683054208755493,0.40113958716392517,0.2775256037712097,0.19778265058994293,0.30680206418037415,0.17527905106544495,0.14782264828681946,0.18444593250751495,0.4038860499858856,0.10583324730396271
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.04082053527235985,0.08403264731168747,0.04917973279953003,-0.0040701390244066715,0.0293948445469141,-0.08823247998952866,0.092739537358284,0.12966574728488922,0.12944702804088593,0.010789583437144756,0.10349778085947037
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2537272870540619,1.0,0.20862485468387604,0.3240898847579956,0.5064792633056641,0.27546536922454834,0.4954058527946472,0.3381464183330536,0.5477725267410278,0.22261030972003937,0.20544172823429108
therefore,0.4125064015388489,0.44649532437324524,0.4141571819782257,0.23749099671840668,0.4033817946910858,0.2787613570690155,0.36223527789115906,0.3777256906032562,0.18701836466789246,0.2696720361709595,0.3747752606868744,0.3294515013694763,0.2501252293586731,0.3325358033180237
the,0.42745697498321533,0.35928019881248474,1.0,0.2433847039937973,0.5171257257461548,0.22913692891597748,0.27194610238075256,0.4739971458911896,0.25972458720207214,0.6662389636039734,0.30423152446746826,0.4223487675189972,0.20428593456745148,0.22068053483963013
design,0.23893405497074127,0.13883008062839508,0.27913451194763184,0.25188103318214417,0.21815341711044312,0.24566662311553955,0.17790953814983368,0.2477298229932785,0.2875763475894928,0.21856798231601715,0.17737369239330292,0.17779715359210968,0.13743482530117035,0.16351860761642456
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2537272870540619,1.0,0.20862485468387604,0.3240898847579956,0.5064792633056641,0.27546536922454834,0.4954058527946472,0.3381464183330536,0.5477725267410278,0.22261030972003937,0.20544172823429108
manufacture,0.2040826678276062,0.197930708527565,0.23205524682998657,0.29648664593696594,0.22259432077407837,0.3510890007019043,0.29302629828453064,0.23462171852588654,0.2886054515838623,0.20208027958869934,0.19066298007965088,0.22104565799236298,0.17260123789310455,0.14693763852119446
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.2811439633369446,0.5116966962814331,0.24337847530841827,0.2345065176486969,0.4185989499092102,0.18446403741836548,0.5696388483047485,0.3187740445137024,0.41827285289764404,0.16848602890968323,0.1826142966747284
o,0.1489914506673813,0.1532406359910965,0.19071193039417267,0.10532224178314209,0.2051020711660385,0.04044133797287941,0.03862985596060753,0.140855610370636,0.1122431606054306,0.17052006721496582,0.10962869971990585,0.20689143240451813,0.2476140707731247,0.23868927359580994
2,-0.049862053245306015,-0.06106966361403465,-0.019434669986367226,0.03221306577324867,-0.0926629975438118,-0.047886788845062256,-0.062072835862636566,-0.09542696177959442,-0.06457682698965073,0.01447046548128128,0.007451564073562622,-0.05764888972043991,0.04063820466399193,0.001977203879505396
systems,0.1871482878923416,0.21340444684028625,0.28089964389801025,0.2600763142108917,0.27479326725006104,0.3548719584941864,0.184912770986557,0.25885844230651855,0.2710561156272888,0.21664761006832123,0.27795958518981934,0.16664795577526093,0.19805452227592468,0.1575973927974701
requires,0.24784088134765625,0.4281558096408844,0.2693159878253937,0.21162599325180054,0.2666866183280945,0.3413977026939392,0.3149605095386505,0.3619304895401001,0.26167765259742737,0.16126661002635956,0.3322366178035736,0.29640448093414307,0.2088468074798584,0.26020103693008423
special,0.24134232103824615,0.23791779577732086,0.3027077615261078,0.17853359878063202,0.22352655231952667,0.2844693958759308,0.171663299202919,0.311454176902771,0.21954648196697235,0.2897285223007202,0.23255857825279236,0.21461334824562073,0.19670522212982178,0.29623302817344666
training,0.19520394504070282,0.21068888902664185,0.22380973398685455,0.30550166964530945,0.264431893825531,0.21561619639396667,0.1959107220172882,0.36461034417152405,0.2342597097158432,0.27909529209136963,0.25947698950767517,0.19191962480545044,0.24491558969020844,0.14311334490776062
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.21968118846416473,0.48971283435821533,0.2797470688819885,0.33607128262519836,0.4451248347759247,0.254177987575531,0.45010748505592346,0.3146139085292816,0.4239959120750427,0.24193501472473145,0.29463258385658264
ensure,0.328641802072525,0.3146684169769287,0.2955571711063385,0.1703859567642212,0.2938583791255951,0.2827603220939636,0.36221346259117126,0.3660449683666229,0.40836191177368164,0.15814054012298584,0.2608588933944702,0.3181380033493042,0.21257641911506653,0.24192948639392853
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.25196561217308044,0.4731321930885315,0.2778126299381256,0.31761109828948975,0.4137635827064514,0.2526600956916809,0.435920387506485,0.3569246232509613,0.4154358208179474,0.2717767655849457,0.32716336846351624
ignition,0.22602982819080353,0.21442683041095734,0.24005205929279327,0.23975370824337006,0.2189369946718216,0.3472830653190613,0.3592982292175293,0.25081494450569153,0.343600869178772,0.2389596700668335,0.18589267134666443,0.23281218111515045,0.4001501500606537,0.17905962467193604
sources,0.30212491750717163,0.34373077750205994,0.27209216356277466,0.1896926909685135,0.27464351058006287,0.24158905446529388,0.2035619169473648,0.2483232617378235,0.1580856442451477,0.23531174659729004,0.2185806930065155,0.17556439340114594,0.2407027781009674,0.2886999845504761
are,0.29724663496017456,0.3126322329044342,0.40399202704429626,0.20763421058654785,0.48576638102531433,0.2780616283416748,0.20284822583198547,0.3895993232727051,0.21447233855724335,0.3841303884983063,0.3361307382583618,0.38996943831443787,0.24342744052410126,0.24591213464736938
minimized,0.2125541865825653,0.2755959928035736,0.2327231615781784,0.28749561309814453,0.22733691334724426,0.4113241732120514,0.29312703013420105,0.29243215918540955,0.29863664507865906,0.18904954195022583,0.3123691976070404,0.23293040692806244,0.3084612488746643,0.19301892817020416
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.2437383234500885,0.588965117931366,0.14469996094703674,0.2543337345123291,0.4726039469242096,0.22499428689479828,0.5591574311256409,0.24667346477508545,0.4446153938770294,0.2554275095462799,0.4130953550338745
