,who,founded,the,ming,dynasty,?
the,0.3733934462070465,0.2840350568294525,1.0,0.26838383078575134,0.26267939805984497,0.22068053483963013
ming,0.28794944286346436,0.1988745629787445,0.26838383078575134,1.0,0.5487013459205627,0.12298163771629333
founder,0.28227898478507996,0.7215495109558105,0.24715600907802582,0.19653122127056122,0.25775858759880066,0.13665783405303955
zhu,0.21353434026241302,0.14971008896827698,0.18920078873634338,0.5742473602294922,0.4193112552165985,0.1967044323682785
yuanzhang,0.2513967752456665,0.24537652730941772,0.32153812050819397,0.646867036819458,0.5782411098480225,0.21080102026462555
had,0.36173108220100403,0.1999899297952652,0.3875846862792969,0.22201479971408844,0.18981331586837769,0.20728366076946259
muslim,0.35183024406433105,0.25326818227767944,0.28099653124809265,0.25437986850738525,0.33137768507003784,0.17456822097301483
generals,0.2792568504810333,0.12812161445617676,0.27897581458091736,0.2756023406982422,0.2635614573955536,0.16273394227027893
like,0.34740978479385376,0.11712606251239777,0.32912567257881165,0.1401008516550064,0.1556853950023651,0.3268813192844391
lan,0.18212838470935822,0.1966296285390854,0.20927931368350983,0.3790318965911865,0.2630813419818878,0.14834636449813843
yu,0.22516869008541107,0.1807311624288559,0.16962002217769623,0.5115618705749512,0.3529156446456909,0.23254184424877167
who,0.9999998807907104,0.2723641097545624,0.3733934462070465,0.28794944286346436,0.19946415722370148,0.26220351457595825
rebelled,0.29981011152267456,0.3221741318702698,0.34430259466171265,0.37722480297088623,0.3730051815509796,0.1209515780210495
against,0.2942115366458893,0.20113788545131683,0.3090755045413971,0.2072373628616333,0.19968146085739136,0.18095137178897858
the,0.3733934462070465,0.2840350568294525,1.0,0.26838383078575134,0.26267939805984497,0.22068053483963013
mongols,0.2709572911262512,0.27897223830223083,0.310281366109848,0.4940008521080017,0.49200209975242615,0.11517509818077087
and,0.41279885172843933,0.22426098585128784,0.5171257257461548,0.23937736451625824,0.21357402205467224,0.20544172823429108
defeated,0.24426424503326416,0.286843866109848,0.2833898365497589,0.29531699419021606,0.26393142342567444,0.1413237303495407
them,0.5243523120880127,0.11622975021600723,0.4788833558559418,0.26446348428726196,0.17160163819789886,0.35435691475868225
in,0.2792111933231354,0.24877111613750458,0.6662389636039734,0.1995493769645691,0.15246383845806122,0.20430970191955566
combat,0.21745382249355316,0.13114473223686218,0.22293797135353088,0.11776736378669739,0.14531949162483215,0.1854066550731659
.,0.3541337847709656,0.23141497373580933,0.5934505462646484,0.19900411367416382,0.20616187155246735,0.4130953550338745
,who,founded,the,ming,dynasty,?
some,0.3978389501571655,0.10648642480373383,0.4566698372364044,0.16780632734298706,0.14835017919540405,0.2562315762042999
muslim,0.35183024406433105,0.25326818227767944,0.28099653124809265,0.25437986850738525,0.33137768507003784,0.17456822097301483
communities,0.24003593623638153,0.20985868573188782,0.24729211628437042,0.09453500807285309,0.1018286943435669,0.20171424746513367
had,0.36173108220100403,0.1999899297952652,0.3875846862792969,0.22201479971408844,0.18981331586837769,0.20728366076946259
a,0.36608949303627014,0.1686933934688568,0.5829201340675354,0.1850152164697647,0.14993494749069214,0.23916715383529663
chinese,0.2538459002971649,0.13915321230888367,0.2785343527793884,0.5185652375221252,0.39861640334129333,0.20843194425106049
surname,0.30408450961112976,0.17820248007774353,0.1543515920639038,0.23323656618595123,0.2278989851474762,0.15545731782913208
which,0.3688730001449585,0.2052733600139618,0.6521818041801453,0.18657536804676056,0.1794537752866745,0.25814583897590637
meant,0.27816009521484375,0.12427118420600891,0.34852901101112366,0.16712543368339539,0.14361798763275146,0.28817421197891235
``,0.02397952415049076,-0.06672804802656174,0.029072100296616554,0.013424580916762352,0.07862434536218643,0.0685480609536171
barracks,0.21524019539356232,0.20461778342723846,0.23717491328716278,0.15622006356716156,0.17740683257579803,0.12584778666496277
'',0.024401003494858742,0.08453268557786942,0.041273195296525955,-0.04327460750937462,0.10161694139242172,0.018684765323996544
and,0.41279885172843933,0.22426098585128784,0.5171257257461548,0.23937736451625824,0.21357402205467224,0.20544172823429108
could,0.33540013432502747,0.06308094412088394,0.35393214225769043,0.22667296230793,0.20041777193546295,0.3411986827850342
also,0.47919341921806335,0.2258836030960083,0.6021018624305725,0.2367839366197586,0.219948872923851,0.21848613023757935
mean,0.2357521504163742,0.07941259443759918,0.25977957248687744,0.10562900453805923,0.10054805129766464,0.36234524846076965
``,0.02397952415049076,-0.06672804802656174,0.029072100296616554,0.013424580916762352,0.07862434536218643,0.0685480609536171
thanks,0.2233579307794571,0.08597912639379501,0.22702956199645996,0.16098904609680176,0.1342797428369522,0.5687435865402222
'',0.024401003494858742,0.08453268557786942,0.041273195296525955,-0.04327460750937462,0.10161694139242172,0.018684765323996544
.,0.3541337847709656,0.23141497373580933,0.5934505462646484,0.19900411367416382,0.20616187155246735,0.4130953550338745
