,how,are,nuclear,forces,transmitted,?
here,0.4370257556438446,0.3756197988986969,0.17854315042495728,0.15432529151439667,0.18928560614585876,0.5686008334159851
the,0.33890387415885925,0.40399202704429626,0.23911187052726746,0.3134811818599701,0.2535918653011322,0.22068053483963013
strong,0.19945120811462402,0.23397140204906464,0.22623597085475922,0.29266253113746643,0.2028590589761734,0.11990999430418015
force,0.16030928492546082,0.12981104850769043,0.30179211497306824,0.6498695015907288,0.16575251519680023,0.1650998443365097
acts,0.23132291436195374,0.23050709068775177,0.1588200330734253,0.23912550508975983,0.21308456361293793,0.07075770199298859
indirectly,0.35532480478286743,0.33764326572418213,0.18206632137298584,0.1533305048942566,0.3264728784561157,0.22421592473983765
",",0.22659391164779663,0.4062570035457611,0.23752127587795258,0.2544684410095215,0.2063266634941101,0.31091248989105225
transmitted,0.2621242105960846,0.24780164659023285,0.22394362092018127,0.15599195659160614,1.0000001192092896,0.15801244974136353
as,0.33782753348350525,0.3826591968536377,0.15183600783348083,0.1724308878183365,0.20196422934532166,0.27043893933296204
gluons,0.3126249611377716,0.36629346013069153,0.38768506050109863,0.43167954683303833,0.2760106921195984,0.22564031183719635
",",0.22659391164779663,0.4062570035457611,0.23752127587795258,0.2544684410095215,0.2063266634941101,0.31091248989105225
which,0.4852597713470459,0.42922598123550415,0.2548103630542755,0.2267666757106781,0.3319072127342224,0.25814583897590637
form,0.1948026418685913,0.29983413219451904,0.07965739071369171,0.23688411712646484,0.16361941397190094,0.1463010311126709
part,0.218691885471344,0.3086032569408417,0.18955177068710327,0.20870740711688995,0.1718778759241104,0.08557961881160736
of,0.2480744868516922,0.39081433415412903,0.2591283917427063,0.3090144991874695,0.22560763359069824,0.1826142966747284
the,0.33890387415885925,0.40399202704429626,0.23911187052726746,0.3134811818599701,0.2535918653011322,0.22068053483963013
virtual,0.20322231948375702,0.10423048585653305,0.13749729096889496,0.25454622507095337,0.11543799936771393,0.13542066514492035
pi,0.1508319079875946,0.18229764699935913,0.15735569596290588,0.19918885827064514,0.13792787492275238,0.19041447341442108
and,0.33647966384887695,0.48576638102531433,0.20250080525875092,0.26456665992736816,0.20762556791305542,0.20544172823429108
rho,0.0871545672416687,0.19391846656799316,0.1292479932308197,0.08900859951972961,0.1332818567752838,0.10583211481571198
mesons,0.2614345848560333,0.3242352604866028,0.4182915687561035,0.26917675137519836,0.2980891168117523,0.18750664591789246
",",0.22659391164779663,0.4062570035457611,0.23752127587795258,0.2544684410095215,0.2063266634941101,0.31091248989105225
which,0.4852597713470459,0.42922598123550415,0.2548103630542755,0.2267666757106781,0.3319072127342224,0.25814583897590637
classically,0.2636733055114746,0.308859258890152,0.16611060500144958,0.16469933092594147,0.18584617972373962,0.15911109745502472
transmit,0.3032159209251404,0.2551005482673645,0.22288395464420319,0.1551208645105362,0.9117916822433472,0.16771046817302704
the,0.33890387415885925,0.40399202704429626,0.23911187052726746,0.3134811818599701,0.2535918653011322,0.22068053483963013
nuclear,0.23758502304553986,0.1960313469171524,1.0000001192092896,0.26771098375320435,0.22394362092018127,0.1865687519311905
force,0.16030928492546082,0.12981104850769043,0.30179211497306824,0.6498695015907288,0.16575251519680023,0.1650998443365097
(,0.1676948219537735,0.23263892531394958,0.15616799890995026,0.19082732498645782,0.19170504808425903,0.40561532974243164
see,0.404163658618927,0.3773394227027893,0.19272930920124054,0.18444596230983734,0.22861641645431519,0.42005208134651184
this,0.45272302627563477,0.35762670636177063,0.26028233766555786,0.24922366440296173,0.34791067242622375,0.3155723512172699
topic,0.3594930171966553,0.2396460473537445,0.1946374773979187,0.1782715767621994,0.21978391706943512,0.45180636644363403
for,0.3308170735836029,0.3895993232727051,0.1918945014476776,0.14048048853874207,0.2362280935049057,0.264628142118454
more,0.4319567084312439,0.4066504240036011,0.1841970980167389,0.16652275621891022,0.24021753668785095,0.27894994616508484
),0.17939934134483337,0.2373749315738678,0.1379270851612091,0.20263166725635529,0.17976607382297516,0.42300865054130554
.,0.3287222981452942,0.3452940285205841,0.2137570083141327,0.21802116930484772,0.21686874330043793,0.4130953550338745
