,what,is,the,universal,band,that,digital,recievers,will,receive,free,to,air,channels,on,?
provided,0.2206064909696579,0.19162359833717346,0.304488867521286,0.22780056297779083,0.0895475298166275,0.3600626289844513,0.18947124481201172,0.299516886472702,0.3111211657524109,0.3146003782749176,0.32166972756385803,0.28066325187683105,0.21396715939044952,0.24963688850402832,0.24629086256027222,0.16893617808818817
is,0.28837618231773376,1.0,0.5823672413825989,0.21581314504146576,0.1886248141527176,0.3995479643344879,0.16141945123672485,0.2875733971595764,0.3723262846469879,0.20318937301635742,0.2297741025686264,0.42745086550712585,0.2280944287776947,0.23861566185951233,0.3635730445384979,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.20401886105537415,0.23926927149295807,0.47537946701049805,0.19387772679328918,0.3048348128795624,0.3401327431201935,0.25780048966407776,0.23877057433128357,0.45503583550453186,0.23199330270290375,0.18764011561870575,0.3848365545272827,0.23916715383529663
universal,0.20640362799167633,0.21581314504146576,0.2359178364276886,0.9999999403953552,0.15122070908546448,0.2632004916667938,0.2776390016078949,0.18700629472732544,0.20435228943824768,0.13187584280967712,0.16972088813781738,0.19006553292274475,0.1029958724975586,0.20414522290229797,0.18121983110904694,0.2074412703514099
ku,0.12541288137435913,0.1052851527929306,0.1810200810432434,0.12535221874713898,0.16920112073421478,0.16729030013084412,0.0911894217133522,0.14735069870948792,0.11972033977508545,0.1199638620018959,0.133193239569664,0.1424664556980133,0.06031137332320213,0.0585784949362278,0.181654691696167,0.17496368288993835
band,0.21816317737102509,0.1886248141527176,0.25564542412757874,0.15122070908546448,1.0000001192092896,0.201473206281662,0.2250390648841858,0.16050231456756592,0.16622483730316162,0.09416590631008148,0.18965405225753784,0.24239279329776764,0.13692334294319153,0.20535041391849518,0.24809342622756958,0.1476995348930359
lnb,0.08407718688249588,0.15976522862911224,0.17649389803409576,0.14999300241470337,0.1482398509979248,0.1768965721130371,0.13853450119495392,0.1992807388305664,0.14074306190013885,0.017893165349960327,-0.019098835065960884,0.13307808339595795,0.19970834255218506,0.08196307718753815,0.16500665247440338,0.11793212592601776
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.21462807059288025,0.16578692197799683,0.2264307141304016,0.1653749644756317,0.2806099057197571,0.26469120383262634,0.2112838327884674,0.17066511511802673,0.30882009863853455,0.17194215953350067,0.19554564356803894,0.28656116127967834,0.40561532974243164
9.75/10.600,0.17541459202766418,0.28717905282974243,0.39058220386505127,0.10481233149766922,0.1500493735074997,0.14014853537082672,0.06085772439837456,0.16719292104244232,0.08175982534885406,0.08070120215415955,0.1319350153207779,0.22857961058616638,0.1503257304430008,0.140952467918396,0.27201414108276367,0.04444277286529541
ghz,0.24579118192195892,0.20248469710350037,0.20143811404705048,0.1746065765619278,0.2828879654407501,0.21993449330329895,0.3768356144428253,0.26904478669166565,0.2996664047241211,0.22759732604026794,0.1214415580034256,0.20750290155410767,0.26542818546295166,0.33386316895484924,0.18772585690021515,0.20672017335891724
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.18184897303581238,0.18377773463726044,0.23478686809539795,0.17788442969322205,0.29468974471092224,0.24492529034614563,0.21304576098918915,0.2045097053050995,0.31236231327056885,0.18929895758628845,0.209791898727417,0.29937487840652466,0.42300865054130554
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.22577796876430511,0.21879728138446808,0.6894589066505432,0.23021383583545685,0.30294284224510193,0.3827246427536011,0.24630185961723328,0.25454452633857727,0.5345056653022766,0.23809513449668884,0.335164338350296,0.4245251417160034,0.25814583897590637
is,0.28837618231773376,1.0,0.5823672413825989,0.21581314504146576,0.1886248141527176,0.3995479643344879,0.16141945123672485,0.2875733971595764,0.3723262846469879,0.20318937301635742,0.2297741025686264,0.42745086550712585,0.2280944287776947,0.23861566185951233,0.3635730445384979,0.22961433231830597
fitted,0.14830200374126434,0.11804589629173279,0.17683465778827667,0.11820011585950851,0.13913053274154663,0.2542475163936615,0.1841159462928772,0.16980989277362823,0.2080426961183548,0.12395663559436798,0.09638870507478714,0.16635867953300476,0.16026875376701355,0.08121444284915924,0.17602960765361786,0.17761656641960144
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.08653327822685242,0.18868649005889893,0.3183255195617676,0.19604487717151642,0.20359498262405396,0.26192525029182434,0.18834371864795685,0.1383507251739502,0.36524343490600586,0.18523330986499786,0.0931520164012909,0.4806317389011383,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.2359178364276886,0.25564542412757874,0.5473989248275757,0.18361380696296692,0.27884119749069214,0.3635469079017639,0.2726488411426544,0.22231732308864594,0.535392165184021,0.2877824306488037,0.27277594804763794,0.5107308030128479,0.22068053483963013
end,0.29234179854393005,0.2179071456193924,0.39658910036087036,0.08630862832069397,0.1597474068403244,0.3221861720085144,0.09667778760194778,0.1592482179403305,0.28390827775001526,0.12394412606954575,0.16002823412418365,0.3229445815086365,0.16022728383541107,0.10955359786748886,0.2773675322532654,0.12543344497680664
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.20601727068424225,0.2142038196325302,0.41498205065727234,0.20011478662490845,0.2574210464954376,0.2473582625389099,0.25992685556411743,0.2430545836687088,0.41548454761505127,0.24196814000606537,0.17560617625713348,0.3966929316520691,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2359178364276886,0.25564542412757874,0.5473989248275757,0.18361380696296692,0.27884119749069214,0.3635469079017639,0.2726488411426544,0.22231732308864594,0.535392165184021,0.2877824306488037,0.27277594804763794,0.5107308030128479,0.22068053483963013
dish,0.2348511964082718,0.25763657689094543,0.21663345396518707,0.09841728955507278,0.13310374319553375,0.23593588173389435,0.24763387441635132,0.26287177205085754,0.09353148192167282,0.19335786998271942,0.06800929456949234,0.2256963700056076,0.17553304135799408,0.2990914285182953,0.17128613591194153,0.10141202807426453
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22791598737239838,0.2830182611942291,0.4731321930885315,0.20433840155601501,0.3185725510120392,0.35983073711395264,0.27304521203041077,0.29029855132102966,0.48971283435821533,0.2508046329021454,0.2887432873249054,0.4077630043029785,0.20544172823429108
pointed,0.2914353609085083,0.20992334187030792,0.28771230578422546,0.057664450258016586,0.14225322008132935,0.39054441452026367,0.11556439846754074,0.29059135913848877,0.2390308827161789,0.18686428666114807,0.12530560791492462,0.2744460105895996,0.1381497085094452,0.12969887256622314,0.24226610362529755,0.1998298168182373
at,0.2838611304759979,0.25906258821487427,0.457212895154953,0.08653327822685242,0.18868649005889893,0.3183255195617676,0.19604487717151642,0.20359498262405396,0.26192525029182434,0.18834371864795685,0.1383507251739502,0.36524343490600586,0.18523330986499786,0.0931520164012909,0.4806317389011383,0.21978627145290375
the,0.42745697498321533,0.5823672413825989,1.0,0.2359178364276886,0.25564542412757874,0.5473989248275757,0.18361380696296692,0.27884119749069214,0.3635469079017639,0.2726488411426544,0.22231732308864594,0.535392165184021,0.2877824306488037,0.27277594804763794,0.5107308030128479,0.22068053483963013
correct,0.43571773171424866,0.28569692373275757,0.3107529580593109,0.18682044744491577,0.17035585641860962,0.4394359886646271,0.1899041086435318,0.3389924168586731,0.39542338252067566,0.18552927672863007,0.23853625357151031,0.339966356754303,0.1463494896888733,0.20474429428577423,0.24195939302444458,0.36336278915405273
satellite,0.17739586532115936,0.19278542697429657,0.22563834488391876,0.17630639672279358,0.1170540452003479,0.21998104453086853,0.4044962227344513,0.17798112332820892,0.13955597579479218,0.2533099055290222,0.08655776083469391,0.19631412625312805,0.21185119450092316,0.36286452412605286,0.2525777816772461,0.13568443059921265
constellation,0.17995019257068634,0.2512974143028259,0.26513248682022095,0.21390947699546814,0.17192472517490387,0.23571248352527618,0.1586838811635971,0.17599402368068695,0.15856125950813293,0.10261327028274536,0.059974513947963715,0.15930575132369995,0.2571623623371124,0.08550377935171127,0.19411075115203857,0.16180479526519775
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.11383615434169769,0.045312464237213135,0.0633435994386673,0.02410048060119152,0.03926863893866539,0.026484351605176926,0.04734181985259056,0.0962304025888443,0.0979827418923378,0.05248349905014038,-0.03889879584312439,-0.017878999933600426,0.10349778085947037
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,0.22952526807785034,0.17250660061836243,0.4497850239276886,0.17598490417003632,0.3087579309940338,0.2386283278465271,0.25628161430358887,0.21230806410312653,0.321603000164032,0.1513989418745041,0.15604767203330994,0.28303956985473633,0.2107497900724411
digital,0.1757969856262207,0.16141945123672485,0.18361380696296692,0.2776390016078949,0.2250390648841858,0.17645800113677979,1.0000001192092896,0.21643857657909393,0.16956433653831482,0.24670322239398956,0.16560541093349457,0.1787031590938568,0.14661885797977448,0.35592758655548096,0.2216719537973404,0.12982943654060364
receivers,0.17180560529232025,0.270671010017395,0.268659770488739,0.14849717915058136,0.20120757818222046,0.23135168850421906,0.3820069432258606,0.47471728920936584,0.3023444414138794,0.6920725703239441,0.13802006840705872,0.28962570428848267,0.239990234375,0.38797956705093384,0.2558199465274811,0.11676301807165146
