,what,is,the,group,called,that,does,not,agree,with,government,at,all,?
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3510662019252777,0.3251761794090271,0.4731321930885315,0.3461615741252899,0.39099299907684326,0.24357949197292328,0.5477725267410278,0.2859337627887726,0.3571503460407257,0.4542157053947449,0.20544172823429108
still,0.4548931419849396,0.3574111759662628,0.40142056345939636,0.13962285220623016,0.2677547037601471,0.5191669464111328,0.3817117214202881,0.523305356502533,0.32356229424476624,0.29578447341918945,0.2787066400051117,0.3060646951198578,0.3996075987815857,0.3039587736129761
other,0.341873437166214,0.25895947217941284,0.44152235984802246,0.3767421245574951,0.3308360278606415,0.5570666193962097,0.2947014272212982,0.4341118037700653,0.25531241297721863,0.44086363911628723,0.25909486413002014,0.24329762160778046,0.5273400545120239,0.24682199954986572
civil,0.15091551840305328,0.16941262781620026,0.2477465271949768,0.07985135167837143,0.1720334142446518,0.16867391765117645,0.09171415865421295,0.18740713596343994,0.13209635019302368,0.13053880631923676,0.30626749992370605,0.1977793425321579,0.17187000811100006,0.1494513899087906
disobedients,0.3241478204727173,0.22793690860271454,0.34096023440361023,0.23632213473320007,0.27930518984794617,0.403700053691864,0.3035067915916443,0.4254472851753235,0.22903668880462646,0.2729675769805908,0.39648327231407166,0.1846003532409668,0.35253068804740906,0.18925230205059052
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2809832692146301,0.26549121737480164,0.4137537479400635,0.28617382049560547,0.3769696354866028,0.26245203614234924,0.4120737314224243,0.27344048023223877,0.38314947485923767,0.425624817609787,0.31091248989105225
being,0.3760843276977539,0.4445112943649292,0.419739305973053,0.23862861096858978,0.2137337476015091,0.46201252937316895,0.25347548723220825,0.4366016089916229,0.23604509234428406,0.36860430240631104,0.2148837000131607,0.2686914801597595,0.3770711123943329,0.26743772625923157
anarchists,0.2535964846611023,0.15185382962226868,0.1888718605041504,0.23155321180820465,0.19574099779129028,0.24129709601402283,0.1927201896905899,0.2674179971218109,0.25735318660736084,0.144944429397583,0.33440446853637695,0.07873319834470749,0.20169275999069214,0.1750756800174713
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2809832692146301,0.26549121737480164,0.4137537479400635,0.28617382049560547,0.3769696354866028,0.26245203614234924,0.4120737314224243,0.27344048023223877,0.38314947485923767,0.425624817609787,0.31091248989105225
do,0.4609605669975281,0.30895981192588806,0.30239659547805786,0.18869154155254364,0.3090135157108307,0.44533252716064453,0.5148232579231262,0.6619802713394165,0.449712336063385,0.23744353652000427,0.20911449193954468,0.1511090099811554,0.38664430379867554,0.4093979299068451
n't,-0.07036374509334564,0.028099019080400467,-0.11449059844017029,-0.0014595905086025596,-0.0905175656080246,-0.130638986825943,-0.049544673413038254,-0.11552248895168304,0.015285397879779339,-0.11462879180908203,0.0023992506321519613,0.06116354838013649,-0.13349294662475586,0.07068326324224472
believe,0.46656209230422974,0.27537423372268677,0.2972484529018402,0.2019595205783844,0.2777009904384613,0.533393383026123,0.37803488969802856,0.462744802236557,0.5284838676452637,0.2392634004354477,0.25755444169044495,0.20581959187984467,0.34866389632225037,0.3329349160194397
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2304753065109253,0.40847352147102356,0.435920387506485,0.214483380317688,0.3403114080429077,0.15189619362354279,0.4080928862094879,0.3066793978214264,0.4374977946281433,0.3335905969142914,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.30795547366142273,0.489897221326828,0.5473989248275757,0.35928019881248474,0.4310511648654938,0.23006735742092133,0.4223487675189972,0.31798112392425537,0.457212895154953,0.4860881567001343,0.22068053483963013
legitimacy,0.2806021273136139,0.15260522067546844,0.22425152361392975,0.11080434173345566,0.21312950551509857,0.36608684062957764,0.24567218124866486,0.3057097792625427,0.34473592042922974,0.11155684292316437,0.444465309381485,0.12162785977125168,0.21156218647956848,0.17292635142803192
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25542253255844116,0.4222904443740845,0.41498205065727234,0.3119818866252899,0.3307090103626251,0.22545385360717773,0.41827285289764404,0.3475167155265808,0.42558613419532776,0.42798417806625366,0.1826142966747284
any,0.43670421838760376,0.35691767930984497,0.4525727927684784,0.2265162616968155,0.2513023018836975,0.5484943389892578,0.5203019976615906,0.5995424389839172,0.2866078019142151,0.34412381052970886,0.28610560297966003,0.2206675112247467,0.5059395432472229,0.4113408327102661
government,0.28074538707733154,0.20343491435050964,0.31798112392425537,0.1905447095632553,0.21808753907680511,0.29558056592941284,0.19420266151428223,0.2722996473312378,0.25649043917655945,0.2035938799381256,1.0000001192092896,0.1937524825334549,0.21567091345787048,0.18851417303085327
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2809832692146301,0.26549121737480164,0.4137537479400635,0.28617382049560547,0.3769696354866028,0.26245203614234924,0.4120737314224243,0.27344048023223877,0.38314947485923767,0.425624817609787,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3510662019252777,0.3251761794090271,0.4731321930885315,0.3461615741252899,0.39099299907684326,0.24357949197292328,0.5477725267410278,0.2859337627887726,0.3571503460407257,0.4542157053947449,0.20544172823429108
therefore,0.4125064015388489,0.36838728189468384,0.4141571819782257,0.18779605627059937,0.3096974492073059,0.5717706680297852,0.44649532437324524,0.5721608996391296,0.37552836537361145,0.3294515013694763,0.24163495004177094,0.19634877145290375,0.4070664644241333,0.3325358033180237
see,0.44941186904907227,0.30759111046791077,0.3770301640033722,0.15517018735408783,0.2833687961101532,0.4087662696838379,0.3645385801792145,0.42693349719047546,0.3880026340484619,0.27642667293548584,0.206904336810112,0.2837929129600525,0.33278846740722656,0.42005208134651184
no,0.339326947927475,0.19581134617328644,0.3461136817932129,0.17740367352962494,0.1639786958694458,0.41830796003341675,0.29778221249580383,0.4487079083919525,0.25902387499809265,0.24678650498390198,0.222916379570961,0.203653946518898,0.389975368976593,0.32165053486824036
need,0.39420950412750244,0.25332385301589966,0.2594960331916809,0.19744956493377686,0.23943907022476196,0.46464914083480835,0.4234175384044647,0.5400496125221252,0.4158748984336853,0.3471839725971222,0.1825719028711319,0.20230725407600403,0.3924550414085388,0.40413710474967957
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2672896385192871,0.2987143397331238,0.5436353087425232,0.4391997456550598,0.5149973034858704,0.2974206805229187,0.4239959120750427,0.28343796730041504,0.36524343490600586,0.42520734667778015,0.29463258385658264
accept,0.40259191393852234,0.148713618516922,0.22203093767166138,0.1758730262517929,0.1774248331785202,0.3481370806694031,0.3267243802547455,0.3977087140083313,0.45966964960098267,0.21079695224761963,0.3043154180049896,0.1771978735923767,0.32272282242774963,0.2590680420398712
punishment,0.31300443410873413,0.22508563101291656,0.2503047287464142,0.12615056335926056,0.1725744605064392,0.35341644287109375,0.24340015649795532,0.34782421588897705,0.2443035989999771,0.14433805644512177,0.25017863512039185,0.10186973959207535,0.28995373845100403,0.23842233419418335
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.24519909918308258,0.29870352149009705,0.4137635827064514,0.35159170627593994,0.39280617237091064,0.2437044233083725,0.39140474796295166,0.23902073502540588,0.34237727522850037,0.41144001483917236,0.264628142118454
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2594761848449707,0.4868806302547455,0.47537946701049805,0.38201746344566345,0.3791346549987793,0.2085130214691162,0.3783375024795532,0.25158295035362244,0.3095070421695709,0.2696802616119385,0.23916715383529663
violation,0.3517374098300934,0.25220853090286255,0.2357444167137146,0.12220338732004166,0.09265206009149551,0.326961487531662,0.30762752890586853,0.38626939058303833,0.34192413091659546,0.14660122990608215,0.25894036889076233,0.16081123054027557,0.2893933951854706,0.3571784496307373
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25542253255844116,0.4222904443740845,0.41498205065727234,0.3119818866252899,0.3307090103626251,0.22545385360717773,0.41827285289764404,0.3475167155265808,0.42558613419532776,0.42798417806625366,0.1826142966747284
criminal,0.21020962297916412,0.22561295330524445,0.25219881534576416,0.17097434401512146,0.18823756277561188,0.20812709629535675,0.19610263407230377,0.2183527946472168,0.13537326455116272,0.1395583599805832,0.2812667787075043,0.1316453367471695,0.17998790740966797,0.17345646023750305
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.1177792102098465,0.20824196934700012,0.23277728259563446,0.22011858224868774,0.2588513493537903,0.24173815548419952,0.12950056791305542,0.3640907108783722,0.1870616227388382,0.21162362396717072,0.1528988480567932
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3089635670185089,0.41604554653167725,1.0,0.4764937460422516,0.6600887179374695,0.4474307596683502,0.4154358208179474,0.29558056592941284,0.3183255195617676,0.53305584192276,0.32716336846351624
does,0.38564667105674744,0.4403602182865143,0.35928019881248474,0.12092027813196182,0.3201718330383301,0.4764937460422516,1.0,0.6355478763580322,0.3710244297981262,0.26186925172805786,0.19420266151428223,0.17465277016162872,0.31124600768089294,0.338003009557724
not,0.5449194312095642,0.3776007890701294,0.4310511648654938,0.235062375664711,0.324552983045578,0.6600887179374695,0.6355478763580322,0.9999999403953552,0.4693492650985718,0.3409014642238617,0.2722996473312378,0.22025953233242035,0.4974499046802521,0.41942933201789856
infringe,0.3243326246738434,0.19706517457962036,0.23749826848506927,0.14503443241119385,0.15591087937355042,0.3435884118080139,0.2968231439590454,0.361806720495224,0.3781734108924866,0.2052990347146988,0.2927919626235962,0.18046516180038452,0.24603678286075592,0.306099534034729
the,0.42745697498321533,0.5823672413825989,1.0,0.30795547366142273,0.489897221326828,0.5473989248275757,0.35928019881248474,0.4310511648654938,0.23006735742092133,0.4223487675189972,0.31798112392425537,0.457212895154953,0.4860881567001343,0.22068053483963013
rights,0.2386135458946228,0.1619914323091507,0.2579100430011749,0.19962053000926971,0.14368250966072083,0.251168817281723,0.19725890457630157,0.26897159218788147,0.26490482687950134,0.147300586104393,0.32665008306503296,0.18650774657726288,0.22061574459075928,0.21814769506454468
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.25542253255844116,0.4222904443740845,0.41498205065727234,0.3119818866252899,0.3307090103626251,0.22545385360717773,0.41827285289764404,0.3475167155265808,0.42558613419532776,0.42798417806625366,0.1826142966747284
others,0.3888046145439148,0.25228992104530334,0.34376874566078186,0.2890726625919342,0.20936249196529388,0.4184957444667816,0.2688693702220917,0.3655056357383728,0.36061111092567444,0.3801175355911255,0.2511293292045593,0.245652437210083,0.4206801950931549,0.26705288887023926
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.27268800139427185,0.300344854593277,0.4460422694683075,0.3022993505001068,0.4824007451534271,0.21474891901016235,0.4446153938770294,0.2521961033344269,0.4549728035926819,0.43406882882118225,0.4130953550338745
