,what,did,newcastle,university,win,in,2000,?
it,0.45803478360176086,0.2993364930152893,0.17789338529109955,0.20301668345928192,0.21940365433692932,0.5130809545516968,-0.11222794651985168,0.25732165575027466
won,0.14840687811374664,0.3493216037750244,0.2080143839120865,0.2108178734779358,0.667466402053833,0.3280489146709442,0.01435578241944313,0.17925700545310974
the,0.42745697498321533,0.34736719727516174,0.2253497689962387,0.263973206281662,0.28308698534965515,0.6662389636039734,-0.015081177465617657,0.22068053483963013
coveted,0.1320696473121643,0.19579708576202393,0.218145489692688,0.20394058525562286,0.23059798777103424,0.26314085721969604,0.005626356229186058,0.10696258395910263
sunday,0.2246854603290558,0.15207065641880035,0.20761123299598694,0.1189996600151062,0.19129514694213867,0.20307813584804535,-0.022056031972169876,0.23753786087036133
times,0.21414996683597565,0.23068773746490479,0.17842793464660645,0.12796874344348907,0.21054279804229736,0.2427823841571808,-0.11128759384155273,0.18880689144134521
university,0.20256435871124268,0.15114416182041168,0.2205878645181656,1.0,0.16882939636707306,0.3201795518398285,-0.01898348145186901,0.11887256056070328
of,0.33290785551071167,0.2513895630836487,0.18781472742557526,0.30646374821662903,0.18048720061779022,0.5696388483047485,0.010344067588448524,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.2253497689962387,0.263973206281662,0.28308698534965515,0.6662389636039734,-0.015081177465617657,0.22068053483963013
year,0.15184831619262695,0.21422851085662842,0.18703900277614594,0.15213046967983246,0.24133984744548798,0.3359307050704956,0.00622312817722559,0.18315006792545319
award,0.15951679646968842,0.19671815633773804,0.13135193288326263,0.204717755317688,0.3150961101055145,0.23376452922821045,0.18024025857448578,0.18240714073181152
in,0.30808621644973755,0.2593238651752472,0.19270820915699005,0.3201795518398285,0.2503834664821625,1.0,-0.0435720756649971,0.20430970191955566
2000,-0.10562582314014435,0.028451859951019287,-0.124104343354702,-0.01898348145186901,-0.042507633566856384,-0.0435720756649971,1.0,-0.0824366956949234
.,0.3567904531955719,0.35288307070732117,0.2714749276638031,0.290679007768631,0.25577837228775024,0.5591574311256409,-0.03837863355875015,0.4130953550338745
