,what,material,'s,weight,gain,during,rusting,was,an,early,clue,that,philogiston,theory,was,wrong,?
indeed,0.43548738956451416,0.3099583387374878,0.007063220255076885,0.21978452801704407,0.25281602144241333,0.15155623853206635,0.26841458678245544,0.23672863841056824,0.227213054895401,0.23463179171085358,0.3992823660373688,0.5188959240913391,0.19171956181526184,0.2507459819316864,0.23672863841056824,0.3671100437641144,0.3642158806324005
",",0.3087472915649414,0.2189585268497467,-0.0016132977325469255,0.13127365708351135,0.2041122019290924,0.3225448727607727,0.23720388114452362,0.45456063747406006,0.3581022024154663,0.3022546172142029,0.2402142882347107,0.4137537479400635,0.3312477171421051,0.18095813691616058,0.45456063747406006,0.28518038988113403,0.31091248989105225
one,0.376489520072937,0.2350570559501648,0.06913424283266068,0.22859367728233337,0.24323424696922302,0.3187117278575897,0.2580714225769043,0.3752199709415436,0.2829729914665222,0.2256891131401062,0.32627296447753906,0.5133185982704163,0.21432223916053772,0.27095937728881836,0.3752199709415436,0.3002293109893799,0.2673267424106598
of,0.33290785551071167,0.27520954608917236,-0.03817026689648628,0.1631830334663391,0.27324017882347107,0.3869180977344513,0.2508138418197632,0.4069072902202606,0.32280945777893066,0.30937549471855164,0.18354535102844238,0.41498205065727234,0.1738901138305664,0.23506702482700348,0.4069072902202606,0.16435322165489197,0.1826142966747284
the,0.42745697498321533,0.26762521266937256,-0.01540423184633255,0.19469641149044037,0.2682225704193115,0.4838213622570038,0.27007949352264404,0.48711544275283813,0.4207492768764496,0.34442198276519775,0.2692541480064392,0.5473989248275757,0.2491910308599472,0.2277156263589859,0.48711544275283813,0.25067222118377686,0.22068053483963013
first,0.28086137771606445,0.13227306306362152,-0.014458609744906425,0.11598415672779083,0.17162758111953735,0.45377472043037415,0.17230504751205444,0.5022147297859192,0.29757723212242126,0.4007106125354767,0.2598080337047577,0.3482176661491394,0.3277337849140167,0.19488763809204102,0.5022147297859192,0.20750091969966888,0.18701928853988647
clues,0.3641767203807831,0.22443492710590363,0.034675728529691696,0.18092131614685059,0.1629360318183899,0.23544161021709442,0.16245797276496887,0.16438286006450653,0.14227157831192017,0.2736523151397705,0.6943349242210388,0.3720727562904358,0.2955579459667206,0.25281208753585815,0.16438286006450653,0.3433544635772705,0.289129376411438
that,0.6297725439071655,0.3408452570438385,0.04397977516055107,0.2684006989002228,0.24831576645374298,0.31487685441970825,0.32024306058883667,0.33670201897621155,0.365763783454895,0.29580917954444885,0.36222130060195923,1.0,0.2462189793586731,0.36183905601501465,0.33670201897621155,0.527507483959198,0.32716336846351624
the,0.42745697498321533,0.26762521266937256,-0.01540423184633255,0.19469641149044037,0.2682225704193115,0.4838213622570038,0.27007949352264404,0.48711544275283813,0.4207492768764496,0.34442198276519775,0.2692541480064392,0.5473989248275757,0.2491910308599472,0.2277156263589859,0.48711544275283813,0.25067222118377686,0.22068053483963013
phlogiston,0.23945403099060059,0.1726234257221222,0.004190290812402964,0.2353479415178299,0.14158521592617035,0.2236868292093277,0.2594209313392639,0.2717033326625824,0.28826138377189636,0.22725504636764526,0.23981688916683197,0.2565610408782959,0.8745367527008057,0.3082948327064514,0.2717033326625824,0.2524617612361908,0.230838805437088
theory,0.297923743724823,0.2682492434978485,-0.0025054612196981907,0.15019944310188293,0.20879463851451874,0.18977537751197815,0.10530892759561539,0.18278326094150543,0.15698443353176117,0.2422827184200287,0.2553253173828125,0.36183905601501465,0.3356064260005951,0.9999999403953552,0.18278326094150543,0.283616304397583,0.1387292891740799
was,0.22111038863658905,0.19338609278202057,0.008974763564765453,0.11494074761867523,0.11071235686540604,0.4470829963684082,0.2174069881439209,1.0000001192092896,0.3694365322589874,0.4148794412612915,0.19237014651298523,0.33670201897621155,0.32749640941619873,0.18278326094150543,1.0000001192092896,0.21457456052303314,0.18412111699581146
incorrect,0.3266083896160126,0.24044783413410187,-0.03610333800315857,0.13880375027656555,0.14963220059871674,0.10294009000062943,0.21479369699954987,0.20237639546394348,0.21638621389865875,0.1723671704530716,0.30698806047439575,0.4094521999359131,0.20533087849617004,0.24216943979263306,0.20237639546394348,0.5015767812728882,0.2735669016838074
was,0.22111038863658905,0.19338609278202057,0.008974763564765453,0.11494074761867523,0.11071235686540604,0.4470829963684082,0.2174069881439209,1.0000001192092896,0.3694365322589874,0.4148794412612915,0.19237014651298523,0.33670201897621155,0.32749640941619873,0.18278326094150543,1.0000001192092896,0.21457456052303314,0.18412111699581146
