,what,was,the,name,of,the,storm,that,hit,jacksonville,in,may,of,2012,?
on,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.17627742886543274,0.3966929316520691,0.5107308030128479,0.18933306634426117,0.42569106817245483,0.32378342747688293,0.23172973096370697,0.46853652596473694,0.3428080081939697,0.3966929316520691,0.24696305394172668,0.2714994251728058
may,0.25739946961402893,0.3388521671295166,0.2694292366504669,0.1821857988834381,0.26447007060050964,0.2694292366504669,0.1609203815460205,0.4234136641025543,0.08405759185552597,0.20775948464870453,0.3424151837825775,0.9999998807907104,0.26447007060050964,0.23902887105941772,0.2768254578113556
28,-0.2335955947637558,-0.2500663697719574,-0.31177106499671936,-0.08488710969686508,-0.2696417272090912,-0.31177106499671936,-0.06389966607093811,-0.270052969455719,-0.14183880388736725,-0.10371249169111252,-0.27002766728401184,-0.13984228670597076,-0.2696417272090912,-0.22706064581871033,-0.012856917455792427
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.22881528735160828,0.4137537479400635,0.2842342257499695,0.2837527096271515,0.5201468467712402,0.5007920861244202,0.4946078956127167,0.42079734802246094,0.31091248989105225
2012,0.2266836017370224,0.2899843454360962,0.46885523200035095,0.3744657039642334,0.4422316551208496,0.46885523200035095,0.2978505790233612,0.32257330417633057,0.2728095054626465,0.256626158952713,0.3800647258758545,0.23902887105941772,0.4422316551208496,1.0,0.18042556941509247
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.22881528735160828,0.4137537479400635,0.2842342257499695,0.2837527096271515,0.5201468467712402,0.5007920861244202,0.4946078956127167,0.42079734802246094,0.31091248989105225
jacksonville,0.14578714966773987,0.2742757201194763,0.2176690250635147,0.1122477576136589,0.23084138333797455,0.2176690250635147,0.2703884243965149,0.20063675940036774,0.24327577650547028,1.0000001192092896,0.22147351503372192,0.20775948464870453,0.23084138333797455,0.256626158952713,0.1359667330980301
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.2252548635005951,0.33670201897621155,0.25608164072036743,0.2742757201194763,0.45514053106307983,0.3388521671295166,0.4069072902202606,0.2899843454360962,0.18412111699581146
hit,0.22790727019309998,0.25608164072036743,0.2674407958984375,0.14731593430042267,0.1960723102092743,0.2674407958984375,0.3352140784263611,0.23079267144203186,1.0000001192092896,0.24327577650547028,0.24006043374538422,0.08405759185552597,0.1960723102092743,0.2728095054626465,0.14460130035877228
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.17040148377418518,0.37496164441108704,0.2278212159872055,0.15927588939666748,0.370934396982193,0.1970296949148178,0.3646814823150635,0.2736770808696747,0.17966607213020325
tropical,0.204971045255661,0.1772049367427826,0.18640398979187012,0.22599674761295319,0.18125450611114502,0.18640398979187012,0.7819400429725647,0.2084600031375885,0.25035974383354187,0.21561816334724426,0.18481527268886566,0.16640149056911469,0.18125450611114502,0.2840164303779602,0.16629411280155182
storm,0.21871116757392883,0.2252548635005951,0.25350332260131836,0.20991501212120056,0.19251801073551178,0.25350332260131836,1.0000001192092896,0.21090386807918549,0.3352140784263611,0.2703884243965149,0.2075699269771576,0.1609203815460205,0.19251801073551178,0.2978505790233612,0.18526427447795868
beryl,0.1358962506055832,0.2301119565963745,0.1690206080675125,0.17582860589027405,0.12651535868644714,0.1690206080675125,0.44656503200531006,0.17491184175014496,0.25867974758148193,0.25280261039733887,0.16037948429584503,0.24591094255447388,0.12651535868644714,0.21310289204120636,0.09908469766378403
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.22881528735160828,0.4137537479400635,0.2842342257499695,0.2837527096271515,0.5201468467712402,0.5007920861244202,0.4946078956127167,0.42079734802246094,0.31091248989105225
packing,0.25270041823387146,0.18850895762443542,0.30356672406196594,0.09336649626493454,0.3204408586025238,0.30356672406196594,0.1444566398859024,0.3700093924999237,0.18372733891010284,0.19922468066215515,0.3162388801574707,0.19368405640125275,0.3204408586025238,0.17208674550056458,0.12257342040538788
winds,0.18654604256153107,0.21866373717784882,0.2427695244550705,0.1390053778886795,0.21783238649368286,0.2427695244550705,0.6484799385070801,0.2362804263830185,0.37684929370880127,0.24874284863471985,0.21784955263137817,0.20190595090389252,0.21783238649368286,0.3700399696826935,0.1398162990808487
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.1534269005060196,0.32945773005485535,0.38423117995262146,0.22917324304580688,0.35427621006965637,0.2612285912036896,0.26713523268699646,0.3120773434638977,0.2067306935787201,0.32945773005485535,0.23487414419651031,0.1819818764925003
