,in,2011,",",which,program,became,the,only,abc,broadcast,in,4:3,standard,definition,?
with,0.4080928862094879,0.062362536787986755,0.4120737314224243,0.46403205394744873,0.14732027053833008,0.23679126799106598,0.4223487675189972,0.367427259683609,0.17432008683681488,0.1932039111852646,0.4080928862094879,0.05797488987445831,0.21688394248485565,0.16454635560512543,0.2433311939239502
the,0.6662389636039734,0.07811610400676727,0.4933079481124878,0.6521818041801453,0.22986935079097748,0.36325156688690186,1.0,0.5497692227363586,0.2068762183189392,0.2713715434074402,0.6662389636039734,0.05208083242177963,0.29008856415748596,0.23176956176757812,0.22068053483963013
2011,0.08290185779333115,1.0,0.08851227909326553,0.13200733065605164,0.052061088383197784,0.03468779847025871,0.07811610400676727,0.04960358887910843,-0.02057783305644989,0.03723642975091934,0.08290185779333115,-0.08730579167604446,0.01746738702058792,0.17548711597919464,0.005212190095335245
cancellation,0.25790032744407654,0.018578238785266876,0.2104577273130417,0.2831583321094513,0.3237677812576294,0.16339097917079926,0.31099793314933777,0.28333911299705505,0.2773326337337494,0.3125512897968292,0.25790032744407654,-0.012970109470188618,0.15072721242904663,0.18987910449504852,0.1732192039489746
of,0.5696388483047485,0.09709474444389343,0.4946078956127167,0.5011631846427917,0.17376001179218292,0.3638904094696045,0.733189046382904,0.49632513523101807,0.14607268571853638,0.20155203342437744,0.5696388483047485,0.09892497211694717,0.2296806275844574,0.24912455677986145,0.1826142966747284
supernanny,0.24326248466968536,-0.013202393427491188,0.22581234574317932,0.28998300433158875,0.2686994671821594,0.15153944492340088,0.26238393783569336,0.26117992401123047,0.2650282382965088,0.22175079584121704,0.24326248466968536,0.17632609605789185,0.19080905616283417,0.23763810098171234,0.269413560628891
",",0.5201468467712402,0.08851227909326553,1.0000001192092896,0.3658004403114319,0.17760658264160156,0.2798398435115814,0.4933079481124878,0.4220978021621704,0.2097204476594925,0.24917922914028168,0.5201468467712402,0.1675698459148407,0.2593318521976471,0.24771931767463684,0.31091248989105225
extreme,0.2783166170120239,0.02824820950627327,0.2406754195690155,0.29404640197753906,0.18818558752536774,0.09477755427360535,0.28210628032684326,0.2520490884780884,0.14610764384269714,0.13242529332637787,0.2783166170120239,-0.017455430701375008,0.15241597592830658,0.26092180609703064,0.12677998840808868
makeover,0.3202354609966278,0.0910646840929985,0.3627867102622986,0.3523922860622406,0.3541737198829651,0.27106770873069763,0.3906046450138092,0.31219565868377686,0.2535228431224823,0.2980714440345764,0.3202354609966278,0.09162336587905884,0.19670966267585754,0.2902371883392334,0.262256383895874
:,0.020521078258752823,-0.178302600979805,-0.004729332868009806,-0.11049769818782806,-0.0036802301183342934,0.03203670680522919,-0.03403344005346298,-0.06106482818722725,-0.06154730170965195,-0.05805831030011177,0.020521078258752823,0.03710231930017471,-0.05402189493179321,-0.1373693346977234,-0.07156077772378922
home,0.30467477440834045,0.015602066181600094,0.2790627181529999,0.223346546292305,0.12797911465168,0.18903085589408875,0.28978195786476135,0.24802060425281525,0.21116513013839722,0.20090395212173462,0.30467477440834045,0.09834837913513184,0.07554133981466293,0.12093808501958847,0.0757145956158638
edition,0.23735995590686798,0.0678085908293724,0.2742067873477936,0.1998302936553955,0.18472279608249664,0.20222657918930054,0.24227465689182281,0.19438131153583527,0.17119164764881134,0.2378973811864853,0.23735995590686798,0.11256510019302368,0.2089424580335617,0.2435426265001297,0.20261122286319733
became,0.31047213077545166,0.03468779847025871,0.2798398435115814,0.17613163590431213,0.13655871152877808,1.0,0.36325156688690186,0.2669161558151245,0.14350707828998566,0.13015685975551605,0.31047213077545166,0.1231963261961937,0.06649621576070786,0.16423417627811432,0.11374033987522125
the,0.6662389636039734,0.07811610400676727,0.4933079481124878,0.6521818041801453,0.22986935079097748,0.36325156688690186,1.0,0.5497692227363586,0.2068762183189392,0.2713715434074402,0.6662389636039734,0.05208083242177963,0.29008856415748596,0.23176956176757812,0.22068053483963013
only,0.42992329597473145,0.04960358887910843,0.4220978021621704,0.5654799342155457,0.18042075634002686,0.2669161558151245,0.5497692227363586,1.0,0.1885126382112503,0.2381380796432495,0.42992329597473145,0.021151956170797348,0.30050909519195557,0.27291393280029297,0.2767370045185089
remaining,0.3161192238330841,-0.0011216503335162997,0.2946331799030304,0.33581429719924927,0.06066672131419182,0.26377755403518677,0.45105910301208496,0.48089343309402466,0.10117755085229874,0.16930073499679565,0.3161192238330841,0.027919283136725426,0.22790803015232086,0.13083195686340332,0.16961920261383057
program,0.1994907110929489,0.052061088383197784,0.17760658264160156,0.3116832673549652,1.0,0.13655871152877808,0.22986935079097748,0.18042075634002686,0.28949791193008423,0.42520272731781006,0.1994907110929489,0.07311349362134933,0.17721359431743622,0.2024335265159607,0.1440187245607376
