,why,are,people,who,distribute,leaflets,inside,courthouses,not,been,arrested,?
fully,0.34111231565475464,0.2984277009963989,0.1434941291809082,0.2663757801055908,0.2013522982597351,0.2969902455806732,0.2703469395637512,0.14993400871753693,0.41931772232055664,0.3103877007961273,0.1003805473446846,0.2089291661977768
informed,0.30564701557159424,0.20513685047626495,0.14319153130054474,0.3274496793746948,0.21561962366104126,0.12965433299541473,0.18549151718616486,0.18318618834018707,0.30295851826667786,0.26852869987487793,0.3760249614715576,0.24280300736427307
jury,0.2012752741575241,0.16427931189537048,0.20900699496269226,0.21967855095863342,0.16629189252853394,0.17361141741275787,0.06075819209218025,0.29240530729293823,0.2563294470310211,0.18474970757961273,0.31572261452674866,0.2145031988620758
association,0.15241886675357819,0.1881098598241806,0.19086112082004547,0.18668070435523987,0.20901483297348022,0.16218800842761993,0.10858025401830673,0.13675068318843842,0.18355706334114075,0.19475209712982178,0.13897621631622314,0.1542656421661377
activists,0.19257782399654388,0.24156519770622253,0.3777637183666229,0.29204779863357544,0.14739902317523956,0.25867995619773865,0.17921708524227142,0.2462465465068817,0.2306622862815857,0.2811080515384674,0.38266628980636597,0.16656693816184998
have,0.4418443739414215,0.6577680706977844,0.3380994498729706,0.39246654510498047,0.30949634313583374,0.3336504399776459,0.31367576122283936,0.21891352534294128,0.5619372129440308,0.6493861675262451,0.15235289931297302,0.32991164922714233
sometimes,0.32260406017303467,0.47411349415779114,0.310612291097641,0.3329818546772003,0.19014321267604828,0.3420318365097046,0.3356391489505768,0.19911174476146698,0.4352559447288513,0.2778259515762329,0.11563184857368469,0.1751544177532196
handed,0.16158905625343323,0.22288194298744202,0.15986992418766022,0.3019116222858429,0.10624949634075165,0.2472822368144989,0.10718211531639099,0.16412875056266785,0.20753377676010132,0.15699784457683563,0.2605774998664856,0.1746222823858261
out,0.33142736554145813,0.31390950083732605,0.2769753634929657,0.3129808306694031,0.20590846240520477,0.27507439255714417,0.3639895021915436,0.23163798451423645,0.33352673053741455,0.2526022791862488,0.23092521727085114,0.22020699083805084
educational,0.1745714396238327,0.23404355347156525,0.21626488864421844,0.21837118268013,0.22275511920452118,0.16722647845745087,0.1014220118522644,0.2873321771621704,0.2394510954618454,0.20441433787345886,0.1862182319164276,0.20904642343521118
leaflets,0.17080476880073547,0.387739896774292,0.18704397976398468,0.16016699373722076,0.30647438764572144,0.9999999403953552,0.3652663826942444,0.23620030283927917,0.2862647473812103,0.22242233157157898,0.20609056949615479,0.14215679466724396
inside,0.26771247386932373,0.3166534900665283,0.22677871584892273,0.19505427777767181,0.1863238364458084,0.3652663826942444,1.0000001192092896,0.3309512138366699,0.30813318490982056,0.21919938921928406,0.15598809719085693,0.14505037665367126
courthouses,0.12396129965782166,0.22901828587055206,0.27821826934814453,0.2527029812335968,0.12043583393096924,0.23620030283927917,0.3309512138366699,1.0,0.24121007323265076,0.22670498490333557,0.3015765845775604,0.13475707173347473
despite,0.22788569331169128,0.262754887342453,0.16420628130435944,0.18035544455051422,0.14215533435344696,0.17313627898693085,0.16200003027915955,0.193518728017807,0.3768695294857025,0.33535414934158325,0.23912963271141052,0.14350546896457672
admonitions,0.3116413354873657,0.3698239326477051,0.3287948966026306,0.3104418218135834,0.17095579206943512,0.29595449566841125,0.25075021386146545,0.29315173625946045,0.3763916790485382,0.38220807909965515,0.23055216670036316,0.2727287709712982
