,when,was,the,ottoman,empire,at,its,height,?
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
ottoman,0.15557228028774261,0.21196036040782928,0.2623080313205719,0.9999999403953552,0.5869483351707458,0.14614491164684296,0.18237708508968353,0.17739330232143402,0.14455440640449524
empire,0.18422111868858337,0.30602675676345825,0.32532164454460144,0.5869483351707458,1.0000001192092896,0.18196320533752441,0.22907911241054535,0.19126209616661072,0.14909450709819794
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.21196036040782928,0.30602675676345825,0.36707764863967896,0.3518870174884796,0.1334953010082245,0.18412111699581146
an,0.33026179671287537,0.3694365322589874,0.4207492768764496,0.16297979652881622,0.16588738560676575,0.2446778565645218,0.28139030933380127,0.22028255462646484,0.19793890416622162
imperial,0.19296634197235107,0.2417704313993454,0.3074202835559845,0.27063608169555664,0.3880499303340912,0.23612140119075775,0.14497362077236176,0.20293407142162323,0.10900196433067322
state,0.2549494504928589,0.22072885930538177,0.3097178041934967,0.23318558931350708,0.30762815475463867,0.2408173680305481,0.3171643614768982,0.11180827766656876,0.1160883978009224
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.17987796664237976,0.1784069836139679,0.3183255195617676,0.416561484336853,0.21551740169525146,0.32716336846351624
lasted,0.2528345286846161,0.4320896565914154,0.2910100221633911,0.272242933511734,0.3074004650115967,0.2465028166770935,0.19208084046840668,0.17080168426036835,0.13777512311935425
from,0.405669629573822,0.31171464920043945,0.40150508284568787,0.15629346668720245,0.19878821074962616,0.3447161316871643,0.32706040143966675,0.1738269180059433,0.19969791173934937
1299,0.2641332149505615,0.08136274665594101,0.11451897025108337,0.12082231789827347,0.07033996284008026,0.04637131094932556,0.14046184718608856,0.1446470469236374,0.13320811092853546
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.19054467976093292,0.21448755264282227,0.36524343490600586,0.3691340684890747,0.18482448160648346,0.29463258385658264
1923,-0.12218174338340759,-0.019191522151231766,-0.020846471190452576,-0.00035033529275096953,-0.017013413831591606,0.10992342233657837,0.011227257549762726,0.10037861764431,-0.009934643283486366
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2524917721748352,0.2811720371246338,0.4549728035926819,0.3566088080406189,0.2575502097606659,0.4130953550338745
,when,was,the,ottoman,empire,at,its,height,?
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.14614491164684296,0.18196320533752441,1.0,0.2685394287109375,0.23267672955989838,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
beginning,0.41447868943214417,0.35191401839256287,0.49622642993927,0.25454241037368774,0.29135626554489136,0.3329997658729553,0.31365495920181274,0.1763657033443451,0.19413669407367706
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.239910289645195,0.30522286891937256,0.42558613419532776,0.48690423369407654,0.23672480881214142,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
17th,0.1468975991010666,0.2182053178548813,0.2679309546947479,0.036172568798065186,0.07206670939922333,0.18051086366176605,0.228539377450943,0.4415302574634552,0.096589595079422
century,0.22992412745952606,0.3521432876586914,0.3617299497127533,0.35807204246520996,0.3632965385913849,0.16390062868595123,0.1888006627559662,0.1585754156112671,0.1026201918721199
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
empire,0.18422111868858337,0.30602675676345825,0.32532164454460144,0.5869483351707458,1.0000001192092896,0.18196320533752441,0.22907911241054535,0.19126209616661072,0.14909450709819794
contained,0.19506308436393738,0.2631111443042755,0.31440216302871704,0.15101759135723114,0.13846570253372192,0.21764424443244934,0.2984705865383148,0.17351946234703064,0.171995609998703
32,-0.026921346783638,0.05284477397799492,-0.06675421446561813,-0.012606850825250149,-0.0029106219299137592,0.024133112281560898,0.04238128289580345,-0.03349936380982399,0.04494665935635567
provinces,0.2003963589668274,0.17663851380348206,0.2539168894290924,0.24171635508537292,0.335629403591156,0.04909977689385414,0.18867374956607819,0.09212233126163483,0.10239427536725998
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.24569445848464966,0.27479609847068787,0.3571503460407257,0.3841775357723236,0.24355359375476837,0.20544172823429108
numerous,0.18119986355304718,0.19624626636505127,0.3353725075721741,0.18932680785655975,0.17802350223064423,0.1812366098165512,0.2207283228635788,0.10904229432344437,0.0875130444765091
vassal,0.1971277892589569,0.19045355916023254,0.25395825505256653,0.432325541973114,0.44948500394821167,0.14765389263629913,0.17424587905406952,0.18577788770198822,0.11192825436592102
states,0.24639196693897247,0.2847922146320343,0.3463578522205353,0.24241915345191956,0.28543442487716675,0.19903600215911865,0.2691997289657593,0.12140105664730072,0.16272737085819244
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2524917721748352,0.2811720371246338,0.4549728035926819,0.3566088080406189,0.2575502097606659,0.4130953550338745
,when,was,the,ottoman,empire,at,its,height,?
during,0.46721696853637695,0.4470829963684082,0.4838213622570038,0.21802297234535217,0.24941793084144592,0.372769296169281,0.23688937723636627,0.1840224266052246,0.1325719803571701
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
16th,0.09667909890413284,0.23553764820098877,0.2201097458600998,0.08079668879508972,0.09097147732973099,0.08016463369131088,0.10231982916593552,0.20375309884548187,0.06695828586816788
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.24569445848464966,0.27479609847068787,0.3571503460407257,0.3841775357723236,0.24355359375476837,0.20544172823429108
17th,0.1468975991010666,0.2182053178548813,0.2679309546947479,0.036172568798065186,0.07206670939922333,0.18051086366176605,0.228539377450943,0.4415302574634552,0.096589595079422
centuries,0.24950438737869263,0.27720052003860474,0.32166481018066406,0.39221712946891785,0.3826601803302765,0.1350167989730835,0.23990042507648468,0.20891627669334412,0.13179439306259155
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.38314947485923767,0.33157986402511597,0.18724600970745087,0.31091248989105225
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.17080391943454742,0.24110576510429382,0.4374977946281433,0.3793783485889435,0.2059648334980011,0.20430970191955566
particular,0.33299341797828674,0.20213615894317627,0.4066357910633087,0.19065411388874054,0.15291042625904083,0.22621183097362518,0.33972424268722534,0.24467873573303223,0.2741454839706421
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.14614491164684296,0.18196320533752441,1.0,0.2685394287109375,0.23267672955989838,0.21978627145290375
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
height,0.2304079234600067,0.1334953010082245,0.2694929540157318,0.17739330232143402,0.19126209616661072,0.23267672955989838,0.2827153205871582,1.0000001192092896,0.1599798947572708
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.239910289645195,0.30522286891937256,0.42558613419532776,0.48690423369407654,0.23672480881214142,0.1826142966747284
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.18237708508968353,0.22907911241054535,0.2685394287109375,1.0,0.2827153205871582,0.15103481709957123
power,0.28225177526474,0.1794997751712799,0.2647338807582855,0.21161821484565735,0.26378852128982544,0.06751500070095062,0.2320486605167389,0.2315739244222641,0.15304024517536163
under,0.3172987401485443,0.2672741413116455,0.3348022699356079,0.2502341568470001,0.22204537689685822,0.2700437307357788,0.16538003087043762,0.17268727719783783,0.18233340978622437
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
reign,0.26303771138191223,0.2893977761268616,0.2661008834838867,0.30889517068862915,0.33664175868034363,0.15852497518062592,0.14940693974494934,0.21201467514038086,0.16399922966957092
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.239910289645195,0.30522286891937256,0.42558613419532776,0.48690423369407654,0.23672480881214142,0.1826142966747284
suleiman,0.23034857213497162,0.3226098418235779,0.33886584639549255,0.5967703461647034,0.47231796383857727,0.20247714221477509,0.2133558839559555,0.15768282115459442,0.17759495973587036
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
magnificent,0.1319127380847931,0.25972238183021545,0.21152138710021973,0.2877957820892334,0.2581726908683777,0.1547602266073227,0.19400900602340698,0.2753010094165802,0.06736525893211365
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.22751282155513763,0.27646857500076294,0.38314947485923767,0.33157986402511597,0.18724600970745087,0.31091248989105225
the,0.5091903209686279,0.48711544275283813,1.0,0.2623080313205719,0.32532164454460144,0.457212895154953,0.559237003326416,0.2694929540157318,0.22068053483963013
ottoman,0.15557228028774261,0.21196036040782928,0.2623080313205719,0.9999999403953552,0.5869483351707458,0.14614491164684296,0.18237708508968353,0.17739330232143402,0.14455440640449524
