,what,area,in,modern-day,canada,received,huguenot,immigrants,?
they,0.4431931674480438,0.25624239444732666,0.4330179989337921,0.2299766093492508,0.20675045251846313,0.16328921914100647,0.21709397435188293,0.2659437954425812,0.2753053903579712
also,0.42747777700424194,0.3104795813560486,0.5073733329772949,0.31579428911209106,0.2584643065929413,0.2438311129808426,0.19632644951343536,0.265897661447525,0.21848613023757935
spread,0.22287604212760925,0.27566030621528625,0.24312569200992584,0.2388969361782074,0.16340407729148865,0.16123606264591217,0.203273743391037,0.1972159892320633,0.16482828557491302
beyond,0.3297902047634125,0.14271841943264008,0.2508668303489685,0.19275778532028198,0.04970890283584595,0.0946054458618164,0.12375158816576004,0.1115998700261116,0.1875571459531784
europe,0.17179538309574127,0.21544227004051208,0.33061710000038147,0.285945326089859,0.38623008131980896,0.15824280679225922,0.2710268497467041,0.2863042950630188,0.18278923630714417
to,0.455847829580307,0.2797197997570038,0.45010748505592346,0.2658022344112396,0.21444441378116608,0.18226240575313568,0.24496324360370636,0.2678247094154358,0.29463258385658264
the,0.42745697498321533,0.37834644317626953,0.6662389636039734,0.3206247389316559,0.2934837341308594,0.24890556931495667,0.29557526111602783,0.20839327573776245,0.22068053483963013
dutch,0.1643560230731964,0.13124865293502808,0.17559829354286194,0.21111707389354706,0.14456292986869812,0.13066355884075165,0.39192789793014526,0.2070971131324768,0.1081366017460823
cape,0.17391739785671234,0.2533312737941742,0.24917589128017426,0.16411566734313965,0.26130083203315735,0.18511825799942017,0.23918122053146362,0.2212100774049759,0.10433043539524078
colony,0.26261213421821594,0.23641829192638397,0.25087448954582214,0.1974061280488968,0.21354596316814423,0.0760895386338234,0.32352373003959656,0.26656872034072876,0.13831071555614471
in,0.30808621644973755,0.33632898330688477,1.0,0.32322806119918823,0.3175714612007141,0.2772020101547241,0.26198551058769226,0.28416502475738525,0.20430970191955566
south,0.15388517081737518,0.3531528413295746,0.33642083406448364,0.21296782791614532,0.2391679286956787,0.13198406994342804,0.23090137541294098,0.24041488766670227,0.12336621433496475
africa,0.19696469604969025,0.19285570085048676,0.27806714177131653,0.21926626563072205,0.31986188888549805,0.1059793010354042,0.277139812707901,0.22886565327644348,0.12926554679870605
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.31467822194099426,0.2656905949115753,0.2926693558692932,0.24752236902713776,0.24321654438972473,0.31091248989105225
the,0.42745697498321533,0.37834644317626953,0.6662389636039734,0.3206247389316559,0.2934837341308594,0.24890556931495667,0.29557526111602783,0.20839327573776245,0.22068053483963013
dutch,0.1643560230731964,0.13124865293502808,0.17559829354286194,0.21111707389354706,0.14456292986869812,0.13066355884075165,0.39192789793014526,0.2070971131324768,0.1081366017460823
east,0.19840149581432343,0.39479681849479675,0.32659441232681274,0.2287629395723343,0.18877039849758148,0.1170039176940918,0.24105677008628845,0.2877945005893707,0.10070597380399704
indies,0.20553776621818542,0.18151496350765228,0.24907784163951874,0.16530421376228333,0.2588001787662506,0.1023891419172287,0.27239346504211426,0.19930782914161682,0.11837112903594971
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.31467822194099426,0.2656905949115753,0.2926693558692932,0.24752236902713776,0.24321654438972473,0.31091248989105225
the,0.42745697498321533,0.37834644317626953,0.6662389636039734,0.3206247389316559,0.2934837341308594,0.24890556931495667,0.29557526111602783,0.20839327573776245,0.22068053483963013
caribbean,0.15882912278175354,0.22932076454162598,0.23028558492660522,0.15724974870681763,0.27008137106895447,0.15596912801265717,0.2633225917816162,0.22335711121559143,0.13602977991104126
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.31467822194099426,0.2656905949115753,0.2926693558692932,0.24752236902713776,0.24321654438972473,0.31091248989105225
and,0.31309178471565247,0.3044000566005707,0.4954058527946472,0.3379085659980774,0.24275894463062286,0.24762246012687683,0.2762077748775482,0.2430310994386673,0.20544172823429108
several,0.22446060180664062,0.23022641241550446,0.39405709505081177,0.2556430995464325,0.19713886082172394,0.1922207623720169,0.21934939920902252,0.1436021625995636,0.15595775842666626
of,0.33290785551071167,0.3409860134124756,0.5696388483047485,0.27121108770370483,0.24765145778656006,0.2628524899482727,0.29061198234558105,0.2011735886335373,0.1826142966747284
the,0.42745697498321533,0.37834644317626953,0.6662389636039734,0.3206247389316559,0.2934837341308594,0.24890556931495667,0.29557526111602783,0.20839327573776245,0.22068053483963013
english,0.25060737133026123,0.13889992237091064,0.19623121619224548,0.22483250498771667,0.1534961313009262,0.14592909812927246,0.3035200536251068,0.24545219540596008,0.23251567780971527
colonies,0.20822033286094666,0.19627897441387177,0.28602269291877747,0.18604958057403564,0.26246997714042664,0.08760258555412292,0.3901054561138153,0.3082655966281891,0.07886616140604019
of,0.33290785551071167,0.3409860134124756,0.5696388483047485,0.27121108770370483,0.24765145778656006,0.2628524899482727,0.29061198234558105,0.2011735886335373,0.1826142966747284
north,0.18673177063465118,0.34813106060028076,0.39050599932670593,0.19127650558948517,0.2705878019332886,0.17222188413143158,0.22711920738220215,0.24330082535743713,0.11829731613397598
america,0.2517423629760742,0.14229394495487213,0.3098583221435547,0.24156543612480164,0.41651490330696106,0.1999494880437851,0.1636737585067749,0.2620430290699005,0.19333907961845398
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.31467822194099426,0.2656905949115753,0.2926693558692932,0.24752236902713776,0.24321654438972473,0.31091248989105225
and,0.31309178471565247,0.3044000566005707,0.4954058527946472,0.3379085659980774,0.24275894463062286,0.24762246012687683,0.2762077748775482,0.2430310994386673,0.20544172823429108
