,what,does,matter,actually,have,that,newtonian,mechanics,does,n't,address,?
however,0.4480680823326111,0.4463717043399811,0.3901543915271759,0.557626485824585,0.5919817090034485,0.6336373090744019,0.321309894323349,0.26817014813423157,0.4463717043399811,-0.12235043942928314,0.252300888299942,0.2152075469493866
",",0.3087472915649414,0.28617382049560547,0.26075416803359985,0.34130755066871643,0.3541618287563324,0.4137537479400635,0.22930824756622314,0.17874979972839355,0.28617382049560547,0.11016341298818588,0.20406076312065125,0.31091248989105225
in,0.30808621644973755,0.214483380317688,0.2179846465587616,0.3058476448059082,0.36843645572662354,0.435920387506485,0.2062251716852188,0.19751228392124176,0.214483380317688,-0.0012929976219311357,0.14338107407093048,0.20430970191955566
real,0.27036693692207336,0.2659337520599365,0.23359672725200653,0.31964045763015747,0.23951733112335205,0.31668397784233093,0.18239028751850128,0.16775637865066528,0.2659337520599365,0.05630834028124809,0.20339663326740265,0.20019613206386566
life,0.24693015217781067,0.14979252219200134,0.24512657523155212,0.19607825577259064,0.25565779209136963,0.2885509729385376,0.20951400697231293,0.17733557522296906,0.14979252219200134,0.1685730218887329,0.12524910271167755,0.21677987277507782
",",0.3087472915649414,0.28617382049560547,0.26075416803359985,0.34130755066871643,0.3541618287563324,0.4137537479400635,0.22930824756622314,0.17874979972839355,0.28617382049560547,0.11016341298818588,0.20406076312065125,0.31091248989105225
matter,0.41697224974632263,0.322068452835083,0.9999999403953552,0.43144264817237854,0.4257828891277313,0.44028252363204956,0.3516027629375458,0.37409597635269165,0.322068452835083,-0.017088569700717926,0.2132917195558548,0.269619345664978
has,0.20338068902492523,0.42885294556617737,0.2641527056694031,0.3165472447872162,0.6353569626808167,0.41272613406181335,0.1637669801712036,0.1741911768913269,0.42885294556617737,-0.0160528514534235,0.19486600160598755,0.15994466841220856
extended,0.20863614976406097,0.23025356233119965,0.12596294283866882,0.18243522942066193,0.2628173232078552,0.31359121203422546,0.17549391090869904,0.1428300142288208,0.23025356233119965,-0.004430055618286133,0.2223896086215973,0.17568568885326385
structure,0.27351704239845276,0.2181081622838974,0.2907902002334595,0.29564210772514343,0.3077718913555145,0.33507516980171204,0.29508501291275024,0.3333308696746826,0.2181081622838974,-0.0021291018929332495,0.22940364480018616,0.1770772784948349
and,0.31309178471565247,0.3461615741252899,0.26431259512901306,0.3156367838382721,0.4711785912513733,0.4731321930885315,0.22491638362407684,0.1544848382472992,0.3461615741252899,-0.0602874718606472,0.190906822681427,0.20544172823429108
forces,0.2112482488155365,0.15523643791675568,0.2362261563539505,0.1879553198814392,0.18171128630638123,0.24199660122394562,0.1945934295654297,0.22473439574241638,0.15523643791675568,-0.009401331655681133,0.16728906333446503,0.16984491050243378
that,0.6297725439071655,0.4764937460422516,0.44028252363204956,0.6371707320213318,0.6182622313499451,1.0,0.34650975465774536,0.3173581659793854,0.4764937460422516,-0.130638986825943,0.27949783205986023,0.32716336846351624
act,0.2622668445110321,0.21016603708267212,0.21697433292865753,0.24676835536956787,0.24975994229316711,0.2679075598716736,0.15000450611114502,0.1175234392285347,0.21016603708267212,-0.12047146260738373,0.2129434496164322,0.1482519507408142
on,0.34226128458976746,0.2568802833557129,0.26765185594558716,0.2697833180427551,0.36494916677474976,0.42569106817245483,0.14826823770999908,0.1689380705356598,0.2568802833557129,0.023764533922076225,0.22459441423416138,0.2714994251728058
one,0.376489520072937,0.2924913763999939,0.2918330132961273,0.3963862359523773,0.4507926106452942,0.5133185982704163,0.25483354926109314,0.24484370648860931,0.2924913763999939,-0.10062701255083084,0.2344731241464615,0.2673267424106598
part,0.3476244807243347,0.26684749126434326,0.18836624920368195,0.27425333857536316,0.25547030568122864,0.37747326493263245,0.18705248832702637,0.1900785118341446,0.26684749126434326,-0.05619708076119423,0.16900594532489777,0.08557961881160736
of,0.33290785551071167,0.3119818866252899,0.2804143726825714,0.3496170938014984,0.3802283704280853,0.41498205065727234,0.21370476484298706,0.27608323097229004,0.3119818866252899,-0.021397603675723076,0.23196934163570404,0.1826142966747284
an,0.2821882665157318,0.29477936029434204,0.21144568920135498,0.22864459455013275,0.22897054255008698,0.365763783454895,0.22599954903125763,0.19937625527381897,0.29477936029434204,0.07694102823734283,0.21768924593925476,0.19793890416622162
