,what,helped,support,the,command,module,with,a,propulsion,engine,and,propellants,?
a,0.3320399522781372,0.24550430476665497,0.2484646886587143,0.5829201340675354,0.1801539957523346,0.13346926867961884,0.3783375024795532,1.0,0.29235440492630005,0.24768835306167603,0.3739250600337982,0.350640207529068,0.23916715383529663
cylindrical,0.16798965632915497,0.03601272031664848,0.10504654794931412,0.2267201691865921,0.04952079802751541,0.13350573182106018,0.19276270270347595,0.33404144644737244,0.3597767949104309,0.2649439871311188,0.1791316568851471,0.4703071117401123,0.1266353279352188
service,0.16857224702835083,0.11383776366710663,0.23784689605236053,0.22661015391349792,0.30842626094818115,0.22161410748958588,0.20442402362823486,0.23104366660118103,0.18203788995742798,0.22005027532577515,0.24532052874565125,0.2200312614440918,0.1676298975944519
module,0.2071267068386078,0.04578157514333725,0.2390393763780594,0.15147453546524048,0.3755824863910675,1.0,0.12842965126037598,0.13346926867961884,0.2906278967857361,0.2559370994567871,0.18687106668949127,0.3108714818954468,0.2131270468235016
(,0.2411840260028839,0.1903270184993744,0.23303374648094177,0.33289089798927307,0.2116730511188507,0.18689045310020447,0.29503780603408813,0.3206180930137634,0.17857272922992706,0.11642640084028244,0.4862271547317505,0.1979224979877472,0.40561532974243164
sm,0.13663214445114136,0.08892202377319336,0.07968629151582718,0.1331356316804886,0.12720057368278503,0.162268728017807,0.18132352828979492,0.15393337607383728,0.2619200348854065,0.18023096024990082,0.10463371127843857,0.22184039652347565,0.14641325175762177
),0.26259949803352356,0.18046462535858154,0.2624157965183258,0.3456730246543884,0.2193787544965744,0.17896637320518494,0.3069596290588379,0.3640355169773102,0.164755716919899,0.12827058136463165,0.4961937665939331,0.20103581249713898,0.42300865054130554
supported,0.16402992606163025,0.32893648743629456,0.7087500691413879,0.27276676893234253,0.26412659883499146,0.20732611417770386,0.2909988462924957,0.21957339346408844,0.19530771672725677,0.14515212178230286,0.3113573491573334,0.18754041194915771,0.11593948304653168
the,0.42745697498321533,0.3108886480331421,0.22984638810157776,1.0,0.27488255500793457,0.15147453546524048,0.4223487675189972,0.5829201340675354,0.2493213713169098,0.21651263535022736,0.5171257257461548,0.3055110275745392,0.22068053483963013
command,0.22732043266296387,0.1332474797964096,0.31986239552497864,0.27488255500793457,1.0,0.3755824863910675,0.17215432226657867,0.1801539957523346,0.20955121517181396,0.14384645223617554,0.2525673806667328,0.2559164762496948,0.13402260839939117
module,0.2071267068386078,0.04578157514333725,0.2390393763780594,0.15147453546524048,0.3755824863910675,1.0,0.12842965126037598,0.13346926867961884,0.2906278967857361,0.2559370994567871,0.18687106668949127,0.3108714818954468,0.2131270468235016
",",0.3087472915649414,0.2661169171333313,0.2733234167098999,0.4933079481124878,0.25408896803855896,0.14771580696105957,0.4120737314224243,0.427140474319458,0.1980060338973999,0.19789794087409973,0.6633074283599854,0.26037830114364624,0.31091248989105225
with,0.2464839518070221,0.24667875468730927,0.23764535784721375,0.4223487675189972,0.17215432226657867,0.12842965126037598,0.9999999403953552,0.3783375024795532,0.2348279505968094,0.1990211457014084,0.5477725267410278,0.25593623518943787,0.2433311939239502
a,0.3320399522781372,0.24550430476665497,0.2484646886587143,0.5829201340675354,0.1801539957523346,0.13346926867961884,0.3783375024795532,1.0,0.29235440492630005,0.24768835306167603,0.3739250600337982,0.350640207529068,0.23916715383529663
service,0.16857224702835083,0.11383776366710663,0.23784689605236053,0.22661015391349792,0.30842626094818115,0.22161410748958588,0.20442402362823486,0.23104366660118103,0.18203788995742798,0.22005027532577515,0.24532052874565125,0.2200312614440918,0.1676298975944519
propulsion,0.18541935086250305,0.22333011031150818,0.22474797070026398,0.2493213713169098,0.20955121517181396,0.2906278967857361,0.2348279505968094,0.29235440492630005,1.0000001192092896,0.4575064480304718,0.2533870041370392,0.598334550857544,0.14722804725170135
engine,0.18463268876075745,0.12935325503349304,0.15887437760829926,0.21651263535022736,0.14384645223617554,0.2559370994567871,0.1990211457014084,0.24768835306167603,0.4575064480304718,1.0,0.18437977135181427,0.46931689977645874,0.17739196121692657
and,0.31309178471565247,0.318156898021698,0.25609129667282104,0.5171257257461548,0.2525673806667328,0.18687106668949127,0.5477725267410278,0.3739250600337982,0.2533870041370392,0.18437977135181427,1.0,0.28691625595092773,0.20544172823429108
an,0.2821882665157318,0.1833799034357071,0.22892893850803375,0.4207492768764496,0.17254208028316498,0.13251009583473206,0.2730048894882202,0.44552403688430786,0.24102361500263214,0.18337401747703552,0.2838519215583801,0.2459857314825058,0.19793890416622162
rcs,0.3800172805786133,0.11415289342403412,0.29943209886550903,0.25150424242019653,0.29751136898994446,0.28845471143722534,0.22182884812355042,0.22735340893268585,0.27307483553886414,0.21793869137763977,0.28843215107917786,0.3169270157814026,0.2912581264972687
with,0.2464839518070221,0.24667875468730927,0.23764535784721375,0.4223487675189972,0.17215432226657867,0.12842965126037598,0.9999999403953552,0.3783375024795532,0.2348279505968094,0.1990211457014084,0.5477725267410278,0.25593623518943787,0.2433311939239502
propellants,0.22088134288787842,0.16423091292381287,0.26814186573028564,0.3055110275745392,0.2559164762496948,0.3108714818954468,0.25593623518943787,0.350640207529068,0.598334550857544,0.46931689977645874,0.28691625595092773,1.0,0.16120794415473938
",",0.3087472915649414,0.2661169171333313,0.2733234167098999,0.4933079481124878,0.25408896803855896,0.14771580696105957,0.4120737314224243,0.427140474319458,0.1980060338973999,0.19789794087409973,0.6633074283599854,0.26037830114364624,0.31091248989105225
and,0.31309178471565247,0.318156898021698,0.25609129667282104,0.5171257257461548,0.2525673806667328,0.18687106668949127,0.5477725267410278,0.3739250600337982,0.2533870041370392,0.18437977135181427,1.0,0.28691625595092773,0.20544172823429108
a,0.3320399522781372,0.24550430476665497,0.2484646886587143,0.5829201340675354,0.1801539957523346,0.13346926867961884,0.3783375024795532,1.0,0.29235440492630005,0.24768835306167603,0.3739250600337982,0.350640207529068,0.23916715383529663
fuel,0.1848171502351761,0.09795943647623062,0.19287648797035217,0.18534968793392181,0.18503664433956146,0.2568340301513672,0.18444593250751495,0.199651837348938,0.4655148983001709,0.49701404571533203,0.22683054208755493,0.5224080681800842,0.10583324730396271
cell,0.19222842156887054,0.12390093505382538,0.20306557416915894,0.15822452306747437,0.1456846445798874,0.1872835010290146,0.21242906153202057,0.21525812149047852,0.2269163876771927,0.11354783922433853,0.2013455629348755,0.2700555920600891,0.2058541625738144
power,0.22216427326202393,0.21285898983478546,0.22544005513191223,0.2647338807582855,0.24284347891807556,0.1676819920539856,0.20798128843307495,0.21580491960048676,0.3176422119140625,0.30954575538635254,0.27496716380119324,0.3313087224960327,0.15304024517536163
generation,0.1869358867406845,0.1650705337524414,0.1792536824941635,0.26573610305786133,0.14393950998783112,0.21113623678684235,0.17593884468078613,0.19374467432498932,0.33507487177848816,0.24690720438957214,0.23469051718711853,0.2420397251844406,0.18250396847724915
system,0.23557309806346893,0.13538946211338043,0.18425023555755615,0.3233085572719574,0.22859932482242584,0.2756478190422058,0.14296101033687592,0.2589043080806732,0.2547072768211365,0.18733474612236023,0.231138214468956,0.24603118002414703,0.15556083619594574
with,0.2464839518070221,0.24667875468730927,0.23764535784721375,0.4223487675189972,0.17215432226657867,0.12842965126037598,0.9999999403953552,0.3783375024795532,0.2348279505968094,0.1990211457014084,0.5477725267410278,0.25593623518943787,0.2433311939239502
liquid,0.24017377197742462,0.07799018174409866,0.13769738376140594,0.25047987699508667,0.17215749621391296,0.2442626655101776,0.21199610829353333,0.2669180929660797,0.3952771723270416,0.3092435896396637,0.23888376355171204,0.5057790279388428,0.18412289023399353
hydrogen,0.19052310287952423,0.1478550285100937,0.19186252355575562,0.20406323671340942,0.16304782032966614,0.16123923659324646,0.2501595914363861,0.2546948194503784,0.35645684599876404,0.32673588395118713,0.19928552210330963,0.4676544666290283,0.14590126276016235
and,0.31309178471565247,0.318156898021698,0.25609129667282104,0.5171257257461548,0.2525673806667328,0.18687106668949127,0.5477725267410278,0.3739250600337982,0.2533870041370392,0.18437977135181427,1.0,0.28691625595092773,0.20544172823429108
liquid,0.24017377197742462,0.07799018174409866,0.13769738376140594,0.25047987699508667,0.17215749621391296,0.2442626655101776,0.21199610829353333,0.2669180929660797,0.3952771723270416,0.3092435896396637,0.23888376355171204,0.5057790279388428,0.18412289023399353
oxygen,0.16781960427761078,0.1333310455083847,0.2373262196779251,0.20428593456745148,0.1496986597776413,0.16493241488933563,0.200663760304451,0.21662019193172455,0.3426738977432251,0.23254549503326416,0.22261030972003937,0.41611579060554504,0.16786395013332367
reactants,0.28793543577194214,0.20160628855228424,0.2233462631702423,0.2652731239795685,0.19658595323562622,0.2033119648694992,0.2756691873073578,0.22164489328861237,0.35845232009887695,0.2678961455821991,0.29048922657966614,0.4701385498046875,0.22503460943698883
.,0.3567904531955719,0.25779226422309875,0.2751289904117584,0.5934505462646484,0.22706228494644165,0.1851804405450821,0.4446153938770294,0.50484299659729,0.23188325762748718,0.21814921498298645,0.588965117931366,0.2921397089958191,0.4130953550338745
