,which,company,was,tasked,with,trying,to,restore,the,original,tapes,?
with,0.46403205394744873,0.24132338166236877,0.27411898970603943,0.23652511835098267,0.9999999403953552,0.2584823668003082,0.4239959120750427,0.1942531168460846,0.4223487675189972,0.24073785543441772,0.23499223589897156,0.2433311939239502
a,0.56894451379776,0.22037413716316223,0.4508470594882965,0.2177908718585968,0.3783375024795532,0.3045077919960022,0.45503583550453186,0.20952026546001434,0.5829201340675354,0.25438275933265686,0.25973808765411377,0.23916715383529663
budget,0.1978204846382141,0.20171596109867096,0.28109338879585266,0.35155269503593445,0.17635388672351837,0.22203068435192108,0.24614150822162628,0.22229985892772675,0.22188150882720947,0.20821577310562134,0.20380210876464844,0.14098747074604034
of,0.5011631846427917,0.20467796921730042,0.4069072902202606,0.2709214389324188,0.41827285289764404,0.21177013218402863,0.41548454761505127,0.25640997290611267,0.733189046382904,0.30228546261787415,0.22208455204963684,0.1826142966747284
$,0.22076056897640228,0.2666790187358856,0.23838669061660767,0.24258850514888763,0.18037788569927216,0.18113136291503906,0.22282108664512634,0.22253009676933289,0.23367542028427124,0.1726398468017578,0.19179202616214752,0.2786129117012024
"230,000",-0.06743314862251282,0.02548019029200077,-0.018996238708496094,-0.13553577661514282,-0.08707404881715775,-0.12382730841636658,-0.03414595127105713,-0.0246740635484457,0.039988841861486435,0.10236161202192307,-0.01120173279196024,-0.09942035377025604
",",0.3658004403114319,0.2697763442993164,0.45456063747406006,0.24154441058635712,0.4120737314224243,0.24321463704109192,0.44245919585227966,0.23843272030353546,0.4933079481124878,0.23508994281291962,0.1773630827665329,0.31091248989105225
the,0.6521818041801453,0.26591673493385315,0.48711544275283813,0.2968848645687103,0.4223487675189972,0.2930695712566376,0.535392165184021,0.3155142068862915,1.0,0.4037000238895416,0.2105327844619751,0.22068053483963013
surviving,0.2585808336734772,0.128346785902977,0.2745644152164459,0.18287843465805054,0.18694379925727844,0.21159014105796814,0.21047115325927734,0.21298259496688843,0.3328552544116974,0.3171318471431732,0.15914981067180634,0.1395692080259323
original,0.3607312738895416,0.16783428192138672,0.32203906774520874,0.16193783283233643,0.24073785543441772,0.1409102827310562,0.30182456970214844,0.3004264235496521,0.4037000238895416,1.0,0.24619916081428528,0.17256900668144226
lunar,0.19250813126564026,0.09181511402130127,0.17547959089279175,0.13412046432495117,0.11691921204328537,0.11585740000009537,0.15437743067741394,0.08364907652139664,0.23309995234012604,0.17148303985595703,0.17619255185127258,0.1628302037715912
broadcast,0.26385819911956787,0.2000226527452469,0.24068336188793182,0.2294318675994873,0.1932039111852646,0.13445186614990234,0.2326623648405075,0.04582977667450905,0.2713715434074402,0.22680866718292236,0.32000967860221863,0.15760008990764618
data,0.23669208586215973,0.12179138511419296,0.10802177339792252,0.23654446005821228,0.1658894121646881,0.20217515528202057,0.24776634573936462,0.21802958846092224,0.20546740293502808,0.15702131390571594,0.29975616931915283,0.17909851670265198
from,0.38755592703819275,0.1728876233100891,0.31171464920043945,0.18159815669059753,0.26272761821746826,0.2125684916973114,0.4069952368736267,0.21046341955661774,0.40150508284568787,0.233787402510643,0.18808875977993011,0.19969791173934937
apollo,0.19047300517559052,0.10389822721481323,0.2306441366672516,0.1831837296485901,0.1249200850725174,0.18397557735443115,0.23190522193908691,0.15009428560733795,0.2169172167778015,0.16671626269817352,0.2857193946838379,0.191528782248497
11,0.06589670479297638,0.020444242283701897,0.08354385942220688,0.054727859795093536,-0.04597003385424614,0.10848203301429749,0.010993496514856815,0.0016115385806187987,-0.0219515822827816,-0.054357584565877914,0.019967319443821907,-0.04295448586344719
was,0.2830964922904968,0.2293137013912201,1.0000001192092896,0.2862255275249481,0.27411898970603943,0.19752094149589539,0.3636345863342285,0.2266969531774521,0.48711544275283813,0.32203906774520874,0.16740727424621582,0.18412111699581146
compiled,0.22939804196357727,0.13245844841003418,0.1871553361415863,0.29526084661483765,0.177842915058136,0.15368762612342834,0.17170703411102295,0.1096695214509964,0.2100810408592224,0.22625097632408142,0.29638057947158813,0.1853211224079132
by,0.40543368458747864,0.22328482568264008,0.4752357602119446,0.2953227162361145,0.39731505513191223,0.19801901280879974,0.33534231781959534,0.17059464752674103,0.4408751428127289,0.2557625472545624,0.20314224064350128,0.17966607213020325
nafzger,0.29311618208885193,0.25847911834716797,0.3262313902378082,0.1977497637271881,0.21278968453407288,0.1906895786523819,0.24060244858264923,0.0632052794098854,0.2968994677066803,0.17299701273441315,0.14087244868278503,0.18798767030239105
and,0.506277859210968,0.23788511753082275,0.3740963041782379,0.2948412299156189,0.5477725267410278,0.2888859510421753,0.48971283435821533,0.26268982887268066,0.5171257257461548,0.29575109481811523,0.2145281732082367,0.20544172823429108
assigned,0.2667950987815857,0.20152698457241058,0.21324557065963745,0.35469967126846313,0.3597745895385742,0.23395603895187378,0.33200594782829285,0.2021401971578598,0.3149823546409607,0.17690150439739227,0.14418256282806396,0.1908780038356781
to,0.5345056653022766,0.24903783202171326,0.3636345863342285,0.3043818771839142,0.4239959120750427,0.5021223425865173,1.0,0.37623947858810425,0.535392165184021,0.30182456970214844,0.26465630531311035,0.29463258385658264
lowry,0.20177042484283447,0.15548478066921234,0.212365984916687,0.10881612449884415,0.22416335344314575,0.12595172226428986,0.18217554688453674,0.0824485719203949,0.22389355301856995,0.13408714532852173,0.09496700018644333,0.0987464040517807
digital,0.23021383583545685,0.19660061597824097,0.14947694540023804,0.18847684562206268,0.10750167816877365,0.07825688272714615,0.1787031590938568,0.17423568665981293,0.18361380696296692,0.2654072642326355,0.41650471091270447,0.12982943654060364
for,0.44095608592033386,0.25874319672584534,0.3863949179649353,0.3441523611545563,0.39140474796295166,0.2689822316169739,0.4451248347759247,0.2215401977300644,0.4739971458911896,0.2975997030735016,0.18199019134044647,0.264628142118454
restoration,0.3187312185764313,0.2106071561574936,0.29491326212882996,0.27631548047065735,0.14988000690937042,0.14681664109230042,0.23322175443172455,0.5939989686012268,0.3766564130783081,0.3504078686237335,0.172943577170372,0.16668665409088135
.,0.45942068099975586,0.266353577375412,0.40146201848983765,0.24075941741466522,0.4446153938770294,0.3029857277870178,0.4645031690597534,0.2839488089084625,0.5934505462646484,0.275844931602478,0.21845246851444244,0.4130953550338745
,which,company,was,tasked,with,trying,to,restore,the,original,tapes,?
the,0.6521818041801453,0.26591673493385315,0.48711544275283813,0.2968848645687103,0.4223487675189972,0.2930695712566376,0.535392165184021,0.3155142068862915,1.0,0.4037000238895416,0.2105327844619751,0.22068053483963013
images,0.2567676901817322,0.12084582448005676,0.12238597869873047,0.16402597725391388,0.14970606565475464,0.167223259806633,0.2165423482656479,0.2063237428665161,0.22232814133167267,0.2052323967218399,0.30741098523139954,0.22502069175243378
were,0.2807837128639221,0.1783226877450943,0.590133786201477,0.24955466389656067,0.3179011940956116,0.1787530928850174,0.31913647055625916,0.1969454437494278,0.3906462490558624,0.27702075242996216,0.2527609169483185,0.17890112102031708
from,0.38755592703819275,0.1728876233100891,0.31171464920043945,0.18159815669059753,0.26272761821746826,0.2125684916973114,0.4069952368736267,0.21046341955661774,0.40150508284568787,0.233787402510643,0.18808875977993011,0.19969791173934937
tapes,0.2704816162586212,0.13258233666419983,0.16740727424621582,0.23331812024116516,0.23499223589897156,0.21445272862911224,0.26465630531311035,0.18003635108470917,0.2105327844619751,0.24619916081428528,1.0,0.17198848724365234
in,0.4840516746044159,0.22141718864440918,0.45514053106307983,0.17367960512638092,0.4080928862094879,0.24387381970882416,0.45010748505592346,0.24718217551708221,0.6662389636039734,0.2534193694591522,0.18297863006591797,0.20430970191955566
australia,0.24094043672084808,0.18752716481685638,0.2358046919107437,0.28988662362098694,0.1884058564901352,0.15274101495742798,0.24799345433712006,0.06782092154026031,0.26828548312187195,0.14719825983047485,0.1713133007287979,0.15702682733535767
",",0.3658004403114319,0.2697763442993164,0.45456063747406006,0.24154441058635712,0.4120737314224243,0.24321463704109192,0.44245919585227966,0.23843272030353546,0.4933079481124878,0.23508994281291962,0.1773630827665329,0.31091248989105225
the,0.6521818041801453,0.26591673493385315,0.48711544275283813,0.2968848645687103,0.4223487675189972,0.2930695712566376,0.535392165184021,0.3155142068862915,1.0,0.4037000238895416,0.2105327844619751,0.22068053483963013
cbs,0.18413257598876953,0.1798810362815857,0.26256829500198364,0.24613744020462036,0.20131054520606995,0.10377053171396255,0.16981691122055054,0.08549942076206207,0.2283918708562851,0.2126300036907196,0.29677703976631165,0.14594407379627228
news,0.19601459801197052,0.20928679406642914,0.1809975951910019,0.18429172039031982,0.13750475645065308,0.16034139692783356,0.2372783124446869,0.05333320051431656,0.2294066995382309,0.10722746700048447,0.28370463848114014,0.1899169683456421
archive,0.15582287311553955,0.13176870346069336,0.11139629036188126,0.1389242559671402,0.10263195633888245,0.14601609110832214,0.2094893753528595,0.18504942953586578,0.20227214694023132,0.23422329127788544,0.2643369734287262,0.2456444799900055
",",0.3658004403114319,0.2697763442993164,0.45456063747406006,0.24154441058635712,0.4120737314224243,0.24321463704109192,0.44245919585227966,0.23843272030353546,0.4933079481124878,0.23508994281291962,0.1773630827665329,0.31091248989105225
and,0.506277859210968,0.23788511753082275,0.3740963041782379,0.2948412299156189,0.5477725267410278,0.2888859510421753,0.48971283435821533,0.26268982887268066,0.5171257257461548,0.29575109481811523,0.2145281732082367,0.20544172823429108
kinescope,0.32514265179634094,0.2501251995563507,0.26144418120384216,0.1998339593410492,0.19416792690753937,0.17969173192977905,0.31612005829811096,0.21942956745624542,0.2960216999053955,0.15769381821155548,0.24329417943954468,0.19954867660999298
recordings,0.2470366507768631,0.1987748146057129,0.20612171292304993,0.1743193119764328,0.21737553179264069,0.14476771652698517,0.19224262237548828,0.12901008129119873,0.21458035707473755,0.2096557319164276,0.48379066586494446,0.18278516829013824
made,0.3407467305660248,0.2360643744468689,0.3433256447315216,0.21718288958072662,0.3459964990615845,0.21064189076423645,0.3377571105957031,0.2394741177558899,0.3885267674922943,0.23067426681518555,0.23103728890419006,0.17218779027462006
at,0.3286694884300232,0.17487694323062897,0.36707764863967896,0.22605730593204498,0.29126521944999695,0.2499018907546997,0.36524343490600586,0.11172784119844437,0.457212895154953,0.15838190913200378,0.20262578129768372,0.21978627145290375
johnson,0.17328587174415588,0.2117207646369934,0.20490223169326782,0.14573878049850464,0.1899239718914032,0.2192860096693039,0.18891119956970215,0.12657783925533295,0.2214501053094864,0.059171803295612335,0.23356227576732635,0.1463736891746521
space,0.2025344967842102,0.08516796678304672,0.14677780866622925,0.1797366738319397,0.1992894560098648,0.17636273801326752,0.22712917625904083,0.22522608935832977,0.24495907127857208,0.1634165644645691,0.25468090176582336,0.1885536164045334
center,0.22164148092269897,0.08913120627403259,0.19517986476421356,0.16371364891529083,0.1499965488910675,0.08287094533443451,0.17764393985271454,0.10903619229793549,0.29064592719078064,0.18025149405002594,0.15036289393901825,0.12538520991802216
