,the,point,at,which,different,radiometric,isotopes,stop,diffusing,into,and,out,of,the,crystal,lattice,is,called,what,?
for,0.4739971458911896,0.22027306258678436,0.34237727522850037,0.44095608592033386,0.34825223684310913,0.2528742253780365,0.24533236026763916,0.29848188161849976,0.2790980041027069,0.231735959649086,0.5064792633056641,0.3312093913555145,0.4185989499092102,0.4739971458911896,0.23612825572490692,0.21656396985054016,0.43268078565597534,0.29870352149009705,0.3017193675041199,0.264628142118454
many,0.4335206151008606,0.17688021063804626,0.2716965675354004,0.5168171525001526,0.6061229109764099,0.3039312958717346,0.22521334886550903,0.25910621881484985,0.3095970153808594,0.2618265151977539,0.5296266674995422,0.3329806923866272,0.37253960967063904,0.4335206151008606,0.14426244795322418,0.2284860461950302,0.2649032473564148,0.3552800714969635,0.36131182312965393,0.2124512493610382
geologic,0.27847176790237427,0.2494025081396103,0.2110515981912613,0.30071136355400085,0.1868298202753067,0.4974432587623596,0.3465733528137207,0.07349005341529846,0.24460990726947784,0.16478407382965088,0.1878790259361267,0.1358354389667511,0.2885846793651581,0.27847176790237427,0.19014067947864532,0.3002581298351288,0.22330020368099213,0.19046330451965332,0.2760752737522125,0.18781805038452148
applications,0.23664557933807373,0.21840551495552063,0.21759739518165588,0.34649497270584106,0.3391721844673157,0.3913745880126953,0.34393054246902466,0.16195617616176605,0.4210231900215149,0.15700946748256683,0.2504773437976837,0.22228917479515076,0.24918507039546967,0.23664557933807373,0.21873560547828674,0.3626115620136261,0.2504705786705017,0.19749903678894043,0.20821766555309296,0.19125857949256897
",",0.4933079481124878,0.28971099853515625,0.38314947485923767,0.3658004403114319,0.32220861315727234,0.2081916481256485,0.23739764094352722,0.24759207665920258,0.27197521924972534,0.2826121151447296,0.6633074283599854,0.3161109685897827,0.4946078956127167,0.4933079481124878,0.20315437018871307,0.25038737058639526,0.4691906273365021,0.26549121737480164,0.3087472915649414,0.31091248989105225
isotope,0.15879318118095398,0.17895983159542084,0.187363401055336,0.24212327599525452,0.24779626727104187,0.5423168540000916,0.9488669633865356,0.10813675820827484,0.31115642189979553,0.09477703273296356,0.18160630762577057,0.14631548523902893,0.21059486269950867,0.15879318118095398,0.20920829474925995,0.32327818870544434,0.24059085547924042,0.16809561848640442,0.19590917229652405,0.16495643556118011
ratios,0.20106638967990875,0.29793697595596313,0.13459956645965576,0.31784749031066895,0.35516655445098877,0.4104299545288086,0.3762085437774658,0.1218632236123085,0.4580329954624176,0.16042199730873108,0.2113747000694275,0.21165218949317932,0.22878147661685944,0.20106638967990875,0.18173125386238098,0.346364289522171,0.23898246884346008,0.2132260799407959,0.24166709184646606,0.18215593695640564
of,0.733189046382904,0.269877165555954,0.42558613419532776,0.5011631846427917,0.3747533857822418,0.2906482219696045,0.22727559506893158,0.2052845060825348,0.2860882878303528,0.32255905866622925,0.5116966962814331,0.34176841378211975,1.0,0.733189046382904,0.17134107649326324,0.2593778073787689,0.4854315221309662,0.4222904443740845,0.33290785551071167,0.1826142966747284
radioactive,0.1904602199792862,0.12325219064950943,0.1814126819372177,0.27470454573631287,0.22728462517261505,0.6125903129577637,0.7159970998764038,0.1801546812057495,0.3066774606704712,0.15458884835243225,0.20245471596717834,0.1998264342546463,0.2351102977991104,0.1904602199792862,0.24924156069755554,0.2994552552700043,0.21967121958732605,0.20312029123306274,0.25844255089759827,0.18001475930213928
elements,0.22297804057598114,0.20377010107040405,0.1553419679403305,0.3362616300582886,0.3340507745742798,0.3663552701473236,0.49334561824798584,0.13081908226013184,0.338361531496048,0.21253569424152374,0.2731180787086487,0.17745494842529297,0.23613712191581726,0.22297804057598114,0.1995624303817749,0.37167662382125854,0.25405067205429077,0.24104653298854828,0.2152351289987564,0.15222592651844025
