,where,does,hamas,want,to,establish,an,islamic,state,?
rather,0.28423646092414856,0.39748668670654297,0.19934161007404327,0.39551016688346863,0.4052407741546631,0.24869167804718018,0.26193132996559143,0.14522437751293182,0.158212348818779,0.3053998053073883
than,0.2726525366306305,0.32178643345832825,0.1965801864862442,0.29250627756118774,0.3192550539970398,0.20827500522136688,0.2493579238653183,0.14481328427791595,0.1687004715204239,0.24917294085025787
being,0.34980592131614685,0.25347548723220825,0.23986214399337769,0.30905061960220337,0.4514104127883911,0.17659452557563782,0.2743402123451233,0.1907387375831604,0.2262357622385025,0.26743772625923157
more,0.29405033588409424,0.2897747755050659,0.2152957022190094,0.3528229892253876,0.47084665298461914,0.18883758783340454,0.316240519285202,0.18334415555000305,0.15372243523597717,0.27894994616508484
moderate,0.19329826533794403,0.23404547572135925,0.2602446377277374,0.2088364213705063,0.2507837414741516,0.1492932140827179,0.17113953828811646,0.19748860597610474,0.18528658151626587,0.14408792555332184
than,0.2726525366306305,0.32178643345832825,0.1965801864862442,0.29250627756118774,0.3192550539970398,0.20827500522136688,0.2493579238653183,0.14481328427791595,0.1687004715204239,0.24917294085025787
the,0.5003893971443176,0.35928019881248474,0.25661513209342957,0.3003826439380646,0.535392165184021,0.31343501806259155,0.4207492768764496,0.27231070399284363,0.3097178041934967,0.22068053483963013
plo,0.15627378225326538,0.1787303388118744,0.44502100348472595,0.20861226320266724,0.2269028276205063,0.25024518370628357,0.17111212015151978,0.2907630205154419,0.19106656312942505,0.1690802425146103
",",0.3149496018886566,0.28617382049560547,0.21630539000034332,0.30747702717781067,0.44245919585227966,0.19669954478740692,0.3581022024154663,0.20175659656524658,0.29481780529022217,0.31091248989105225
the,0.5003893971443176,0.35928019881248474,0.25661513209342957,0.3003826439380646,0.535392165184021,0.31343501806259155,0.4207492768764496,0.27231070399284363,0.3097178041934967,0.22068053483963013
1988,-0.14620569348335266,-0.11202309280633926,-0.08859232813119888,-0.11106722801923752,-0.1462942659854889,-0.04139235243201256,-0.007356822490692139,-0.03922818601131439,-0.0006961714825592935,0.08449683338403702
hamas,0.10839533060789108,0.22686871886253357,0.9999999403953552,0.24197712540626526,0.20350603759288788,0.2602749466896057,0.16933275759220123,0.41844066977500916,0.21303389966487885,0.188774973154068
charter,0.16071800887584686,0.18460236489772797,0.17538779973983765,0.1565716713666916,0.2440456748008728,0.3240882456302643,0.1787807196378708,0.22217196226119995,0.24389484524726868,0.14220231771469116
took,0.21095216274261475,0.15756551921367645,0.1901620477437973,0.2544240951538086,0.24576251208782196,0.17763623595237732,0.1708475798368454,0.1408609300851822,0.12978467345237732,0.14109265804290771
a,0.40997210144996643,0.38201746344566345,0.2367890626192093,0.2898913025856018,0.45503583550453186,0.22806213796138763,0.44552403688430786,0.20177602767944336,0.25097307562828064,0.23916715383529663
