,into,what,religion,was,martin,luther,baptized,?
he,0.2263432741165161,0.3114890456199646,0.2450120747089386,0.5410010814666748,0.24538953602313995,0.2454872578382492,0.26429158449172974,0.2089974731206894
was,0.2322220653295517,0.22111038863658905,0.2115422934293747,1.0000001192092896,0.2089129239320755,0.19185513257980347,0.2633010149002075,0.18412111699581146
baptized,0.12680625915527344,0.2521437406539917,0.37664008140563965,0.2633010149002075,0.2681052088737488,0.3744279444217682,1.0,0.2024652510881424
as,0.24094121158123016,0.31749409437179565,0.19954398274421692,0.3677520453929901,0.13608874380588531,0.20242992043495178,0.22706590592861176,0.27043893933296204
a,0.3461161255836487,0.3320399522781372,0.2381647378206253,0.4508470594882965,0.2163310945034027,0.17967689037322998,0.19214868545532227,0.23916715383529663
catholic,0.15209968388080597,0.1882777214050293,0.49107977747917175,0.2832975387573242,0.21044225990772247,0.30848968029022217,0.4723820388317108,0.16609853506088257
the,0.39493247866630554,0.42745697498321533,0.2757669985294342,0.48711544275283813,0.22029393911361694,0.1759674996137619,0.18283669650554657,0.22068053483963013
next,0.21883177757263184,0.25980645418167114,0.10239871591329575,0.25374743342399597,0.062054384499788284,0.1511766016483307,0.1490660011768341,0.167460098862648
morning,0.22324255108833313,0.24708515405654907,0.09435795247554779,0.2467874437570572,0.09148818254470825,0.1071910560131073,0.22219455242156982,0.17971698939800262
on,0.30585673451423645,0.34226128458976746,0.15404590964317322,0.3909217119216919,0.212642639875412,0.19090485572814941,0.18514202535152435,0.2714994251728058
the,0.39493247866630554,0.42745697498321533,0.2757669985294342,0.48711544275283813,0.22029393911361694,0.1759674996137619,0.18283669650554657,0.22068053483963013
feast,0.14379574358463287,0.20900340378284454,0.29275983572006226,0.23617883026599884,0.17870837450027466,0.22499129176139832,0.34576138854026794,0.2296169102191925
day,0.19242669641971588,0.2990210950374603,0.2409297376871109,0.24314451217651367,0.11134638637304306,0.19808611273765564,0.18953144550323486,0.2141837179660797
of,0.32255905866622925,0.33290785551071167,0.30360451340675354,0.4069072902202606,0.13722093403339386,0.1719115972518921,0.23367582261562347,0.1826142966747284
st.,0.1313226819038391,0.10219959169626236,0.04265445098280907,0.17142929136753082,0.22438360750675201,0.25595247745513916,0.1779070943593979,0.13592876493930817
martin,0.08317147195339203,0.14814218878746033,0.1467777043581009,0.2089129239320755,0.9999999403953552,0.6228963136672974,0.2681052088737488,0.060103293508291245
of,0.32255905866622925,0.33290785551071167,0.30360451340675354,0.4069072902202606,0.13722093403339386,0.1719115972518921,0.23367582261562347,0.1826142966747284
tours,0.13765160739421844,0.09121835976839066,0.1631375551223755,0.16784882545471191,0.2594020962715149,0.18990549445152283,0.10212470591068268,0.09602359682321548
.,0.26250120997428894,0.3567904531955719,0.28897368907928467,0.40146201848983765,0.25235527753829956,0.24907569587230682,0.24609112739562988,0.4130953550338745
