,what,company,agreed,to,terminate,high,court,proceedings,with,bskyb,?
as,0.31749409437179565,0.18860384821891785,0.23998716473579407,0.42092081904411316,0.2657472491264343,0.23253053426742554,0.17202796041965485,0.20076338946819305,0.40387406945228577,0.18719172477722168,0.27043893933296204
part,0.3476244807243347,0.2390178143978119,0.18721717596054077,0.2875264883041382,0.19265201687812805,0.1728636920452118,0.23784813284873962,0.16256430745124817,0.294111043214798,0.21477334201335907,0.08557961881160736
of,0.33290785551071167,0.20467796921730042,0.24395716190338135,0.41548454761505127,0.14275072515010834,0.2803038954734802,0.28835242986679077,0.2803191840648651,0.41827285289764404,0.16413870453834534,0.1826142966747284
the,0.42745697498321533,0.26591673493385315,0.24722334742546082,0.535392165184021,0.24870391190052032,0.28034812211990356,0.2812081575393677,0.26050370931625366,0.4223487675189972,0.20915858447551727,0.22068053483963013
agreements,0.25903576612472534,0.23183736205101013,0.6096237897872925,0.2840920090675354,0.2456682324409485,0.06606041640043259,0.23573020100593567,0.3259255886077881,0.28466925024986267,0.12267192453145981,0.14476320147514343
",",0.3087472915649414,0.2697763442993164,0.27350708842277527,0.44245919585227966,0.20923475921154022,0.27938312292099,0.24410836398601532,0.25402188301086426,0.4120737314224243,0.2852807641029358,0.31091248989105225
both,0.3361809551715851,0.22019417583942413,0.2742227613925934,0.3897709250450134,0.23259080946445465,0.16975390911102295,0.16309337317943573,0.2203124314546585,0.4766458570957184,0.1774560809135437,0.19455738365650177
bskyb,0.17457032203674316,0.18916723132133484,0.1251457929611206,0.16040074825286865,0.18928708136081696,0.08497239649295807,0.20885434746742249,0.15311317145824432,0.18421940505504608,1.0000001192092896,0.2979319989681244
and,0.31309178471565247,0.23788511753082275,0.2597125470638275,0.48971283435821533,0.22034388780593872,0.2911888659000397,0.22896502912044525,0.24677889049053192,0.5477725267410278,0.2175528109073639,0.20544172823429108
virgin,0.1343110352754593,0.2113201767206192,0.0730159729719162,0.17379043996334076,0.18805988132953644,0.09647979587316513,0.14486293494701385,0.09935402125120163,0.16497373580932617,0.2653351426124573,0.11987020075321198
media,0.18292108178138733,0.2753586769104004,0.1618318408727646,0.21723589301109314,0.16915912926197052,0.14647327363491058,0.2062113881111145,0.19946669042110443,0.1988309621810913,0.1461402028799057,0.1571006178855896
agreed,0.3416297733783722,0.2155354917049408,1.0000001192092896,0.35596710443496704,0.25364628434181213,0.08604442328214645,0.2733507752418518,0.2626367509365082,0.2837837338447571,0.1251457929611206,0.21258382499217987
to,0.455847829580307,0.24903783202171326,0.35596710443496704,1.0,0.31959468126296997,0.28947713971138,0.24824365973472595,0.26425981521606445,0.4239959120750427,0.16040074825286865,0.29463258385658264
terminate,0.2702018916606903,0.1703667938709259,0.25364628434181213,0.31959468126296997,1.0,0.10488486289978027,0.20418472588062286,0.19509324431419373,0.24337852001190186,0.18928708136081696,0.15546758472919464
all,0.41981086134910583,0.21926593780517578,0.3428787887096405,0.42520734667778015,0.2433355748653412,0.23327398300170898,0.18986862897872925,0.2630702555179596,0.3876307010650635,0.15181906521320343,0.29575422406196594
high,0.20466077327728271,0.10688766092061996,0.08604442328214645,0.28947713971138,0.10488486289978027,1.0,0.22039927542209625,0.08600842207670212,0.19851811230182648,0.08497239649295807,0.11137914657592773
court,0.23440583050251007,0.1861070990562439,0.2733507752418518,0.24824365973472595,0.20418472588062286,0.22039927542209625,1.0,0.40805020928382874,0.14494022727012634,0.20885434746742249,0.17100423574447632
proceedings,0.22622688114643097,0.14076100289821625,0.2626367509365082,0.26425981521606445,0.19509324431419373,0.08600842207670212,0.40805020928382874,1.0,0.1317359060049057,0.15311317145824432,0.17969121038913727
against,0.24561616778373718,0.17072854936122894,0.2806575894355774,0.310872346162796,0.1372585892677307,0.15864528715610504,0.22792665660381317,0.23406389355659485,0.317049115896225,0.07964258641004562,0.18095137178897858
each,0.3353266417980194,0.1041504442691803,0.24210935831069946,0.3941934108734131,0.2587829828262329,0.11048942059278488,0.21533766388893127,0.2953837215900421,0.4100050628185272,0.18206222355365753,0.21173812448978424
