,which,team,had,the,best,regular,season,in,their,history,?
despite,0.2826302945613861,0.16347023844718933,0.4136416018009186,0.3172689974308014,0.18091048300266266,0.2258727103471756,0.25890347361564636,0.27473363280296326,0.3346637189388275,0.24405957758426666,0.14350546896457672
waiving,0.2979806065559387,0.15709131956100464,0.32836130261421204,0.3694417178630829,0.2691361904144287,0.28230151534080505,0.2095266878604889,0.3322989046573639,0.34395161271095276,0.2006915956735611,0.242996484041214
longtime,0.2204979509115219,0.23471619188785553,0.30973899364471436,0.2717287242412567,0.29314863681793213,0.15504658222198486,0.17901133000850677,0.21562570333480835,0.2501727044582367,0.15525107085704803,0.07657656818628311
running,0.30427414178848267,0.1671857237815857,0.21985846757888794,0.28883472084999084,0.20971718430519104,0.2074413299560547,0.1752285361289978,0.2874506413936615,0.23772038519382477,0.15590925514698029,0.15679655969142914
back,0.3174980580806732,0.23621436953544617,0.3374921381473541,0.3612101674079895,0.2097540646791458,0.20954503118991852,0.16828195750713348,0.25397348403930664,0.3270964026451111,0.23530350625514984,0.2397768795490265
deangelo,0.18337586522102356,0.17731830477714539,0.19638586044311523,0.2024650275707245,0.2361629754304886,0.09980743378400803,0.14086845517158508,0.24543344974517822,0.11275336146354675,0.13805601000785828,0.18370559811592102
williams,0.1554034948348999,0.27572599053382874,0.24326007068157196,0.20852252840995789,0.25649282336235046,0.18122559785842896,0.24283945560455322,0.16579249501228333,0.22575634717941284,0.12409999966621399,0.1924409717321396
and,0.506277859210968,0.22394508123397827,0.3872550129890442,0.5171257257461548,0.30328524112701416,0.3054477870464325,0.2369309365749359,0.4954058527946472,0.45114588737487793,0.23541007936000824,0.20544172823429108
losing,0.25697997212409973,0.28624942898750305,0.32655465602874756,0.3114689588546753,0.2149401307106018,0.2360754907131195,0.23164252936840057,0.3055514097213745,0.31252190470695496,0.1692744940519333,0.15056444704532623
top,0.3052574694156647,0.17830802500247955,0.22438767552375793,0.31754136085510254,0.32390400767326355,0.28424471616744995,0.24344053864479065,0.2235720455646515,0.214486762881279,0.16968105733394623,0.17265194654464722
wide,0.3568881154060364,0.08190646767616272,0.20107664167881012,0.28078147768974304,0.15974637866020203,0.225326806306839,0.1078408807516098,0.22946839034557343,0.21030864119529724,0.16498173773288727,0.12719376385211945
receiver,0.24653580784797668,0.26599493622779846,0.14794345200061798,0.21850530803203583,0.18235863745212555,0.20337006449699402,0.21946853399276733,0.16248875856399536,0.2027367651462555,0.12854091823101044,0.11587938666343689
kelvin,0.2036457508802414,0.0933637022972107,0.10200969874858856,0.20588484406471252,0.14160192012786865,0.12686020135879517,0.12391088902950287,0.20857983827590942,0.1740550994873047,0.10474551469087601,0.18197040259838104
benjamin,0.1817704141139984,0.17997358739376068,0.1834128499031067,0.2507040798664093,0.17911787331104279,0.10250754654407501,0.11361268162727356,0.20055828988552094,0.18849040567874908,0.19638694822788239,0.20336422324180603
to,0.5345056653022766,0.23889471590518951,0.37984350323677063,0.535392165184021,0.21715646982192993,0.30861178040504456,0.22382742166519165,0.45010748505592346,0.44619059562683105,0.24226762354373932,0.29463258385658264
a,0.56894451379776,0.19125498831272125,0.34897568821907043,0.5829201340675354,0.2547774314880371,0.313107967376709,0.1855505406856537,0.539380669593811,0.29698723554611206,0.2123815417289734,0.23916715383529663
torn,0.23811250925064087,0.10052528232336044,0.2971421480178833,0.270181804895401,0.17343969643115997,0.16226182878017426,0.19888190925121307,0.24918708205223083,0.21884466707706451,0.1864994764328003,0.13564015924930573
acl,0.27066105604171753,0.18752607703208923,0.13574959337711334,0.23845629394054413,0.13096582889556885,0.1781291514635086,0.3185107111930847,0.15011103451251984,0.18358485400676727,0.13144268095493317,0.14736860990524292
in,0.4840516746044159,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2813531160354614,0.23172755539417267,0.2184021919965744,1.0,0.34976133704185486,0.29215577244758606,0.20430970191955566
the,0.6521818041801453,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3214086890220642,0.2507155239582062,0.6662389636039734,0.516537070274353,0.33215048909187317,0.22068053483963013
preseason,0.2840823233127594,0.3773210048675537,0.23005656898021698,0.32348138093948364,0.26898056268692017,0.38297557830810547,0.6879447102546692,0.2689804434776306,0.2911047637462616,0.24162043631076813,0.13884200155735016
",",0.3658004403114319,0.21287471055984497,0.35487717390060425,0.4933079481124878,0.3461092710494995,0.2336544692516327,0.2232367992401123,0.5201468467712402,0.3045167922973633,0.2728564441204071,0.31091248989105225
the,0.6521818041801453,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3214086890220642,0.2507155239582062,0.6662389636039734,0.516537070274353,0.33215048909187317,0.22068053483963013
carolina,0.16939401626586914,0.14482109248638153,0.20392835140228271,0.24749229848384857,0.1503656804561615,0.14601212739944458,0.2196287363767624,0.2380082756280899,0.16664347052574158,0.16457390785217285,0.11847445368766785
panthers,0.2003214955329895,0.333659291267395,0.1570805162191391,0.2602776288986206,0.1958107054233551,0.2117871195077896,0.3867887854576111,0.2115829735994339,0.20130555331707,0.15208889544010162,0.16608978807926178
had,0.3188965916633606,0.11808160692453384,0.9999999403953552,0.3875846862792969,0.19722113013267517,0.2647917866706848,0.1978970468044281,0.385026752948761,0.4145275354385376,0.23351769149303436,0.20728366076946259
their,0.4582767188549042,0.20038257539272308,0.4145275354385376,0.516537070274353,0.20838582515716553,0.3364572525024414,0.21295444667339325,0.34976133704185486,1.0,0.21232347190380096,0.1898253709077835
best,0.21743349730968475,0.16893985867500305,0.19722113013267517,0.3134109377861023,0.9999999403953552,0.22961202263832092,0.20042479038238525,0.2813531160354614,0.20838582515716553,0.23154303431510925,0.2799045741558075
regular,0.35800397396087646,0.2476644068956375,0.2647917866706848,0.3214086890220642,0.22961202263832092,1.0,0.4002528786659241,0.23172755539417267,0.3364572525024414,0.14632843434810638,0.18334713578224182
season,0.20103639364242554,0.3451383709907532,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.4002528786659241,1.0,0.2184021919965744,0.21295444667339325,0.13905751705169678,0.16793298721313477
in,0.4840516746044159,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2813531160354614,0.23172755539417267,0.2184021919965744,1.0,0.34976133704185486,0.29215577244758606,0.20430970191955566
franchise,0.25914502143859863,0.2821871042251587,0.1973634511232376,0.30872398614883423,0.2041207104921341,0.2792651951313019,0.3754488229751587,0.29437172412872314,0.23422278463840485,0.2166680097579956,0.13445523381233215
history,0.2426081746816635,0.19439929723739624,0.23351769149303436,0.33215048909187317,0.23154303431510925,0.14632843434810638,0.13905751705169678,0.29215577244758606,0.21232347190380096,1.0000001192092896,0.2501974403858185
",",0.3658004403114319,0.21287471055984497,0.35487717390060425,0.4933079481124878,0.3461092710494995,0.2336544692516327,0.2232367992401123,0.5201468467712402,0.3045167922973633,0.2728564441204071,0.31091248989105225
becoming,0.25386714935302734,0.12615029513835907,0.2761388421058655,0.333665668964386,0.22965189814567566,0.21880695223808289,0.22846610844135284,0.2425609976053238,0.2240733802318573,0.22357875108718872,0.17354105412960052
the,0.6521818041801453,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3214086890220642,0.2507155239582062,0.6662389636039734,0.516537070274353,0.33215048909187317,0.22068053483963013
seventh,0.22439445555210114,0.13076867163181305,0.1926492601633072,0.36732497811317444,0.21747376024723053,0.15266725420951843,0.25105464458465576,0.27526944875717163,0.13992835581302643,0.16715800762176514,0.10981480032205582
team,0.17144864797592163,1.0,0.11808160692453384,0.22564226388931274,0.16893985867500305,0.2476644068956375,0.3451383709907532,0.18841172754764557,0.20038257539272308,0.19439929723739624,0.11243411153554916
to,0.5345056653022766,0.23889471590518951,0.37984350323677063,0.535392165184021,0.21715646982192993,0.30861178040504456,0.22382742166519165,0.45010748505592346,0.44619059562683105,0.24226762354373932,0.29463258385658264
win,0.16484159231185913,0.34532734751701355,0.20253686606884003,0.28308698534965515,0.3168060779571533,0.19661571085453033,0.2685241401195526,0.2503834664821625,0.20182272791862488,0.19706787168979645,0.1873117983341217
at,0.3286694884300232,0.22562791407108307,0.3288320302963257,0.457212895154953,0.17172780632972717,0.25247499346733093,0.18120098114013672,0.4374977946281433,0.23641370236873627,0.25440460443496704,0.21978627145290375
least,0.38271406292915344,0.13830505311489105,0.26335370540618896,0.3428877890110016,0.24385276436805725,0.32447779178619385,0.19100981950759888,0.3232700824737549,0.318954735994339,0.1861780434846878,0.28866854310035706
15,-0.08059433102607727,0.11882986128330231,0.012124304659664631,-0.011810222640633583,0.10830166935920715,-0.009971684776246548,0.058130551129579544,0.02424248494207859,0.0626533180475235,0.04248737171292305,-0.010706285014748573
regular,0.35800397396087646,0.2476644068956375,0.2647917866706848,0.3214086890220642,0.22961202263832092,1.0,0.4002528786659241,0.23172755539417267,0.3364572525024414,0.14632843434810638,0.18334713578224182
season,0.20103639364242554,0.3451383709907532,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.4002528786659241,1.0,0.2184021919965744,0.21295444667339325,0.13905751705169678,0.16793298721313477
games,0.2158995121717453,0.39249375462532043,0.18404078483581543,0.2676136791706085,0.20401866734027863,0.24902638792991638,0.34330427646636963,0.24802106618881226,0.22292454540729523,0.21494947373867035,0.1360001415014267
since,0.3523256182670593,0.22051659226417542,0.4845401346683502,0.4054957628250122,0.16410422325134277,0.2647797167301178,0.25668418407440186,0.4325680434703827,0.2668287754058838,0.34275075793266296,0.2876587212085724
the,0.6521818041801453,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3214086890220642,0.2507155239582062,0.6662389636039734,0.516537070274353,0.33215048909187317,0.22068053483963013
league,0.22541923820972443,0.49221307039260864,0.12540528178215027,0.2724147439002991,0.15160122513771057,0.2909901440143585,0.41418924927711487,0.22963495552539825,0.20425945520401,0.21382752060890198,0.15941482782363892
expanded,0.2827520966529846,0.0860937237739563,0.2825333774089813,0.3258892893791199,0.1883724182844162,0.20705881714820862,0.1161201074719429,0.27289336919784546,0.23128242790699005,0.24738578498363495,0.2124357968568802
