,how,long,until,the,provisional,registration,is,upgraded,",",if,requirements,are,met,?
once,0.3130459785461426,0.3016430735588074,0.3397475779056549,0.4227895736694336,0.13856534659862518,0.20707708597183228,0.3481405973434448,0.20081312954425812,0.32163992524147034,0.4473637342453003,0.22738461196422577,0.29372256994247437,0.27840572595596313,0.17750471830368042
successfully,0.28345566987991333,0.20718170702457428,0.30446112155914307,0.32525569200515747,0.1872723549604416,0.16674000024795532,0.1740453839302063,0.10664483159780502,0.21677812933921814,0.2738780677318573,0.19947072863578796,0.17173907160758972,0.27406075596809387,0.0971045047044754
completed,0.2009071707725525,0.25002238154411316,0.2676137387752533,0.29278936982154846,0.11747906357049942,0.2036927491426468,0.18740522861480713,0.2774769961833954,0.26047438383102417,0.17459987103939056,0.2595251500606537,0.08819831907749176,0.2171141803264618,0.08272653818130493
",",0.22659391164779663,0.3431144952774048,0.2947838604450226,0.4933079481124878,0.2561506927013397,0.22639964520931244,0.4691906273365021,0.18836753070354462,1.0000001192092896,0.257730096578598,0.29181739687919617,0.4062570035457611,0.2948285937309265,0.31091248989105225
``,-0.01591024175286293,0.1858668327331543,0.05368559807538986,0.029072100296616554,0.06647118926048279,0.07760657370090485,0.058766357600688934,-0.06433184444904327,0.09681109338998795,0.20059196650981903,0.050584107637405396,0.12624181807041168,-0.016672847792506218,0.0685480609536171
provisional,0.08855916559696198,0.12923011183738708,0.2308376431465149,0.28786423802375793,1.0,0.31134095788002014,0.15504229068756104,0.20331653952598572,0.2561506927013397,0.16577842831611633,0.2723541259765625,0.13694347441196442,0.17679476737976074,0.11487715691328049
registration,0.2208653688430786,0.14647763967514038,0.17008812725543976,0.2935751974582672,0.31134095788002014,0.9999998807907104,0.18513651192188263,0.15328837931156158,0.22639964520931244,0.3034800589084625,0.3787479102611542,0.20620733499526978,0.16234613955020905,0.22754761576652527
'',-0.0029843549709767103,0.020632827654480934,-0.12006485462188721,0.041273195296525955,0.057974424213171005,-0.02905167266726494,0.0793738141655922,-0.04954344034194946,-0.037358131259679794,-0.010894154198467731,-0.02816513180732727,0.0263817198574543,0.04951654002070427,0.018684765323996544
is,0.22544461488723755,0.28473302721977234,0.23065046966075897,0.5823672413825989,0.15504229068756104,0.18513651192188263,1.0,0.14771488308906555,0.4691906273365021,0.30927813053131104,0.23105266690254211,0.5330929756164551,0.10734891891479492,0.22961433231830597
given,0.2367049753665924,0.18959271907806396,0.19371828436851501,0.37508252263069153,0.2570822536945343,0.21126364171504974,0.249215230345726,0.2874717712402344,0.2843315005302429,0.3646112382411957,0.27317434549331665,0.20467253029346466,0.21930795907974243,0.2570464313030243
by,0.34370526671409607,0.17269869148731232,0.26738616824150085,0.4408751428127289,0.24187412858009338,0.20200301706790924,0.3899846076965332,0.13453498482704163,0.3680937886238098,0.2429230511188507,0.1468922197818756,0.37842893600463867,0.202009916305542,0.17966607213020325
the,0.33890387415885925,0.3075225353240967,0.37191009521484375,1.0,0.28786423802375793,0.2935751974582672,0.5823672413825989,0.22829687595367432,0.4933079481124878,0.33724796772003174,0.26905253529548645,0.40399202704429626,0.2303115278482437,0.22068053483963013
gtcs,0.2640833556652069,0.2146250456571579,0.12351489067077637,0.22402426600456238,0.16470427811145782,0.2652326822280884,0.24596582353115082,0.2825430631637573,0.26445597410202026,0.297445148229599,0.3264349400997162,0.3570351302623749,-0.018341878429055214,0.2860548794269562
which,0.4852597713470459,0.34186381101608276,0.2778668999671936,0.6521818041801453,0.2723434269428253,0.32639408111572266,0.4457404911518097,0.25193363428115845,0.3658004403114319,0.46344661712646484,0.35630902647972107,0.42922598123550415,0.12985657155513763,0.25814583897590637
is,0.22544461488723755,0.28473302721977234,0.23065046966075897,0.5823672413825989,0.15504229068756104,0.18513651192188263,1.0,0.14771488308906555,0.4691906273365021,0.30927813053131104,0.23105266690254211,0.5330929756164551,0.10734891891479492,0.22961433231830597
raised,0.08697471022605896,0.12935326993465424,0.13285326957702637,0.2089216411113739,0.17843562364578247,0.11614406853914261,0.20663857460021973,0.14212080836296082,0.33604082465171814,0.1083853468298912,0.17160947620868683,0.12828028202056885,0.29745036363601685,0.1332261711359024
to,0.44169697165489197,0.30218687653541565,0.354556679725647,0.535392165184021,0.20113271474838257,0.2763814330101013,0.42745086550712585,0.16525860130786896,0.44245919585227966,0.4559597074985504,0.33546167612075806,0.3504326641559601,0.22639073431491852,0.29463258385658264
``,-0.01591024175286293,0.1858668327331543,0.05368559807538986,0.029072100296616554,0.06647118926048279,0.07760657370090485,0.058766357600688934,-0.06433184444904327,0.09681109338998795,0.20059196650981903,0.050584107637405396,0.12624181807041168,-0.016672847792506218,0.0685480609536171
full,0.24803219735622406,0.21264272928237915,0.2161594182252884,0.2988807260990143,0.21974538266658783,0.25529545545578003,0.18005375564098358,0.15698030591011047,0.18524548411369324,0.2418919950723648,0.3009812831878662,0.16167086362838745,0.10774918645620346,0.168479785323143
registration,0.2208653688430786,0.14647763967514038,0.17008812725543976,0.2935751974582672,0.31134095788002014,0.9999998807907104,0.18513651192188263,0.15328837931156158,0.22639964520931244,0.3034800589084625,0.3787479102611542,0.20620733499526978,0.16234613955020905,0.22754761576652527
'',-0.0029843549709767103,0.020632827654480934,-0.12006485462188721,0.041273195296525955,0.057974424213171005,-0.02905167266726494,0.0793738141655922,-0.04954344034194946,-0.037358131259679794,-0.010894154198467731,-0.02816513180732727,0.0263817198574543,0.04951654002070427,0.018684765323996544
status,0.15547333657741547,0.1706264317035675,0.239189013838768,0.23601171374320984,0.1703680008649826,0.2617219388484955,0.23290963470935822,0.3156450688838959,0.2404196411371231,0.27240389585494995,0.4116712808609009,0.18044869601726532,0.11688651889562607,0.16403266787528992
after,0.23871733248233795,0.25804978609085083,0.43726685643196106,0.4565047025680542,0.2503902316093445,0.17462489008903503,0.2835143506526947,0.20891529321670532,0.38860568404197693,0.2528844475746155,0.14465317130088806,0.19438853859901428,0.22376064956188202,0.16608688235282898
a,0.29312583804130554,0.3795371353626251,0.2314814180135727,0.5829201340675354,0.2264648973941803,0.3293933570384979,0.658733606338501,0.19864952564239502,0.427140474319458,0.41272827982902527,0.24776260554790497,0.265255331993103,0.15796485543251038,0.23916715383529663
year,0.19631797075271606,0.21031582355499268,0.3181511163711548,0.3609684407711029,0.1552545726299286,0.253279447555542,0.2402215600013733,0.14456483721733093,0.28560417890548706,0.23539488017559052,0.14647318422794342,0.1750577986240387,0.19666896760463715,0.18315006792545319
if,0.4917012155056,0.30125731229782104,0.2653231620788574,0.33724796772003174,0.16577842831611633,0.3034800589084625,0.30927813053131104,0.12571211159229279,0.257730096578598,1.0,0.413532555103302,0.32547882199287415,0.18070891499519348,0.4441644251346588
there,0.3328511416912079,0.29671722650527954,0.24279451370239258,0.47025805711746216,0.1280885934829712,0.24143104255199432,0.3904260993003845,0.19134993851184845,0.4587128460407257,0.37692952156066895,0.35825255513191223,0.5433560013771057,0.2546219527721405,0.29405656456947327
is,0.22544461488723755,0.28473302721977234,0.23065046966075897,0.5823672413825989,0.15504229068756104,0.18513651192188263,1.0,0.14771488308906555,0.4691906273365021,0.30927813053131104,0.23105266690254211,0.5330929756164551,0.10734891891479492,0.22961433231830597
sufficient,0.3298160433769226,0.2759783864021301,0.19773748517036438,0.27501294016838074,0.23942704498767853,0.2682022452354431,0.21905657649040222,0.2228032648563385,0.2190081626176834,0.47610193490982056,0.49583715200424194,0.2445032000541687,0.08695309609174728,0.2950035035610199
