,where,is,galaxy,public,school,located,?
technically,0.3339865803718567,0.31004077196121216,0.09339095652103424,0.19322161376476288,0.17768314480781555,0.23532339930534363,0.2409483939409256
",",0.3149496018886566,0.4691906273365021,0.16536636650562286,0.2588968276977539,0.27141863107681274,0.2678719460964203,0.31091248989105225
these,0.380450963973999,0.2498808652162552,0.16420212388038635,0.22433283925056458,0.18179039657115936,0.19799992442131042,0.2571668326854706
would,0.3602546751499176,0.33626067638397217,0.1835147887468338,0.2115112692117691,0.13300096988677979,0.10901174694299698,0.37178951501846313
be,0.3651217818260193,0.4819129705429077,0.20101489126682281,0.22898490726947784,0.16095811128616333,0.1374867707490921,0.3324260413646698
categorized,0.18199090659618378,0.18415841460227966,0.09111020714044571,0.1291373372077942,0.10778909176588058,0.20157504081726074,0.26913782954216003
as,0.35409465432167053,0.43216490745544434,0.25936585664749146,0.2423635572195053,0.2065676748752594,0.20928777754306793,0.27043893933296204
private,0.2538891136646271,0.1420905888080597,0.08497545123100281,0.5126727223396301,0.3584248125553131,0.22781185805797577,0.14389030635356903
schools,0.18881578743457794,0.2022145688533783,0.051388826221227646,0.4260808527469635,0.7602541446685791,0.20446833968162537,0.18349280953407288
",",0.3149496018886566,0.4691906273365021,0.16536636650562286,0.2588968276977539,0.27141863107681274,0.2678719460964203,0.31091248989105225
but,0.49101024866104126,0.4106791317462921,0.2204861342906952,0.19627484679222107,0.20407751202583313,0.1813543438911438,0.27921953797340393
many,0.4338301420211792,0.2649032473564148,0.1395970731973648,0.25114959478378296,0.20931920409202576,0.17394456267356873,0.2124512493610382
of,0.38066378235816956,0.4854315221309662,0.15125752985477448,0.2391265481710434,0.2391800880432129,0.32520920038223267,0.1826142966747284
them,0.38025808334350586,0.2390832006931305,0.15767067670822144,0.21352608501911163,0.16200685501098633,0.1157202497124672,0.35435691475868225
have,0.412650465965271,0.3613572418689728,0.20954257249832153,0.20625129342079163,0.16803227365016937,0.14775225520133972,0.32991164922714233
the,0.5003893971443176,0.5823672413825989,0.21574880182743073,0.22857438027858734,0.22953221201896667,0.407527357339859,0.22068053483963013
name,0.24663519859313965,0.3359788954257965,0.07957622408866882,0.16597819328308105,0.15128786861896515,0.22759057581424713,0.15381577610969543
``,0.020612511783838272,0.058766357600688934,-0.035880737006664276,-0.011037950403988361,-0.05850168690085411,-0.03266627714037895,0.0685480609536171
public,0.2059764564037323,0.1980048567056656,0.04814552515745163,1.0000001192092896,0.3342896103858948,0.19267596304416656,0.19872993230819702
school,0.23611775040626526,0.19488026201725006,0.050410423427820206,0.3342896103858948,1.0,0.19245630502700806,0.15091250836849213
'',0.016034942120313644,0.0793738141655922,0.05019093304872513,0.07067567110061646,0.0720691904425621,0.01448875479400158,0.018684765323996544
appended,0.1756133735179901,0.16326750814914703,0.12403464317321777,0.17402580380439758,0.1405029147863388,0.10946514457464218,0.2748771607875824
to,0.47735077142715454,0.42745086550712585,0.17287476360797882,0.2672370672225952,0.24496325850486755,0.20850814878940582,0.29463258385658264
them,0.38025808334350586,0.2390832006931305,0.15767067670822144,0.21352608501911163,0.16200685501098633,0.1157202497124672,0.35435691475868225
",",0.3149496018886566,0.4691906273365021,0.16536636650562286,0.2588968276977539,0.27141863107681274,0.2678719460964203,0.31091248989105225
e.g.,0.05544468015432358,0.11002284288406372,-0.0024869886692613363,0.10788735747337341,0.009809251874685287,0.1067894771695137,0.018727071583271027
",",0.3149496018886566,0.4691906273365021,0.16536636650562286,0.2588968276977539,0.27141863107681274,0.2678719460964203,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,0.21574880182743073,0.22857438027858734,0.22953221201896667,0.407527357339859,0.22068053483963013
galaxy,0.15047425031661987,0.2287192940711975,1.0000001192092896,0.04814552515745163,0.050410423427820206,0.1154198944568634,0.2027440369129181
public,0.2059764564037323,0.1980048567056656,0.04814552515745163,1.0000001192092896,0.3342896103858948,0.19267596304416656,0.19872993230819702
school,0.23611775040626526,0.19488026201725006,0.050410423427820206,0.3342896103858948,1.0,0.19245630502700806,0.15091250836849213
in,0.5344807505607605,0.5394441485404968,0.1905420422554016,0.29074716567993164,0.26157811284065247,0.35149815678596497,0.20430970191955566
kathmandu,0.22732891142368317,0.25641193985939026,0.1728893667459488,0.13517846167087555,0.2588947117328644,0.2902945578098297,0.1416780799627304
.,0.41390106081962585,0.4569662809371948,0.23779766261577606,0.21888655424118042,0.24214158952236176,0.28226932883262634,0.4130953550338745
