,what,has,the,united,nations,designed,isil,?
the,0.42745697498321533,0.4177538752555847,1.0,0.34367692470550537,0.3506215214729309,0.2559613883495331,0.32370734214782715,0.22068053483963013
group,0.2114069163799286,0.1970849484205246,0.30795547366142273,0.23352159559726715,0.2484191358089447,0.1170368492603302,0.31306931376457214,0.13827809691429138
has,0.20338068902492523,1.0,0.4177538752555847,0.17934498190879822,0.1980651617050171,0.16265372931957245,0.2090713530778885,0.15994466841220856
been,0.2567804455757141,0.6162750124931335,0.3563927710056305,0.21903765201568604,0.28579169511795044,0.16126649081707,0.2462383359670639,0.24354910850524902
designated,0.06610333919525146,0.17920629680156708,0.23178240656852722,0.3091946542263031,0.24788439273834229,0.39339789748191833,0.16292604804039001,0.1318070888519287
a,0.3320399522781372,0.4670248031616211,0.5829201340675354,0.2732578217983246,0.1973731815814972,0.28430381417274475,0.2538805902004242,0.23916715383529663
terrorist,0.19741851091384888,0.13928720355033875,0.22732560336589813,0.29511088132858276,0.32597509026527405,0.1745176464319229,0.5327120423316956,0.14968016743659973
organisation,0.24361084401607513,0.2219851315021515,0.30151131749153137,0.27536270022392273,0.4532676339149475,0.16748905181884766,0.2949565052986145,0.1826860010623932
by,0.2455483376979828,0.3254803419113159,0.4408751428127289,0.23958808183670044,0.18318814039230347,0.29250532388687134,0.27227139472961426,0.17966607213020325
the,0.42745697498321533,0.4177538752555847,1.0,0.34367692470550537,0.3506215214729309,0.2559613883495331,0.32370734214782715,0.22068053483963013
united,0.20036718249320984,0.17934498190879822,0.34367692470550537,1.0000001192092896,0.4378493130207062,0.1917470097541809,0.17666055262088776,0.17266890406608582
nations,0.19211222231388092,0.1980651617050171,0.3506215214729309,0.4378493130207062,0.9999998807907104,0.17820343375205994,0.3082369863986969,0.20999202132225037
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.3053959608078003,0.24394330382347107,0.201692596077919,0.26200172305107117,0.31091248989105225
the,0.42745697498321533,0.4177538752555847,1.0,0.34367692470550537,0.3506215214729309,0.2559613883495331,0.32370734214782715,0.22068053483963013
european,0.15324164927005768,0.1917828619480133,0.3423081040382385,0.28714028000831604,0.398174911737442,0.17430134117603302,0.20180879533290863,0.14560863375663757
union,0.1396910548210144,0.19102120399475098,0.24421639740467072,0.31282931566238403,0.3466058075428009,0.08504590392112732,0.26086822152137756,0.07797172665596008
and,0.31309178471565247,0.43716782331466675,0.5171257257461548,0.28213179111480713,0.2505394220352173,0.2359010875225067,0.287468820810318,0.20544172823429108
member,0.09932345896959305,0.2241092026233673,0.2806392312049866,0.2095627635717392,0.28859153389930725,0.06509589403867722,0.19485273957252502,0.06826172769069672
states,0.21526020765304565,0.1958659142255783,0.3463578522205353,0.8952266573905945,0.4257693290710449,0.1660936176776886,0.19274306297302246,0.16272737085819244
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.3053959608078003,0.24394330382347107,0.201692596077919,0.26200172305107117,0.31091248989105225
the,0.42745697498321533,0.4177538752555847,1.0,0.34367692470550537,0.3506215214729309,0.2559613883495331,0.32370734214782715,0.22068053483963013
united,0.20036718249320984,0.17934498190879822,0.34367692470550537,1.0000001192092896,0.4378493130207062,0.1917470097541809,0.17666055262088776,0.17266890406608582
states,0.21526020765304565,0.1958659142255783,0.3463578522205353,0.8952266573905945,0.4257693290710449,0.1660936176776886,0.19274306297302246,0.16272737085819244
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.3053959608078003,0.24394330382347107,0.201692596077919,0.26200172305107117,0.31091248989105225
india,0.23203566670417786,0.18690930306911469,0.3108653426170349,0.31003639101982117,0.3046318292617798,0.08525034040212631,0.315302312374115,0.10473668575286865
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.3053959608078003,0.24394330382347107,0.201692596077919,0.26200172305107117,0.31091248989105225
indonesia,0.1602916121482849,0.16594472527503967,0.19986388087272644,0.31665271520614624,0.33481118083000183,0.10630326718091965,0.26814043521881104,0.18501737713813782
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.3053959608078003,0.24394330382347107,0.201692596077919,0.26200172305107117,0.31091248989105225
turkey,0.20363278687000275,0.15906259417533875,0.245133638381958,0.2951370179653168,0.287273108959198,0.10588768869638443,0.3664061725139618,0.19889959692955017
",",0.3087472915649414,0.3734780251979828,0.4933079481124878,0.3053959608078003,0.24394330382347107,0.201692596077919,0.26200172305107117,0.31091248989105225
saudi,0.2167188823223114,0.14732849597930908,0.23420350253582,0.31344303488731384,0.2975161671638489,0.07441174983978271,0.42082157731056213,0.1627861112356186
arabia,0.21449115872383118,0.13408371806144714,0.20754998922348022,0.2800925672054291,0.2835732698440552,0.07217523455619812,0.3637915849685669,0.14747555553913116
