,what,area,in,south,africa,accepted,huguenot,colonists,?
they,0.4431931674480438,0.25624239444732666,0.4330179989337921,0.21056854724884033,0.2629011869430542,0.2826702296733856,0.21709397435188293,0.4254196584224701,0.2753053903579712
also,0.42747777700424194,0.3104795813560486,0.5073733329772949,0.2615109980106354,0.24821552634239197,0.21269406378269196,0.19632644951343536,0.23501060903072357,0.21848613023757935
spread,0.22287604212760925,0.27566030621528625,0.24312569200992584,0.18901479244232178,0.2587634325027466,0.17705628275871277,0.203273743391037,0.23739759624004364,0.16482828557491302
beyond,0.3297902047634125,0.14271841943264008,0.2508668303489685,0.18364691734313965,0.15114018321037292,0.11989013105630875,0.12375158816576004,0.22225108742713928,0.1875571459531784
europe,0.17179538309574127,0.21544227004051208,0.33061710000038147,0.27672338485717773,0.5139338374137878,0.18271827697753906,0.2710268497467041,0.24367757141590118,0.18278923630714417
to,0.455847829580307,0.2797197997570038,0.45010748505592346,0.25657615065574646,0.23667606711387634,0.2956836223602295,0.24496324360370636,0.3264412581920624,0.29463258385658264
the,0.42745697498321533,0.37834644317626953,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.2999902665615082,0.29557526111602783,0.2727788984775543,0.22068053483963013
dutch,0.1643560230731964,0.13124865293502808,0.17559829354286194,0.19262860715389252,0.22539536654949188,0.12467022985219955,0.39192789793014526,0.24179407954216003,0.1081366017460823
cape,0.17391739785671234,0.2533312737941742,0.24917589128017426,0.3729645609855652,0.46428799629211426,0.07401395589113235,0.23918122053146362,0.32888245582580566,0.10433043539524078
colony,0.26261213421821594,0.23641829192638397,0.25087448954582214,0.26421207189559937,0.3445320129394531,0.15342438220977783,0.32352373003959656,0.6699080467224121,0.13831071555614471
in,0.30808621644973755,0.33632898330688477,1.0,0.33642083406448364,0.27806714177131653,0.26470789313316345,0.26198551058769226,0.22301137447357178,0.20430970191955566
south,0.15388517081737518,0.3531528413295746,0.33642083406448364,1.0000001192092896,0.5442710518836975,0.07891515642404556,0.23090137541294098,0.26641058921813965,0.12336621433496475
africa,0.19696469604969025,0.19285570085048676,0.27806714177131653,0.5442710518836975,0.9999999403953552,0.15351948142051697,0.277139812707901,0.2973114252090454,0.12926554679870605
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.2906060218811035,0.24752236902713776,0.22380682826042175,0.31091248989105225
the,0.42745697498321533,0.37834644317626953,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.2999902665615082,0.29557526111602783,0.2727788984775543,0.22068053483963013
dutch,0.1643560230731964,0.13124865293502808,0.17559829354286194,0.19262860715389252,0.22539536654949188,0.12467022985219955,0.39192789793014526,0.24179407954216003,0.1081366017460823
east,0.19840149581432343,0.39479681849479675,0.32659441232681274,0.6361651420593262,0.34218665957450867,0.15939727425575256,0.24105677008628845,0.2657718360424042,0.10070597380399704
indies,0.20553776621818542,0.18151496350765228,0.24907784163951874,0.4437808096408844,0.4448339343070984,0.1428186297416687,0.27239346504211426,0.3830678164958954,0.11837112903594971
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.2906060218811035,0.24752236902713776,0.22380682826042175,0.31091248989105225
the,0.42745697498321533,0.37834644317626953,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.2999902665615082,0.29557526111602783,0.2727788984775543,0.22068053483963013
caribbean,0.15882912278175354,0.22932076454162598,0.23028558492660522,0.3298840820789337,0.3560086190700531,0.13141222298145294,0.2633225917816162,0.3335474729537964,0.13602977991104126
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.2906060218811035,0.24752236902713776,0.22380682826042175,0.31091248989105225
and,0.31309178471565247,0.3044000566005707,0.4954058527946472,0.3140619993209839,0.2685798704624176,0.24459291994571686,0.2762077748775482,0.2779245972633362,0.20544172823429108
several,0.22446060180664062,0.23022641241550446,0.39405709505081177,0.21185873448848724,0.238912895321846,0.15558171272277832,0.21934939920902252,0.24021950364112854,0.15595775842666626
of,0.33290785551071167,0.3409860134124756,0.5696388483047485,0.33382371068000793,0.2694264054298401,0.2863047122955322,0.29061198234558105,0.24155713617801666,0.1826142966747284
the,0.42745697498321533,0.37834644317626953,0.6662389636039734,0.3129390776157379,0.2903064787387848,0.2999902665615082,0.29557526111602783,0.2727788984775543,0.22068053483963013
english,0.25060737133026123,0.13889992237091064,0.19623121619224548,0.17577141523361206,0.15588663518428802,0.20901991426944733,0.3035200536251068,0.2622185945510864,0.23251567780971527
colonies,0.20822033286094666,0.19627897441387177,0.28602269291877747,0.2884227931499481,0.3825175166130066,0.17967885732650757,0.3901054561138153,0.7165865898132324,0.07886616140604019
of,0.33290785551071167,0.3409860134124756,0.5696388483047485,0.33382371068000793,0.2694264054298401,0.2863047122955322,0.29061198234558105,0.24155713617801666,0.1826142966747284
north,0.18673177063465118,0.34813106060028076,0.39050599932670593,0.750363826751709,0.3710435926914215,0.11338531225919724,0.22711920738220215,0.29733625054359436,0.11829731613397598
america,0.2517423629760742,0.14229394495487213,0.3098583221435547,0.3637797236442566,0.4964209496974945,0.20497141778469086,0.1636737585067749,0.3411276936531067,0.19333907961845398
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.2906060218811035,0.24752236902713776,0.22380682826042175,0.31091248989105225
and,0.31309178471565247,0.3044000566005707,0.4954058527946472,0.3140619993209839,0.2685798704624176,0.24459291994571686,0.2762077748775482,0.2779245972633362,0.20544172823429108
quebec,0.19603441655635834,0.16260020434856415,0.19739758968353271,0.1817074865102768,0.19081179797649384,0.07704177498817444,0.4083077907562256,0.22082364559173584,0.11506577581167221
",",0.3087472915649414,0.2664283812046051,0.5201468467712402,0.3256652057170868,0.2545008063316345,0.2906060218811035,0.24752236902713776,0.22380682826042175,0.31091248989105225
where,0.4457937180995941,0.3338260352611542,0.5344807505607605,0.2539864182472229,0.23793575167655945,0.19268469512462616,0.2579043209552765,0.1871425062417984,0.24793872237205505
they,0.4431931674480438,0.25624239444732666,0.4330179989337921,0.21056854724884033,0.2629011869430542,0.2826702296733856,0.21709397435188293,0.4254196584224701,0.2753053903579712
were,0.22298263013362885,0.2544567286968231,0.3815755248069763,0.258012980222702,0.23513755202293396,0.2491169422864914,0.23719102144241333,0.37862804532051086,0.17890112102031708
accepted,0.2928575575351715,0.0446663461625576,0.26470789313316345,0.07891515642404556,0.15351948142051697,1.0,0.19965720176696777,0.1985751986503601,0.19665466248989105
and,0.31309178471565247,0.3044000566005707,0.4954058527946472,0.3140619993209839,0.2685798704624176,0.24459291994571686,0.2762077748775482,0.2779245972633362,0.20544172823429108
allowed,0.2693612575531006,0.15448755025863647,0.23683252930641174,0.12177880853414536,0.15894100069999695,0.37050536274909973,0.2892051935195923,0.29522040486335754,0.2309964895248413
to,0.455847829580307,0.2797197997570038,0.45010748505592346,0.25657615065574646,0.23667606711387634,0.2956836223602295,0.24496324360370636,0.3264412581920624,0.29463258385658264
