,who,was,the,ally,of,his,father,that,genghis,khan,fell,out,as,time,passed,?
these,0.34544891119003296,0.19784674048423767,0.49086877703666687,0.09462526440620422,0.42684608697891235,0.2947653532028198,0.1552940309047699,0.5512621402740479,0.1986008733510971,0.11746466159820557,0.16316090524196625,0.35160931944847107,0.3802948296070099,0.3189757764339447,0.23274089395999908,0.2571668326854706
include,0.15078489482402802,0.10680413991212845,0.2951717972755432,0.05727618187665939,0.37431180477142334,0.15775534510612488,0.10783843696117401,0.2797866463661194,0.08401016891002655,0.09747014194726944,0.10217975825071335,0.19130228459835052,0.3469957113265991,0.14912660419940948,0.10214856266975403,0.14925788342952728
rifts,0.191452294588089,0.12610918283462524,0.2798095941543579,0.11192367225885391,0.27259203791618347,0.2334398478269577,0.1586039960384369,0.307587206363678,0.26039132475852966,0.1811836212873459,0.27184879779815674,0.269123375415802,0.16894251108169556,0.20566676557064056,0.12477920204401016,0.11086469143629074
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.24865752458572388,0.41827285289764404,0.33836179971694946,0.17124000191688538,0.4154358208179474,0.18149495124816895,0.12498863786458969,0.254834920167923,0.3367781639099121,0.40387406945228577,0.31862112879753113,0.1990165412425995,0.2433311939239502
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.29775092005729675,0.38364991545677185,0.9999998807907104,0.5241755247116089,0.3173833191394806,0.3744826912879944,0.26570460200309753,0.3207376003265381,0.3022425174713135,0.3146366477012634,0.3553589880466461,0.24630127847194672,0.18075084686279297
early,0.23985694348812103,0.4148794412612915,0.34442198276519775,0.19888697564601898,0.30937549471855164,0.30639806389808655,0.2587565779685974,0.29580917954444885,0.28915494680404663,0.18470795452594757,0.18052467703819275,0.21901805698871613,0.2809016704559326,0.3353809714317322,0.23076070845127106,0.15272949635982513
allies,0.22218574583530426,0.28652453422546387,0.2923043370246887,0.41485002636909485,0.21651434898376465,0.2479422688484192,0.22288842499256134,0.22360621392726898,0.36516889929771423,0.1994665563106537,0.25669488310813904,0.21267208456993103,0.17164653539657593,0.18175287544727325,0.12000718712806702,0.16798950731754303
such,0.2594927251338959,0.12487147748470306,0.3575236201286316,0.10921011865139008,0.3209529519081116,0.1748584806919098,0.16027341783046722,0.4479874074459076,0.14482241868972778,0.14670294523239136,0.10522519052028656,0.2411147654056549,0.6207084655761719,0.24758757650852203,0.19257766008377075,0.17851735651493073
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2878668010234833,0.3886612355709076,0.3146366477012634,0.2646642327308655,0.4735107421875,0.17543354630470276,0.22500167787075043,0.16121511161327362,0.3124499022960663,1.0,0.3239102065563202,0.21394124627113342,0.27043893933296204
jamukha,0.26036083698272705,0.25800472497940063,0.26145488023757935,0.17741812765598297,0.2439788281917572,0.2645959258079529,0.1971748322248459,0.22430790960788727,0.5128103494644165,0.6142362356185913,0.20003849267959595,0.16206254065036774,0.23314519226551056,0.161886066198349,0.14211903512477875,0.20055611431598663
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.17474721372127533,0.35032153129577637,0.16098198294639587,0.18266165256500244,0.2264307141304016,0.2257842868566513,0.1773909628391266,0.14512988924980164,0.20017710328102112,0.32029855251312256,0.28391751646995544,0.19568857550621033,0.40561532974243164
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.3800370395183563,0.2827862501144409,0.44966956973075867,0.4164644777774811,0.45444270968437195,0.3018350303173065,0.2616176903247833,0.19809399545192719,0.3129808306694031,0.3923053741455078,0.36634087562561035,0.18397395312786102,0.26220351457595825
also,0.47919341921806335,0.4032125174999237,0.6021018624305725,0.2787644565105438,0.4924938678741455,0.38173818588256836,0.30697163939476013,0.6005857586860657,0.2539297640323639,0.21398134529590607,0.1533574014902115,0.32038095593452454,0.5774298906326294,0.385476291179657,0.21927085518836975,0.21848613023757935
wanted,0.38630297780036926,0.44138115644454956,0.3011050522327423,0.27484411001205444,0.28092440962791443,0.3366564214229584,0.31808921694755554,0.3979945480823517,0.16609327495098114,0.11072467267513275,0.28096988797187805,0.27383580803871155,0.282063364982605,0.2921481728553772,0.21502740681171417,0.24342651665210724
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.2431260496377945,0.41548454761505127,0.3715193271636963,0.2544635832309723,0.5436353087425232,0.2294713407754898,0.18221943080425262,0.2010868489742279,0.42386990785598755,0.42092081904411316,0.3679993152618408,0.26747700572013855,0.29463258385658264
be,0.3371641933917999,0.42228707671165466,0.4248143136501312,0.21404382586479187,0.33904364705085754,0.21738691627979279,0.15117910504341125,0.6036020517349243,0.16810378432273865,0.19255778193473816,0.17034415900707245,0.3626708686351776,0.5230465531349182,0.3473503291606903,0.23445354402065277,0.3324260413646698
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.20484980940818787,0.5052502155303955,0.3497250974178314,0.22525158524513245,0.47537946701049805,0.194350928068161,0.1743650734424591,0.19481830298900604,0.34264278411865234,0.39550232887268066,0.3292340338230133,0.24766449630260468,0.23916715383529663
ruler,0.2611336410045624,0.24177265167236328,0.23322275280952454,0.34605666995048523,0.28001952171325684,0.22902530431747437,0.29786360263824463,0.17004279792308807,0.49594876170158386,0.37283483147621155,0.2335379719734192,0.14405962824821472,0.21496784687042236,0.1953130066394806,0.1431814432144165,0.14533701539039612
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.15578524768352509,1.0,0.38364991545677185,0.22142449021339417,0.41498205065727234,0.2938849925994873,0.17124508321285248,0.2526882588863373,0.34176841378211975,0.3886612355709076,0.35127586126327515,0.2703755795955658,0.1826142966747284
mongol,0.22505711019039154,0.17204789817333221,0.2924198508262634,0.22422710061073303,0.22712039947509766,0.22059163451194763,0.14392048120498657,0.20668581128120422,0.6244974732398987,0.5576101541519165,0.2202470302581787,0.10864385217428207,0.17740172147750854,0.20482605695724487,0.10722487419843674,0.12849251925945282
tribes,0.2694885730743408,0.16813719272613525,0.26830655336380005,0.2640678584575653,0.21502000093460083,0.13524490594863892,0.16882015764713287,0.20859253406524658,0.4128517806529999,0.2990405559539795,0.19582897424697876,0.1984158307313919,0.17019224166870117,0.1600951999425888,0.12427744269371033,0.08824794739484787
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.1922496110200882,0.3680361211299896,0.18606403470039368,0.19002266228199005,0.23478686809539795,0.24887141585350037,0.2105041742324829,0.14525508880615234,0.20875944197177887,0.32161882519721985,0.2857224941253662,0.20017895102500916,0.42300865054130554
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.27266940474510193,0.5116966962814331,0.4234102666378021,0.3168204128742218,0.4731321930885315,0.26551535725593567,0.22885166108608246,0.29412880539894104,0.3881998062133789,0.49487000703811646,0.3025408685207367,0.2603820264339447,0.20544172823429108
wang,0.22869056463241577,0.2320348173379898,0.16254617273807526,0.1989699900150299,0.16835421323776245,0.2069566249847412,0.14825847744941711,0.19433079659938812,0.3548300564289093,0.3138030767440796,0.1785636693239212,0.1147800087928772,0.21684668958187103,0.1982778161764145,0.07086852937936783,0.17497806251049042
khan,0.2616176903247833,0.23483267426490784,0.21067845821380615,0.223036989569664,0.17124508321285248,0.26570460200309753,0.2717169225215912,0.14077997207641602,0.5896923542022705,1.0,0.1570749580860138,0.11201522499322891,0.22500167787075043,0.15561453998088837,0.08559764921665192,0.12862591445446014
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.17474721372127533,0.35032153129577637,0.16098198294639587,0.18266165256500244,0.2264307141304016,0.2257842868566513,0.1773909628391266,0.14512988924980164,0.20017710328102112,0.32029855251312256,0.28391751646995544,0.19568857550621033,0.40561532974243164
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.29775092005729675,0.38364991545677185,0.9999998807907104,0.5241755247116089,0.3173833191394806,0.3744826912879944,0.26570460200309753,0.3207376003265381,0.3022425174713135,0.3146366477012634,0.3553589880466461,0.24630127847194672,0.18075084686279297
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.27266940474510193,0.5116966962814331,0.4234102666378021,0.3168204128742218,0.4731321930885315,0.26551535725593567,0.22885166108608246,0.29412880539894104,0.3881998062133789,0.49487000703811646,0.3025408685207367,0.2603820264339447,0.20544172823429108
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.29775092005729675,0.38364991545677185,0.9999998807907104,0.5241755247116089,0.3173833191394806,0.3744826912879944,0.26570460200309753,0.3207376003265381,0.3022425174713135,0.3146366477012634,0.3553589880466461,0.24630127847194672,0.18075084686279297
father,0.4164644777774811,0.3492507338523865,0.24010279774665833,0.33556196093559265,0.22142449021339417,0.5241755247116089,1.0,0.2571857273578644,0.28569796681404114,0.2717169225215912,0.25232386589050293,0.20740416646003723,0.2646642327308655,0.22356124222278595,0.24655655026435852,0.14826634526252747
's,0.05599616840481758,0.008974763564765453,-0.01540423184633255,0.0734705775976181,-0.03817026689648628,0.047556519508361816,0.029256420210003853,0.04397977516055107,0.031423866748809814,0.05307086929678917,0.039782505482435226,0.0021837172098457813,-0.05775856226682663,0.01301188487559557,-0.042014893144369125,-0.023395681753754616
ally,0.3800370395183563,0.3238118886947632,0.23644182085990906,1.0000001192092896,0.15578524768352509,0.29775092005729675,0.33556196093559265,0.24776826798915863,0.25890666246414185,0.223036989569664,0.2307567447423935,0.11469716578722,0.2878668010234833,0.214149609208107,0.16265849769115448,0.10381226241588593
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.1922496110200882,0.3680361211299896,0.18606403470039368,0.19002266228199005,0.23478686809539795,0.24887141585350037,0.2105041742324829,0.14525508880615234,0.20875944197177887,0.32161882519721985,0.2857224941253662,0.20017895102500916,0.42300865054130554
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2730591595172882,0.4946078956127167,0.3378419280052185,0.30597206950187683,0.4137537479400635,0.2891939878463745,0.19700400531291962,0.27573052048683167,0.3161109685897827,0.48816442489624023,0.3029961884021759,0.23382075130939484,0.31091248989105225
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.29775092005729675,0.38364991545677185,0.9999998807907104,0.5241755247116089,0.3173833191394806,0.3744826912879944,0.26570460200309753,0.3207376003265381,0.3022425174713135,0.3146366477012634,0.3553589880466461,0.24630127847194672,0.18075084686279297
son,0.3958503007888794,0.3045712113380432,0.2102738618850708,0.31517112255096436,0.22933141887187958,0.4423290193080902,0.6500785946846008,0.20551371574401855,0.34843745827674866,0.27596136927604675,0.21990475058555603,0.1048319861292839,0.19585223495960236,0.2203833907842636,0.20784732699394226,0.14735563099384308
jochi,0.1893787980079651,0.22727705538272858,0.19898229837417603,0.1795867532491684,0.15254677832126617,0.22831186652183533,0.2501698136329651,0.11676155030727386,0.4016976058483124,0.30853474140167236,0.15485340356826782,0.1211034283041954,0.15048301219940186,0.1673487424850464,0.12588699162006378,0.10597938299179077
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2730591595172882,0.4946078956127167,0.3378419280052185,0.30597206950187683,0.4137537479400635,0.2891939878463745,0.19700400531291962,0.27573052048683167,0.3161109685897827,0.48816442489624023,0.3029961884021759,0.23382075130939484,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.27266940474510193,0.5116966962814331,0.4234102666378021,0.3168204128742218,0.4731321930885315,0.26551535725593567,0.22885166108608246,0.29412880539894104,0.3881998062133789,0.49487000703811646,0.3025408685207367,0.2603820264339447,0.20544172823429108
problems,0.25277501344680786,0.1851695030927658,0.2659202516078949,0.12926264107227325,0.2450421154499054,0.26380395889282227,0.16067621111869812,0.3758413791656494,0.12574990093708038,0.15594998002052307,0.17404989898204803,0.29801610112190247,0.22810567915439606,0.2643886208534241,0.22195468842983246,0.2638136148452759
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.24865752458572388,0.41827285289764404,0.33836179971694946,0.17124000191688538,0.4154358208179474,0.18149495124816895,0.12498863786458969,0.254834920167923,0.3367781639099121,0.40387406945228577,0.31862112879753113,0.1990165412425995,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,1.0,0.23644182085990906,0.733189046382904,0.4394008219242096,0.24010279774665833,0.5473989248275757,0.3448939025402069,0.21067845821380615,0.2598440647125244,0.39404502511024475,0.48381632566452026,0.43061500787734985,0.3173406720161438,0.22068053483963013
most,0.35393568873405457,0.29933857917785645,0.47635307908058167,0.25420379638671875,0.4178851246833801,0.28864049911499023,0.16402889788150787,0.4497850239276886,0.22644314169883728,0.15546606481075287,0.15333357453346252,0.2959814965724945,0.3548237979412079,0.35173171758651733,0.1619291454553604,0.2107497900724411
important,0.23735733330249786,0.24924467504024506,0.39348116517066956,0.15714159607887268,0.43301743268966675,0.198139950633049,0.2405552715063095,0.3865286409854889,0.1856413334608078,0.13576774299144745,0.09585446864366531,0.22722063958644867,0.2693694233894348,0.24338991940021515,0.1683366745710373,0.17812499403953552
shaman,0.3194306492805481,0.13587522506713867,0.2119491547346115,0.16982832551002502,0.15333613753318787,0.23496276140213013,0.29066604375839233,0.23410992324352264,0.40916338562965393,0.3221331536769867,0.19215434789657593,0.16223573684692383,0.20473800599575043,0.17252758145332336,0.07320497184991837,0.17501519620418549
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2730591595172882,0.4946078956127167,0.3378419280052185,0.30597206950187683,0.4137537479400635,0.2891939878463745,0.19700400531291962,0.27573052048683167,0.3161109685897827,0.48816442489624023,0.3029961884021759,0.23382075130939484,0.31091248989105225
who,0.9999998807907104,0.3318818509578705,0.3733934462070465,0.3800370395183563,0.2827862501144409,0.44966956973075867,0.4164644777774811,0.45444270968437195,0.3018350303173065,0.2616176903247833,0.19809399545192719,0.3129808306694031,0.3923053741455078,0.36634087562561035,0.18397395312786102,0.26220351457595825
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.3238118886947632,0.4069072902202606,0.4405253231525421,0.3492507338523865,0.33670201897621155,0.3037589192390442,0.23483267426490784,0.38681042194366455,0.28168347477912903,0.3677520453929901,0.3641340136528015,0.2673497200012207,0.18412111699581146
allegedly,0.3310595154762268,0.33524635434150696,0.23063746094703674,0.35417214035987854,0.21219010651111603,0.34148767590522766,0.2747793197631836,0.36160147190093994,0.23127800226211548,0.16593493521213531,0.2926883101463318,0.34441813826560974,0.19195163249969482,0.17150463163852692,0.13893814384937286,0.07345700263977051
trying,0.4113895297050476,0.19752094149589539,0.2930695712566376,0.20786315202713013,0.21177013218402863,0.3376191258430481,0.28684183955192566,0.4147728383541107,0.1981973499059677,0.14994396269321442,0.19813784956932068,0.35023924708366394,0.23801979422569275,0.36921200156211853,0.2071957141160965,0.3144860565662384
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.2431260496377945,0.41548454761505127,0.3715193271636963,0.2544635832309723,0.5436353087425232,0.2294713407754898,0.18221943080425262,0.2010868489742279,0.42386990785598755,0.42092081904411316,0.3679993152618408,0.26747700572013855,0.29463258385658264
