,bedau,notes,that,illegal,protests,towards,public,policy,may,serve,as,what,purpose,?
bedau,1.0,0.14704661071300507,0.1684093177318573,0.11595591902732849,0.25114259123802185,0.09807202219963074,0.24040216207504272,0.19116561114788055,0.1579718142747879,0.15932106971740723,0.25266849994659424,0.1564604640007019,0.2352200448513031,0.1762317717075348
also,0.26581719517707825,0.15215261280536652,0.6005857586860657,0.3030167818069458,0.2098819762468338,0.2455519586801529,0.3308127224445343,0.21628403663635254,0.3555105924606323,0.28443464636802673,0.5774298906326294,0.42747777700424194,0.2692926824092865,0.21848613023757935
notes,0.14704661071300507,1.0,0.24825462698936462,0.14721733331680298,0.13113270699977875,0.12562207877635956,0.18934278190135956,0.18399281799793243,0.1645158976316452,0.1048978790640831,0.12217588722705841,0.19507816433906555,0.15471479296684265,0.23920853435993195
",",0.3204168677330017,0.24676202237606049,0.4137537479400635,0.20470735430717468,0.277413010597229,0.2550581693649292,0.2588968276977539,0.2903050184249878,0.5007920861244202,0.2385157197713852,0.48816442489624023,0.3087472915649414,0.21281862258911133,0.31091248989105225
though,0.17029397189617157,0.15063384175300598,0.5324916243553162,0.293835312128067,0.16463693976402283,0.2596593201160431,0.20597948133945465,0.22913651168346405,0.3246195316314697,0.22899501025676727,0.42865264415740967,0.4089210331439972,0.3171801269054413,0.3188856542110443
",",0.3204168677330017,0.24676202237606049,0.4137537479400635,0.20470735430717468,0.277413010597229,0.2550581693649292,0.2588968276977539,0.2903050184249878,0.5007920861244202,0.2385157197713852,0.48816442489624023,0.3087472915649414,0.21281862258911133,0.31091248989105225
that,0.1684093177318573,0.24825462698936462,1.0,0.30866581201553345,0.24995765089988708,0.28294092416763306,0.2622828185558319,0.34090733528137207,0.4234136641025543,0.2641109228134155,0.4735107421875,0.6297725439071655,0.3622583746910095,0.32716336846351624
the,0.2759277820587158,0.20623527467250824,0.5473989248275757,0.18815846741199493,0.2566162943840027,0.31815874576568604,0.22857438027858734,0.2358427494764328,0.2694292366504669,0.2749462425708771,0.48381632566452026,0.42745697498321533,0.3061215281486511,0.22068053483963013
very,0.20177526772022247,0.16939608752727509,0.47700634598731995,0.15773266553878784,0.17364218831062317,0.27145829796791077,0.1433461308479309,0.2031363993883133,0.2590051591396332,0.1708173155784607,0.3734530210494995,0.37053924798965454,0.214828222990036,0.20864155888557434
harmlessness,0.11567459255456924,0.19681231677532196,0.4549013376235962,0.30119359493255615,0.2424807995557785,0.3201811909675598,0.2568962872028351,0.2715316414833069,0.33350518345832825,0.15944024920463562,0.2272641658782959,0.35575491189956665,0.34147006273269653,0.2799035906791687
of,0.29930275678634644,0.13280174136161804,0.41498205065727234,0.19375135004520416,0.24181179702281952,0.26409703493118286,0.2391265481710434,0.24393197894096375,0.26447007060050964,0.2656401991844177,0.3886612355709076,0.33290785551071167,0.23855330049991608,0.1826142966747284
such,0.13106320798397064,0.11630052328109741,0.4479874074459076,0.3021989166736603,0.17212073504924774,0.19570161402225494,0.21115711331367493,0.18322822451591492,0.327393501996994,0.23726138472557068,0.6207084655761719,0.23989605903625488,0.2786174416542053,0.17851735651493073
entirely,0.256073534488678,0.22171081602573395,0.4321839511394501,0.2055489718914032,0.1323714256286621,0.23193800449371338,0.23104733228683472,0.2893293797969818,0.20705384016036987,0.14735625684261322,0.24206675589084625,0.38249561190605164,0.29962101578712463,0.19651781022548676
symbolic,0.15150028467178345,0.12605126202106476,0.33734461665153503,0.14887487888336182,0.21726258099079132,0.21216638386249542,0.26973384618759155,0.27152079343795776,0.1834702342748642,0.19070012867450714,0.21940141916275024,0.2530723214149475,0.2714208960533142,0.1387629508972168
illegal,0.11595591902732849,0.14721733331680298,0.30866581201553345,1.0,0.30630549788475037,0.15247754752635956,0.28737348318099976,0.218474879860878,0.19594068825244904,0.1500745415687561,0.2117311954498291,0.21956031024456024,0.27767714858055115,0.1562941074371338
protests,0.25114259123802185,0.13113270699977875,0.24995765089988708,0.30630549788475037,1.0000001192092896,0.19065865874290466,0.31303662061691284,0.33345741033554077,0.2143801599740982,0.09678522497415543,0.19268234074115753,0.15672723948955536,0.061340268701314926,0.18455082178115845
toward,0.0892907977104187,0.12289012968540192,0.29561343789100647,0.1838081032037735,0.15349659323692322,0.8479601740837097,0.17672018706798553,0.257579505443573,0.138846293091774,0.17550644278526306,0.288866251707077,0.2619364559650421,0.259726345539093,0.09989774227142334
public,0.24040216207504272,0.18934278190135956,0.2622828185558319,0.28737348318099976,0.31303662061691284,0.20370882749557495,1.0000001192092896,0.32941940426826477,0.212143212556839,0.24205031991004944,0.2423635572195053,0.1729622185230255,0.2718902826309204,0.19872993230819702
policy,0.19116561114788055,0.18399281799793243,0.34090733528137207,0.218474879860878,0.33345741033554077,0.2725222706794739,0.32941940426826477,0.9999998807907104,0.20010073482990265,0.25360289216041565,0.2869105041027069,0.3869883120059967,0.34739020466804504,0.30462446808815
