,what,protection,caused,luther,'s,reformation,to,flourish,?
thereafter,0.22742412984371185,0.19061297178268433,0.24317994713783264,0.21199893951416016,-0.06595398485660553,0.2986709773540497,0.3590916097164154,0.2517140805721283,0.1361512392759323
",",0.3087472915649414,0.2575337290763855,0.2600580155849457,0.23255878686904907,-0.0016132977325469255,0.2554768919944763,0.44245919585227966,0.24195115268230438,0.31091248989105225
radicalism,0.25964832305908203,0.21241891384124756,0.17352153360843658,0.23187536001205444,-0.004131737630814314,0.44894611835479736,0.2207639217376709,0.24320560693740845,0.1581176370382309
found,0.1796332150697708,0.10800235718488693,0.24224184453487396,0.04881587624549866,0.005866709165275097,0.19638612866401672,0.25225648283958435,0.22034838795661926,0.16790300607681274
a,0.3320399522781372,0.26957836747169495,0.22472180426120758,0.17967689037322998,0.04866964742541313,0.25626492500305176,0.45503583550453186,0.16240964829921722,0.23916715383529663
refuge,0.1601913720369339,0.307888925075531,0.16125516593456268,0.17912861704826355,-0.07019711285829544,0.2850589454174042,0.23079565167427063,0.3077008128166199,0.10042177140712738
in,0.30808621644973755,0.15337345004081726,0.2494886964559555,0.20523880422115326,-0.037580832839012146,0.2716333270072937,0.45010748505592346,0.2096434384584427,0.20430970191955566
the,0.42745697498321533,0.26689648628234863,0.24990202486515045,0.1759674996137619,-0.01540423184633255,0.3290504217147827,0.535392165184021,0.26331835985183716,0.22068053483963013
anabaptist,0.2183932512998581,0.08964504301548004,0.1626683473587036,0.41432929039001465,0.038631122559309006,0.4864935576915741,0.15209029614925385,0.2591274082660675,0.1786518394947052
movement,0.23934946954250336,0.18710623681545258,0.17065873742103577,0.2272253930568695,0.009452048689126968,0.397778183221817,0.2780168950557709,0.28053122758865356,0.1423349231481552
and,0.31309178471565247,0.2647455036640167,0.2892237603664398,0.20796556770801544,0.06895173341035843,0.2996911108493805,0.48971283435821533,0.30906015634536743,0.20544172823429108
other,0.341873437166214,0.2720116078853607,0.22497102618217468,0.18881922960281372,0.04445967823266983,0.1996709555387497,0.4193183183670044,0.27769970893859863,0.24682199954986572
religious,0.26794421672821045,0.16311044991016388,0.15979844331741333,0.29995498061180115,0.0182697381824255,0.46982258558273315,0.24161745607852936,0.3064131438732147,0.15727058053016663
movements,0.23197974264621735,0.16245867311954498,0.19119584560394287,0.2163822203874588,0.01989559456706047,0.4054144322872162,0.278380423784256,0.2533235549926758,0.1501890867948532
",",0.3087472915649414,0.2575337290763855,0.2600580155849457,0.23255878686904907,-0.0016132977325469255,0.2554768919944763,0.44245919585227966,0.24195115268230438,0.31091248989105225
while,0.35511791706085205,0.21545098721981049,0.2611788809299469,0.16301193833351135,0.0011869525769725442,0.1570882350206375,0.43899232149124146,0.2025778442621231,0.21076419949531555
luther,0.2134782373905182,0.12058581411838531,0.08839946240186691,1.0,-0.009990512393414974,0.43711021542549133,0.18029534816741943,0.06860645860433578,0.1732746809720993
's,0.02692362666130066,-0.061870791018009186,-0.0389891043305397,-0.009990512393414974,0.9999999403953552,0.012000528164207935,0.03782717138528824,0.06339779496192932,-0.023395681753754616
reformation,0.23052695393562317,0.1981954425573349,0.19549041986465454,0.43711021542549133,0.012000528164207935,1.0,0.27920275926589966,0.27693483233451843,0.14843040704727173
flourished,0.169036865234375,0.17164646089076996,0.18869997560977936,0.07221049815416336,0.039321716874837875,0.3400615453720093,0.2007179856300354,0.8790512084960938,0.10325999557971954
under,0.20154598355293274,0.25588059425354004,0.14939139783382416,0.12438619881868362,-0.03376881033182144,0.17246520519256592,0.27177539467811584,0.1391306072473526,0.18233340978622437
the,0.42745697498321533,0.26689648628234863,0.24990202486515045,0.1759674996137619,-0.01540423184633255,0.3290504217147827,0.535392165184021,0.26331835985183716,0.22068053483963013
wing,0.14464668929576874,0.11051542311906815,0.15442468225955963,0.10281285643577576,-0.03213878348469734,0.168609157204628,0.18660299479961395,0.14368969202041626,0.10201311856508255
of,0.33290785551071167,0.22774651646614075,0.29665443301200867,0.1719115972518921,-0.03817026689648628,0.311197429895401,0.41548454761505127,0.258289635181427,0.1826142966747284
the,0.42745697498321533,0.26689648628234863,0.24990202486515045,0.1759674996137619,-0.01540423184633255,0.3290504217147827,0.535392165184021,0.26331835985183716,0.22068053483963013
secular,0.26444122195243835,0.13708022236824036,0.10842926800251007,0.2782488763332367,0.008703164756298065,0.432712584733963,0.19456274807453156,0.2331620752811432,0.13290788233280182
powers,0.24108682572841644,0.2596847116947174,0.16568325459957123,0.1903201937675476,0.03173699602484703,0.2248999923467636,0.26181724667549133,0.12088193744421005,0.17269276082515717
.,0.3567904531955719,0.2332351952791214,0.2413787543773651,0.24907569587230682,-0.003708066651597619,0.29916802048683167,0.4645031690597534,0.18405719101428986,0.4130953550338745
