,in,2009,what,was,the,total,of,grants,awarded,from,harvard,?
in,1.0,-0.28531888127326965,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.27667245268821716,0.5696388483047485,0.22626352310180664,0.25735601782798767,0.4274188280105591,0.26072487235069275,0.20430970191955566
2009,-0.28531888127326965,1.0,-0.2519478499889374,-0.17510849237442017,-0.23935742676258087,-0.22796113789081573,-0.2637706398963928,-0.20263512432575226,-0.1655922532081604,-0.19722937047481537,-0.2515944838523865,-0.2287932187318802
",",0.5201468467712402,-0.3093184232711792,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.25815486907958984,0.4946078956127167,0.30463892221450806,0.2723027765750885,0.39760664105415344,0.2719281017780304,0.31091248989105225
harvard,0.26072487235069275,-0.2515944838523865,0.2177114188671112,0.2415156066417694,0.24496200680732727,0.1318056881427765,0.25842633843421936,0.15982702374458313,0.23520667850971222,0.2288978099822998,1.0,0.11685016006231308
offered,0.2690350115299225,-0.21913756430149078,0.1662205457687378,0.39858749508857727,0.270993173122406,0.0729202926158905,0.2674071192741394,0.3579899072647095,0.35183772444725037,0.18110738694667816,0.16332051157951355,0.22244536876678467
grants,0.22626352310180664,-0.20263512432575226,0.18652507662773132,0.17012618482112885,0.2900126874446869,0.16901133954524994,0.3099519908428192,1.0000001192092896,0.29382088780403137,0.21214406192302704,0.15982702374458313,0.1494954377412796
totaling,0.32137933373451233,-0.19290365278720856,0.21228289604187012,0.22420063614845276,0.3319324553012848,0.6673687100410461,0.2965507209300995,0.24987134337425232,0.2178756445646286,0.2401575893163681,0.17806170880794525,0.14775970578193665
$,0.21616753935813904,-0.14018064737319946,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.3233705759048462,0.11268499493598938,0.3157663345336914,0.20348791778087616,0.10954198986291885,0.19535687565803528,0.2786129117012024
414,0.08201607316732407,-0.12011805176734924,0.05107530206441879,0.023523712530732155,-0.010411581955850124,0.06699634343385696,0.05265577509999275,-0.015381602570414543,-0.0010981899686157703,0.014740598388016224,0.06424076855182648,0.11733762919902802
million,0.2596224844455719,-0.12146085500717163,0.22197039425373077,0.24203833937644958,0.277012437582016,0.401465505361557,0.21686489880084991,0.2661152184009552,0.1395035684108734,0.252429723739624,0.13634052872657776,0.23092924058437347
across,0.36988839507102966,-0.21792009472846985,0.24809791147708893,0.20413610339164734,0.3816230297088623,0.24479623138904572,0.2936134934425354,0.22329509258270264,0.09518992155790329,0.35845574736595154,0.12058030813932419,0.17034576833248138
all,0.3335905969142914,-0.17808455228805542,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.32222825288772583,0.42798417806625366,0.28889143466949463,0.1549087017774582,0.2866387963294983,0.19433721899986267,0.29575422406196594
eleven,0.3077402710914612,-0.0781835988163948,0.11712443083524704,0.2619112730026245,0.35020911693573,0.33811402320861816,0.3171820044517517,0.19949622452259064,0.14927269518375397,0.2274700403213501,0.2118096798658371,0.1022186428308487
divisions,0.2698534429073334,-0.18858195841312408,0.2232685685157776,0.197164848446846,0.3125615119934082,0.24302847683429718,0.3138268291950226,0.20123249292373657,0.19953757524490356,0.16705584526062012,0.0799390897154808,0.14903524518013
;,0.092739537358284,-0.05253223329782486,0.10986888408660889,0.0754367932677269,0.09152708947658539,-0.028004959225654602,0.054534342139959335,0.06569379568099976,0.11497276276350021,0.07524215430021286,0.005234759766608477,0.10349778085947037
[,0.12324675917625427,0.10337313264608383,0.010752761736512184,0.03263993561267853,0.07130392640829086,0.13478738069534302,0.010817250236868858,0.08604724705219269,0.02275739051401615,0.1347220540046692,0.040985751897096634,0.011015460826456547
further,0.233941450715065,-0.18169887363910675,0.30867868661880493,0.16107149422168732,0.32531118392944336,0.2122793197631836,0.24797867238521576,0.28179731965065,0.09821750968694687,0.2161511480808258,0.15310777723789215,0.20960763096809387
explanation,0.16231738030910492,-0.17926622927188873,0.3953537344932556,0.16375088691711426,0.261050283908844,0.12829504907131195,0.1946517825126648,0.20202891528606415,0.15467682480812073,0.14565518498420715,0.17013204097747803,0.33794105052948
needed,0.21117523312568665,-0.27814728021621704,0.3631289601325989,0.227164626121521,0.3064746856689453,0.23403051495552063,0.27215874195098877,0.20291881263256073,0.21658238768577576,0.22794225811958313,0.16003647446632385,0.2863257825374603
],-0.1088862195611,0.049771085381507874,-0.03775298595428467,0.0001094614781322889,-0.04779602214694023,-0.027687668800354004,-0.035044461488723755,-0.10373365134000778,0.04931041598320007,0.007451207842677832,0.027987128123641014,-0.0022520492784678936
$,0.21616753935813904,-0.14018064737319946,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.3233705759048462,0.11268499493598938,0.3157663345336914,0.20348791778087616,0.10954198986291885,0.19535687565803528,0.2786129117012024
340,0.019991090521216393,0.00974556989967823,0.05224693939089775,-0.10160299390554428,0.03947091102600098,0.047196146100759506,-0.0003878984716720879,0.10038358718156815,-0.07013129442930222,-0.041941553354263306,0.0036295470781624317,0.036757875233888626
million,0.2596224844455719,-0.12146085500717163,0.22197039425373077,0.24203833937644958,0.277012437582016,0.401465505361557,0.21686489880084991,0.2661152184009552,0.1395035684108734,0.252429723739624,0.13634052872657776,0.23092924058437347
came,0.29996100068092346,-0.14788347482681274,0.2728535234928131,0.4994563162326813,0.39390382170677185,0.16363286972045898,0.3201526999473572,0.18357302248477936,0.10223668813705444,0.3432687819004059,0.14058902859687805,0.1739392727613449
from,0.4274188280105591,-0.19722937047481537,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.14256314933300018,0.4249346852302551,0.21214406192302704,0.19907185435295105,1.0,0.2288978099822998,0.19969791173934937
institutional,0.2679349482059479,-0.3189791440963745,0.19519226253032684,0.2537212073802948,0.26633402705192566,0.16664715111255646,0.34490442276000977,0.3525085151195526,0.22144024074077606,0.21677300333976746,0.40780729055404663,0.16612684726715088
funds,0.20235127210617065,-0.28834035992622375,0.15644897520542145,0.24675096571445465,0.23871955275535583,0.1646489053964615,0.24558281898498535,0.4880087375640869,0.21556136012077332,0.17407089471817017,0.19267097115516663,0.12731410562992096
",",0.5201468467712402,-0.3093184232711792,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.25815486907958984,0.4946078956127167,0.30463892221450806,0.2723027765750885,0.39760664105415344,0.2719281017780304,0.31091248989105225
$,0.21616753935813904,-0.14018064737319946,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.3233705759048462,0.11268499493598938,0.3157663345336914,0.20348791778087616,0.10954198986291885,0.19535687565803528,0.2786129117012024
35,-0.023801730945706367,0.02007438614964485,-0.016979239881038666,-0.07451801747083664,-0.04927394539117813,0.016166821122169495,-0.05862995982170105,-0.03512223809957504,0.013790273107588291,-0.014427011832594872,0.050890568643808365,-0.044106997549533844
million,0.2596224844455719,-0.12146085500717163,0.22197039425373077,0.24203833937644958,0.277012437582016,0.401465505361557,0.21686489880084991,0.2661152184009552,0.1395035684108734,0.252429723739624,0.13634052872657776,0.23092924058437347
from,0.4274188280105591,-0.19722937047481537,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.14256314933300018,0.4249346852302551,0.21214406192302704,0.19907185435295105,1.0,0.2288978099822998,0.19969791173934937
federal,0.22709031403064728,-0.24089311063289642,0.2415231615304947,0.23023395240306854,0.27537089586257935,0.20147991180419922,0.264590859413147,0.24841061234474182,0.15397147834300995,0.16624815762043,0.20058807730674744,0.1812247931957245
support,0.17618270218372345,-0.22461307048797607,0.2797985076904297,0.2208256870508194,0.22984638810157776,0.14697983860969543,0.2307697981595993,0.26509130001068115,0.13055214285850525,0.17207206785678864,0.20190027356147766,0.22626608610153198
