,to,which,year,is,the,gloucester,candlestick,dated,?
one,0.4025384783744812,0.510688066482544,0.346388578414917,0.4544198513031006,0.5514441132545471,0.15865807235240936,0.23698024451732635,0.17455975711345673,0.2673267424106598
of,0.41548454761505127,0.5011631846427917,0.2578314542770386,0.4854315221309662,0.733189046382904,0.289637953042984,0.19032223522663116,0.210488960146904,0.1826142966747284
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.5823672413825989,1.0,0.26471957564353943,0.23705367743968964,0.2046709507703781,0.22068053483963013
rarest,0.24038466811180115,0.33448919653892517,0.13600751757621765,0.3934380114078522,0.29938507080078125,0.16593168675899506,0.23026520013809204,0.11700558662414551,0.177342489361763
items,0.3191612660884857,0.33137381076812744,0.21008674800395966,0.24396629631519318,0.23580949008464813,0.12119640409946442,0.2323785126209259,0.16304101049900055,0.19807128608226776
in,0.45010748505592346,0.4840516746044159,0.3359307050704956,0.5394441485404968,0.6662389636039734,0.2213507741689682,0.25420570373535156,0.1982845962047577,0.20430970191955566
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.5823672413825989,1.0,0.26471957564353943,0.23705367743968964,0.2046709507703781,0.22068053483963013
collection,0.15417452156543732,0.30199134349823,0.12698578834533691,0.21135231852531433,0.25281965732574463,0.11217986792325974,0.20712552964687347,0.19724096357822418,0.20069393515586853
is,0.42745086550712585,0.4457404911518097,0.2402215600013733,1.0,0.5823672413825989,0.17323584854602814,0.23869945108890533,0.13580690324306488,0.22961433231830597
the,0.535392165184021,0.6521818041801453,0.3609684407711029,0.5823672413825989,1.0,0.26471957564353943,0.23705367743968964,0.2046709507703781,0.22068053483963013
58,0.051379941403865814,0.20456406474113464,-0.08491737395524979,0.1323816180229187,0.12730742990970612,0.03621121868491173,0.1824946254491806,0.05141663923859596,0.008085763081908226
cm,0.16218599677085876,0.18404756486415863,0.1805931031703949,0.2241038680076599,0.1848733276128769,0.10582732409238815,0.25162386894226074,0.19673500955104828,0.22839917242527008
high,0.28947713971138,0.25426656007766724,0.2061019092798233,0.2383800595998764,0.28034812211990356,0.12736839056015015,0.16911140084266663,0.14205899834632874,0.11137914657592773
gloucester,0.24556364119052887,0.23699186742305756,0.19074857234954834,0.17323584854602814,0.26471957564353943,1.0000001192092896,0.2075231522321701,0.20656469464302063,0.12132736295461655
candlestick,0.21174916625022888,0.2498527616262436,0.2463824450969696,0.23869945108890533,0.23705367743968964,0.2075231522321701,1.0000001192092896,0.13082444667816162,0.1956985741853714
",",0.44245919585227966,0.3658004403114319,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.2963126599788666,0.26831090450286865,0.2621086835861206,0.31091248989105225
dated,0.20172762870788574,0.215279221534729,0.26412805914878845,0.13580690324306488,0.2046709507703781,0.20656469464302063,0.13082444667816162,1.0000001192092896,0.215650275349617
to,1.0,0.5345056653022766,0.23523004353046417,0.42745086550712585,0.535392165184021,0.24556364119052887,0.21174916625022888,0.20172762870788574,0.29463258385658264
c1110,0.12343408167362213,0.08048470318317413,0.0687587633728981,0.1619478166103363,0.22855044901371002,0.1207217201590538,0.051099568605422974,-0.00881059281527996,0.03679412975907326
",",0.44245919585227966,0.3658004403114319,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.2963126599788666,0.26831090450286865,0.2621086835861206,0.31091248989105225
made,0.3377571105957031,0.3407467305660248,0.13611415028572083,0.29543453454971313,0.3885267674922943,0.18994082510471344,0.18959446251392365,0.20276255905628204,0.17218779027462006
from,0.4069952368736267,0.38755592703819275,0.2101740688085556,0.27355384826660156,0.40150508284568787,0.15415140986442566,0.16809050738811493,0.22167015075683594,0.19969791173934937
gilt,0.2025005966424942,0.27460408210754395,0.11583875864744186,0.21305271983146667,0.2653356194496155,0.25263550877571106,0.29517656564712524,0.19810421764850616,0.10313526540994644
bronze,0.16390153765678406,0.19257061183452606,0.1521793007850647,0.15866197645664215,0.2526973485946655,0.10273490846157074,0.33716198801994324,0.23938889801502228,0.12390820682048798
;,0.0979827418923378,-0.01244901679456234,0.00956164300441742,0.05324986204504967,0.09152708947658539,0.04904559627175331,0.06953156739473343,0.03063596971333027,0.10349778085947037
with,0.4239959120750427,0.46403205394744873,0.3220449686050415,0.3250955045223236,0.4223487675189972,0.1762249916791916,0.2459702491760254,0.20188507437705994,0.2433311939239502
highly,0.24264846742153168,0.3458464443683624,0.15353895723819733,0.2753744423389435,0.2051282376050949,0.11876488476991653,0.12110836058855057,0.1349758803844452,0.1542806625366211
elaborate,0.2923208177089691,0.282611608505249,0.07574793696403503,0.18484865128993988,0.19134382903575897,0.15059618651866913,0.31606167554855347,0.13525740802288055,0.25397607684135437
and,0.48971283435821533,0.506277859210968,0.2506658732891083,0.3859752118587494,0.5171257257461548,0.30279669165611267,0.2476198524236679,0.19221575558185577,0.20544172823429108
intricate,0.27490341663360596,0.30154502391815186,0.08737656474113464,0.11184214800596237,0.13956572115421295,0.08072970062494278,0.2181771993637085,0.16935193538665771,0.2661559581756592
intertwining,0.3378376066684723,0.47422823309898376,0.2316967397928238,0.33544623851776123,0.4227704405784607,0.2115308940410614,0.3687218129634857,0.2209828943014145,0.2701839506626129
branches,0.18054959177970886,0.2677961587905884,0.1429915875196457,0.2068059891462326,0.3295007646083832,0.09018595516681671,0.21525749564170837,0.04949117824435234,0.12858285009860992
containing,0.23763379454612732,0.38797858357429504,0.09824387729167938,0.31318455934524536,0.268460214138031,0.15983439981937408,0.2603820562362671,0.33499929308891296,0.1655367761850357
small,0.3054737150669098,0.42979657649993896,0.10715523362159729,0.32085540890693665,0.39655908942222595,0.16270840167999268,0.21011444926261902,0.08906874060630798,0.13914890587329865
figures,0.21176555752754211,0.22192882001399994,0.19607871770858765,0.21731525659561157,0.2664589285850525,0.15376538038253784,0.23916855454444885,0.21109099686145782,0.15584851801395416
and,0.48971283435821533,0.506277859210968,0.2506658732891083,0.3859752118587494,0.5171257257461548,0.30279669165611267,0.2476198524236679,0.19221575558185577,0.20544172823429108
inscriptions,0.18136842548847198,0.2887812852859497,0.16518649458885193,0.17245104908943176,0.28041476011276245,0.13406088948249817,0.19680637121200562,0.34957146644592285,0.120450958609581
",",0.44245919585227966,0.3658004403114319,0.28560417890548706,0.4691906273365021,0.4933079481124878,0.2963126599788666,0.26831090450286865,0.2621086835861206,0.31091248989105225
it,0.513711154460907,0.616637647151947,0.2363913208246231,0.6328473687171936,0.6251175999641418,0.23387153446674347,0.24116256833076477,0.19492605328559875,0.25732165575027466
is,0.42745086550712585,0.4457404911518097,0.2402215600013733,1.0,0.5823672413825989,0.17323584854602814,0.23869945108890533,0.13580690324306488,0.22961433231830597
a,0.45503583550453186,0.56894451379776,0.29350247979164124,0.658733606338501,0.5829201340675354,0.19569192826747894,0.2583516538143158,0.19971038401126862,0.23916715383529663
tour,0.224653422832489,0.14889180660247803,0.17413482069969177,0.15544618666172028,0.21915976703166962,0.14595916867256165,0.18688897788524628,0.1428280472755432,0.11551698297262192
de,0.15903331339359283,0.13585758209228516,0.14729079604148865,0.20309367775917053,0.23491892218589783,0.20420503616333008,0.2125064581632614,0.1481511890888214,0.11064168810844421
force,0.24496492743492126,0.22571609914302826,0.11461427807807922,0.22036980092525482,0.2800885736942291,0.1725369691848755,0.10650049895048141,0.056434281170368195,0.1650998443365097
of,0.41548454761505127,0.5011631846427917,0.2578314542770386,0.4854315221309662,0.733189046382904,0.289637953042984,0.19032223522663116,0.210488960146904,0.1826142966747284
bronze,0.16390153765678406,0.19257061183452606,0.1521793007850647,0.15866197645664215,0.2526973485946655,0.10273490846157074,0.33716198801994324,0.23938889801502228,0.12390820682048798
casting,0.2686409652233124,0.2860078811645508,0.10488925874233246,0.23353701829910278,0.28600358963012695,0.18932677805423737,0.26280534267425537,0.23258966207504272,0.151859849691391
.,0.4645031690597534,0.45942068099975586,0.32538118958473206,0.4569662809371948,0.5934505462646484,0.32183441519737244,0.23335912823677063,0.2194228619337082,0.4130953550338745
