,what,football,associated,thing,started,at,justin,herman,plaza,in,january,?
in,0.30808621644973755,0.2378888875246048,0.23328746855258942,0.259513795375824,0.3199414014816284,0.4374977946281433,0.16384002566337585,0.14911341667175293,0.1517188549041748,1.0,0.28467586636543274,0.20430970191955566
addition,0.20643717050552368,0.08450418710708618,0.1859568953514099,0.2461116909980774,0.13933800160884857,0.2062952220439911,0.0999825969338417,0.06515007466077805,0.23686468601226807,0.3033084571361542,0.11605040729045868,0.19187232851982117
",",0.3087472915649414,0.25483596324920654,0.27184680104255676,0.28342097997665405,0.32632124423980713,0.38314947485923767,0.26351892948150635,0.2558126747608185,0.1780022531747818,0.5201468467712402,0.4213674068450928,0.31091248989105225
``,0.008517155423760414,0.04665558412671089,0.019517168402671814,0.08754274249076843,-0.05113169550895691,-0.07642947137355804,0.05647547170519829,-0.06882932782173157,-0.03835507482290268,0.04765888676047325,0.0859564021229744,0.0685480609536171
super,0.13651713728904724,0.295350581407547,0.10292252898216248,0.1472017765045166,0.14480121433734894,0.11449114978313446,0.18469490110874176,0.10644732415676117,0.11758657544851303,0.18576006591320038,0.08795880526304245,0.166326642036438
bowl,0.15942467749118805,0.3109349310398102,0.14123407006263733,0.15985283255577087,0.11475653946399689,0.2709662914276123,0.11253492534160614,0.06547024846076965,0.15374425053596497,0.17236235737800598,0.13797584176063538,0.21118052303791046
city,0.17493832111358643,0.25945237278938293,0.12695519626140594,0.1759369820356369,0.20485715568065643,0.2310783565044403,0.1887744814157486,0.19312141835689545,0.3448775112628937,0.3911624252796173,0.22583067417144775,0.13423943519592285
'',0.08143015950918198,-0.04742448776960373,0.08694363385438919,-0.003462479915469885,0.03144173324108124,0.04379578307271004,-0.010182631202042103,0.042492616921663284,-0.012585800141096115,0.07432962208986282,-0.05028661713004112,0.018684765323996544
opened,0.14500318467617035,0.20126518607139587,0.13295167684555054,0.17598998546600342,0.3946969509124756,0.30489158630371094,0.12053462862968445,0.16703085601329803,0.3003566265106201,0.2972770035266876,0.1764276921749115,0.1934700310230255
on,0.34226128458976746,0.18135613203048706,0.17161807417869568,0.28198686242103577,0.35066497325897217,0.4806317389011383,0.2112480252981186,0.2101747840642929,0.1835595965385437,0.46853652596473694,0.3576357066631317,0.2714994251728058
january,0.19257698953151703,0.23248645663261414,0.08648809790611267,0.1759534329175949,0.23079784214496613,0.25715434551239014,0.22159449756145477,0.16788257658481598,0.09929802268743515,0.28467586636543274,1.0000001192092896,0.28608936071395874
30,-0.04443084076046944,0.09074760228395462,0.014468210749328136,-0.16182880103588104,0.0476473830640316,0.08557987958192825,0.0463276170194149,0.02315383404493332,0.11494836211204529,-0.005278158001601696,0.05664760619401932,-0.08261742442846298
at,0.2838611304759979,0.20598703622817993,0.17534279823303223,0.21732176840305328,0.2973955571651459,1.0,0.15325449407100677,0.14482979476451874,0.24878543615341187,0.4374977946281433,0.25715434551239014,0.21978627145290375
justin,0.14793814718723297,0.2074795961380005,0.015510582365095615,0.18496404588222504,0.20755425095558167,0.15325449407100677,1.0,0.2427445650100708,0.16461516916751862,0.16384002566337585,0.22159449756145477,0.17168305814266205
herman,0.16345740854740143,0.09011480957269669,0.09998565167188644,0.1241304948925972,0.141807422041893,0.14482979476451874,0.2427445650100708,1.0000001192092896,0.16061931848526,0.14911341667175293,0.16788257658481598,0.15866468846797943
plaza,0.09566929191350937,0.18592382967472076,0.123939149081707,0.10844556987285614,0.10392194241285324,0.24878543615341187,0.16461516916751862,0.16061931848526,1.0000001192092896,0.1517188549041748,0.09929802268743515,0.14521731436252594
on,0.34226128458976746,0.18135613203048706,0.17161807417869568,0.28198686242103577,0.35066497325897217,0.4806317389011383,0.2112480252981186,0.2101747840642929,0.1835595965385437,0.46853652596473694,0.3576357066631317,0.2714994251728058
the,0.42745697498321533,0.18794101476669312,0.2742886245250702,0.33238789439201355,0.3222070634365082,0.457212895154953,0.17751482129096985,0.19971449673175812,0.2343834489583969,0.6662389636039734,0.2467057853937149,0.22068053483963013
embarcadero,0.2514929175376892,0.23995469510555267,0.19527441263198853,0.261068731546402,0.26591548323631287,0.22375448048114777,0.21262159943580627,0.1880379170179367,0.37396538257598877,0.2386816293001175,0.28909483551979065,0.2404213696718216
",",0.3087472915649414,0.25483596324920654,0.27184680104255676,0.28342097997665405,0.32632124423980713,0.38314947485923767,0.26351892948150635,0.2558126747608185,0.1780022531747818,0.5201468467712402,0.4213674068450928,0.31091248989105225
featuring,0.18412666022777557,0.15883292257785797,0.12978671491146088,0.24526557326316833,0.1567453294992447,0.13106809556484222,0.3405510485172272,0.21889439225196838,0.1118273213505745,0.1888517439365387,0.17389564216136932,0.24838131666183472
games,0.1820194572210312,0.32364845275878906,0.09691650420427322,0.16269448399543762,0.2073005586862564,0.23006781935691833,0.1534121334552765,0.10527218133211136,0.12833087146282196,0.24802106618881226,0.15639139711856842,0.1360001415014267
and,0.31309178471565247,0.1999056488275528,0.30157923698425293,0.25096410512924194,0.2649672031402588,0.3571503460407257,0.2104688435792923,0.20138958096504211,0.17174072563648224,0.4954058527946472,0.24588775634765625,0.20544172823429108
activities,0.21757790446281433,0.10358113050460815,0.2798652946949005,0.23604784905910492,0.2599123418331146,0.17364175617694855,0.1046421006321907,0.13675805926322937,0.22850783169269562,0.2027697116136551,0.18392837047576904,0.11289679259061813
that,0.6297725439071655,0.1859128326177597,0.2675568461418152,0.5418820977210999,0.247867152094841,0.3183255195617676,0.21042943000793457,0.12836246192455292,0.13629882037639618,0.435920387506485,0.2010406255722046,0.32716336846351624
will,0.3510494530200958,0.09553585201501846,0.2084619551897049,0.37469756603240967,0.19461509585380554,0.26192525029182434,0.14737318456172943,0.16736739873886108,0.14810892939567566,0.2580665349960327,0.19195622205734253,0.35046905279159546
highlight,0.27256110310554504,0.15341953933238983,0.15782392024993896,0.16596029698848724,0.1390809267759323,0.1672203540802002,0.12274573743343353,0.07180389016866684,0.10898133367300034,0.2666685879230499,0.0518919862806797,0.19680358469486237
the,0.42745697498321533,0.18794101476669312,0.2742886245250702,0.33238789439201355,0.3222070634365082,0.457212895154953,0.17751482129096985,0.19971449673175812,0.2343834489583969,0.6662389636039734,0.2467057853937149,0.22068053483963013
bay,0.20251236855983734,0.18210841715335846,0.09545192867517471,0.13563627004623413,0.1452191025018692,0.163857102394104,0.18231961131095886,0.17992910742759705,0.2070087045431137,0.1926257163286209,0.1556418538093567,0.10773546993732452
area,0.21965408325195312,0.19584356248378754,0.2113826870918274,0.1703493744134903,0.20103099942207336,0.25113749504089355,0.08930287510156631,0.12004327028989792,0.1996215581893921,0.33632898330688477,0.1519424170255661,0.12640461325645447
's,0.02692362666130066,-0.03938785195350647,-0.07321830838918686,0.03294041007757187,0.01797550357878208,-0.08481216430664062,-0.012240738607943058,0.009405276738107204,-0.061702050268650055,-0.037580832839012146,-0.08409902453422546,-0.023395681753754616
technology,0.1940862536430359,0.18866713345050812,0.13157524168491364,0.18470780551433563,0.17158901691436768,0.23659983277320862,0.07134640961885452,0.1380845606327057,0.12388628721237183,0.24215441942214966,0.16770197451114655,0.11564995348453522
",",0.3087472915649414,0.25483596324920654,0.27184680104255676,0.28342097997665405,0.32632124423980713,0.38314947485923767,0.26351892948150635,0.2558126747608185,0.1780022531747818,0.5201468467712402,0.4213674068450928,0.31091248989105225
culinary,0.16607517004013062,0.1936429888010025,0.20598198473453522,0.1641794741153717,0.11686099320650101,0.14972011744976044,0.05792190879583359,0.13655276596546173,0.14938633143901825,0.23435072600841522,0.08176598697900772,0.14946907758712769
creations,0.26645737886428833,0.08577123284339905,0.23964497447013855,0.27816906571388245,0.22331051528453827,0.18926362693309784,0.17509160935878754,0.10128770023584366,0.13602042198181152,0.21155957877635956,0.17635130882263184,0.2910361588001251
",",0.3087472915649414,0.25483596324920654,0.27184680104255676,0.28342097997665405,0.32632124423980713,0.38314947485923767,0.26351892948150635,0.2558126747608185,0.1780022531747818,0.5201468467712402,0.4213674068450928,0.31091248989105225
and,0.31309178471565247,0.1999056488275528,0.30157923698425293,0.25096410512924194,0.2649672031402588,0.3571503460407257,0.2104688435792923,0.20138958096504211,0.17174072563648224,0.4954058527946472,0.24588775634765625,0.20544172823429108
cultural,0.18198847770690918,0.18513047695159912,0.19257336854934692,0.1386851668357849,0.08964129537343979,0.11326177418231964,0.04866306111216545,0.1590471863746643,0.21886877715587616,0.2409708946943283,0.1358802616596222,0.09798457473516464
diversity,0.2244141548871994,0.1601950228214264,0.25274452567100525,0.1594301015138626,0.1302134245634079,0.1830662190914154,0.07916262745857239,0.1307622790336609,0.13137617707252502,0.2306472808122635,0.008633800782263279,0.057167764753103256
.,0.3567904531955719,0.2514924108982086,0.2184346318244934,0.2933715879917145,0.3230702877044678,0.4549728035926819,0.22157661616802216,0.20500922203063965,0.21277397871017456,0.5591574311256409,0.36771366000175476,0.4130953550338745
