,what,northern,province,in,france,has,a,large,protestant,population,?
most,0.3219912350177765,0.26077258586883545,0.2148374617099762,0.41416558623313904,0.19987869262695312,0.3426419198513031,0.3508910834789276,0.32868051528930664,0.18884125351905823,0.21684317290782928,0.2107497900724411
are,0.29724663496017456,0.1961788535118103,0.17444288730621338,0.3841303884983063,0.18000386655330658,0.4313911199569702,0.265255331993103,0.3467932939529419,0.20154131948947906,0.20790868997573853,0.24591213464736938
concentrated,0.20476274192333221,0.11260677874088287,0.14845064282417297,0.29073235392570496,0.20938585698604584,0.23140521347522736,0.22587455809116364,0.24449247121810913,0.137815922498703,0.25837063789367676,0.11501483619213104
in,0.30808621644973755,0.3545122444629669,0.2537287175655365,1.0,0.3812309503555298,0.4173259735107422,0.539380669593811,0.2841601073741913,0.2637297511100769,0.3268454372882843,0.20430970191955566
alsace,0.2365240901708603,0.3041824996471405,0.3080252408981323,0.2968940734863281,0.5048280954360962,0.18571749329566956,0.282073438167572,0.20432235300540924,0.4245014786720276,0.28334876894950867,0.17753762006759644
in,0.30808621644973755,0.3545122444629669,0.2537287175655365,1.0,0.3812309503555298,0.4173259735107422,0.539380669593811,0.2841601073741913,0.2637297511100769,0.3268454372882843,0.20430970191955566
northeast,0.16898538172245026,0.5316948890686035,0.4050981104373932,0.3198278546333313,0.2115694284439087,0.1932802051305771,0.18476256728172302,0.2230515033006668,0.1964903324842453,0.42853280901908875,0.07426474988460541
france,0.17793065309524536,0.2002742737531662,0.19058716297149658,0.3812309503555298,1.0000001192092896,0.1568627804517746,0.24802380800247192,0.1730155199766159,0.26634272933006287,0.16930818557739258,0.15069349110126495
and,0.31309178471565247,0.2852024435997009,0.2092793881893158,0.4954058527946472,0.2925812005996704,0.43716782331466675,0.3739250600337982,0.3404269814491272,0.25109967589378357,0.23080337047576904,0.20544172823429108
the,0.42745697498321533,0.3422943353652954,0.24390551447868347,0.6662389636039734,0.35517507791519165,0.4177538752555847,0.5829201340675354,0.3828733265399933,0.2679212689399719,0.32044094800949097,0.22068053483963013
cévennes,0.1984010934829712,0.28579846024513245,0.264955073595047,0.3126695454120636,0.602469265460968,0.19529056549072266,0.26069360971450806,0.2303072214126587,0.2494734525680542,0.26275113224983215,0.1659584641456604
mountain,0.15145938098430634,0.3001422882080078,0.28823769092559814,0.2510811388492584,0.19862015545368195,0.1760430932044983,0.24023696780204773,0.2290996015071869,0.1963045597076416,0.20119088888168335,0.10710091888904572
region,0.2298986315727234,0.4094666540622711,0.43737971782684326,0.3524819314479828,0.3406105935573578,0.18160095810890198,0.23209655284881592,0.276833713054657,0.18244901299476624,0.35224372148513794,0.13441751897335052
in,0.30808621644973755,0.3545122444629669,0.2537287175655365,1.0,0.3812309503555298,0.4173259735107422,0.539380669593811,0.2841601073741913,0.2637297511100769,0.3268454372882843,0.20430970191955566
the,0.42745697498321533,0.3422943353652954,0.24390551447868347,0.6662389636039734,0.35517507791519165,0.4177538752555847,0.5829201340675354,0.3828733265399933,0.2679212689399719,0.32044094800949097,0.22068053483963013
south,0.15388517081737518,0.5065632462501526,0.3311699628829956,0.33642083406448364,0.26797276735305786,0.2072066068649292,0.23680485785007477,0.23836153745651245,0.1924847811460495,0.2744441628456116,0.12336621433496475
",",0.3087472915649414,0.29473260045051575,0.25477489829063416,0.5201468467712402,0.28250643610954285,0.3734780251979828,0.427140474319458,0.2263888567686081,0.2710806429386139,0.2967977225780487,0.31091248989105225
who,0.40942975878715515,0.21377815306186676,0.1634301096200943,0.2792111933231354,0.18489117920398712,0.2558172643184662,0.36608949303627014,0.20182651281356812,0.2817428708076477,0.1931699961423874,0.26220351457595825
still,0.4548931419849396,0.14889311790466309,0.15609686076641083,0.3424699008464813,0.20445558428764343,0.2830006182193756,0.3478926122188568,0.2811385989189148,0.2372041940689087,0.17804265022277832,0.3039587736129761
regard,0.35750043392181396,0.16079966723918915,0.16779880225658417,0.26254305243492126,0.13920146226882935,0.19628793001174927,0.22705335915088654,0.1487428843975067,0.2847001254558563,0.23455263674259186,0.25592759251594543
themselves,0.34807315468788147,0.15161719918251038,0.11175265163183212,0.17596714198589325,0.146076038479805,0.12082777172327042,0.19371497631072998,0.30943864583969116,0.2492842823266983,0.1562282294034958,0.20170879364013672
as,0.31749409437179565,0.2425830066204071,0.1361367255449295,0.3887844979763031,0.19034622609615326,0.351646363735199,0.39550232887268066,0.24282054603099823,0.19902361929416656,0.22002090513706207,0.27043893933296204
huguenots,0.22128188610076904,0.21250416338443756,0.1790950447320938,0.25916293263435364,0.44966813921928406,0.09468056261539459,0.20410758256912231,0.22648413479328156,0.5519246459007263,0.2895191013813019,0.16010338068008423
to,0.455847829580307,0.1886475831270218,0.15626174211502075,0.45010748505592346,0.2670897841453552,0.3619994819164276,0.45503583550453186,0.3150999844074249,0.23639842867851257,0.19776633381843567,0.29463258385658264
this,0.5489566326141357,0.21539166569709778,0.1664923131465912,0.45205554366111755,0.23969228565692902,0.4198763072490692,0.5422310829162598,0.3440819978713989,0.24984940886497498,0.20733799040317535,0.3155723512172699
day,0.2990210950374603,0.21989689767360687,0.17210283875465393,0.2671984136104584,0.19980821013450623,0.14931762218475342,0.18630309402942657,0.14374102652072906,0.18589454889297485,0.1542065590620041,0.2141837179660797
.,0.3567904531955719,0.2815330922603607,0.21393632888793945,0.5591574311256409,0.33719199895858765,0.4105546176433563,0.50484299659729,0.2304532378911972,0.279432475566864,0.26950228214263916,0.4130953550338745
