,what,is,the,term,for,closing,off,rivers,that,are,no,longer,connected,?
many,0.36131182312965393,0.2649032473564148,0.4335206151008606,0.22119450569152832,0.40972793102264404,0.21451540291309357,0.20289015769958496,0.21211747825145721,0.5391656160354614,0.5655534863471985,0.27654168009757996,0.31744858622550964,0.25816041231155396,0.2124512493610382
rivers,0.14092835783958435,0.23340918123722076,0.25597620010375977,0.04824906960129738,0.18258428573608398,0.05596988648176193,0.13673023879528046,1.0000001192092896,0.20313316583633423,0.2705375850200653,0.08265751600265503,0.14684981107711792,0.21100983023643494,0.15866327285766602
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.24443839490413666,0.41175219416618347,0.3000202178955078,0.2652609646320343,0.19806857407093048,0.6182622313499451,0.6577680706977844,0.38691386580467224,0.4194752871990204,0.25855332612991333,0.32991164922714233
been,0.2567804455757141,0.39566612243652344,0.3563927710056305,0.1964738517999649,0.39068686962127686,0.23964537680149078,0.1810925304889679,0.1790434718132019,0.4152003228664398,0.4703826308250427,0.2758704721927643,0.33307501673698425,0.20050424337387085,0.24354910850524902
closed,0.1689339131116867,0.15169702470302582,0.2359541952610016,0.10466855764389038,0.17350733280181885,0.5482444167137146,0.2690083682537079,0.0955924466252327,0.3103141188621521,0.16469426453113556,0.22213932871818542,0.2394787222146988,0.27084439992904663,0.15595348179340363
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.16755855083465576,0.3357032239437103,0.1802709996700287,0.15256637334823608,0.2023385763168335,0.2264307141304016,0.23263892531394958,0.28322693705558777,0.21640412509441376,0.17766018211841583,0.40561532974243164
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.11803510040044785,0.01270448137074709,0.13706184923648834,-0.0002830227604135871,0.10953781753778458,0.05285148695111275,0.12624181807041168,0.0809432715177536,0.14821937680244446,0.04455890133976936,0.0685480609536171
dammed,0.15275542438030243,0.21592803299427032,0.3165784180164337,0.13492996990680695,0.14961957931518555,0.13145095109939575,0.2739259898662567,0.33380138874053955,0.2025088667869568,0.19013704359531403,0.1404784470796585,0.16410310566425323,0.29235920310020447,0.11756494641304016
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.13619764149188995,-0.04479556903243065,0.034884463995695114,-0.050931159406900406,-0.048130013048648834,0.007880004122853279,0.0263817198574543,0.07282674312591553,-0.05467333644628525,0.1038694977760315,0.018684765323996544
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.14937621355056763,0.3639558255672455,0.19595469534397125,0.17601662874221802,0.19746091961860657,0.23478686809539795,0.2373749315738678,0.28349557518959045,0.22194087505340576,0.19700931012630463,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22272127866744995,0.5064792633056641,0.2008093148469925,0.2800697982311249,0.2823050618171692,0.4731321930885315,0.48576638102531433,0.25880882143974304,0.28952836990356445,0.2646467387676239,0.20544172823429108
now,0.4903225302696228,0.39589470624923706,0.38266420364379883,0.17830851674079895,0.3636377453804016,0.25308555364608765,0.25204554200172424,0.2193833738565445,0.4135645031929016,0.3292219042778015,0.23993392288684845,0.3620971143245697,0.22970068454742432,0.29641881585121155
serve,0.23061832785606384,0.22737301886081696,0.2749462425708771,0.31228312849998474,0.36519864201545715,0.2101038098335266,0.135337233543396,0.09997063875198364,0.2641109228134155,0.28864505887031555,0.15419399738311768,0.2533327043056488,0.19475793838500977,0.19925682246685028
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.3224089443683624,0.44774648547172546,0.22467800974845886,0.14843396842479706,0.15659430623054504,0.4735107421875,0.3826591968536377,0.28687340021133423,0.2959308624267578,0.12269873917102814,0.27043893933296204
drainage,0.1597922295331955,0.2501681447029114,0.2736852467060089,0.09552418440580368,0.16428974270820618,0.1397785097360611,0.1254354864358902,0.5936830043792725,0.18015657365322113,0.22413970530033112,0.10637043416500092,0.19976522028446198,0.3022580146789551,0.160207137465477
channels,0.1923084557056427,0.23861566185951233,0.27277594804763794,0.1852916032075882,0.23651212453842163,0.10182847827672958,0.22224582731723785,0.3605453372001648,0.23954801261425018,0.26991578936576843,0.10853109508752823,0.15796290338039398,0.2822527289390564,0.19657258689403534
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2766548991203308,0.9999999403953552,0.2750873267650604,0.20644043385982513,0.18258428573608398,0.4137635827064514,0.3895993232727051,0.306581974029541,0.33661994338035583,0.11114766448736191,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.2740369141101837,0.4739971458911896,0.29856032133102417,0.2773582935333252,0.25597620010375977,0.5473989248275757,0.40399202704429626,0.3461136817932129,0.361417293548584,0.31369513273239136,0.22068053483963013
numerous,0.1867249608039856,0.14785398542881012,0.3353725075721741,0.07287012040615082,0.2626895606517792,0.21340247988700867,0.17073021829128265,0.2214798927307129,0.3390238285064697,0.4010654389858246,0.19341430068016052,0.13083083927631378,0.15295352041721344,0.0875130444765091
polders,0.21507827937602997,0.17791660130023956,0.26375797390937805,0.17196717858314514,0.22949565947055817,0.21203750371932983,0.2551649808883667,0.32270774245262146,0.3102418780326843,0.2961093783378601,0.20691707730293274,0.2863563299179077,0.24193075299263,0.16031977534294128
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18456575274467468,0.4726039469242096,0.2604891061782837,0.2869674861431122,0.22710572183132172,0.4460422694683075,0.3452940285205841,0.35224834084510803,0.3278593122959137,0.2379520833492279,0.4130953550338745
