,how,is,winter,weather,in,jacksonville,described,as,?
like,0.4663832485675812,0.29710376262664795,0.1464366763830185,0.1640947461128235,0.31010183691978455,0.1849297434091568,0.31995970010757446,0.4175155460834503,0.3268813192844391
much,0.46556615829467773,0.3156087100505829,0.17509227991104126,0.2717618942260742,0.2725222110748291,0.1343209147453308,0.23878051340579987,0.36514025926589966,0.23442231118679047
of,0.2480744868516922,0.4854315221309662,0.23947669565677643,0.22687400877475739,0.5696388483047485,0.23084138333797455,0.297532320022583,0.3886612355709076,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,0.30035296082496643,0.28776681423187256,0.6662389636039734,0.2176690250635147,0.2878154516220093,0.48381632566452026,0.22068053483963013
south,0.11786635220050812,0.27680471539497375,0.24340982735157013,0.20284825563430786,0.33642083406448364,0.24695053696632385,0.10774679481983185,0.21022742986679077,0.12336621433496475
atlantic,0.16433286666870117,0.2232125848531723,0.20851798355579376,0.3412550985813141,0.23876288533210754,0.3390050530433655,0.16708318889141083,0.18390923738479614,0.15355663001537323
region,0.15155482292175293,0.3317503035068512,0.21435585618019104,0.21218304336071014,0.3524819314479828,0.1469353437423706,0.11799356341362,0.17285758256912231,0.13441751897335052
of,0.2480744868516922,0.4854315221309662,0.23947669565677643,0.22687400877475739,0.5696388483047485,0.23084138333797455,0.297532320022583,0.3886612355709076,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,0.30035296082496643,0.28776681423187256,0.6662389636039734,0.2176690250635147,0.2878154516220093,0.48381632566452026,0.22068053483963013
united,0.19034643471240997,0.22408509254455566,0.2222117930650711,0.2137375771999359,0.3938477039337158,0.303199827671051,0.14138475060462952,0.27979812026023865,0.17266890406608582
states,0.20841296017169952,0.21939043700695038,0.23354580998420715,0.2303781658411026,0.3977442979812622,0.31034567952156067,0.1615496277809143,0.26192235946655273,0.16272737085819244
",",0.22659391164779663,0.4691906273365021,0.29047003388404846,0.2356119304895401,0.5201468467712402,0.2837527096271515,0.25326472520828247,0.48816442489624023,0.31091248989105225
jacksonville,0.165566086769104,0.1726600080728531,0.1367608904838562,0.25744494795799255,0.22147351503372192,1.0000001192092896,0.1136399433016777,0.20988665521144867,0.1359667330980301
has,0.26820555329322815,0.5668748617172241,0.18220940232276917,0.14680244028568268,0.4173259735107422,0.22732819616794586,0.24291560053825378,0.351646363735199,0.15994466841220856
a,0.29312583804130554,0.658733606338501,0.19113492965698242,0.22856730222702026,0.539380669593811,0.28008249402046204,0.25473126769065857,0.39550232887268066,0.23916715383529663
humid,0.13888505101203918,0.25700077414512634,0.38225623965263367,0.44889435172080994,0.2722102701663971,0.16356991231441498,0.18109147250652313,0.15698200464248657,0.18080666661262512
subtropical,0.16963201761245728,0.1998416930437088,0.26549920439720154,0.43100425601005554,0.19164764881134033,0.19871120154857635,0.218497171998024,0.21910211443901062,0.13303013145923615
climate,0.23680974543094635,0.26601269841194153,0.35321044921875,0.5256097316741943,0.24209141731262207,0.10859598219394684,0.19740167260169983,0.2189137190580368,0.19998492300510406
(,0.1676948219537735,0.35393038392066956,0.18090569972991943,0.11885728687047958,0.3087427020072937,0.1611778438091278,0.12990830838680267,0.32029855251312256,0.40561532974243164
köppen,0.19614559412002563,0.2697369158267975,0.38864657282829285,0.4264172613620758,0.22053219377994537,0.16978302597999573,0.22417907416820526,0.19843627512454987,0.20823095738887787
cfa,0.26904359459877014,0.17850255966186523,0.16930629312992096,0.3203924000263214,0.1720319390296936,0.2055162787437439,0.09366383403539658,0.20465755462646484,0.2396017462015152
),0.17939934134483337,0.37732169032096863,0.19428998231887817,0.12999509274959564,0.3326910734176636,0.16729915142059326,0.12792174518108368,0.32161882519721985,0.42300865054130554
",",0.22659391164779663,0.4691906273365021,0.29047003388404846,0.2356119304895401,0.5201468467712402,0.2837527096271515,0.25326472520828247,0.48816442489624023,0.31091248989105225
with,0.3525622487068176,0.3250955045223236,0.2317385971546173,0.17166398465633392,0.4080928862094879,0.2283513844013214,0.24371938407421112,0.40387406945228577,0.2433311939239502
mild,0.20864196121692657,0.2723495364189148,0.3462788760662079,0.3706199526786804,0.2406633049249649,0.1429978609085083,0.22047311067581177,0.20400865375995636,0.1594024896621704
weather,0.25723013281822205,0.2038479745388031,0.3653745949268341,1.0000001192092896,0.19644400477409363,0.25744494795799255,0.13956646621227264,0.19066357612609863,0.15533578395843506
during,0.26830652356147766,0.2240111529827118,0.3251231908798218,0.22806447744369507,0.4627237319946289,0.2325054407119751,0.25197264552116394,0.29671990871429443,0.1325719803571701
winters,0.11231651902198792,0.2521657645702362,0.7869926691055298,0.4260398745536804,0.27563002705574036,0.22050432860851288,0.14996884763240814,0.2043757140636444,0.17052674293518066
and,0.33647966384887695,0.3859752118587494,0.2760835289955139,0.26406481862068176,0.4954058527946472,0.2603762745857239,0.2681671977043152,0.49487000703811646,0.20544172823429108
hot,0.19819697737693787,0.23682232201099396,0.27690157294273376,0.3416762351989746,0.2257058322429657,0.14742472767829895,0.10209881514310837,0.2031807154417038,0.1789601445198059
and,0.33647966384887695,0.3859752118587494,0.2760835289955139,0.26406481862068176,0.4954058527946472,0.2603762745857239,0.2681671977043152,0.49487000703811646,0.20544172823429108
humid,0.13888505101203918,0.25700077414512634,0.38225623965263367,0.44889435172080994,0.2722102701663971,0.16356991231441498,0.18109147250652313,0.15698200464248657,0.18080666661262512
weather,0.25723013281822205,0.2038479745388031,0.3653745949268341,1.0000001192092896,0.19644400477409363,0.25744494795799255,0.13956646621227264,0.19066357612609863,0.15533578395843506
