,in,2007,",",what,was,the,high,end,of,the,salary,range,?
salaries,0.23869653046131134,-0.2005840539932251,0.2153448611497879,0.23399829864501953,0.22511044144630432,0.29897719621658325,0.13638968765735626,0.15495529770851135,0.26177874207496643,0.29897719621658325,0.7571817636489868,0.11372540146112442,0.23913246393203735
for,0.4322226941585541,-0.15897968411445618,0.4464869201183319,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.1925620585680008,0.22042374312877655,0.4185989499092102,0.4739971458911896,0.31719970703125,0.2565288841724396,0.264628142118454
nursery,0.24798758327960968,-0.11960704624652863,0.24292925000190735,0.2235950380563736,0.13228434324264526,0.20382064580917358,0.23516064882278442,0.1578427106142044,0.20588873326778412,0.20382064580917358,0.14331907033920288,0.19492101669311523,0.17706544697284698
",",0.5201468467712402,-0.24049624800682068,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.27938312292099,0.25448864698410034,0.4946078956127167,0.4933079481124878,0.19489715993404388,0.2808356285095215,0.31091248989105225
primary,0.21150650084018707,-0.044638313353061676,0.2565748989582062,0.2113915979862213,0.16384649276733398,0.25688621401786804,0.2813328802585602,0.14018824696540833,0.23414276540279388,0.25688621401786804,0.12981799244880676,0.19112271070480347,0.16286636888980865
and,0.4954058527946472,-0.2391151487827301,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2911888659000397,0.24708716571331024,0.5116966962814331,0.5171257257461548,0.12764538824558258,0.27470090985298157,0.20544172823429108
secondary,0.2103116512298584,-0.023875396698713303,0.2158004194498062,0.20388361811637878,0.12099137902259827,0.21037471294403076,0.36886268854141235,0.11179459095001221,0.219074085354805,0.21037471294403076,0.15863801538944244,0.17912019789218903,0.18118004500865936
school,0.26157811284065247,-0.15004359185695648,0.27141863107681274,0.18774057924747467,0.25740107893943787,0.22953221201896667,0.5397339463233948,0.12629225850105286,0.2391800880432129,0.22953221201896667,0.1826583445072174,0.19517356157302856,0.15091250836849213
teachers,0.2128150761127472,-0.215860515832901,0.28049156069755554,0.2526462972164154,0.18821726739406586,0.22025763988494873,0.24631401896476746,0.12680546939373016,0.27737662196159363,0.22025763988494873,0.2759143114089966,0.16123706102371216,0.19522249698638916
ranged,0.2351108193397522,-0.12400253117084503,0.26986294984817505,0.16069062054157257,0.22788681089878082,0.2715573310852051,0.2193027287721634,0.2004633992910385,0.3088494539260864,0.2715573310852051,0.2064165323972702,0.6804896593093872,0.11487069725990295
from,0.4274188280105591,-0.13366085290908813,0.39760664105415344,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.193696990609169,0.31609439849853516,0.4249346852302551,0.40150508284568787,0.20708754658699036,0.2519944906234741,0.19969791173934937
"£20,133",-0.11721129715442657,0.09206674993038177,-0.01056412048637867,-0.13828609883785248,-0.093924880027771,-0.1795365959405899,-0.08222568780183792,-0.26125282049179077,-0.11160255968570709,-0.1795365959405899,-0.1482933759689331,-0.1396389603614807,-0.08088389784097672
to,0.45010748505592346,-0.1738293468952179,0.44245919585227966,0.455847829580307,0.3636345863342285,0.535392165184021,0.28947713971138,0.3229445815086365,0.41548454761505127,0.535392165184021,0.2658538222312927,0.2767433524131775,0.29463258385658264
"£41,004",0.017654377967119217,-0.11035104095935822,0.19653312861919403,-0.038997579365968704,0.16591870784759521,0.00949892122298479,0.06819000095129013,-0.01171141117811203,0.01430186815559864,0.00949892122298479,0.005903845652937889,0.003994700498878956,-0.004401235841214657
in,1.0,-0.2201838344335556,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2652597725391388,0.28539085388183594,0.5696388483047485,0.6662389636039734,0.190061554312706,0.2084861844778061,0.20430970191955566
september,0.25402772426605225,-0.20075829327106476,0.4139758348464966,0.2153792530298233,0.4425655007362366,0.2516939043998718,0.09168889373540878,0.12274900823831558,0.16787530481815338,0.2516939043998718,0.15695229172706604,0.08231201767921448,0.2665146589279175
2007,-0.2201838344335556,1.0,-0.24049624800682068,-0.15549811720848083,-0.29168957471847534,-0.23657195270061493,-0.08016102015972137,-0.10882548242807388,-0.21244128048419952,-0.23657195270061493,-0.12775929272174835,-0.0049808816984295845,-0.1664225310087204
",",0.5201468467712402,-0.24049624800682068,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.27938312292099,0.25448864698410034,0.4946078956127167,0.4933079481124878,0.19489715993404388,0.2808356285095215,0.31091248989105225
although,0.28763338923454285,-0.1477513611316681,0.36230817437171936,0.24844598770141602,0.3711436688899994,0.3265823423862457,0.17314523458480835,0.22611156105995178,0.3024747669696808,0.3265823423862457,0.2026059925556183,0.194715216755867,0.15541206300258636
some,0.4010399878025055,-0.12801440060138702,0.42400437593460083,0.4491020441055298,0.21528802812099457,0.4566698372364044,0.23313355445861816,0.22784072160720825,0.4300730526447296,0.4566698372364044,0.18808098137378693,0.3333519399166107,0.2562315762042999
salaries,0.23869653046131134,-0.2005840539932251,0.2153448611497879,0.23399829864501953,0.22511044144630432,0.29897719621658325,0.13638968765735626,0.15495529770851135,0.26177874207496643,0.29897719621658325,0.7571817636489868,0.11372540146112442,0.23913246393203735
can,0.26527702808380127,0.01315645407885313,0.3139454126358032,0.34502777457237244,0.23099195957183838,0.312528520822525,0.24255423247814178,0.17328274250030518,0.2603091299533844,0.312528520822525,0.15311087667942047,0.2876698672771454,0.3226337134838104
go,0.22233200073242188,-0.1477750837802887,0.3043581247329712,0.35329025983810425,0.16801296174526215,0.29801803827285767,0.21246568858623505,0.2766197621822357,0.21881330013275146,0.29801803827285767,0.10038863867521286,0.15134580433368683,0.25942572951316833
much,0.2725222110748291,-0.12395793944597244,0.36182254552841187,0.45316147804260254,0.2580166161060333,0.35023224353790283,0.2622373700141907,0.20683908462524414,0.2671096920967102,0.35023224353790283,0.2351851612329483,0.26733410358428955,0.23442231118679047
higher,0.23285751044750214,-0.07987623661756516,0.251458078622818,0.2538340389728546,0.12998951971530914,0.3292480409145355,0.5695294737815857,0.23192815482616425,0.3096220791339874,0.3292480409145355,0.21080181002616882,0.22812753915786743,0.15679465234279633
depending,0.24907177686691284,0.03522279113531113,0.2440662980079651,0.3483159840106964,0.1660737544298172,0.3423977494239807,0.2598453164100647,0.20183917880058289,0.3065048158168793,0.3423977494239807,0.2468871921300888,0.26846152544021606,0.21704205870628357
on,0.46853652596473694,-0.16471703350543976,0.49057599902153015,0.34226128458976746,0.3909217119216919,0.5107308030128479,0.20843200385570526,0.2773675322532654,0.3966929316520691,0.5107308030128479,0.22385592758655548,0.19070495665073395,0.2714994251728058
experience,0.19806437194347382,-0.1379484087228775,0.22459560632705688,0.3894727826118469,0.17093802988529205,0.21682339906692505,0.19409692287445068,0.19133815169334412,0.228313148021698,0.21682339906692505,0.23070719838142395,0.17633572220802307,0.25203612446784973
and,0.4954058527946472,-0.2391151487827301,0.6633074283599854,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.2911888659000397,0.24708716571331024,0.5116966962814331,0.5171257257461548,0.12764538824558258,0.27470090985298157,0.20544172823429108
extra,0.17453980445861816,0.03767142817378044,0.20082387328147888,0.1589265614748001,0.06457260996103287,0.20500101149082184,0.10061968863010406,0.1854010373353958,0.17564688622951508,0.20500101149082184,0.2783973217010498,0.19692355394363403,0.11175043880939484
responsibilities,0.18130142986774445,-0.24939404428005219,0.2557533085346222,0.32758331298828125,0.19186560809612274,0.2885926067829132,0.14336532354354858,0.1336652785539627,0.27643904089927673,0.2885926067829132,0.2746930718421936,0.12925082445144653,0.2195286750793457
.,0.5591574311256409,-0.216732457280159,0.6812511086463928,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24301011860370636,0.26526886224746704,0.5352458953857422,0.5934505462646484,0.2463613897562027,0.25816646218299866,0.4130953550338745
