,what,position,in,the,government,does,robert,gates,hold,?
christian,0.17849333584308624,0.10710066556930542,0.17218929529190063,0.19930796325206757,0.1739896535873413,0.11483608186244965,0.1592928022146225,0.1321009397506714,0.15666663646697998,0.1508396863937378
whiton,0.23482589423656464,0.21349592506885529,0.18141256272792816,0.2603248953819275,0.1321757435798645,0.24690985679626465,0.1987890899181366,0.23797790706157684,0.17529337108135223,0.21458700299263
",",0.3087472915649414,0.1771278828382492,0.5201468467712402,0.4933079481124878,0.27344048023223877,0.28617382049560547,0.22878289222717285,0.2782841622829437,0.2803111970424652,0.31091248989105225
an,0.2821882665157318,0.17940422892570496,0.2605783939361572,0.4207492768764496,0.15164874494075775,0.29477936029434204,0.162705197930336,0.17393191158771515,0.13976497948169708,0.19793890416622162
official,0.18967986106872559,0.14688165485858917,0.25180214643478394,0.3133983910083771,0.30452626943588257,0.16098397970199585,0.1492716521024704,0.09137371182441711,0.12220828980207443,0.18097688257694244
in,0.30808621644973755,0.20453733205795288,1.0,0.6662389636039734,0.3066793978214264,0.214483380317688,0.22155319154262543,0.18144387006759644,0.2667064666748047,0.20430970191955566
the,0.42745697498321533,0.3183514177799225,0.6662389636039734,1.0,0.31798112392425537,0.35928019881248474,0.2257954627275467,0.2443714737892151,0.3067915439605713,0.22068053483963013
george,0.22000353038311005,0.13859274983406067,0.18167929351329803,0.2510760426521301,0.14049941301345825,0.14882411062717438,0.2609799802303314,0.12145204842090607,0.14592967927455902,0.1479024887084961
w.,-0.0846915990114212,-0.021242545917630196,-0.029492290690541267,0.007494001649320126,-0.007587769068777561,0.04397980496287346,-0.03527682274580002,0.018678240478038788,-0.05253274366259575,-0.07353907823562622
bush,0.15419380366802216,0.14630477130413055,0.13115869462490082,0.2197706699371338,0.17227701842784882,0.1264066994190216,0.20058338344097137,0.14553499221801758,0.21489892899990082,0.17634931206703186
administration,0.2483910471200943,0.1912931501865387,0.25846216082572937,0.3083578944206238,0.5036112666130066,0.1576833873987198,0.21190446615219116,0.15436282753944397,0.18570883572101593,0.14283715188503265
",",0.3087472915649414,0.1771278828382492,0.5201468467712402,0.4933079481124878,0.27344048023223877,0.28617382049560547,0.22878289222717285,0.2782841622829437,0.2803111970424652,0.31091248989105225
called,0.3235960602760315,0.21288301050662994,0.40847352147102356,0.489897221326828,0.21808753907680511,0.3201718330383301,0.19535411894321442,0.1757468730211258,0.2461746633052826,0.18963319063186646
for,0.3017193675041199,0.27123650908470154,0.4322226941585541,0.4739971458911896,0.23902073502540588,0.35159170627593994,0.19542941451072693,0.19152741134166718,0.325223445892334,0.264628142118454
a,0.3320399522781372,0.28626853227615356,0.539380669593811,0.5829201340675354,0.25158295035362244,0.38201746344566345,0.2100449502468109,0.1728413850069046,0.2822398841381073,0.23916715383529663
new,0.2130378633737564,0.14689169824123383,0.3758552670478821,0.3845241069793701,0.2173687368631363,0.1745370477437973,0.1655803620815277,0.13177472352981567,0.19455289840698242,0.14782847464084625
agency,0.1771060973405838,0.1694912165403366,0.18450471758842468,0.24253644049167633,0.3666321337223053,0.16264906525611877,0.0981331467628479,0.1362595558166504,0.0886351689696312,0.18185843527317047
focused,0.2724583148956299,0.18611392378807068,0.29637840390205383,0.2969476580619812,0.20077651739120483,0.2509014308452606,0.11865098774433136,0.12802734971046448,0.22216850519180298,0.1578395515680313
on,0.34226128458976746,0.22749492526054382,0.46853652596473694,0.5107308030128479,0.19216017425060272,0.2568802833557129,0.20455646514892578,0.24776434898376465,0.2548828125,0.2714994251728058
the,0.42745697498321533,0.3183514177799225,0.6662389636039734,1.0,0.31798112392425537,0.35928019881248474,0.2257954627275467,0.2443714737892151,0.3067915439605713,0.22068053483963013
nonviolent,0.27531832456588745,0.18248577415943146,0.23583105206489563,0.23885348439216614,0.3617159426212311,0.2396274358034134,0.14004915952682495,0.18061654269695282,0.1884099543094635,0.23365403711795807
practice,0.2749895751476288,0.24853970110416412,0.24572531878948212,0.27333036065101624,0.2333477884531021,0.2342499941587448,0.15755152702331543,0.13175569474697113,0.2934114634990692,0.21386858820915222
of,0.33290785551071167,0.23636478185653687,0.5696388483047485,0.733189046382904,0.3475167155265808,0.3119818866252899,0.2398476004600525,0.15723752975463867,0.2465030699968338,0.1826142966747284
``,0.008517155423760414,0.19217348098754883,0.04765888676047325,0.029072100296616554,0.09259884804487228,0.06539655476808548,-0.011241299100220203,-0.03885700926184654,0.025490405037999153,0.0685480609536171
political,0.21846716105937958,0.24095097184181213,0.22136160731315613,0.20477235317230225,0.4633687138557434,0.16916483640670776,0.10254821926355362,0.11452985554933548,0.20633235573768616,0.17130474746227264
warfare,0.21073800325393677,0.1273428201675415,0.25275883078575134,0.257932186126709,0.20084433257579803,0.1753692775964737,0.16351504623889923,0.16532813012599945,0.1900365650653839,0.1583555042743683
'',0.08143015950918198,-0.05507151037454605,0.07432962208986282,0.041273195296525955,0.01981239765882492,-0.004023602232336998,-0.032864753156900406,-0.022727541625499725,-0.06352980434894562,0.018684765323996544
aimed,0.2549166977405548,0.12976282835006714,0.22416192293167114,0.2317158579826355,0.2023669183254242,0.1807917207479477,0.042378466576337814,0.13150563836097717,0.143249973654747,0.2069684863090515
at,0.2838611304759979,0.20755837857723236,0.4374977946281433,0.457212895154953,0.1937524825334549,0.17465277016162872,0.16207672655582428,0.22418011724948883,0.260353684425354,0.21978627145290375
undermining,0.3852328062057495,0.3306821286678314,0.25716432929039,0.31178784370422363,0.3381924033164978,0.3115988075733185,0.1699659526348114,0.16605700552463531,0.25495123863220215,0.2701819837093353
the,0.42745697498321533,0.3183514177799225,0.6662389636039734,1.0,0.31798112392425537,0.35928019881248474,0.2257954627275467,0.2443714737892151,0.3067915439605713,0.22068053483963013
ideology,0.3075948655605316,0.2461572289466858,0.15930864214897156,0.17914913594722748,0.37227126955986023,0.18469451367855072,0.11840971559286118,0.08541768044233322,0.1649269461631775,0.14344371855258942
.,0.3567904531955719,0.24342353641986847,0.5591574311256409,0.5934505462646484,0.2521961033344269,0.3022993505001068,0.25747326016426086,0.2428911328315735,0.30296799540519714,0.4130953550338745
,what,position,in,the,government,does,robert,gates,hold,?
u.s.,0.11178889125585556,0.04559526965022087,-0.003064807504415512,0.06592652946710587,-0.02470526285469532,0.04108200594782829,0.0076278564520180225,0.08522705733776093,0.0008383680833503604,0.07886100560426712
defense,0.193815678358078,0.2867467999458313,0.20235490798950195,0.2604767382144928,0.27623146772384644,0.17809149622917175,0.14003758132457733,0.1869586706161499,0.21758055686950684,0.21935760974884033
secretary,0.14278742671012878,0.2966015040874481,0.22551915049552917,0.23160062730312347,0.35124632716178894,0.12599565088748932,0.2092895656824112,0.13819049298763275,0.16730205714702606,0.10113837569952011
robert,0.1948658525943756,0.12465880811214447,0.22155319154262543,0.2257954627275467,0.1111178994178772,0.08882448822259903,0.9999999403953552,0.17496563494205475,0.13982878625392914,0.11293095350265503
gates,0.12827859818935394,0.09835990518331528,0.18144387006759644,0.2443714737892151,0.09558834135532379,0.12638059258460999,0.17496563494205475,0.9999999403953552,0.2571048140525818,0.1212976723909378
called,0.3235960602760315,0.21288301050662994,0.40847352147102356,0.489897221326828,0.21808753907680511,0.3201718330383301,0.19535411894321442,0.1757468730211258,0.2461746633052826,0.18963319063186646
for,0.3017193675041199,0.27123650908470154,0.4322226941585541,0.4739971458911896,0.23902073502540588,0.35159170627593994,0.19542941451072693,0.19152741134166718,0.325223445892334,0.264628142118454
establishing,0.1974942833185196,0.2379692643880844,0.284413605928421,0.3532279133796692,0.339116632938385,0.22644194960594177,0.08168993145227432,0.1606479436159134,0.1956995278596878,0.1457604318857193
something,0.6258514523506165,0.2592639625072479,0.2275991588830948,0.32640767097473145,0.24777618050575256,0.4153394103050232,0.11592641472816467,0.13280411064624786,0.2648000717163086,0.4761815667152405
similar,0.30608364939689636,0.12648817896842957,0.28091391921043396,0.2963123023509979,0.1967698484659195,0.3042154014110565,0.060117002576589584,0.053716301918029785,0.17648428678512573,0.23309361934661865
to,0.455847829580307,0.2374807894229889,0.45010748505592346,0.535392165184021,0.28343796730041504,0.4391997456550598,0.16130879521369934,0.21614286303520203,0.3469145894050598,0.29463258385658264
the,0.42745697498321533,0.3183514177799225,0.6662389636039734,1.0,0.31798112392425537,0.35928019881248474,0.2257954627275467,0.2443714737892151,0.3067915439605713,0.22068053483963013
defunct,0.17937856912612915,0.19082888960838318,0.26218080520629883,0.28716084361076355,0.19003596901893616,0.17348866164684296,0.08452624082565308,0.1338733285665512,0.16138455271720886,0.1643490195274353
u.s.,0.11178889125585556,0.04559526965022087,-0.003064807504415512,0.06592652946710587,-0.02470526285469532,0.04108200594782829,0.0076278564520180225,0.08522705733776093,0.0008383680833503604,0.07886100560426712
information,0.35283446311950684,0.25707119703292847,0.20385970175266266,0.3143121302127838,0.27403873205184937,0.279457688331604,0.06948523968458176,0.08807123452425003,0.25311723351478577,0.24875912070274353
agency,0.1771060973405838,0.1694912165403366,0.18450471758842468,0.24253644049167633,0.3666321337223053,0.16264906525611877,0.0981331467628479,0.1362595558166504,0.0886351689696312,0.18185843527317047
",",0.3087472915649414,0.1771278828382492,0.5201468467712402,0.4933079481124878,0.27344048023223877,0.28617382049560547,0.22878289222717285,0.2782841622829437,0.2803111970424652,0.31091248989105225
which,0.5261979103088379,0.2391343116760254,0.4840516746044159,0.6521818041801453,0.27266770601272583,0.39111801981925964,0.14939574897289276,0.19636021554470062,0.32377585768699646,0.25814583897590637
was,0.22111038863658905,0.23203803598880768,0.45514053106307983,0.48711544275283813,0.2995857298374176,0.19302551448345184,0.24186499416828156,0.20647941529750824,0.19631803035736084,0.18412111699581146
charged,0.191240593791008,0.2139483243227005,0.20106644928455353,0.2047804892063141,0.21038228273391724,0.14322786033153534,0.1868893802165985,0.23289942741394043,0.19815105199813843,0.1305682212114334
with,0.2464839518070221,0.16771268844604492,0.4080928862094879,0.4223487675189972,0.2035938799381256,0.26186925172805786,0.19348889589309692,0.16881613433361053,0.22930166125297546,0.2433311939239502
undermining,0.3852328062057495,0.3306821286678314,0.25716432929039,0.31178784370422363,0.3381924033164978,0.3115988075733185,0.1699659526348114,0.16605700552463531,0.25495123863220215,0.2701819837093353
the,0.42745697498321533,0.3183514177799225,0.6662389636039734,1.0,0.31798112392425537,0.35928019881248474,0.2257954627275467,0.2443714737892151,0.3067915439605713,0.22068053483963013
communist,0.1774516999721527,0.18971504271030426,0.2044694870710373,0.24560265243053436,0.45304152369499207,0.13675668835639954,0.13080544769763947,0.10136891156435013,0.1319548636674881,0.13955675065517426
ideology,0.3075948655605316,0.2461572289466858,0.15930864214897156,0.17914913594722748,0.37227126955986023,0.18469451367855072,0.11840971559286118,0.08541768044233322,0.1649269461631775,0.14344371855258942
during,0.24137552082538605,0.1640819013118744,0.4627237319946289,0.4838213622570038,0.25454002618789673,0.15165476500988007,0.2420009821653366,0.12361014634370804,0.25532129406929016,0.1325719803571701
the,0.42745697498321533,0.3183514177799225,0.6662389636039734,1.0,0.31798112392425537,0.35928019881248474,0.2257954627275467,0.2443714737892151,0.3067915439605713,0.22068053483963013
cold,0.19148564338684082,0.09473320841789246,0.24527457356452942,0.2897129952907562,0.1353820115327835,0.19566471874713898,0.16505970060825348,0.1497659534215927,0.20250077545642853,0.12272877991199493
war,0.22516006231307983,0.11233042925596237,0.29904094338417053,0.366199791431427,0.33835113048553467,0.13401690125465393,0.22770491242408752,0.18931248784065247,0.1937786191701889,0.15510529279708862
.,0.3567904531955719,0.24342353641986847,0.5591574311256409,0.5934505462646484,0.2521961033344269,0.3022993505001068,0.25747326016426086,0.2428911328315735,0.30296799540519714,0.4130953550338745
