,what,soap,opera,is,currently,featured,in,abc,'s,daytime,programming,?
daytime,0.18597152829170227,0.36783695220947266,0.2452889382839203,0.1973431557416916,0.20638617873191833,0.3011016249656677,0.2666790783405304,0.32957881689071655,0.017330700531601906,1.0000001192092896,0.32188817858695984,0.17830818891525269
programming,0.22725710272789001,0.20332707464694977,0.211136132478714,0.20774513483047485,0.21660484373569489,0.25693216919898987,0.17145347595214844,0.3165910840034485,0.011488005518913269,0.32188817858695984,0.9999999403953552,0.22249025106430054
is,0.28837618231773376,0.192221000790596,0.1781812608242035,1.0,0.4011616110801697,0.2173553705215454,0.5394441485404968,0.16037321090698242,0.02396530658006668,0.1973431557416916,0.20774513483047485,0.22961433231830597
also,0.42747777700424194,0.2823120951652527,0.1800607591867447,0.5012649297714233,0.3955240249633789,0.3332268297672272,0.5073733329772949,0.2030053734779358,-0.0014726108638569713,0.3384404182434082,0.23027054965496063,0.21848613023757935
provided,0.2206064909696579,0.09884583950042725,0.07485032081604004,0.19162359833717346,0.17706038057804108,0.2563086450099945,0.19033823907375336,0.1231839656829834,0.01738812029361725,0.16702651977539062,0.22523216903209686,0.16893617808818817
from,0.2737620174884796,0.10265012085437775,0.11413158476352692,0.27355384826660156,0.22614768147468567,0.2378813475370407,0.4274188280105591,0.12159302085638046,-0.01936490088701248,0.1428208202123642,0.10553548485040665,0.19969791173934937
11:00,-0.02333962917327881,0.12364086508750916,0.08420589566230774,0.001856246148236096,-0.008256366476416588,0.04396914690732956,0.023744506761431694,0.04121720790863037,0.07249201089143753,0.1845397651195526,-0.06312395632266998,-0.06588217616081238
a.m.,0.050418004393577576,0.11877802759408951,0.07795508205890656,0.06652376800775528,-0.0195894967764616,0.08687609434127808,0.10170593112707138,0.06478402763605118,0.017217164859175682,0.09574873745441437,-0.0018357285298407078,-0.013456551358103752
to,0.455847829580307,0.16551382839679718,0.18654409050941467,0.42745086550712585,0.2719990611076355,0.1969822198152542,0.45010748505592346,0.1762417107820511,0.03782717138528824,0.2498932182788849,0.1961597204208374,0.29463258385658264
3:00,-0.14386631548404694,-0.11650882661342621,0.05305005982518196,-0.09757615625858307,-0.14872631430625916,0.01872149296104908,-0.1533370167016983,-0.12242244929075241,0.056865282356739044,-0.06797082722187042,-0.058769650757312775,-0.016814574599266052
p.m.,-0.07434375584125519,0.07900518923997879,0.03765764832496643,0.07726896554231644,-0.012008647434413433,0.0012635578168556094,0.06906998157501221,0.08441203832626343,0.061758268624544144,0.15035980939865112,0.0033328281715512276,-0.07103965431451797
weekdays,0.2297719419002533,0.22555330395698547,0.2203712910413742,0.16684451699256897,0.2825777232646942,0.2991253733634949,0.22911934554576874,0.39109060168266296,0.0672309398651123,0.45104116201400757,0.34957021474838257,0.2476438730955124
(,0.2411840260028839,0.15112730860710144,0.22758576273918152,0.35393038392066956,0.25274062156677246,0.2362716943025589,0.3087427020072937,0.183883935213089,0.0012731997994706035,0.23061349987983704,0.19239555299282074,0.40561532974243164
with,0.2464839518070221,0.16912664473056793,0.1352335512638092,0.3250955045223236,0.2596642076969147,0.2371402531862259,0.4080928862094879,0.17432008683681488,-0.04624466598033905,0.24154366552829742,0.17035330832004547,0.2433311939239502
a,0.3320399522781372,0.12983538210391998,0.17604759335517883,0.658733606338501,0.2612716257572174,0.3058987855911255,0.539380669593811,0.21331243216991425,0.04866964742541313,0.17938382923603058,0.20890353620052338,0.23916715383529663
one-hour,0.31457212567329407,0.29336631298065186,0.2732149064540863,0.2904948890209198,0.21060973405838013,0.3227944076061249,0.24985016882419586,0.3590213656425476,0.10479307174682617,0.3769756555557251,0.32757794857025146,0.3461090624332428
break,0.2858539819717407,0.20176249742507935,0.1745305359363556,0.15913398563861847,0.09259052574634552,0.13438422977924347,0.17133235931396484,0.1813061386346817,0.0023355097509920597,0.19254948198795319,0.2111257016658783,0.19753244519233704
at,0.2838611304759979,0.1435393989086151,0.19139918684959412,0.25906258821487427,0.210249125957489,0.25664472579956055,0.4374977946281433,0.12953892350196838,-0.08481216430664062,0.2524600327014923,0.12503835558891296,0.21978627145290375
