,which,cathedral,is,located,in,fenham,?
newcastle,0.19934645295143127,0.24596180021762848,0.1841045320034027,0.16362841427326202,0.19270820915699005,0.4703405797481537,0.0902252271771431
has,0.4350704550743103,0.18457455933094025,0.5668748617172241,0.2580956220626831,0.4173259735107422,0.22057592868804932,0.15994466841220856
three,0.40919098258018494,0.15929201245307922,0.23072560131549835,0.22259211540222168,0.34828072786331177,0.15069064497947693,0.20928427577018738
cathedrals,0.2300085574388504,0.9035769701004028,0.22794993221759796,0.21347734332084656,0.28899404406547546,0.21758754551410675,0.15824170410633087
",",0.3658004403114319,0.21877600252628326,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.26009601354599,0.31091248989105225
the,0.6521818041801453,0.23437000811100006,0.5823672413825989,0.407527357339859,0.6662389636039734,0.19145572185516357,0.22068053483963013
anglican,0.19793742895126343,0.45492517948150635,0.22127680480480194,0.09929317235946655,0.20630250871181488,0.24086560308933258,0.11877371370792389
st.,0.16463634371757507,0.22715185582637787,0.16120703518390656,0.11912570148706436,0.15931649506092072,0.2461846023797989,0.13592876493930817
nicholas,0.16822440922260284,0.3156076967716217,0.1849042922258377,0.07984230667352676,0.1388292759656906,0.18150542676448822,0.17208030819892883
",",0.3658004403114319,0.21877600252628326,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.26009601354599,0.31091248989105225
with,0.46403205394744873,0.16329650580883026,0.3250955045223236,0.12990716099739075,0.4080928862094879,0.15092560648918152,0.2433311939239502
its,0.5154205560684204,0.21366460621356964,0.4447362422943115,0.3198530077934265,0.3793783485889435,0.17483645677566528,0.15103481709957123
elegant,0.21068671345710754,0.26349979639053345,0.18787319958209991,0.1068577989935875,0.19399107992649078,0.1994749903678894,0.13489606976509094
lantern,0.25843870639801025,0.2107270210981369,0.24019399285316467,0.14866706728935242,0.23463882505893707,0.2701283395290375,0.22037620842456818
tower,0.2040041834115982,0.40534812211990356,0.1400395631790161,0.25019246339797974,0.22630389034748077,0.26009395718574524,0.10395228117704391
of,0.5011631846427917,0.2966258227825165,0.4854315221309662,0.32520920038223267,0.5696388483047485,0.1343299299478531,0.1826142966747284
1474,-0.10992275923490524,-0.014802109450101852,-0.0013719879789277911,0.027722353115677834,-0.0037461204919964075,0.20952194929122925,-0.06794082373380661
",",0.3658004403114319,0.21877600252628326,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.26009601354599,0.31091248989105225
the,0.6521818041801453,0.23437000811100006,0.5823672413825989,0.407527357339859,0.6662389636039734,0.19145572185516357,0.22068053483963013
roman,0.2057887464761734,0.34687626361846924,0.16690842807292938,0.13344117999076843,0.24986636638641357,0.10573267191648483,0.1663191318511963
catholic,0.1894230842590332,0.5075016617774963,0.19233417510986328,0.14409813284873962,0.26313918828964233,0.11374989151954651,0.16609853506088257
st.,0.16463634371757507,0.22715185582637787,0.16120703518390656,0.11912570148706436,0.15931649506092072,0.2461846023797989,0.13592876493930817
mary,0.17157620191574097,0.28850099444389343,0.17551997303962708,0.1591009944677353,0.21819515526294708,0.2940996587276459,0.17181165516376495
's,0.03856118768453598,-0.05534784123301506,0.02396530658006668,-0.031078986823558807,-0.037580832839012146,0.0603661835193634,-0.023395681753754616
designed,0.3073212206363678,0.231435164809227,0.18406619131565094,0.29085591435432434,0.22657902538776398,0.19962912797927856,0.11213942617177963
by,0.40543368458747864,0.15703926980495453,0.3899846076965332,0.18208515644073486,0.370934396982193,0.14543823897838593,0.17966607213020325
augustus,0.1511116772890091,0.27752020955085754,0.12933102250099182,0.12498617172241211,0.2343107908964157,0.21606269478797913,0.16386699676513672
welby,0.1816350519657135,0.2798233926296234,0.22095270454883575,0.1984633058309555,0.2667175233364105,0.41338878870010376,0.22641946375370026
pugin,0.24432040750980377,0.25243186950683594,0.21127787232398987,0.21303044259548187,0.22208446264266968,0.2908792495727539,0.28266432881355286
and,0.506277859210968,0.18803109228610992,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.2737392783164978,0.20544172823429108
the,0.6521818041801453,0.23437000811100006,0.5823672413825989,0.407527357339859,0.6662389636039734,0.19145572185516357,0.22068053483963013
coptic,0.2554520070552826,0.33542144298553467,0.17349839210510254,0.14578720927238464,0.22320255637168884,0.11454973369836807,0.2247879058122635
cathedral,0.17847849428653717,1.0,0.2034183293581009,0.2419244349002838,0.23225148022174835,0.2255580872297287,0.1257525086402893
located,0.29797419905662537,0.2419244349002838,0.35717159509658813,1.0,0.35149815678596497,0.19850952923297882,0.08983194828033447
in,0.4840516746044159,0.23225148022174835,0.5394441485404968,0.35149815678596497,1.0,0.18571661412715912,0.20430970191955566
fenham,0.21704640984535217,0.2255580872297287,0.17532390356063843,0.19850952923297882,0.18571661412715912,0.9999999403953552,0.1285734325647354
.,0.45942068099975586,0.24971093237400055,0.4569662809371948,0.28226932883262634,0.5591574311256409,0.22015157341957092,0.4130953550338745
