,what,famous,july,fourth,holiday,movie,did,fox,pay,to,advertise,a,sequel,of,during,the,super,bowl,?
fox,0.16651637852191925,0.08194498717784882,0.1782849133014679,0.1509888768196106,0.08877792209386826,0.2853147089481354,0.17967204749584198,1.0,0.14605580270290375,0.2072722166776657,0.14683139324188232,0.16995559632778168,0.26614752411842346,0.13095848262310028,0.1817074865102768,0.24760441482067108,0.17024748027324677,0.17459118366241455,0.1670110523700714
paid,0.254770964384079,0.27899983525276184,0.1509706825017929,0.13088974356651306,0.1939672976732254,0.18588139116764069,0.3780856132507324,0.08633742481470108,0.6567115783691406,0.2345556914806366,0.30211758613586426,0.19037166237831116,0.1655150204896927,0.22769756615161896,0.26965436339378357,0.22871042788028717,0.06850399821996689,0.16991259157657623,0.20964482426643372
for,0.3017193675041199,0.2801532745361328,0.28973108530044556,0.23288244009017944,0.23347611725330353,0.22823558747768402,0.318512886762619,0.1993214637041092,0.24382255971431732,0.4451248347759247,0.2548309564590454,0.44038116931915283,0.209270179271698,0.4185989499092102,0.3448435664176941,0.4739971458911896,0.22938419878482819,0.24430087208747864,0.264628142118454
deadpool,0.277893990278244,0.2630273699760437,0.20173880457878113,0.2904517650604248,0.24397659301757812,0.44965869188308716,0.1754521280527115,0.3495396077632904,0.19533951580524445,0.32163259387016296,0.260733038187027,0.3515285849571228,0.4244840145111084,0.2362900674343109,0.20141379535198212,0.3412702977657318,0.3097268044948578,0.2170099914073944,0.24113722145557404
",",0.3087472915649414,0.2816491723060608,0.4269406795501709,0.271299809217453,0.2776016294956207,0.2886425256729126,0.3015086054801941,0.21118731796741486,0.18754567205905914,0.44245919585227966,0.21764205396175385,0.427140474319458,0.21031929552555084,0.4946078956127167,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
x-men,0.1464698761701584,0.2933892607688904,0.10859009623527527,0.15446089208126068,0.16252575814723969,0.2164834439754486,0.2343265861272812,0.1065092533826828,0.26380524039268494,0.19500534236431122,0.07812413573265076,0.17320182919502258,0.17180176079273224,0.24411845207214355,0.3245892822742462,0.27345529198646545,0.1687907576560974,0.17898325622081757,0.14535854756832123
:,-0.12022944539785385,0.020688151940703392,0.02036431059241295,0.06735367327928543,-0.009848881512880325,-0.04811905696988106,-0.05305134505033493,-0.03502407297492027,-0.00025112880393862724,-0.09243495017290115,-0.08194524794816971,-0.0007584693375974894,-0.06814826279878616,-0.08807745575904846,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
apocalypse,0.19671958684921265,0.28895747661590576,0.11463924497365952,0.28735852241516113,0.19636908173561096,0.3524951636791229,0.13487456738948822,0.242493137717247,0.10735321789979935,0.2091938704252243,0.09554003179073334,0.1845252960920334,0.3529767394065857,0.24439729750156403,0.14079779386520386,0.3059094250202179,0.14775389432907104,0.1736818552017212,0.21990230679512024
",",0.3087472915649414,0.2816491723060608,0.4269406795501709,0.271299809217453,0.2776016294956207,0.2886425256729126,0.3015086054801941,0.21118731796741486,0.18754567205905914,0.44245919585227966,0.21764205396175385,0.427140474319458,0.21031929552555084,0.4946078956127167,0.3225448727607727,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
independence,0.24622133374214172,0.21252617239952087,0.24189355969429016,0.15276338160037994,0.34606075286865234,0.17343682050704956,0.19588761031627655,0.048869889229536057,0.14872059226036072,0.1964111477136612,0.086756132543087,0.19904725253582,0.13734221458435059,0.2965129017829895,0.26111742854118347,0.2836182415485382,0.1479015052318573,0.15814414620399475,0.12301119416952133
day,0.2990210950374603,0.15858109295368195,0.29492151737213135,0.21762199699878693,0.5439687967300415,0.20109404623508453,0.20275387167930603,0.13655920326709747,0.28659123182296753,0.21753256022930145,0.10493341088294983,0.18630309402942657,0.19517499208450317,0.2934032380580902,0.3424895405769348,0.3062323033809662,0.12438684701919556,0.17859336733818054,0.2141837179660797
:,-0.12022944539785385,0.020688151940703392,0.02036431059241295,0.06735367327928543,-0.009848881512880325,-0.04811905696988106,-0.05305134505033493,-0.03502407297492027,-0.00025112880393862724,-0.09243495017290115,-0.08194524794816971,-0.0007584693375974894,-0.06814826279878616,-0.08807745575904846,0.03165488690137863,-0.03403344005346298,0.14034654200077057,0.14579139649868011,-0.07156077772378922
resurgence,0.270428329706192,0.18958096206188202,0.1899801343679428,0.15486589074134827,0.2288258671760559,0.2915274202823639,0.19937846064567566,0.15616589784622192,0.10813865065574646,0.2341705709695816,0.17980605363845825,0.2303868979215622,0.2829137146472931,0.30038365721702576,0.34106916189193726,0.3228895366191864,0.20239286124706268,0.14952078461647034,0.16093435883522034
and,0.31309178471565247,0.2970265746116638,0.258785605430603,0.27958914637565613,0.2088671177625656,0.27676329016685486,0.34479495882987976,0.22043024003505707,0.2487477958202362,0.48971283435821533,0.17832274734973907,0.3739250600337982,0.2263670265674591,0.5116966962814331,0.36462149024009705,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
