,what,covered,scandinavia,",",the,baltics,",",scotland,",",and,the,alps,in,the,last,ice,age,?
"22,000–14,000",0.1559469848871231,0.22907951474189758,0.24731630086898804,0.3079937696456909,0.3377308249473572,0.2327258586883545,0.3079937696456909,0.1949583739042282,0.3079937696456909,0.3291393220424652,0.3377308249473572,0.3192821443080902,0.2849968373775482,0.3377308249473572,0.184891939163208,0.22796407341957092,0.14353683590888977,0.1532238870859146
yr,0.21139317750930786,0.11484939604997635,0.16699720919132233,0.20119287073612213,0.09380238503217697,0.07624364644289017,0.20119287073612213,0.1820191591978073,0.20119287073612213,0.19190143048763275,0.09380238503217697,0.12691006064414978,0.07864878326654434,0.09380238503217697,0.199752539396286,0.05230880156159401,0.21506892144680023,0.36382460594177246
bp,0.10256605595350266,0.10766232013702393,0.16655832529067993,0.1412106156349182,0.11876378208398819,0.1095283254981041,0.1412106156349182,0.16666682064533234,0.1412106156349182,0.09529614448547363,0.11876378208398819,0.12326128035783768,0.10018520057201385,0.11876378208398819,0.10663527995347977,0.12949787080287933,0.1156829223036766,0.14202015101909637
",",0.3087472915649414,0.30773067474365234,0.27338874340057373,1.0000001192092896,0.4933079481124878,0.33544379472732544,1.0000001192092896,0.21124857664108276,1.0000001192092896,0.6633074283599854,0.4933079481124878,0.2293623983860016,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.23877936601638794,0.2693369388580322,0.31091248989105225
when,0.4700249433517456,0.23805780708789825,0.1253659874200821,0.36674630641937256,0.5091903209686279,0.22499680519104004,0.36674630641937256,0.15329182147979736,0.36674630641937256,0.4716290831565857,0.5091903209686279,0.1441776007413864,0.4431333839893341,0.5091903209686279,0.3294509947299957,0.23047825694084167,0.30780088901519775,0.22841128706932068
ice-sheets,0.16367323696613312,0.33749571442604065,0.34662410616874695,0.26241570711135864,0.2066955715417862,0.32056888937950134,0.26241570711135864,0.24489037692546844,0.26241570711135864,0.26945412158966064,0.2066955715417862,0.2212843894958496,0.17863941192626953,0.2066955715417862,0.1938110738992691,0.5437147617340088,0.16579315066337585,0.20167191326618195
covered,0.24682468175888062,1.0,0.23234181106090546,0.30773067474365234,0.3132939636707306,0.23965361714363098,0.30773067474365234,0.1991656869649887,0.30773067474365234,0.3234351575374603,0.3132939636707306,0.15468858182430267,0.27591216564178467,0.3132939636707306,0.1839006543159485,0.2272547036409378,0.13033364713191986,0.139833465218544
scandinavia,0.1874845176935196,0.23234181106090546,0.9999999403953552,0.27338874340057373,0.24652571976184845,0.4227421283721924,0.27338874340057373,0.3317740559577942,0.27338874340057373,0.2822973132133484,0.24652571976184845,0.3019266128540039,0.2452246993780136,0.24652571976184845,0.17439348995685577,0.28135237097740173,0.1914186179637909,0.13888707756996155
",",0.3087472915649414,0.30773067474365234,0.27338874340057373,1.0000001192092896,0.4933079481124878,0.33544379472732544,1.0000001192092896,0.21124857664108276,1.0000001192092896,0.6633074283599854,0.4933079481124878,0.2293623983860016,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.23877936601638794,0.2693369388580322,0.31091248989105225
the,0.42745697498321533,0.3132939636707306,0.24652571976184845,0.4933079481124878,1.0,0.324589341878891,0.4933079481124878,0.23846951127052307,0.4933079481124878,0.5171257257461548,1.0,0.315137654542923,0.6662389636039734,1.0,0.3698786795139313,0.22322975099086761,0.24711290001869202,0.22068053483963013
baltics,0.20676909387111664,0.23965361714363098,0.4227421283721924,0.33544379472732544,0.324589341878891,0.9999998807907104,0.33544379472732544,0.23070116341114044,0.33544379472732544,0.2626805901527405,0.324589341878891,0.20806032419204712,0.28758737444877625,0.324589341878891,0.17368417978286743,0.3031459450721741,0.11335740983486176,0.10055533796548843
",",0.3087472915649414,0.30773067474365234,0.27338874340057373,1.0000001192092896,0.4933079481124878,0.33544379472732544,1.0000001192092896,0.21124857664108276,1.0000001192092896,0.6633074283599854,0.4933079481124878,0.2293623983860016,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.23877936601638794,0.2693369388580322,0.31091248989105225
scotland,0.16722074151039124,0.1991656869649887,0.3317740559577942,0.21124857664108276,0.23846951127052307,0.23070116341114044,0.21124857664108276,1.0,0.21124857664108276,0.2930583655834198,0.23846951127052307,0.17264996469020844,0.24716059863567352,0.23846951127052307,0.13736724853515625,0.20179103314876556,0.14056521654129028,0.09160218387842178
and,0.31309178471565247,0.3234351575374603,0.2822973132133484,0.6633074283599854,0.5171257257461548,0.2626805901527405,0.6633074283599854,0.2930583655834198,0.6633074283599854,1.0,0.5171257257461548,0.21796616911888123,0.4954058527946472,0.5171257257461548,0.25967320799827576,0.22802209854125977,0.20936404168605804,0.20544172823429108
the,0.42745697498321533,0.3132939636707306,0.24652571976184845,0.4933079481124878,1.0,0.324589341878891,0.4933079481124878,0.23846951127052307,0.4933079481124878,0.5171257257461548,1.0,0.315137654542923,0.6662389636039734,1.0,0.3698786795139313,0.22322975099086761,0.24711290001869202,0.22068053483963013
alps,0.12007275223731995,0.15468858182430267,0.3019266128540039,0.2293623983860016,0.315137654542923,0.20806032419204712,0.2293623983860016,0.17264996469020844,0.2293623983860016,0.21796616911888123,0.315137654542923,1.0,0.2329743653535843,0.315137654542923,0.15836091339588165,0.21797597408294678,0.14204157888889313,0.07792776823043823
