,in,what,type,of,work,was,luther,prolific,?
luther,0.20523880422115326,0.2134782373905182,0.06856613606214523,0.1719115972518921,0.15580131113529205,0.19185513257980347,1.0,0.11390663683414459,0.1732746809720993
was,0.45514053106307983,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.24745555222034454,1.0000001192092896,0.19185513257980347,0.23564893007278442,0.18412111699581146
a,0.539380669593811,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.266241192817688,0.4508470594882965,0.17967689037322998,0.2444675862789154,0.23916715383529663
prolific,0.20712415874004364,0.1703900545835495,0.09280295670032501,0.24874402582645416,0.339507520198822,0.23564893007278442,0.11390663683414459,1.0,0.20782673358917236
hymn-writer,0.21873019635677338,0.19119799137115479,0.126608207821846,0.19606941938400269,0.24870656430721283,0.3486798107624054,0.29051893949508667,0.4020465314388275,0.20617802441120148
",",0.5201468467712402,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.3283594250679016,0.45456063747406006,0.23255878686904907,0.2980102002620697,0.31091248989105225
authoring,0.2474125772714615,0.28651362657546997,0.14508217573165894,0.322844535112381,0.34882503747940063,0.23461134731769562,0.24384468793869019,0.22828781604766846,0.22399576008319855
hymns,0.1669730842113495,0.17175553739070892,0.07255242019891739,0.23365463316440582,0.24147750437259674,0.22357870638370514,0.30894896388053894,0.2578843832015991,0.17695237696170807
such,0.2704046070575714,0.23989605903625488,0.2636772096157074,0.3209529519081116,0.2557113766670227,0.12487147748470306,0.09043191373348236,0.23550255596637726,0.17851735651493073
as,0.3887844979763031,0.31749409437179565,0.19307732582092285,0.3886612355709076,0.32418152689933777,0.3677520453929901,0.20242992043495178,0.23491716384887695,0.27043893933296204
``,0.04765888676047325,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.005462854169309139,-0.012679691426455975,-0.013964727520942688,0.07407592982053757,0.0685480609536171
ein,0.20643258094787598,0.1742001473903656,0.07628116011619568,0.1357971876859665,0.23297877609729767,0.14683501422405243,0.24216751754283905,0.17617933452129364,0.19649122655391693
feste,0.23413418233394623,0.13311032950878143,0.08612480759620667,0.24343527853488922,0.18047338724136353,0.2871995270252228,0.15111495554447174,0.10241489857435226,0.14262239634990692
burg,0.19642463326454163,0.16567589342594147,0.1294974833726883,0.23885878920555115,0.11374327540397644,0.16856852173805237,0.3562852442264557,0.08118488639593124,0.13924115896224976
ist,0.14824502170085907,0.13865041732788086,0.011351904831826687,0.11798402667045593,0.09993825107812881,0.15893560647964478,0.16391538083553314,0.1510099321603775,0.18802069127559662
unser,0.12319236993789673,0.1419113427400589,0.09234409034252167,0.14590568840503693,0.17734503746032715,0.08863002061843872,0.245738223195076,0.09289245307445526,0.1237528845667839
gott,0.22407740354537964,0.17180165648460388,0.0656493604183197,0.15811894834041595,0.29276522994041443,0.32019945979118347,0.34552162885665894,0.2190527319908142,0.21327990293502808
'',0.07432962208986282,0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.0059536839835345745,0.04456103965640068,-0.04572787508368492,0.032845430076122284,0.018684765323996544
(,0.3087427020072937,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.22960703074932098,0.2980341613292694,0.1677781045436859,0.23351922631263733,0.40561532974243164
``,0.04765888676047325,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.005462854169309139,-0.012679691426455975,-0.013964727520942688,0.07407592982053757,0.0685480609536171
a,0.539380669593811,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.266241192817688,0.4508470594882965,0.17967689037322998,0.2444675862789154,0.23916715383529663
mighty,0.14692765474319458,0.24502936005592346,0.11916867643594742,0.18813753128051758,0.09066355228424072,0.20056341588497162,0.08580189198255539,0.21291126310825348,0.15583787858486176
fortress,0.22514468431472778,0.16369371116161346,0.09579705446958542,0.23010869324207306,0.12317400425672531,0.28358563780784607,0.15860515832901,0.0505983904004097,0.11211185157299042
is,0.5394441485404968,0.28837618231773376,0.3053323030471802,0.4854315221309662,0.22475390136241913,0.5810302495956421,0.08282390236854553,0.17309176921844482,0.22961433231830597
our,0.17172041535377502,0.3871900141239166,0.11710406839847565,0.28844836354255676,0.24616582691669464,0.1304413080215454,0.19767236709594727,0.24612221121788025,0.2894428074359894
god,0.1355067938566208,0.3127830922603607,0.14410527050495148,0.2159487009048462,0.15446507930755615,0.20121176540851593,0.2238161414861679,0.14358356595039368,0.23396754264831543
'',0.07432962208986282,0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.0059536839835345745,0.04456103965640068,-0.04572787508368492,0.032845430076122284,0.018684765323996544
),0.3326910734176636,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.251366525888443,0.3267642855644226,0.18587662279605865,0.23310203850269318,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.3283594250679016,0.45456063747406006,0.23255878686904907,0.2980102002620697,0.31091248989105225
based,0.3070422410964966,0.274813175201416,0.19222953915596008,0.3033197224140167,0.20533612370491028,0.2870393395423889,0.11297188699245453,0.18678806722164154,0.134929820895195
on,0.46853652596473694,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.26663315296173096,0.3909217119216919,0.19090485572814941,0.1664929836988449,0.2714994251728058
psalm,0.19841966032981873,0.24648988246917725,0.06403551250696182,0.23457597196102142,0.2467471957206726,0.18437723815441132,0.29639866948127747,0.2305876761674881,0.1857936531305313
46,0.23450247943401337,0.07856966555118561,0.168687641620636,0.32252541184425354,0.1710377186536789,0.140107661485672,0.04673037305474281,0.16662785410881042,0.042453374713659286
",",0.5201468467712402,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.3283594250679016,0.45456063747406006,0.23255878686904907,0.2980102002620697,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.37551814317703247,0.3740963041782379,0.20796556770801544,0.27897122502326965,0.20544172823429108
``,0.04765888676047325,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.005462854169309139,-0.012679691426455975,-0.013964727520942688,0.07407592982053757,0.0685480609536171
vom,0.16865050792694092,0.14017586410045624,0.07387429475784302,0.12566734850406647,0.12909899652004242,0.16699089109897614,0.29986944794654846,0.07813316583633423,0.13748297095298767
himmel,0.2031034380197525,0.23518162965774536,0.10238727182149887,0.1372622549533844,0.1915075033903122,0.21402743458747864,0.31131693720817566,0.1538061946630478,0.2635270059108734
hoch,0.2600826621055603,0.20286430418491364,0.08053719252347946,0.2628215253353119,0.18668989837169647,0.1294056624174118,0.22558318078517914,0.14342498779296875,0.17882119119167328
",",0.5201468467712402,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.3283594250679016,0.45456063747406006,0.23255878686904907,0.2980102002620697,0.31091248989105225
da,0.10976666957139969,0.17252732813358307,0.03058093786239624,0.15832912921905518,0.16114287078380585,0.1772046685218811,0.0952569916844368,0.13805195689201355,0.17175890505313873
komm,0.14417237043380737,0.15932036936283112,0.05263546109199524,0.15127089619636536,0.09365628659725189,0.09825482219457626,0.2003755122423172,0.06958042830228806,0.23406080901622772
ich,0.11638132482767105,0.12894415855407715,0.02903943695127964,0.08888904005289078,0.14917787909507751,0.07950527220964432,0.23894745111465454,0.03574756905436516,0.16696366667747498
her,0.30892789363861084,0.2733216881752014,0.0933661162853241,0.27399197220802307,0.2701179087162018,0.34084662795066833,0.2555831968784332,0.19890381395816803,0.20310723781585693
'',0.07432962208986282,0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.0059536839835345745,0.04456103965640068,-0.04572787508368492,0.032845430076122284,0.018684765323996544
(,0.3087427020072937,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.22960703074932098,0.2980341613292694,0.1677781045436859,0.23351922631263733,0.40561532974243164
``,0.04765888676047325,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.005462854169309139,-0.012679691426455975,-0.013964727520942688,0.07407592982053757,0.0685480609536171
from,0.4274188280105591,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.20936714112758636,0.31171464920043945,0.10716932266950607,0.26398128271102905,0.19969791173934937
heaven,0.16242490708827972,0.31919732689857483,0.12004727125167847,0.19315502047538757,0.156497985124588,0.1981390118598938,0.2604575455188751,0.1301533430814743,0.261896550655365
above,0.22744394838809967,0.32341626286506653,0.14587289094924927,0.24890293180942535,0.14130888879299164,0.11464940011501312,0.11417105048894882,0.11094938963651657,0.2521739900112152
to,0.45010748505592346,0.455847829580307,0.19930607080459595,0.41548454761505127,0.3482864499092102,0.3636345863342285,0.18029534816741943,0.19407550990581512,0.29463258385658264
earth,0.18566735088825226,0.25883176922798157,0.07964067161083221,0.2329314798116684,0.1719004213809967,0.18661361932754517,0.18381772935390472,0.14317817986011505,0.17717236280441284
i,0.22907796502113342,0.4411132335662842,0.08881277590990067,0.25849398970603943,0.2618224024772644,0.23566235601902008,0.232476145029068,0.2585717737674713,0.4695145785808563
come,0.26272067427635193,0.39461299777030945,0.1592933088541031,0.3194141983985901,0.24058614671230316,0.1758924275636673,0.12220790237188339,0.22294168174266815,0.22318024933338165
'',0.07432962208986282,0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.0059536839835345745,0.04456103965640068,-0.04572787508368492,0.032845430076122284,0.018684765323996544
),0.3326910734176636,0.26259949803352356,0.18612703680992126,0.3680361211299896,0.251366525888443,0.3267642855644226,0.18587662279605865,0.23310203850269318,0.42300865054130554
",",0.5201468467712402,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.3283594250679016,0.45456063747406006,0.23255878686904907,0.2980102002620697,0.31091248989105225
based,0.3070422410964966,0.274813175201416,0.19222953915596008,0.3033197224140167,0.20533612370491028,0.2870393395423889,0.11297188699245453,0.18678806722164154,0.134929820895195
on,0.46853652596473694,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.26663315296173096,0.3909217119216919,0.19090485572814941,0.1664929836988449,0.2714994251728058
luke,0.15941882133483887,0.17776814103126526,0.04826556146144867,0.16313156485557556,0.1349794566631317,0.15930382907390594,0.2922663390636444,0.09960739314556122,0.07725545018911362
2:11–12,0.14156073331832886,0.1298617124557495,0.04611100256443024,0.2146015614271164,-0.033348727971315384,0.16947153210639954,-0.023423897102475166,-0.0627632662653923,0.06210140883922577
.,0.5591574311256409,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.33121398091316223,0.40146201848983765,0.24907569587230682,0.1890697479248047,0.4130953550338745
