,what,did,luther,explain,about,acquiring,god,'s,grace,?
all,0.41981086134910583,0.33943864703178406,0.1917443871498108,0.27505889534950256,0.2926684319972992,0.22093220055103302,0.2611576020717621,0.03181743621826172,0.18140709400177002,0.29575422406196594
humans,0.28355827927589417,0.20203380286693573,0.1752195954322815,0.29809311032295227,0.30273154377937317,0.21010996401309967,0.3133830428123474,0.0546761229634285,0.04686656594276428,0.20141740143299103
are,0.29724663496017456,0.2159031480550766,0.13997888565063477,0.27903226017951965,0.36165615916252136,0.15857699513435364,0.17233000695705414,-0.008927806280553341,0.15539149940013885,0.24591213464736938
sinners,0.2827467918395996,0.24469169974327087,0.21792669594287872,0.20445238053798676,0.16376852989196777,0.1116546019911766,0.41100892424583435,-0.04707035794854164,0.32112887501716614,0.26627033948898315
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.20753496885299683,0.30091190338134766,0.24665163457393646,0.15825335681438446,-0.010884488001465797,0.19353429973125458,0.17966607213020325
nature,0.2566179633140564,0.1530797779560089,0.146257683634758,0.28342628479003906,0.2552889883518219,0.16149728000164032,0.33973196148872375,0.04408526420593262,0.22028285264968872,0.17397694289684296
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.22081054747104645,0.3877100944519043,0.19694752991199493,0.24755379557609558,-0.0016132977325469255,0.2696996033191681,0.31091248989105225
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.225673645734787,0.2518255114555359,0.13695263862609863,0.24452278017997742,0.024063590914011,0.20327627658843994,0.2089974731206894
explained,0.4148936867713928,0.324842244386673,0.16663973033428192,0.77627032995224,0.31938597559928894,0.20178593695163727,0.2555055618286133,-0.05783653259277344,0.18842551112174988,0.31240519881248474
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.22081054747104645,0.3877100944519043,0.19694752991199493,0.24755379557609558,-0.0016132977325469255,0.2696996033191681,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.22772258520126343,0.3875081241130829,0.2899463474750519,0.23257656395435333,0.06895173341035843,0.21748536825180054,0.20544172823429108
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.24030469357967377,0.21474918723106384,0.07415544986724854,1.0,0.1100120022892952,0.3407481610774994,0.23396754264831543
's,0.02692362666130066,0.05069678649306297,-0.009990512393414974,-0.05602964386343956,-0.020936643704771996,-0.051723942160606384,0.1100120022892952,0.9999999403953552,0.048655685037374496,-0.023395681753754616
grace,0.16722138226032257,0.17420122027397156,0.2020328938961029,0.1634112149477005,0.1613561064004898,0.14106251299381256,0.3407481610774994,0.048655685037374496,1.0,0.16775278747081757
(,0.2411840260028839,0.18979617953300476,0.1677781045436859,0.21133911609649658,0.27495184540748596,0.06209110468626022,0.12776459753513336,0.0012731997994706035,0.19538335502147675,0.40561532974243164
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.3439587950706482,0.4059852957725525,0.27155619859695435,0.2592761814594269,0.03856118768453598,0.17363443970680237,0.25814583897590637
can,0.34502777457237244,0.32383522391319275,0.08690808713436127,0.2889930307865143,0.27397462725639343,0.24254091084003448,0.21010105311870575,-0.02075597457587719,0.15549524128437042,0.3226337134838104
not,0.5449194312095642,0.6481515765190125,0.21636232733726501,0.366911381483078,0.36646416783332825,0.2289362996816635,0.25066840648651123,0.002583299996331334,0.14410534501075745,0.41942933201789856
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.3852003514766693,0.26362910866737366,0.19171881675720215,0.21916557848453522,0.025217169895768166,0.1465151160955429,0.3324260413646698
earned,0.1198340505361557,0.33866041898727417,0.23902133107185364,0.09270113706588745,0.19230657815933228,0.18534283339977264,0.13835614919662476,0.027357451617717743,0.14385361969470978,0.18173527717590332
),0.26259949803352356,0.18584993481636047,0.18587662279605865,0.21432144939899445,0.2775460183620453,0.06093421205878258,0.13456648588180542,0.021107977256178856,0.21372543275356293,0.42300865054130554
alone,0.3431425094604492,0.21312527358531952,0.13457900285720825,0.23128920793533325,0.2965330183506012,0.18255798518657684,0.2534993886947632,0.03210477530956268,0.2236752212047577,0.25589054822921753
can,0.34502777457237244,0.32383522391319275,0.08690808713436127,0.2889930307865143,0.27397462725639343,0.24254091084003448,0.21010105311870575,-0.02075597457587719,0.15549524128437042,0.3226337134838104
make,0.3792211413383484,0.3602050840854645,0.19892162084579468,0.4019384980201721,0.3361717760562897,0.29146936535835266,0.15851783752441406,0.09622383862733841,0.08403174579143524,0.28314751386642456
them,0.4994642734527588,0.44189682602882385,0.1940135955810547,0.385387659072876,0.3881693482398987,0.2693358063697815,0.30725184082984924,0.025712676346302032,0.15446841716766357,0.35435691475868225
just,0.5854880809783936,0.38283270597457886,0.22817456722259521,0.3746944069862366,0.502010703086853,0.21949069201946259,0.25699469447135925,0.1000472754240036,0.24926909804344177,0.4144178032875061
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.2499912530183792,0.42038556933403015,0.17012614011764526,0.2337683141231537,-0.003708066651597619,0.22931961715221405,0.4130953550338745
,what,did,luther,explain,about,acquiring,god,'s,grace,?
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.206684410572052,0.39797019958496094,0.22617599368095398,0.1355067938566208,-0.037580832839012146,0.16484299302101135,0.20430970191955566
this,0.5489566326141357,0.3609912693500519,0.17328955233097076,0.41900691390037537,0.3886062204837799,0.20873388648033142,0.23806245625019073,0.02106832154095173,0.14248155057430267,0.3155723512172699
work,0.3762225806713104,0.336654931306839,0.15580131113529205,0.3083589971065521,0.23703445494174957,0.3141178488731384,0.15446507930755615,-0.03332063928246498,0.15554003417491913,0.2621155381202698
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.22081054747104645,0.3877100944519043,0.19694752991199493,0.24755379557609558,-0.0016132977325469255,0.2696996033191681,0.31091248989105225
