,who,found,that,there,was,a,developed,culture,of,commissioner,'s,who,lacked,responsibility,?
by,0.39727845788002014,0.17248263955116272,0.37496164441108704,0.20383623242378235,0.4752357602119446,0.32094135880470276,0.2796236276626587,0.19387008249759674,0.3646814823150635,0.23484601080417633,-0.010884488001465797,0.39727845788002014,0.20968303084373474,0.21357901394367218,0.17966607213020325
contrast,0.16949069499969482,0.21079136431217194,0.31651821732521057,0.20667247474193573,0.17308409512043,0.29432156682014465,0.26323986053466797,0.21269045770168304,0.3046875298023224,0.08765872567892075,-0.011143652722239494,0.16949069499969482,0.2971348166465759,0.23108720779418945,0.15469981729984283
to,0.42656609416007996,0.25225648283958435,0.5436353087425232,0.40669289231300354,0.3636345863342285,0.45503583550453186,0.19491806626319885,0.1957503855228424,0.41548454761505127,0.21615050733089447,0.03782717138528824,0.42656609416007996,0.20906400680541992,0.27145519852638245,0.29463258385658264
the,0.3733934462070465,0.3452354073524475,0.5473989248275757,0.47025805711746216,0.48711544275283813,0.5829201340675354,0.24490751326084137,0.27157285809516907,0.733189046382904,0.25271227955818176,-0.01540423184633255,0.3733934462070465,0.24598371982574463,0.3036732077598572,0.22068053483963013
ecj,0.1555674523115158,0.11529187113046646,0.17690235376358032,0.19343996047973633,0.18153196573257446,0.1464676707983017,0.06043427437543869,0.16948644816875458,0.2910654544830322,0.2066863775253296,0.05199890583753586,0.1555674523115158,0.14160190522670746,0.28002917766571045,0.22849227488040924
's,0.05599616840481758,0.005866709165275097,0.04397977516055107,-0.04860968142747879,0.008974763564765453,0.04866964742541313,0.04590931162238121,-0.02915232628583908,-0.03817026689648628,0.046484410762786865,0.9999999403953552,0.05599616840481758,0.039621930569410324,-0.007710610516369343,-0.023395681753754616
relaxed,0.19093039631843567,0.13451528549194336,0.33092644810676575,0.2219700813293457,0.16063734889030457,0.23551808297634125,0.20242664217948914,0.2605709731578827,0.143231600522995,0.08423354476690292,-0.03743131086230278,0.19093039631843567,0.15174299478530884,0.2329925298690796,0.11707999557256699
approach,0.11279846727848053,0.10706497728824615,0.24670064449310303,0.19125375151634216,0.16375517845153809,0.2336270660161972,0.24146611988544464,0.16367952525615692,0.20773443579673767,0.06860842555761337,-0.010854327119886875,0.11279846727848053,0.16327336430549622,0.2557261884212494,0.181949645280838
",",0.3365725874900818,0.27385151386260986,0.4137537479400635,0.4587128460407257,0.45456063747406006,0.427140474319458,0.24565434455871582,0.23807421326637268,0.4946078956127167,0.23213201761245728,-0.0016132977325469255,0.3365725874900818,0.2363889217376709,0.22008010745048523,0.31091248989105225
a,0.36608949303627014,0.2869448959827423,0.47537946701049805,0.4214206337928772,0.4508470594882965,1.0,0.286296546459198,0.23602306842803955,0.5052502155303955,0.1900102198123932,0.04866964742541313,0.36608949303627014,0.17386125028133392,0.22730666399002075,0.23916715383529663
committee,0.2034623622894287,0.1124977245926857,0.2412172257900238,0.19248612225055695,0.25449851155281067,0.1903151571750641,0.19854238629341125,0.2019345611333847,0.2920650243759155,0.469477117061615,0.04900093004107475,0.2034623622894287,0.12072600424289703,0.39283645153045654,0.12144632637500763
of,0.2827862501144409,0.2982911467552185,0.41498205065727234,0.44397735595703125,0.4069072902202606,0.5052502155303955,0.21960023045539856,0.27266472578048706,1.0,0.233353391289711,-0.03817026689648628,0.2827862501144409,0.26220977306365967,0.28464245796203613,0.1826142966747284
independent,0.19686606526374817,0.10702188313007355,0.24654069542884827,0.1891900897026062,0.2497003674507141,0.2332436740398407,0.230239138007164,0.22218230366706848,0.30508819222450256,0.23768547177314758,0.005493760574609041,0.19686606526374817,0.25275546312332153,0.2044190764427185,0.11902587860822678
experts,0.33241337537765503,0.19815506041049957,0.4075509011745453,0.31558194756507874,0.21542240679264069,0.24483947455883026,0.3041980266571045,0.22300013899803162,0.2703074812889099,0.2142743319272995,0.023123890161514282,0.33241337537765503,0.2837410867214203,0.3460433781147003,0.19090798497200012
found,0.17055200040340424,0.9999999403953552,0.29063743352890015,0.34913212060928345,0.18447895348072052,0.2869448959827423,0.2512293756008148,0.16951164603233337,0.2982911467552185,0.10220960527658463,0.005866709165275097,0.17055200040340424,0.35374677181243896,0.1339777410030365,0.16790300607681274
that,0.45444270968437195,0.29063743352890015,1.0,0.6006520986557007,0.33670201897621155,0.47537946701049805,0.29926979541778564,0.24586836993694305,0.41498205065727234,0.18016722798347473,0.04397977516055107,0.45444270968437195,0.3685064911842346,0.3777075707912445,0.32716336846351624
a,0.36608949303627014,0.2869448959827423,0.47537946701049805,0.4214206337928772,0.4508470594882965,1.0,0.286296546459198,0.23602306842803955,0.5052502155303955,0.1900102198123932,0.04866964742541313,0.36608949303627014,0.17386125028133392,0.22730666399002075,0.23916715383529663
culture,0.13897232711315155,0.16951164603233337,0.24586836993694305,0.2056862860918045,0.23239882290363312,0.23602306842803955,0.2851627767086029,1.0,0.27266472578048706,0.14717897772789001,-0.02915232628583908,0.13897232711315155,0.15350806713104248,0.20044517517089844,0.13093146681785583
had,0.36173108220100403,0.2610182762145996,0.4407361149787903,0.4000644087791443,0.5927209258079529,0.34897568821907043,0.33515891432762146,0.16977617144584656,0.37755560874938965,0.23944103717803955,-0.004401352722197771,0.36173108220100403,0.41096076369285583,0.25490957498550415,0.20728366076946259
developed,0.1288115680217743,0.2512293756008148,0.29926979541778564,0.23679415881633759,0.3253139555454254,0.286296546459198,1.0000001192092896,0.2851627767086029,0.21960023045539856,0.14054717123508453,0.04590931162238121,0.1288115680217743,0.3371239900588989,0.1929485946893692,0.10763012617826462
where,0.41804537177085876,0.2867223024368286,0.4876193106174469,0.5016061663627625,0.20731619000434875,0.40997210144996643,0.17737361788749695,0.1792503148317337,0.38066378235816956,0.16702091693878174,0.0007701900321990252,0.41804537177085876,0.1687406748533249,0.16933764517307281,0.24793872237205505
few,0.3378944993019104,0.32456398010253906,0.3973994851112366,0.4346017837524414,0.21633684635162354,0.2765968441963196,0.16960379481315613,0.10956864804029465,0.2682102620601654,0.09087368845939636,0.06408512592315674,0.3378944993019104,0.29856082797050476,0.17939776182174683,0.2334265559911728
commissioners,0.2476053684949875,0.11112937331199646,0.21793541312217712,0.18882794678211212,0.3281562924385071,0.218472421169281,0.15841560065746307,0.1669141948223114,0.3201529085636139,0.9182262420654297,0.026411619037389755,0.2476053684949875,0.16213297843933105,0.3897470533847809,0.12729458510875702
had,0.36173108220100403,0.2610182762145996,0.4407361149787903,0.4000644087791443,0.5927209258079529,0.34897568821907043,0.33515891432762146,0.16977617144584656,0.37755560874938965,0.23944103717803955,-0.004401352722197771,0.36173108220100403,0.41096076369285583,0.25490957498550415,0.20728366076946259
‘,0.17040061950683594,0.18555809557437897,0.12162695825099945,0.19930019974708557,0.22974365949630737,0.1983369141817093,0.12446002662181854,0.14424222707748413,0.1904146820306778,0.13429851830005646,-0.045070137828588486,0.17040061950683594,-0.00287781679071486,0.041391294449567795,0.1448942869901657
even,0.33644744753837585,0.27348941564559937,0.5503504276275635,0.4061640799045563,0.27441510558128357,0.3278432786464691,0.23240740597248077,0.18014857172966003,0.34735506772994995,0.1558019369840622,0.0353488028049469,0.33644744753837585,0.3553035855293274,0.24537412822246552,0.30082517862319946
the,0.3733934462070465,0.3452354073524475,0.5473989248275757,0.47025805711746216,0.48711544275283813,0.5829201340675354,0.24490751326084137,0.27157285809516907,0.733189046382904,0.25271227955818176,-0.01540423184633255,0.3733934462070465,0.24598371982574463,0.3036732077598572,0.22068053483963013
slightest,0.16202011704444885,0.24406100809574127,0.38370755314826965,0.24221926927566528,0.1721663475036621,0.2769278883934021,0.10847201943397522,0.09440130740404129,0.27385181188583374,0.04332004114985466,0.044101592153310776,0.16202011704444885,0.2551268935203552,0.2180127650499344,0.22321514785289764
sense,0.24012404680252075,0.13386856019496918,0.3660537302494049,0.22765913605690002,0.11603791266679764,0.27587276697158813,0.2125355303287506,0.21189092099666595,0.19666431844234467,0.10947316884994507,0.020905928686261177,0.24012404680252075,0.26201239228248596,0.2927008271217346,0.25268280506134033
of,0.2827862501144409,0.2982911467552185,0.41498205065727234,0.44397735595703125,0.4069072902202606,0.5052502155303955,0.21960023045539856,0.27266472578048706,1.0,0.233353391289711,-0.03817026689648628,0.2827862501144409,0.26220977306365967,0.28464245796203613,0.1826142966747284
responsibility,0.29908397793769836,0.1339777410030365,0.3777075707912445,0.1810840517282486,0.2186315804719925,0.22730666399002075,0.1929485946893692,0.20044517517089844,0.28464245796203613,0.34734171628952026,-0.007710610516369343,0.29908397793769836,0.27080416679382324,0.9999999403953552,0.20907385647296906
’,0.07404322177171707,0.026612719520926476,0.026145601645112038,-0.020210275426506996,0.023636873811483383,-0.04976731166243553,0.02867920882999897,-0.036965347826480865,-0.062016043812036514,-0.008841777220368385,-0.1203070729970932,0.07404322177171707,-0.03025350160896778,0.02140294760465622,0.045561522245407104
.,0.3541337847709656,0.3618174195289612,0.4460422694683075,0.43897318840026855,0.40146201848983765,0.50484299659729,0.2569568455219269,0.24176450073719025,0.5352458953857422,0.21794068813323975,-0.003708066651597619,0.3541337847709656,0.21345652639865875,0.2127380669116974,0.4130953550338745
