,what,is,the,grace,that,``,goes,before,us,?,''
prevenient,0.3342966139316559,0.2770979404449463,0.3176519274711609,0.20661088824272156,0.3942665159702301,0.028347905725240707,0.23201154172420502,0.33795058727264404,0.2332322895526886,0.32306909561157227,0.006271746940910816
grace,0.16722138226032257,0.17061445116996765,0.20940588414669037,1.0,0.23538954555988312,-0.010277505964040756,0.10937231779098511,0.1621529459953308,0.18556946516036987,0.16775278747081757,-0.03233484551310539
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2696996033191681,0.4137537479400635,0.09681109338998795,0.28955721855163574,0.3156566619873047,0.3120202422142029,0.31091248989105225,-0.037358131259679794
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.12373790889978409,0.4729836881160736,0.1197475790977478,0.23025335371494293,0.3352810740470886,0.1988845318555832,0.32389625906944275,0.04548122361302376
the,0.42745697498321533,0.5823672413825989,1.0,0.20940588414669037,0.5473989248275757,0.029072100296616554,0.3992326557636261,0.45900648832321167,0.25727739930152893,0.22068053483963013,0.041273195296525955
grace,0.16722138226032257,0.17061445116996765,0.20940588414669037,1.0,0.23538954555988312,-0.010277505964040756,0.10937231779098511,0.1621529459953308,0.18556946516036987,0.16775278747081757,-0.03233484551310539
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.23538954555988312,1.0,0.05285148695111275,0.27568262815475464,0.40745505690574646,0.282404363155365,0.32716336846351624,0.007880004122853279
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,-0.010277505964040756,0.05285148695111275,1.0,-0.026391321793198586,0.0842912346124649,0.01951291412115097,0.0685480609536171,-0.09173435717821121
goes,0.3063499331474304,0.3994747996330261,0.3992326557636261,0.10937231779098511,0.27568262815475464,-0.026391321793198586,0.9999999403953552,0.17265841364860535,0.23950821161270142,0.16808578372001648,-0.1021665707230568
before,0.3801657259464264,0.25183290243148804,0.45900648832321167,0.1621529459953308,0.40745505690574646,0.0842912346124649,0.17265841364860535,1.0,0.17247691750526428,0.2507109045982361,-0.07730459421873093
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,-0.03233484551310539,0.007880004122853279,-0.09173435717821121,-0.1021665707230568,-0.07730459421873093,-0.05206549912691116,0.018684765323996544,1.0
us,0.32081687450408936,0.1808239072561264,0.25727739930152893,0.18556946516036987,0.282404363155365,0.01951291412115097,0.23950821161270142,0.17247691750526428,1.0000001192092896,0.2742428481578827,-0.05206549912691116
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2696996033191681,0.4137537479400635,0.09681109338998795,0.28955721855163574,0.3156566619873047,0.3120202422142029,0.31091248989105225,-0.037358131259679794
is,0.28837618231773376,1.0,0.5823672413825989,0.17061445116996765,0.3995479643344879,0.058766357600688934,0.3994747996330261,0.25183290243148804,0.1808239072561264,0.22961433231830597,0.0793738141655922
given,0.21883496642112732,0.249215230345726,0.37508252263069153,0.22251729667186737,0.3486595153808594,0.044645439833402634,0.20559410750865936,0.25086528062820435,0.17463254928588867,0.2570464313030243,0.10763400048017502
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.20109255611896515,0.5436353087425232,0.06720756739377975,0.33629855513572693,0.4190867841243744,0.2928973436355591,0.29463258385658264,-0.009905828163027763
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.18140709400177002,0.53305584192276,0.0555710643529892,0.23175764083862305,0.3065541982650757,0.25242331624031067,0.29575422406196594,-0.05933554098010063
people,0.32444337010383606,0.34254953265190125,0.36838498711586,0.08751881122589111,0.3621441423892975,0.08962737023830414,0.20894287526607513,0.2472018152475357,0.2689360976219177,0.23739641904830933,0.0037952337879687548
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22931961715221405,0.4460422694683075,0.05720457062125206,0.26389724016189575,0.36693984270095825,0.3162994682788849,0.4130953550338745,-0.07181349396705627
