,when,did,hamas,drive,the,plo,out,of,gaza,?
in,0.4431333839893341,0.2593238651752472,0.16542012989521027,0.16816924512386322,0.6662389636039734,0.13209852576255798,0.3576207756996155,0.5696388483047485,0.1529129147529602,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.25661513209342957,0.2083187699317932,1.0,0.18535444140434265,0.39404502511024475,0.733189046382904,0.23494206368923187,0.22068053483963013
january,0.23963238298892975,0.23508968949317932,0.2206922471523285,0.12981237471103668,0.2467057853937149,0.15460847318172455,0.18392439186573029,0.19923388957977295,0.15050293505191803,0.28608936071395874
2006,0.023816242814064026,-0.07636451721191406,0.035508736968040466,0.032485827803611755,0.11294147372245789,-0.03483377769589424,0.021495169028639793,0.10009169578552246,-0.014316930435597897,-0.1194092258810997
legislative,0.1830703467130661,0.15720166265964508,0.2504202723503113,0.09212987869977951,0.27501925826072693,0.2069934755563736,0.19672107696533203,0.34083476662635803,0.19264259934425354,0.1654243916273117
election—its,0.2328602373600006,0.19191238284111023,0.2595902681350708,0.10926152020692825,0.20796672999858856,0.16195468604564667,0.18475846946239471,0.21974967420101166,0.16897055506706238,0.28731855750083923
first,0.4282494783401489,0.33691170811653137,0.16090701520442963,0.11071151494979858,0.49448907375335693,0.10454531759023666,0.26133912801742554,0.3536086082458496,0.11040623486042023,0.18701928853988647
foray,0.1976788341999054,0.13268917798995972,0.1575234979391098,0.15286363661289215,0.2563749849796295,0.18767759203910828,0.13576263189315796,0.22571010887622833,0.2138649821281433,0.22872884571552277
into,0.389646977186203,0.14888085424900055,0.15075527131557465,0.16546779870986938,0.39493247866630554,0.13057060539722443,0.47896379232406616,0.32255905866622925,0.17066481709480286,0.15662476420402527
the,0.5091903209686279,0.34736719727516174,0.25661513209342957,0.2083187699317932,1.0,0.18535444140434265,0.39404502511024475,0.733189046382904,0.23494206368923187,0.22068053483963013
political,0.1841188669204712,0.21022029221057892,0.29284191131591797,0.07001268118619919,0.20477235317230225,0.32818785309791565,0.17529261112213135,0.27319738268852234,0.22705578804016113,0.17130474746227264
process—it,0.246515691280365,0.17282786965370178,0.15795281529426575,0.27735352516174316,0.24110111594200134,0.1729755699634552,0.1600521355867386,0.21247659623622894,0.17447946965694427,0.2519380748271942
won,0.22347937524318695,0.3493216037750244,0.14508000016212463,0.13148877024650574,0.29432493448257446,0.1655869334936142,0.19964934885501862,0.20832067728042603,0.12166763842105865,0.17925700545310974
the,0.5091903209686279,0.34736719727516174,0.25661513209342957,0.2083187699317932,1.0,0.18535444140434265,0.39404502511024475,0.733189046382904,0.23494206368923187,0.22068053483963013
majority,0.2109271138906479,0.19529776275157928,0.2722855508327484,0.15945948660373688,0.28757327795028687,0.14417144656181335,0.22824588418006897,0.29706597328186035,0.16245317459106445,0.220119908452034
of,0.3757161796092987,0.2513895630836487,0.1995590180158615,0.17806991934776306,0.733189046382904,0.1613948792219162,0.34176841378211975,1.0,0.1449538618326187,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,0.25661513209342957,0.2083187699317932,1.0,0.18535444140434265,0.39404502511024475,0.733189046382904,0.23494206368923187,0.22068053483963013
seats,0.1532983034849167,0.16118532419204712,0.2232622504234314,0.213882178068161,0.25880131125450134,0.14696797728538513,0.20957958698272705,0.22482673823833466,0.17824764549732208,0.10678832978010178
",",0.36674630641937256,0.3015086054801941,0.21630539000034332,0.17920437455177307,0.4933079481124878,0.1930941790342331,0.3161109685897827,0.4946078956127167,0.1826242208480835,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.2204926311969757,0.19344621896743774,0.5171257257461548,0.18377095460891724,0.3881998062133789,0.5116966962814331,0.18609657883644104,0.20544172823429108
in,0.4431333839893341,0.2593238651752472,0.16542012989521027,0.16816924512386322,0.6662389636039734,0.13209852576255798,0.3576207756996155,0.5696388483047485,0.1529129147529602,0.20430970191955566
2007,-0.1582726538181305,-0.2447822093963623,-0.15258446335792542,-0.022651122882962227,-0.23657195270061493,-0.17466039955615997,-0.10053853690624237,-0.21244128048419952,-0.19330021739006042,-0.1664225310087204
it,0.4775012135505676,0.2993364930152893,0.19280530512332916,0.24598795175552368,0.6251175999641418,0.10712035000324249,0.3502036929130554,0.38761502504348755,0.1655338555574417,0.25732165575027466
drove,0.23966684937477112,0.28850695490837097,0.05938536673784256,0.4130416512489319,0.24859486520290375,0.22936221957206726,0.2591729462146759,0.21205836534500122,0.1440667361021042,0.10733011364936829
the,0.5091903209686279,0.34736719727516174,0.25661513209342957,0.2083187699317932,1.0,0.18535444140434265,0.39404502511024475,0.733189046382904,0.23494206368923187,0.22068053483963013
plo,0.16626432538032532,0.16712789237499237,0.44502100348472595,0.2295936942100525,0.18535444140434265,1.0000001192092896,0.1780984252691269,0.1613948792219162,0.4177849292755127,0.1690802425146103
out,0.45263928174972534,0.28413498401641846,0.15059131383895874,0.20891399681568146,0.39404502511024475,0.1780984252691269,1.0,0.34176841378211975,0.17976994812488556,0.22020699083805084
of,0.3757161796092987,0.2513895630836487,0.1995590180158615,0.17806991934776306,0.733189046382904,0.1613948792219162,0.34176841378211975,1.0,0.1449538618326187,0.1826142966747284
gaza,0.1610129326581955,0.14166100323200226,0.5601406693458557,0.1903066635131836,0.23494206368923187,0.4177849292755127,0.17976994812488556,0.1449538618326187,1.0000001192092896,0.14649301767349243
.,0.475719153881073,0.35288307070732117,0.20643571019172668,0.21262511610984802,0.5934505462646484,0.13767093420028687,0.34234723448753357,0.5352458953857422,0.17561465501785278,0.4130953550338745
