,what,kind,of,bureaucracy,did,the,normans,institute,?
under,0.20154598355293274,0.09037460386753082,0.32766106724739075,0.20038668811321259,0.20815621316432953,0.3348022699356079,0.15350814163684845,0.1410423368215561,0.18233340978622437
this,0.5489566326141357,0.4221852123737335,0.45148900151252747,0.38927116990089417,0.3609912693500519,0.6274310946464539,0.23822608590126038,0.19261133670806885,0.3155723512172699
state,0.24273863434791565,0.16659919917583466,0.34253445267677307,0.251323401927948,0.152080237865448,0.3097178041934967,0.08590824156999588,0.2645721435546875,0.1160883978009224
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.27799278497695923,0.3015086054801941,0.4933079481124878,0.207779198884964,0.25896888971328735,0.31091248989105225
there,0.35085538029670715,0.29799365997314453,0.44397735595703125,0.28085947036743164,0.29736605286598206,0.47025805711746216,0.21124441921710968,0.12817852199077606,0.29405656456947327
was,0.22111038863658905,0.1604125201702118,0.4069072902202606,0.18664531409740448,0.41399896144866943,0.48711544275283813,0.23244261741638184,0.25862374901771545,0.18412111699581146
great,0.2562883198261261,0.1607206016778946,0.3168134391307831,0.1870223432779312,0.2083706259727478,0.2822027802467346,0.22355268895626068,0.12596608698368073,0.13135133683681488
religious,0.26794421672821045,0.19009792804718018,0.2958606779575348,0.2646278738975525,0.2198762446641922,0.22950971126556396,0.23263341188430786,0.18277481198310852,0.15727058053016663
freedom,0.21405836939811707,0.18175722658634186,0.26562249660491943,0.27266883850097656,0.21706336736679077,0.24307598173618317,0.22135202586650848,0.1507614701986313,0.1626027375459671
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.27799278497695923,0.3015086054801941,0.4933079481124878,0.207779198884964,0.25896888971328735,0.31091248989105225
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.25553256273269653,0.34479495882987976,0.5171257257461548,0.23779046535491943,0.24076776206493378,0.20544172823429108
alongside,0.154389888048172,0.10593830794095993,0.23186348378658295,0.07600217312574387,0.23518145084381104,0.2475084811449051,0.08441953361034393,0.0971088632941246,0.20579710602760315
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24530325829982758,0.34736719727516174,1.0,0.2781367897987366,0.24399729073047638,0.22068053483963013
norman,0.12319435924291611,0.12682761251926422,0.15827171504497528,0.1817246526479721,0.1672605574131012,0.23459704220294952,0.7264348268508911,0.11475406587123871,0.12243545055389404
nobles,0.20172527432441711,0.16642355918884277,0.25869613885879517,0.3203214704990387,0.26412659883499146,0.2815840542316437,0.4601689577102661,0.09796489775180817,0.13999377191066742
existed,0.27969107031822205,0.16454020142555237,0.2990404963493347,0.16435544192790985,0.30351951718330383,0.32677435874938965,0.19387690722942352,0.07721319794654846,0.17013543844223022
a,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.2870965003967285,0.2552328109741211,0.5829201340675354,0.16186057031154633,0.15834029018878937,0.23916715383529663
meritocratic,0.32591164112091064,0.2208624631166458,0.3375779390335083,0.4032249450683594,0.2427905797958374,0.29422226548194885,0.2506382465362549,0.1980636715888977,0.270601361989975
bureaucracy,0.3576729893684387,0.28727832436561584,0.25510287284851074,1.0,0.23349042236804962,0.24530325829982758,0.20844526588916779,0.1782142072916031,0.33511215448379517
of,0.33290785551071167,0.2285657674074173,1.0,0.25510287284851074,0.2513895630836487,0.733189046382904,0.2173461765050888,0.2977932393550873,0.1826142966747284
jews,0.22131574153900146,0.12382140010595322,0.2207300066947937,0.14937672019004822,0.23080717027187347,0.24901628494262695,0.36167365312576294,0.1736886352300644,0.16730794310569763
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.27799278497695923,0.3015086054801941,0.4933079481124878,0.207779198884964,0.25896888971328735,0.31091248989105225
muslims,0.26523277163505554,0.09130651503801346,0.22355489432811737,0.15760035812854767,0.23549841344356537,0.2657718360424042,0.30859506130218506,0.13576644659042358,0.18742211163043976
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.25553256273269653,0.34479495882987976,0.5171257257461548,0.23779046535491943,0.24076776206493378,0.20544172823429108
christians,0.302469938993454,0.1090310737490654,0.25621283054351807,0.1558547466993332,0.2556236684322357,0.24734680354595184,0.3515757620334625,0.12943488359451294,0.20289786159992218
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.27799278497695923,0.3015086054801941,0.4933079481124878,0.207779198884964,0.25896888971328735,0.31091248989105225
both,0.3361809551715851,0.21418920159339905,0.3565710783004761,0.1670769900083542,0.34255191683769226,0.4931981563568115,0.16405363380908966,0.1558542251586914,0.19455738365650177
catholic,0.1882777214050293,0.1422932893037796,0.3452084958553314,0.2178429812192917,0.16203826665878296,0.26391419768333435,0.331270694732666,0.18263746798038483,0.16609853506088257
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.25553256273269653,0.34479495882987976,0.5171257257461548,0.23779046535491943,0.24076776206493378,0.20544172823429108
eastern,0.2263268083333969,0.07545915246009827,0.33281487226486206,0.12399030476808548,0.13009013235569,0.3928247392177582,0.2569279670715332,0.20123089849948883,0.20060817897319794
orthodox,0.21725283563137054,0.12620022892951965,0.24173015356063843,0.19094769656658173,0.1732916682958603,0.22059780359268188,0.2352447211742401,0.1861627995967865,0.20826838910579681
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.25481998920440674,0.35288307070732117,0.5934505462646484,0.2287112921476364,0.21288537979125977,0.4130953550338745
