,what,did,luther,say,would,allow,the,jews,to,stay,?
luther,0.2134782373905182,0.23667675256729126,1.0,0.1719883233308792,0.14161886274814606,0.13273698091506958,0.1759674996137619,0.24326977133750916,0.18029534816741943,0.11413814127445221,0.1732746809720993
said,0.3951668441295624,0.5119821429252625,0.1821773499250412,0.6222705245018005,0.5427768230438232,0.23353563249111176,0.3024602234363556,0.19074678421020508,0.34274402260780334,0.2782682776451111,0.28991883993148804
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.35129812359809875,0.32586824893951416,0.24557842314243317,0.4933079481124878,0.27184903621673584,0.44245919585227966,0.2502226233482361,0.31091248989105225
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.062410302460193634,0.08063928782939911,0.06685326993465424,0.029072100296616554,0.11970638483762741,0.06720756739377975,-0.027252953499555588,0.0685480609536171
we,0.5622460842132568,0.3426455855369568,0.16611410677433014,0.5547645688056946,0.5316502451896667,0.36033451557159424,0.3206169009208679,0.257091760635376,0.4005183279514313,0.32579392194747925,0.535264790058136
want,0.516654908657074,0.5741199851036072,0.16622456908226013,0.5187571048736572,0.631942629814148,0.5453678369522095,0.3003826439380646,0.2058345228433609,0.4966742694377899,0.4331994652748108,0.44783785939216614
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.38071900606155396,0.5965728163719177,0.4900954067707062,0.535392165184021,0.22399327158927917,1.0,0.39492106437683105,0.29463258385658264
practice,0.2749895751476288,0.256716251373291,0.11158391088247299,0.2767811119556427,0.27087995409965515,0.37592077255249023,0.27333036065101624,0.2573285698890686,0.289366751909256,0.21176418662071228,0.21386858820915222
christian,0.17849333584308624,0.20078235864639282,0.36969617009162903,0.17593130469322205,0.14170655608177185,0.09625066071748734,0.19930796325206757,0.34051844477653503,0.19438040256500244,0.14089909195899963,0.1508396863937378
love,0.2620820701122284,0.25939130783081055,0.13904373347759247,0.26032862067222595,0.23191627860069275,0.10500853508710861,0.19631516933441162,0.14147496223449707,0.21338175237178802,0.22548961639404297,0.24261747300624847
toward,0.2619364559650421,0.1586475372314453,0.12438017129898071,0.21180154383182526,0.2571980655193329,0.2540423572063446,0.3341628313064575,0.19700604677200317,0.3459627032279968,0.18485499918460846,0.09989774227142334
them,0.4994642734527588,0.44189682602882385,0.1940135955810547,0.4016338586807251,0.5105606913566589,0.42461609840393066,0.4788833558559418,0.3200531303882599,0.5916602611541748,0.415265828371048,0.35435691475868225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.3314565122127533,0.34921059012413025,0.3380379378795624,0.5171257257461548,0.2555774748325348,0.48971283435821533,0.279899924993515,0.20544172823429108
pray,0.297379732131958,0.28960394859313965,0.22718197107315063,0.3896574079990387,0.2872866094112396,0.22829358279705048,0.2137441784143448,0.36876437067985535,0.3286662995815277,0.2872142791748047,0.2827664017677307
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.5852095484733582,0.5895259380340576,0.4246886968612671,0.5473989248275757,0.27395346760749817,0.5436353087425232,0.3369100093841553,0.32716336846351624
they,0.4431931674480438,0.4879390597343445,0.16441592574119568,0.3993258774280548,0.5262938141822815,0.41177958250045776,0.49925389885902405,0.3007749915122986,0.5452046394348145,0.40820765495300293,0.2753053903579712
convert,0.23213930428028107,0.11352664232254028,0.1407083421945572,0.21407853066921234,0.2127564251422882,0.3292786478996277,0.20079432427883148,0.2961066961288452,0.357098251581192,0.22109980881214142,0.2126215249300003
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.35129812359809875,0.32586824893951416,0.24557842314243317,0.4933079481124878,0.27184903621673584,0.44245919585227966,0.2502226233482361,0.31091248989105225
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.09060607105493546,0.02574172429740429,0.011344759725034237,0.041273195296525955,-0.06881692260503769,-0.009905828163027763,-0.0063467854633927345,0.018684765323996544
but,0.5029441118240356,0.49033689498901367,0.20694120228290558,0.5246977806091309,0.5366146564483643,0.41632333397865295,0.4859698414802551,0.23324500024318695,0.5542377829551697,0.3635241687297821,0.27921953797340393
also,0.42747777700424194,0.39334940910339355,0.22154976427555084,0.39009517431259155,0.4152511954307556,0.32472026348114014,0.6021018624305725,0.19443780183792114,0.5348826050758362,0.3138565123081207,0.21848613023757935
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.5852095484733582,0.5895259380340576,0.4246886968612671,0.5473989248275757,0.27395346760749817,0.5436353087425232,0.3369100093841553,0.32716336846351624
they,0.4431931674480438,0.4879390597343445,0.16441592574119568,0.3993258774280548,0.5262938141822815,0.41177958250045776,0.49925389885902405,0.3007749915122986,0.5452046394348145,0.40820765495300293,0.2753053903579712
are,0.29724663496017456,0.2159031480550766,0.13997888565063477,0.37062135338783264,0.32024338841438293,0.32132774591445923,0.40399202704429626,0.2251252830028534,0.3504326641559601,0.32241177558898926,0.24591213464736938
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.062410302460193634,0.08063928782939911,0.06685326993465424,0.029072100296616554,0.11970638483762741,0.06720756739377975,-0.027252953499555588,0.0685480609536171
our,0.3871900141239166,0.19959791004657745,0.19767236709594727,0.33760303258895874,0.3519043028354645,0.2630694508552551,0.34956011176109314,0.20214703679084778,0.2916623651981354,0.19651664793491364,0.2894428074359894
