,around,roughly,how,many,students,enroll,yearly,in,creative,and,performing,arts,classes,?
the,0.40085816383361816,0.3095499873161316,0.33890387415885925,0.4335206151008606,0.25268980860710144,0.16546301543712616,0.3435767889022827,0.6662389636039734,0.1688297688961029,0.5171257257461548,0.299594521522522,0.23374557495117188,0.21469499170780182,0.22068053483963013
college,0.0783928856253624,0.15510393679141998,0.138996884226799,0.20574161410331726,0.4935513734817505,0.5096165537834167,0.2197551727294922,0.2160365730524063,0.224781334400177,0.24619808793067932,0.16390234231948853,0.3946254551410675,0.27663639187812805,0.11076676845550537
's,-0.039796680212020874,0.024296239018440247,-0.026164190843701363,0.01698932610452175,0.03619067743420601,-0.0075764781795442104,0.0002831586170941591,-0.037580832839012146,0.04752415791153908,0.06895173341035843,0.011266653425991535,0.0031014936976134777,-0.04030177742242813,-0.023395681753754616
general,0.12999263405799866,0.11771003156900406,0.19638104736804962,0.21976788341999054,0.14199011027812958,0.10629517585039139,0.11267499625682831,0.259066641330719,0.20519059896469116,0.25860127806663513,0.024319389835000038,0.13287939131259918,0.1587367057800293,0.1972234547138214
education,0.11927890032529831,0.1851741373538971,0.12444977462291718,0.2013951987028122,0.5498206615447998,0.5239037871360779,0.22238992154598236,0.2654339671134949,0.2851640582084656,0.308173805475235,0.21988312900066376,0.3843323290348053,0.3047056198120117,0.18067774176597595
core,0.2871358394622803,0.2154109925031662,0.1969037503004074,0.2211325615644455,0.16470421850681305,0.10875029861927032,0.1844073385000229,0.16659320890903473,0.21025753021240234,0.24035881459712982,0.17972432076931,0.1237434670329094,0.17670907080173492,0.20309162139892578
includes,0.25336605310440063,0.22554756700992584,0.14845652878284454,0.2885901629924774,0.1261751353740692,0.12222755700349808,0.21982787549495697,0.32460328936576843,0.16130992770195007,0.3265656530857086,0.18741443753242493,0.18749508261680603,0.2137758433818817,0.14011523127555847
a,0.3187784254550934,0.22940123081207275,0.29312583804130554,0.2872205972671509,0.2676560878753662,0.1912536919116974,0.24527041614055634,0.539380669593811,0.20846913754940033,0.3739250600337982,0.25549009442329407,0.21388907730579376,0.25567445158958435,0.23916715383529663
“,0.007840923964977264,0.05717308074235916,-0.07636628299951553,-0.06879863888025284,-0.00014787229883950204,0.044299688190221786,-0.08100368082523346,0.006943287327885628,-0.08788036555051804,-0.03324910253286362,0.0026056363712996244,0.01717003621160984,-0.02425905130803585,-0.043535903096199036
dramatic,0.1709819883108139,0.15345102548599243,0.2392929047346115,0.2381686568260193,0.20004680752754211,0.28785738348960876,0.13668867945671082,0.23002950847148895,0.3185914158821106,0.25150761008262634,0.3086167275905609,0.3153970539569855,0.1904069185256958,0.12461373209953308
",",0.3298884332180023,0.2276160717010498,0.22659391164779663,0.40610817074775696,0.26501646637916565,0.2468680739402771,0.23555438220500946,0.5201468467712402,0.21602694690227509,0.6633074283599854,0.26162925362586975,0.2528577744960785,0.26848307251930237,0.31091248989105225
music,0.1684941053390503,0.027222685515880585,0.25244253873825073,0.27833521366119385,0.26528286933898926,0.31825414299964905,0.20272579789161682,0.22969312965869904,0.36204981803894043,0.2946314513683319,0.4149892330169678,0.36855143308639526,0.13863161206245422,0.18264494836330414
",",0.3298884332180023,0.2276160717010498,0.22659391164779663,0.40610817074775696,0.26501646637916565,0.2468680739402771,0.23555438220500946,0.5201468467712402,0.21602694690227509,0.6633074283599854,0.26162925362586975,0.2528577744960785,0.26848307251930237,0.31091248989105225
and,0.34341543912887573,0.29915347695350647,0.33647966384887695,0.5296266674995422,0.28111961483955383,0.22802554070949554,0.2203490138053894,0.4954058527946472,0.3037698566913605,1.0,0.29659831523895264,0.3013502061367035,0.2892279624938965,0.20544172823429108
visual,0.14719100296497345,0.15106427669525146,0.27136632800102234,0.28287866711616516,0.1776488572359085,0.2050660103559494,0.13449843227863312,0.1979106217622757,0.3721504509449005,0.30161386728286743,0.24780882894992828,0.3654644787311554,0.17451874911785126,0.15138444304466248
arts,0.177724689245224,0.12768834829330444,0.1528770476579666,0.26020848751068115,0.3262944519519806,0.37300360202789307,0.2588925361633301,0.2445804625749588,0.3754975199699402,0.3013502061367035,0.4328736662864685,1.0000001192092896,0.2746123671531677,0.09471383690834045
”,-0.04296812415122986,-0.06310541182756424,0.0009246314875781536,-0.09252884238958359,0.019936630502343178,0.016086982563138008,-0.06284575909376144,-0.05599946156144142,-0.0008878863300196826,-0.06984598934650421,0.043068598955869675,-0.03172926604747772,-0.018589073792099953,0.014230710454285145
requirement,0.15588882565498352,0.237960547208786,0.3436928987503052,0.2820119261741638,0.25071799755096436,0.21123504638671875,0.2625217139720917,0.17425359785556793,0.25235119462013245,0.2376902997493744,0.12130460888147354,0.17864327132701874,0.23070107400417328,0.3024540841579437
",",0.3298884332180023,0.2276160717010498,0.22659391164779663,0.40610817074775696,0.26501646637916565,0.2468680739402771,0.23555438220500946,0.5201468467712402,0.21602694690227509,0.6633074283599854,0.26162925362586975,0.2528577744960785,0.26848307251930237,0.31091248989105225
requiring,0.19714736938476562,0.20159313082695007,0.2889121174812317,0.2502917945384979,0.18442420661449432,0.16466423869132996,0.1975441575050354,0.178789421916008,0.25027012825012207,0.2832215130329132,0.23600414395332336,0.15775558352470398,0.24072390794754028,0.19080378115177155
