,what,bacteria,lives,inside,a,protective,capsule,that,serves,to,prevent,cell,lysis,?
other,0.341873437166214,0.22841648757457733,0.1706455647945404,0.29811930656433105,0.2806335389614105,0.28883907198905945,0.23875686526298523,0.5570666193962097,0.22123445570468903,0.4193183183670044,0.2603989243507385,0.2019130438566208,0.24115918576717377,0.24682199954986572
bacteria,0.1863701492547989,0.9999998807907104,0.18588069081306458,0.2869570553302765,0.19924654066562653,0.21909479796886444,0.32649269700050354,0.2798275947570801,0.04385827109217644,0.19413231313228607,0.27227428555488586,0.4478634297847748,0.45547616481781006,0.18786604702472687
",",0.3087472915649414,0.2358950972557068,0.32538965344429016,0.2100258767604828,0.427140474319458,0.23280303180217743,0.17161519825458527,0.4137537479400635,0.24305880069732666,0.44245919585227966,0.19234955310821533,0.17534321546554565,0.24315130710601807,0.31091248989105225
such,0.23989605903625488,0.21851390600204468,0.1077231764793396,0.27601292729377747,0.2706976532936096,0.27027541399002075,0.17189215123653412,0.4479874074459076,0.16730865836143494,0.2871878743171692,0.3238815665245056,0.18073546886444092,0.29450079798698425,0.17851735651493073
as,0.31749409437179565,0.2039324790239334,0.17050504684448242,0.24748453497886658,0.39550232887268066,0.2496630996465683,0.16465194523334503,0.4735107421875,0.29644614458084106,0.42092081904411316,0.30691957473754883,0.25192439556121826,0.24057792127132416,0.27043893933296204
mycobacterium,0.20162753760814667,0.8257895708084106,0.20583342015743256,0.23464374244213104,0.26536914706230164,0.21404686570167542,0.3420882821083069,0.2732605040073395,0.08533250540494919,0.16328109800815582,0.23655180633068085,0.4184362292289734,0.5100676417350769,0.18310081958770752
tuberculosis,0.20818693935871124,0.47966331243515015,0.2713873088359833,0.13204139471054077,0.20262180268764496,0.14842864871025085,0.18072296679019928,0.24330416321754456,0.09314987063407898,0.2084268182516098,0.17278827726840973,0.2055436670780182,0.39470231533050537,0.12419690191745758
",",0.3087472915649414,0.2358950972557068,0.32538965344429016,0.2100258767604828,0.427140474319458,0.23280303180217743,0.17161519825458527,0.4137537479400635,0.24305880069732666,0.44245919585227966,0.19234955310821533,0.17534321546554565,0.24315130710601807,0.31091248989105225
live,0.20532001554965973,0.20189201831817627,0.5280572772026062,0.2187700867652893,0.21948647499084473,0.18129169940948486,0.07563365995883942,0.22191597521305084,0.11645559966564178,0.298321396112442,0.12529659271240234,0.11652971804141998,0.14606817066669464,0.19481121003627777
inside,0.2567365765571594,0.2869570553302765,0.18185649812221527,1.0000001192092896,0.35481444001197815,0.3361622095108032,0.45268014073371887,0.3693249523639679,0.2102217674255371,0.27900636196136475,0.30719467997550964,0.3840719163417816,0.16989250481128693,0.14505037665367126
a,0.3320399522781372,0.19924654066562653,0.19424182176589966,0.35481444001197815,1.0,0.2625492215156555,0.29288169741630554,0.47537946701049805,0.2583726644515991,0.45503583550453186,0.23738086223602295,0.21525812149047852,0.2506030201911926,0.23916715383529663
protective,0.20768675208091736,0.21909479796886444,0.19853992760181427,0.3361622095108032,0.2625492215156555,0.9999998807907104,0.2181377112865448,0.2927565574645996,0.2526703178882599,0.25886988639831543,0.435844749212265,0.20161943137645721,0.22399000823497772,0.10403575748205185
capsule,0.1868036687374115,0.32649269700050354,0.021871088072657585,0.45268014073371887,0.29288169741630554,0.2181377112865448,0.9999998807907104,0.26547420024871826,0.24376818537712097,0.22127163410186768,0.22241824865341187,0.30402129888534546,0.31764236092567444,0.1896391361951828
that,0.6297725439071655,0.2798275947570801,0.2062283754348755,0.3693249523639679,0.47537946701049805,0.2927565574645996,0.26547420024871826,1.0,0.1977689415216446,0.5436353087425232,0.3359993100166321,0.24500271677970886,0.30836787819862366,0.32716336846351624
prevents,0.29858162999153137,0.3084118664264679,0.10611243546009064,0.3973294496536255,0.26721975207328796,0.4128585457801819,0.26656144857406616,0.3700583577156067,0.1694326251745224,0.3236422538757324,0.8686361312866211,0.2678455710411072,0.29743802547454834,0.2179328203201294
lysis,0.22789853811264038,0.45547616481781006,0.1449708789587021,0.16989250481128693,0.2506030201911926,0.22399000823497772,0.31764236092567444,0.30836787819862366,0.05124371126294136,0.2010594606399536,0.24670758843421936,0.319454550743103,1.0000001192092896,0.08935656398534775
by,0.2455483376979828,0.22791919112205505,0.07278885692358017,0.261824369430542,0.32094135880470276,0.1592988222837448,0.15838652849197388,0.37496164441108704,0.10524222254753113,0.33534231781959534,0.3244638741016388,0.1892392784357071,0.1896803230047226,0.17966607213020325
complement,0.2655338943004608,0.22764752805233002,0.05504189431667328,0.2633529305458069,0.36002278327941895,0.329622358083725,0.32739385962486267,0.33171409368515015,0.23900847136974335,0.3486989736557007,0.2789762318134308,0.2811082899570465,0.3143850862979889,0.11208028346300125
.,0.3567904531955719,0.24264462292194366,0.2944296896457672,0.3128161132335663,0.50484299659729,0.23950155079364777,0.23843273520469666,0.4460422694683075,0.20502176880836487,0.4645031690597534,0.24685528874397278,0.2801848351955414,0.2017308473587036,0.4130953550338745
