,according,to,the,umc,",",persons,who,are,addicted,to,pornography,have,altered,perceptions,of,whom,?
persons,0.36194491386413574,0.3034352660179138,0.3206244707107544,0.24695351719856262,0.28469589352607727,1.0,0.34631550312042236,0.32276177406311035,0.17934727668762207,0.3034352660179138,0.33816125988960266,0.31129708886146545,0.18500301241874695,0.3044814169406891,0.3095638155937195,0.3415108621120453,0.22290422022342682
who,0.22336459159851074,0.42656609416007996,0.3733934462070465,0.28098225593566895,0.3365725874900818,0.34631550312042236,0.9999998807907104,0.27294138073921204,0.3291971683502197,0.42656609416007996,0.2564195990562439,0.39246654510498047,0.17909863591194153,0.16853053867816925,0.2827862501144409,0.6214004158973694,0.26220351457595825
are,0.22847512364387512,0.3504326641559601,0.40399202704429626,0.2037472277879715,0.4062570035457611,0.32276177406311035,0.27294138073921204,1.0,0.16114600002765656,0.3504326641559601,0.19483451545238495,0.6577680706977844,0.23715095221996307,0.30092594027519226,0.39081433415412903,0.17908456921577454,0.24591213464736938
addicted,0.17817887663841248,0.208372563123703,0.17164379358291626,0.16965536773204803,0.22184211015701294,0.17934727668762207,0.3291971683502197,0.16114600002765656,1.0000001192092896,0.208372563123703,0.33463752269744873,0.2780550718307495,0.2730884850025177,0.24717110395431519,0.16449566185474396,0.2436181604862213,0.17540569603443146
to,0.28520727157592773,1.0,0.535392165184021,0.23076260089874268,0.44245919585227966,0.3034352660179138,0.42656609416007996,0.3504326641559601,0.208372563123703,1.0,0.21095576882362366,0.4544740617275238,0.236492320895195,0.21668949723243713,0.41548454761505127,0.3108522593975067,0.29463258385658264
pornography,0.1293129026889801,0.21095576882362366,0.09595246613025665,0.22314254939556122,0.25669875741004944,0.33816125988960266,0.2564195990562439,0.19483451545238495,0.33463752269744873,0.21095576882362366,1.0,0.2423318475484848,0.15432289242744446,0.23304888606071472,0.11324459314346313,0.17217500507831573,0.21289344131946564
are,0.22847512364387512,0.3504326641559601,0.40399202704429626,0.2037472277879715,0.4062570035457611,0.32276177406311035,0.27294138073921204,1.0,0.16114600002765656,0.3504326641559601,0.19483451545238495,0.6577680706977844,0.23715095221996307,0.30092594027519226,0.39081433415412903,0.17908456921577454,0.24591213464736938
physiologically,0.17206527292728424,0.24231958389282227,0.28542351722717285,0.11502400040626526,0.2689894735813141,0.21849043667316437,0.22498761117458344,0.3419988453388214,0.2988685071468353,0.24231958389282227,0.13383948802947998,0.3323323130607605,0.3219791054725647,0.37514156103134155,0.2515898048877716,0.1446407288312912,0.14984184503555298
altered,0.24363458156585693,0.236492320895195,0.3240741193294525,0.1966814249753952,0.26491186022758484,0.18500301241874695,0.17909863591194153,0.23715095221996307,0.2730884850025177,0.236492320895195,0.15432289242744446,0.30728358030319214,0.9999998807907104,0.27204373478889465,0.29888656735420227,0.13904786109924316,0.2274777591228485
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.1953766793012619,1.0000001192092896,0.28469589352607727,0.3365725874900818,0.4062570035457611,0.22184211015701294,0.44245919585227966,0.25669875741004944,0.3541618287563324,0.26491186022758484,0.24212439358234406,0.4946078956127167,0.25587570667266846,0.31091248989105225
as,0.24795791506767273,0.42092081904411316,0.48381632566452026,0.24607859551906586,0.48816442489624023,0.25108951330184937,0.3923053741455078,0.3826591968536377,0.2503509819507599,0.42092081904411316,0.20230446755886078,0.37788212299346924,0.31197941303253174,0.20602279901504517,0.3886612355709076,0.31695985794067383,0.27043893933296204
is,0.2838992476463318,0.42745086550712585,0.5823672413825989,0.21909049153327942,0.4691906273365021,0.29934951663017273,0.24293622374534607,0.5330929756164551,0.14969466626644135,0.42745086550712585,0.144915372133255,0.3613572418689728,0.2137126922607422,0.17608758807182312,0.4854315221309662,0.15196239948272705,0.22961433231830597
their,0.22182291746139526,0.44619059562683105,0.516537070274353,0.14077533781528473,0.3045167922973633,0.2909320294857025,0.3767721951007843,0.46887820959091187,0.2536942660808563,0.44619059562683105,0.17108337581157684,0.523270845413208,0.27140137553215027,0.2883067727088928,0.4329940676689148,0.28026002645492554,0.1898253709077835
perspective,0.26409095525741577,0.29367613792419434,0.2812875509262085,0.2090950608253479,0.26874035596847534,0.280789315700531,0.22132621705532074,0.25546157360076904,0.18237583339214325,0.29367613792419434,0.2754962146282196,0.28588491678237915,0.3082122206687927,0.42067840695381165,0.29868391156196594,0.1384238600730896,0.20587648451328278
