,what,two,governors,agreed,to,a,truce,to,protect,their,young,colonies,?
at,0.2838611304759979,0.32178381085395813,0.20621711015701294,0.180673748254776,0.36524343490600586,0.3095070421695709,0.1363036036491394,0.36524343490600586,0.14391009509563446,0.23641370236873627,0.19123521447181702,0.16224800050258636,0.21978627145290375
the,0.42745697498321533,0.43858039379119873,0.26603612303733826,0.24722334742546082,0.535392165184021,0.5829201340675354,0.2618107199668884,0.535392165184021,0.2559677064418793,0.516537070274353,0.2729646563529968,0.30451729893684387,0.22068053483963013
outbreak,0.19845229387283325,0.18200774490833282,0.15925636887550354,0.12193456292152405,0.13339529931545258,0.23416811227798462,0.2116384655237198,0.13339529931545258,0.19303955137729645,0.1337980031967163,0.15531718730926514,0.299909770488739,0.1898726373910904
of,0.33290785551071167,0.37726253271102905,0.29726311564445496,0.24395716190338135,0.41548454761505127,0.5052502155303955,0.25842639803886414,0.41548454761505127,0.19880573451519012,0.4329940676689148,0.28555598855018616,0.2890703082084656,0.1826142966747284
world,0.21669597923755646,0.25136598944664,0.16685356199741364,0.22575590014457703,0.26213452219963074,0.22239887714385986,0.14001892507076263,0.26213452219963074,0.1557045727968216,0.22305947542190552,0.22992810606956482,0.2281995713710785,0.17579582333564758
war,0.22516006231307983,0.22875118255615234,0.2199464589357376,0.23764154314994812,0.2610234022140503,0.2368277609348297,0.3786732256412506,0.2610234022140503,0.1770797073841095,0.2163475602865219,0.19453327357769012,0.35548219084739685,0.15510529279708862
i,0.4411132335662842,0.18247975409030914,0.19850334525108337,0.2867982089519501,0.3140375316143036,0.3155658543109894,0.24661724269390106,0.3140375316143036,0.1340222954750061,0.19805239140987396,0.22689490020275116,0.11657103151082993,0.4695145785808563
in,0.30808621644973755,0.36463531851768494,0.2137649804353714,0.18135444819927216,0.45010748505592346,0.539380669593811,0.2325245589017868,0.45010748505592346,0.17026682198047638,0.34976133704185486,0.24628505110740662,0.28602269291877747,0.20430970191955566
august,0.2305731326341629,0.19593678414821625,0.1405203491449356,0.23773439228534698,0.2269229143857956,0.22687026858329773,0.2232777178287506,0.2269229143857956,0.11215399950742722,0.09493408352136612,0.09188029915094376,0.1265312135219574,0.3006744682788849
1914,0.111264169216156,0.1109081283211708,0.14779967069625854,0.08222353458404541,0.07202267646789551,0.07047152519226074,0.07315909117460251,0.07202267646789551,0.045322541147470474,0.07953222095966339,-0.0035336902365088463,0.1718342900276184,0.14893388748168945
",",0.3087472915649414,0.35859420895576477,0.24975614249706268,0.27350708842277527,0.44245919585227966,0.427140474319458,0.23467624187469482,0.44245919585227966,0.22548046708106995,0.3045167922973633,0.2606840431690216,0.23384660482406616,0.31091248989105225
the,0.42745697498321533,0.43858039379119873,0.26603612303733826,0.24722334742546082,0.535392165184021,0.5829201340675354,0.2618107199668884,0.535392165184021,0.2559677064418793,0.516537070274353,0.2729646563529968,0.30451729893684387,0.22068053483963013
governors,0.2342209368944168,0.19165638089179993,1.0,0.2264009416103363,0.197679340839386,0.12148086726665497,0.19938430190086365,0.197679340839386,0.10874520242214203,0.17262761294841766,0.14599834382534027,0.3760392367839813,0.14528851211071014
of,0.33290785551071167,0.37726253271102905,0.29726311564445496,0.24395716190338135,0.41548454761505127,0.5052502155303955,0.25842639803886414,0.41548454761505127,0.19880573451519012,0.4329940676689148,0.28555598855018616,0.2890703082084656,0.1826142966747284
british,0.19255435466766357,0.2043003886938095,0.2421974539756775,0.18892551958560944,0.22690963745117188,0.1984395682811737,0.18361704051494598,0.22690963745117188,0.09259359538555145,0.19777938723564148,0.14695754647254944,0.3298065662384033,0.09711728990077972
east,0.19840149581432343,0.21271947026252747,0.2110971063375473,0.15550242364406586,0.24717837572097778,0.18767057359218597,0.2726617157459259,0.24717837572097778,0.03783532232046127,0.14149846136569977,0.16252358257770538,0.26142606139183044,0.10070597380399704
africa,0.19696469604969025,0.2214287370443344,0.19454850256443024,0.1148456409573555,0.23667606711387634,0.18140724301338196,0.08869591355323792,0.23667606711387634,0.14785611629486084,0.2043539583683014,0.19802400469779968,0.3825175166130066,0.12926554679870605
(,0.2411840260028839,0.2169162482023239,0.16591143608093262,0.18918243050575256,0.30882009863853455,0.3206180930137634,0.17370767891407013,0.30882009863853455,0.14339612424373627,0.15721023082733154,0.175283282995224,0.1581670492887497,0.40561532974243164
as,0.31749409437179565,0.3029302954673767,0.209737628698349,0.23998716473579407,0.42092081904411316,0.39550232887268066,0.20907390117645264,0.42092081904411316,0.2537829577922821,0.29218852519989014,0.2493147850036621,0.20195318758487701,0.27043893933296204
the,0.42745697498321533,0.43858039379119873,0.26603612303733826,0.24722334742546082,0.535392165184021,0.5829201340675354,0.2618107199668884,0.535392165184021,0.2559677064418793,0.516537070274353,0.2729646563529968,0.30451729893684387,0.22068053483963013
protectorate,0.20406322181224823,0.16131189465522766,0.2892042100429535,0.1771552413702011,0.23273277282714844,0.19700898230075836,0.2793450653553009,0.23273277282714844,0.5382024645805359,0.16195687651634216,0.07786177098751068,0.3411330282688141,0.09938298910856247
was,0.22111038863658905,0.27166637778282166,0.21350792050361633,0.2848299443721771,0.3636345863342285,0.4508470594882965,0.2189507633447647,0.3636345863342285,0.15065054595470428,0.2396296262741089,0.2406257688999176,0.21739500761032104,0.18412111699581146
generally,0.40614598989486694,0.3348081111907959,0.15208403766155243,0.23502759635448456,0.3871513605117798,0.37653425335884094,0.1745043694972992,0.3871513605117798,0.21253123879432678,0.3984978497028351,0.20182089507579803,0.1964162439107895,0.23411904275417328
known,0.20381177961826324,0.20766764879226685,0.10770872235298157,0.16627995669841766,0.14337651431560516,0.30882248282432556,0.1211213767528534,0.14337651431560516,0.12559087574481964,0.22521670162677765,0.2182440459728241,0.16201111674308777,0.18314571678638458
),0.26259949803352356,0.24161455035209656,0.15182781219482422,0.18420939147472382,0.31236231327056885,0.3640355169773102,0.17499983310699463,0.31236231327056885,0.14743132889270782,0.1549641638994217,0.1785653680562973,0.14880722761154175,0.42300865054130554
and,0.31309178471565247,0.4671151638031006,0.22247430682182312,0.2597125470638275,0.48971283435821533,0.3739250600337982,0.24372471868991852,0.48971283435821533,0.283433735370636,0.45114588737487793,0.30018550157546997,0.311396062374115,0.20544172823429108
german,0.1960553526878357,0.1894516944885254,0.05958152934908867,0.18251976370811462,0.15143753588199615,0.23789440095424652,0.11493197083473206,0.15143753588199615,0.10766129195690155,0.18420307338237762,0.11557747423648834,0.1303519457578659,0.13978645205497742
east,0.19840149581432343,0.21271947026252747,0.2110971063375473,0.15550242364406586,0.24717837572097778,0.18767057359218597,0.2726617157459259,0.24717837572097778,0.03783532232046127,0.14149846136569977,0.16252358257770538,0.26142606139183044,0.10070597380399704
africa,0.19696469604969025,0.2214287370443344,0.19454850256443024,0.1148456409573555,0.23667606711387634,0.18140724301338196,0.08869591355323792,0.23667606711387634,0.14785611629486084,0.2043539583683014,0.19802400469779968,0.3825175166130066,0.12926554679870605
agreed,0.3416297733783722,0.24111202359199524,0.2264009416103363,1.0000001192092896,0.35596710443496704,0.17516115307807922,0.37033072113990784,0.35596710443496704,0.1944267600774765,0.28174999356269836,0.16335533559322357,0.23202131688594818,0.21258382499217987
a,0.3320399522781372,0.3289857804775238,0.12148086726665497,0.17516115307807922,0.45503583550453186,1.0,0.18070313334465027,0.45503583550453186,0.21272259950637817,0.29698723554611206,0.2628135085105896,0.20623989403247833,0.23916715383529663
truce,0.16348199546337128,0.20941422879695892,0.19938430190086365,0.37033072113990784,0.2638852298259735,0.18070313334465027,0.9999998807907104,0.2638852298259735,0.1751284897327423,0.1993473917245865,0.19078847765922546,0.22442883253097534,0.1442442387342453
in,0.30808621644973755,0.36463531851768494,0.2137649804353714,0.18135444819927216,0.45010748505592346,0.539380669593811,0.2325245589017868,0.45010748505592346,0.17026682198047638,0.34976133704185486,0.24628505110740662,0.28602269291877747,0.20430970191955566
an,0.2821882665157318,0.1867314726114273,0.13502754271030426,0.10558826476335526,0.3138085603713989,0.44552403688430786,0.1647467315196991,0.3138085603713989,0.18392978608608246,0.19624626636505127,0.15689398348331451,0.13473175466060638,0.19793890416622162
attempt,0.2411041408777237,0.18628446757793427,0.1861400604248047,0.24432481825351715,0.4458620846271515,0.2390216588973999,0.29041755199432373,0.4458620846271515,0.20516037940979004,0.21348460018634796,0.1735604703426361,0.15374921262264252,0.16559520363807678
